year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_total_mio_eur
2018,NUTS,2010,RS,0,394.141
2019,NUTS,2010,RS,0,407.918
2020,NUTS,2010,RS,0,423.951
2018,NUTS,2010,RS1,1,366.286
2019,NUTS,2010,RS1,1,378.106
2020,NUTS,2010,RS1,1,390.236
2018,NUTS,2010,RS11,2,266.911
2019,NUTS,2010,RS11,2,296.585
2020,NUTS,2010,RS11,2,308.627
2018,NUTS,2010,RS12,2,99.376
2019,NUTS,2010,RS12,2,81.521
2020,NUTS,2010,RS12,2,81.609
2018,NUTS,2010,RS2,1,27.854
2019,NUTS,2010,RS2,1,29.813
2020,NUTS,2010,RS2,1,33.714
2018,NUTS,2010,RS21,2,10.457
2019,NUTS,2010,RS21,2,14.458
2020,NUTS,2010,RS21,2,14.618
2018,NUTS,2010,RS22,2,17.397
2019,NUTS,2010,RS22,2,15.355
2020,NUTS,2010,RS22,2,19.096
2011,NUTS,2010,RU,0,14930.48
2012,NUTS,2010,RU,0,17529.086
2013,NUTS,2010,RU,0,17710.22
2014,NUTS,2010,RU,0,16633.897
2015,NUTS,2010,RU,0,13436.789
2017,NUTS,2010,RU,0,15456.152
2018,NUTS,2010,RU,0,13887.431
2019,NUTS,2010,RU,0,15661.887
2011,NUTS,2010,SE,0,13157.434
2012,NUTS,2010,SE,0,13891.27
2013,NUTS,2010,SE,0,14406.172
2014,NUTS,2010,SE,0,13611.914
2015,NUTS,2010,SE,0,14662.533
2016,NUTS,2010,SE,0,15141.358
2017,NUTS,2010,SE,0,16142.23
2018,NUTS,2010,SE,0,15631.342
2019,NUTS,2010,SE,0,16154.347
2020,NUTS,2010,SE,0,16769.514
2011,NUTS,2010,SE1,1,6683.094
2013,NUTS,2010,SE1,1,7704.213
2015,NUTS,2010,SE1,1,7910.408
2017,NUTS,2010,SE1,1,8005.833
2019,NUTS,2010,SE1,1,7719.542
2011,NUTS,2010,SE11,2,4395.889
2013,NUTS,2010,SE11,2,5244.293
2015,NUTS,2010,SE11,2,5418.4
2017,NUTS,2010,SE11,2,5566.004
2019,NUTS,2010,SE11,2,5059.637
2011,NUTS,2010,SE12,2,2287.205
2013,NUTS,2010,SE12,2,2459.805
2015,NUTS,2010,SE12,2,2492.222
2017,NUTS,2010,SE12,2,2439.726
2019,NUTS,2010,SE12,2,2659.905
2011,NUTS,2010,SE2,1,5520.056
2013,NUTS,2010,SE2,1,5586.315
2015,NUTS,2010,SE2,1,5650.291
2017,NUTS,2010,SE2,1,7064.898
2011,NUTS,2010,SE21,2,403.442
2013,NUTS,2010,SE21,2,466.509
2015,NUTS,2010,SE21,2,490.619
2011,NUTS,2010,SE22,2,2204.589
2013,NUTS,2010,SE22,2,2112.235
2015,NUTS,2010,SE22,2,1846.688
2017,NUTS,2010,SE22,2,1962.201
2019,NUTS,2010,SE22,2,2216.525
2011,NUTS,2010,SE23,2,2911.692
2013,NUTS,2010,SE23,2,3007.802
2015,NUTS,2010,SE23,2,3313.305
2017,NUTS,2010,SE23,2,4535.812
2019,NUTS,2010,SE23,2,4702.194
2011,NUTS,2010,SE3,1,912.645
2013,NUTS,2010,SE3,1,1083.165
2015,NUTS,2010,SE3,1,1074.464
2017,NUTS,2010,SE3,1,1052.817
2011,NUTS,2010,SE31,2,304.326
2013,NUTS,2010,SE31,2,414.726
2015,NUTS,2010,SE31,2,395.788
2017,NUTS,2010,SE31,2,389.41
2019,NUTS,2010,SE31,2,404.473
2011,NUTS,2010,SE32,2,118.164
2013,NUTS,2010,SE32,2,117.321
2015,NUTS,2010,SE32,2,108.622
2011,NUTS,2010,SE33,2,490.376
2013,NUTS,2010,SE33,2,551.003
2015,NUTS,2010,SE33,2,570.054
2017,NUTS,2010,SE33,2,540.316
2019,NUTS,2010,SE33,2,584.091
2011,NUTS,2010,SI,0,894.213
2012,NUTS,2010,SI,0,928.306
2013,NUTS,2010,SI,0,935.006
2014,NUTS,2010,SI,0,890.232
2015,NUTS,2010,SI,0,853.067
2016,NUTS,2010,SI,0,811.953
2017,NUTS,2010,SI,0,802.291
2018,NUTS,2010,SI,0,892.724
2019,NUTS,2010,SI,0,990.698
2020,NUTS,2010,SI,0,1007.493
2011,NUTS,2010,SI0,1,894.2
2012,NUTS,2010,SI0,1,928.306
2013,NUTS,2010,SI0,1,935.0
2014,NUTS,2010,SI0,1,890.231
2015,NUTS,2010,SI0,1,853.067
2016,NUTS,2010,SI0,1,811.953
2017,NUTS,2010,SI0,1,802.291
2018,NUTS,2010,SI0,1,892.724
2019,NUTS,2010,SI0,1,990.698
2013,NUTS,2010,SI03,2,330.8
2014,NUTS,2010,SI03,2,321.543
2015,NUTS,2010,SI03,2,276.526
2016,NUTS,2010,SI03,2,263.329
2017,NUTS,2010,SI03,2,263.095
2018,NUTS,2010,SI03,2,296.825
2019,NUTS,2010,SI03,2,337.491
2013,NUTS,2010,SI04,2,604.2
2014,NUTS,2010,SI04,2,568.688
2015,NUTS,2010,SI04,2,576.541
2016,NUTS,2010,SI04,2,548.624
2017,NUTS,2010,SI04,2,539.196
2018,NUTS,2010,SI04,2,595.899
2019,NUTS,2010,SI04,2,653.207
2011,NUTS,2010,SK,0,468.439
2012,NUTS,2010,SK,0,585.225
2013,NUTS,2010,SK,0,610.876
2014,NUTS,2010,SK,0,669.632
2015,NUTS,2010,SK,0,927.272
2016,NUTS,2010,SK,0,640.835
2017,NUTS,2010,SK,0,748.955
2018,NUTS,2010,SK,0,750.947
2019,NUTS,2010,SK,0,776.59
2020,NUTS,2010,SK,0,838.927
2011,NUTS,2010,SK0,1,468.439
2012,NUTS,2010,SK0,1,585.225
2013,NUTS,2010,SK0,1,610.876
2014,NUTS,2010,SK0,1,669.632
2015,NUTS,2010,SK0,1,927.272
2016,NUTS,2010,SK0,1,640.835
2017,NUTS,2010,SK0,1,748.955
2018,NUTS,2010,SK0,1,750.947
2019,NUTS,2010,SK0,1,776.59
2020,NUTS,2010,SK0,1,838.927
2011,NUTS,2010,SK01,2,242.739
2012,NUTS,2010,SK01,2,317.113
2013,NUTS,2010,SK01,2,346.919
2014,NUTS,2010,SK01,2,311.169
2015,NUTS,2010,SK01,2,408.098
2016,NUTS,2010,SK01,2,319.931
2017,NUTS,2010,SK01,2,383.071
2018,NUTS,2010,SK01,2,360.836
2019,NUTS,2010,SK01,2,374.848
2020,NUTS,2010,SK01,2,393.853
2011,NUTS,2010,SK02,2,81.606
2012,NUTS,2010,SK02,2,81.308
2013,NUTS,2010,SK02,2,80.712
2014,NUTS,2010,SK02,2,157.355
2015,NUTS,2010,SK02,2,216.569
2016,NUTS,2010,SK02,2,135.371
2017,NUTS,2010,SK02,2,173.342
2018,NUTS,2010,SK02,2,190.773
2019,NUTS,2010,SK02,2,182.009
2020,NUTS,2010,SK02,2,184.837
2011,NUTS,2010,SK03,2,68.511
2012,NUTS,2010,SK03,2,90.726
2013,NUTS,2010,SK03,2,95.012
2014,NUTS,2010,SK03,2,112.787
2015,NUTS,2010,SK03,2,179.76
2016,NUTS,2010,SK03,2,97.337
2017,NUTS,2010,SK03,2,97.054
2018,NUTS,2010,SK03,2,106.829
2019,NUTS,2010,SK03,2,121.668
2020,NUTS,2010,SK03,2,133.361
2011,NUTS,2010,SK04,2,75.584
2012,NUTS,2010,SK04,2,96.078
2013,NUTS,2010,SK04,2,88.233
2014,NUTS,2010,SK04,2,88.322
2015,NUTS,2010,SK04,2,122.846
2016,NUTS,2010,SK04,2,88.197
2017,NUTS,2010,SK04,2,95.488
2018,NUTS,2010,SK04,2,92.509
2019,NUTS,2010,SK04,2,98.064
2020,NUTS,2010,SK04,2,126.876
2011,NUTS,2010,TR,0,4771.216
2012,NUTS,2010,TR,0,5646.105
2013,NUTS,2010,TR,0,5844.611
2014,NUTS,2010,TR,0,6054.745
2015,NUTS,2010,TR,0,6813.832
2016,NUTS,2010,TR,0,7370.338
2017,NUTS,2010,TR,0,7245.42
2018,NUTS,2010,TR,0,6751.173
2019,NUTS,2010,TR,0,7227.923
2020,NUTS,2010,TR,0,6822.952
2011,NUTS,2010,UK,0,31547.068
2012,NUTS,2010,UK,0,33303.737
2013,NUTS,2010,UK,0,33998.705
2014,NUTS,2010,UK,0,37960.055
2015,NUTS,2010,UK,0,43573.987
2016,NUTS,2010,UK,0,40426.602
2017,NUTS,2010,UK,0,39704.118
2018,NUTS,2010,UK,0,41903.357
2019,NUTS,2010,UK,0,44364.32
2011,NUTS,2010,UKC,1,570.573
2012,NUTS,2010,UKC,1,644.346
2013,NUTS,2010,UKC,1,659.484
2014,NUTS,2010,UKC,1,667.039
2015,NUTS,2010,UKC,1,870.35
2016,NUTS,2010,UKC,1,766.321
2017,NUTS,2010,UKC,1,806.205
2018,NUTS,2010,UKC,1,881.09
2011,NUTS,2010,UKC1,2,227.215
2012,NUTS,2010,UKC1,2,253.299
2013,NUTS,2010,UKC1,2,258.801
2014,NUTS,2010,UKC1,2,258.157
2015,NUTS,2010,UKC1,2,316.341
2016,NUTS,2010,UKC1,2,249.054
2017,NUTS,2010,UKC1,2,265.998
2018,NUTS,2010,UKC1,2,324.856
2011,NUTS,2010,UKC2,2,343.358
2012,NUTS,2010,UKC2,2,391.047
2013,NUTS,2010,UKC2,2,400.683
2014,NUTS,2010,UKC2,2,408.882
2015,NUTS,2010,UKC2,2,554.147
2016,NUTS,2010,UKC2,2,517.267
2017,NUTS,2010,UKC2,2,540.322
2018,NUTS,2010,UKC2,2,556.347
2011,NUTS,2010,UKD,1,3359.143
2012,NUTS,2010,UKD,1,3006.289
2013,NUTS,2010,UKD,1,2920.052
2014,NUTS,2010,UKD,1,3142.662
2015,NUTS,2010,UKD,1,3986.498
2016,NUTS,2010,UKD,1,3860.769
2017,NUTS,2010,UKD,1,3467.093
2018,NUTS,2010,UKD,1,3333.107
2011,NUTS,2010,UKD1,2,123.747
2012,NUTS,2010,UKD1,2,92.367
2013,NUTS,2010,UKD1,2,77.593
2014,NUTS,2010,UKD1,2,135.715
2015,NUTS,2010,UKD1,2,215.211
2016,NUTS,2010,UKD1,2,192.19
2017,NUTS,2010,UKD1,2,188.548
2018,NUTS,2010,UKD1,2,208.206
2011,NUTS,2010,UKD3,2,620.002
2012,NUTS,2010,UKD3,2,686.891
2013,NUTS,2010,UKD3,2,625.456
2014,NUTS,2010,UKD3,2,728.818
2015,NUTS,2010,UKD3,2,891.981
2016,NUTS,2010,UKD3,2,837.584
2017,NUTS,2010,UKD3,2,819.208
2018,NUTS,2010,UKD3,2,1104.103
2011,NUTS,2010,UKD4,2,342.551
2012,NUTS,2010,UKD4,2,334.69
2013,NUTS,2010,UKD4,2,322.619
2014,NUTS,2010,UKD4,2,357.4
2015,NUTS,2010,UKD4,2,422.568
2016,NUTS,2010,UKD4,2,447.59
2017,NUTS,2010,UKD4,2,385.195
2018,NUTS,2010,UKD4,2,357.07
2011,NUTS,2010,UKD6,2,1778.661
2012,NUTS,2010,UKD6,2,1338.883
2013,NUTS,2010,UKD6,2,1288.355
2014,NUTS,2010,UKD6,2,1234.834
2015,NUTS,2010,UKD6,2,1719.344
2016,NUTS,2010,UKD6,2,1512.996
2017,NUTS,2010,UKD6,2,1194.023
2018,NUTS,2010,UKD6,2,979.089
2011,NUTS,2010,UKD7,2,494.181
2012,NUTS,2010,UKD7,2,553.459
2013,NUTS,2010,UKD7,2,606.029
2014,NUTS,2010,UKD7,2,685.895
2015,NUTS,2010,UKD7,2,737.393
2016,NUTS,2010,UKD7,2,870.287
2017,NUTS,2010,UKD7,2,880.233
2018,NUTS,2010,UKD7,2,684.639
2011,NUTS,2010,UKE,1,1269.962
2012,NUTS,2010,UKE,1,1442.225
2013,NUTS,2010,UKE,1,1464.736
2014,NUTS,2010,UKE,1,1588.761
2015,NUTS,2010,UKE,1,1929.319
2016,NUTS,2010,UKE,1,1708.847
2017,NUTS,2010,UKE,1,1871.678
2018,NUTS,2010,UKE,1,1855.883
2011,NUTS,2010,UKE1,2,125.014
2012,NUTS,2010,UKE1,2,147.121
2013,NUTS,2010,UKE1,2,17.779
2014,NUTS,2010,UKE1,2,177.397
2015,NUTS,2010,UKE1,2,219.895
2016,NUTS,2010,UKE1,2,204.515
2017,NUTS,2010,UKE1,2,212.844
2018,NUTS,2010,UKE1,2,227.309
2011,NUTS,2010,UKE2,2,323.424
2012,NUTS,2010,UKE2,2,366.506
2013,NUTS,2010,UKE2,2,465.56
2014,NUTS,2010,UKE2,2,350.329
2015,NUTS,2010,UKE2,2,443.511
2016,NUTS,2010,UKE2,2,367.541
2017,NUTS,2010,UKE2,2,387.134
2018,NUTS,2010,UKE2,2,406.579
2011,NUTS,2010,UKE3,2,301.072
2012,NUTS,2010,UKE3,2,329.634
2013,NUTS,2010,UKE3,2,319.911
2014,NUTS,2010,UKE3,2,358.516
2015,NUTS,2010,UKE3,2,465.831
2016,NUTS,2010,UKE3,2,427.212
2017,NUTS,2010,UKE3,2,502.338
2018,NUTS,2010,UKE3,2,461.512
2011,NUTS,2010,UKE4,2,520.452
2012,NUTS,2010,UKE4,2,598.964
2013,NUTS,2010,UKE4,2,661.486
2014,NUTS,2010,UKE4,2,702.518
2015,NUTS,2010,UKE4,2,800.083
2016,NUTS,2010,UKE4,2,709.701
2017,NUTS,2010,UKE4,2,769.476
2018,NUTS,2010,UKE4,2,760.597
2011,NUTS,2010,UKF,1,1801.244
2012,NUTS,2010,UKF,1,1979.529
2013,NUTS,2010,UKF,1,2077.829
2014,NUTS,2010,UKF,1,2328.371
2015,NUTS,2010,UKF,1,2639.295
2016,NUTS,2010,UKF,1,2531.422
2017,NUTS,2010,UKF,1,2210.22
2018,NUTS,2010,UKF,1,2498.587
2011,NUTS,2010,UKF1,2,1161.655
2012,NUTS,2010,UKF1,2,1350.721
2013,NUTS,2010,UKF1,2,1409.396
2014,NUTS,2010,UKF1,2,1603.151
2015,NUTS,2010,UKF1,2,1844.034
2016,NUTS,2010,UKF1,2,1749.359
2017,NUTS,2010,UKF1,2,1490.59
2018,NUTS,2010,UKF1,2,1751.102
2011,NUTS,2010,UKF2,2,575.642
2012,NUTS,2010,UKF2,2,575.287
2013,NUTS,2010,UKF2,2,610.621
2014,NUTS,2010,UKF2,2,658.231
2015,NUTS,2010,UKF2,2,721.686
2016,NUTS,2010,UKF2,2,698.963
2017,NUTS,2010,UKF2,2,632.143
2018,NUTS,2010,UKF2,2,663.954
2011,NUTS,2010,UKF3,2,63.948
2012,NUTS,2010,UKF3,2,53.521
2013,NUTS,2010,UKF3,2,57.812
2014,NUTS,2010,UKF3,2,66.989
2015,NUTS,2010,UKF3,2,73.712
2016,NUTS,2010,UKF3,2,82.977
2017,NUTS,2010,UKF3,2,87.487
2018,NUTS,2010,UKF3,2,83.531
2011,NUTS,2010,UKG,1,1835.465
2012,NUTS,2010,UKG,1,2246.516
2013,NUTS,2010,UKG,1,2438.95
2014,NUTS,2010,UKG,1,2932.515
2015,NUTS,2010,UKG,1,3640.397
2016,NUTS,2010,UKG,1,3394.387
2017,NUTS,2010,UKG,1,3382.001
2018,NUTS,2010,UKG,1,3712.784
2011,NUTS,2010,UKG1,2,810.347
2012,NUTS,2010,UKG1,2,1019.485
2013,NUTS,2010,UKG1,2,991.876
2014,NUTS,2010,UKG1,2,1287.681
2015,NUTS,2010,UKG1,2,1619.179
2016,NUTS,2010,UKG1,2,1389.262
2017,NUTS,2010,UKG1,2,1772.328
2018,NUTS,2010,UKG1,2,1869.108
2011,NUTS,2010,UKG2,2,207.512
2012,NUTS,2010,UKG2,2,228.018
2013,NUTS,2010,UKG2,2,244.554
2014,NUTS,2010,UKG2,2,262.747
2015,NUTS,2010,UKG2,2,311.105
2016,NUTS,2010,UKG2,2,332.52
2017,NUTS,2010,UKG2,2,284.134
2018,NUTS,2010,UKG2,2,358.201
2011,NUTS,2010,UKG3,2,817.606
2012,NUTS,2010,UKG3,2,999.013
2013,NUTS,2010,UKG3,2,1202.52
2014,NUTS,2010,UKG3,2,1382.087
2015,NUTS,2010,UKG3,2,1710.251
2016,NUTS,2010,UKG3,2,1672.605
2017,NUTS,2010,UKG3,2,1325.539
2018,NUTS,2010,UKG3,2,1485.475
2011,NUTS,2010,UKH,1,5438.299
2012,NUTS,2010,UKH,1,5607.597
2013,NUTS,2010,UKH,1,6220.417
2014,NUTS,2010,UKH,1,6814.043
2015,NUTS,2010,UKH,1,7576.467
2016,NUTS,2010,UKH,1,6908.359
2017,NUTS,2010,UKH,1,6773.469
2018,NUTS,2010,UKH,1,7458.234
2011,NUTS,2010,UKH1,2,2997.35
2012,NUTS,2010,UKH1,2,3347.022
2013,NUTS,2010,UKH1,2,3358.531
2014,NUTS,2010,UKH1,2,3937.601
2015,NUTS,2010,UKH1,2,4251.033
2016,NUTS,2010,UKH1,2,3711.287
2017,NUTS,2010,UKH1,2,3704.916
2018,NUTS,2010,UKH1,2,4462.417
2011,NUTS,2010,UKH2,2,1498.329
2012,NUTS,2010,UKH2,2,1537.798
2013,NUTS,2010,UKH2,2,2156.364
2014,NUTS,2010,UKH2,2,2078.402
2015,NUTS,2010,UKH2,2,2412.097
2016,NUTS,2010,UKH2,2,2319.585
2017,NUTS,2010,UKH2,2,2210.106
2018,NUTS,2010,UKH2,2,2158.359
2011,NUTS,2010,UKH3,2,942.62
2012,NUTS,2010,UKH3,2,722.777
2013,NUTS,2010,UKH3,2,705.522
2014,NUTS,2010,UKH3,2,798.04
2015,NUTS,2010,UKH3,2,913.337
2016,NUTS,2010,UKH3,2,877.364
2017,NUTS,2010,UKH3,2,858.446
2018,NUTS,2010,UKH3,2,837.459
2011,NUTS,2010,UKI,1,3939.279
2012,NUTS,2010,UKI,1,4668.763
2013,NUTS,2010,UKI,1,4428.588
2014,NUTS,2010,UKI,1,5396.105
2015,NUTS,2010,UKI,1,6312.207
2016,NUTS,2010,UKI,1,5978.768
2017,NUTS,2010,UKI,1,6327.364
2018,NUTS,2010,UKI,1,6651.068
2011,NUTS,2010,UKI3,2,2943.657
2012,NUTS,2010,UKI3,2,3306.82
2013,NUTS,2010,UKI3,2,3244.672
2014,NUTS,2010,UKI3,2,3751.52
2015,NUTS,2010,UKI3,2,4158.584
2016,NUTS,2010,UKI3,2,3548.505
2017,NUTS,2010,UKI3,2,3843.504
2018,NUTS,2010,UKI3,2,4154.064
2011,NUTS,2010,UKI4,2,395.437
2012,NUTS,2010,UKI4,2,408.805
2013,NUTS,2010,UKI4,2,495.349
2014,NUTS,2010,UKI4,2,663.689
2015,NUTS,2010,UKI4,2,790.714
2016,NUTS,2010,UKI4,2,692.007
2017,NUTS,2010,UKI4,2,796.624
2018,NUTS,2010,UKI4,2,915.565
2011,NUTS,2010,UKI5,2,107.616
2012,NUTS,2010,UKI5,2,114.071
2013,NUTS,2010,UKI5,2,108.796
2014,NUTS,2010,UKI5,2,119.216
2015,NUTS,2010,UKI5,2,181.179
2016,NUTS,2010,UKI5,2,158.267
2017,NUTS,2010,UKI5,2,139.044
2018,NUTS,2010,UKI5,2,145.812
2011,NUTS,2010,UKI6,2,162.922
2012,NUTS,2010,UKI6,2,133.432
2013,NUTS,2010,UKI6,2,200.871
2014,NUTS,2010,UKI6,2,220.94
2015,NUTS,2010,UKI6,2,189.722
2016,NUTS,2010,UKI6,2,183.283
2017,NUTS,2010,UKI6,2,201.665
2018,NUTS,2010,UKI6,2,190.121
2011,NUTS,2010,UKI7,2,329.646
2012,NUTS,2010,UKI7,2,705.636
2013,NUTS,2010,UKI7,2,378.9
2014,NUTS,2010,UKI7,2,640.739
2015,NUTS,2010,UKI7,2,991.871
2016,NUTS,2010,UKI7,2,1396.705
2017,NUTS,2010,UKI7,2,1346.641
2018,NUTS,2010,UKI7,2,1245.394
2011,NUTS,2010,UKJ,1,7458.809
2012,NUTS,2010,UKJ,1,7408.312
2013,NUTS,2010,UKJ,1,7260.45
2014,NUTS,2010,UKJ,1,7901.749
2015,NUTS,2010,UKJ,1,9023.285
2016,NUTS,2010,UKJ,1,8132.032
2017,NUTS,2010,UKJ,1,7676.971
2018,NUTS,2010,UKJ,1,7945.631
2011,NUTS,2010,UKJ1,2,3089.411
2012,NUTS,2010,UKJ1,2,3448.267
2013,NUTS,2010,UKJ1,2,3541.152
2014,NUTS,2010,UKJ1,2,4098.127
2015,NUTS,2010,UKJ1,2,4723.202
2016,NUTS,2010,UKJ1,2,4459.06
2017,NUTS,2010,UKJ1,2,4253.45
2018,NUTS,2010,UKJ1,2,4388.493
2011,NUTS,2010,UKJ2,2,1441.526
2012,NUTS,2010,UKJ2,2,1565.175
2013,NUTS,2010,UKJ2,2,1463.912
2014,NUTS,2010,UKJ2,2,1448.456
2015,NUTS,2010,UKJ2,2,1859.879
2016,NUTS,2010,UKJ2,2,1614.521
2017,NUTS,2010,UKJ2,2,1656.211
2018,NUTS,2010,UKJ2,2,1641.347
2011,NUTS,2010,UKJ3,2,1571.034
2012,NUTS,2010,UKJ3,2,1556.542
2013,NUTS,2010,UKJ3,2,1669.846
2014,NUTS,2010,UKJ3,2,1703.759
2015,NUTS,2010,UKJ3,2,1707.22
2016,NUTS,2010,UKJ3,2,1370.47
2017,NUTS,2010,UKJ3,2,1115.889
2018,NUTS,2010,UKJ3,2,1191.59
2011,NUTS,2010,UKJ4,2,1356.838
2012,NUTS,2010,UKJ4,2,838.328
2013,NUTS,2010,UKJ4,2,585.541
2014,NUTS,2010,UKJ4,2,651.408
2015,NUTS,2010,UKJ4,2,732.984
2016,NUTS,2010,UKJ4,2,687.981
2017,NUTS,2010,UKJ4,2,651.534
2018,NUTS,2010,UKJ4,2,724.313
2011,NUTS,2010,UKK,1,2414.794
2012,NUTS,2010,UKK,1,2515.723
2013,NUTS,2010,UKK,1,2559.284
2014,NUTS,2010,UKK,1,2911.177
2015,NUTS,2010,UKK,1,2862.634
2016,NUTS,2010,UKK,1,2634.655
2017,NUTS,2010,UKK,1,2662.142
2018,NUTS,2010,UKK,1,2807.618
2011,NUTS,2010,UKK1,2,1927.526
2012,NUTS,2010,UKK1,2,2053.521
2013,NUTS,2010,UKK1,2,2028.494
2014,NUTS,2010,UKK1,2,2307.53
2015,NUTS,2010,UKK1,2,2068.476
2016,NUTS,2010,UKK1,2,1906.284
2017,NUTS,2010,UKK1,2,1946.846
2018,NUTS,2010,UKK1,2,2033.684
2011,NUTS,2010,UKK2,2,224.219
2012,NUTS,2010,UKK2,2,246.27
2013,NUTS,2010,UKK2,2,274.697
2014,NUTS,2010,UKK2,2,300.087
2015,NUTS,2010,UKK2,2,352.577
2016,NUTS,2010,UKK2,2,306.894
2017,NUTS,2010,UKK2,2,292.689
2018,NUTS,2010,UKK2,2,317.961
2011,NUTS,2010,UKK3,2,22.468
2012,NUTS,2010,UKK3,2,24.294
2013,NUTS,2010,UKK3,2,23.784
2014,NUTS,2010,UKK3,2,30.89
2015,NUTS,2010,UKK3,2,55.801
2016,NUTS,2010,UKK3,2,50.275
2017,NUTS,2010,UKK3,2,51.329
2018,NUTS,2010,UKK3,2,49.056
2011,NUTS,2010,UKK4,2,240.581
2012,NUTS,2010,UKK4,2,191.639
2013,NUTS,2010,UKK4,2,232.309
2014,NUTS,2010,UKK4,2,272.671
2015,NUTS,2010,UKK4,2,385.781
2016,NUTS,2010,UKK4,2,371.08
2017,NUTS,2010,UKK4,2,371.393
2018,NUTS,2010,UKK4,2,406.805
2011,NUTS,2010,UKL,1,636.018
2012,NUTS,2010,UKL,1,704.279
2013,NUTS,2010,UKL,1,805.134
2014,NUTS,2010,UKL,1,876.69
2015,NUTS,2010,UKL,1,853.265
2016,NUTS,2010,UKL,1,877.12
2017,NUTS,2010,UKL,1,848.865
2018,NUTS,2010,UKL,1,891.602
2011,NUTS,2010,UKL1,2,240.35
2012,NUTS,2010,UKL1,2,243.557
2013,NUTS,2010,UKL1,2,251.619
2014,NUTS,2010,UKL1,2,363.479
2015,NUTS,2010,UKL1,2,389.915
2016,NUTS,2010,UKL1,2,382.428
2017,NUTS,2010,UKL1,2,428.767
2018,NUTS,2010,UKL1,2,447.949
2011,NUTS,2010,UKL2,2,395.668
2012,NUTS,2010,UKL2,2,460.723
2013,NUTS,2010,UKL2,2,553.515
2014,NUTS,2010,UKL2,2,513.212
2015,NUTS,2010,UKL2,2,463.351
2016,NUTS,2010,UKL2,2,494.692
2017,NUTS,2010,UKL2,2,420.098
2018,NUTS,2010,UKL2,2,443.653
2011,NUTS,2010,UKM,1,2243.461
2012,NUTS,2010,UKM,1,2374.769
2013,NUTS,2010,UKM,1,2461.439
2014,NUTS,2010,UKM,1,2777.199
2015,NUTS,2010,UKM,1,2983.191
2016,NUTS,2010,UKM,1,2844.051
2017,NUTS,2010,UKM,1,2885.48
2018,NUTS,2010,UKM,1,3058.777
2011,NUTS,2010,UKM2,2,690.633
2012,NUTS,2010,UKM2,2,738.439
2013,NUTS,2010,UKM2,2,1364.536
2014,NUTS,2010,UKM2,2,1476.864
2015,NUTS,2010,UKM2,2,1639.846
2016,NUTS,2010,UKM2,2,1543.258
2017,NUTS,2010,UKM2,2,891.411
2011,NUTS,2010,UKM3,2,858.279
2012,NUTS,2010,UKM3,2,933.284
2013,NUTS,2010,UKM3,2,678.559
2014,NUTS,2010,UKM3,2,717.529
2015,NUTS,2010,UKM3,2,874.483
2016,NUTS,2010,UKM3,2,857.84
2017,NUTS,2010,UKM3,2,478.271
2011,NUTS,2010,UKM5,2,583.823
2012,NUTS,2010,UKM5,2,597.484
2013,NUTS,2010,UKM5,2,331.332
2014,NUTS,2010,UKM5,2,503.039
2015,NUTS,2010,UKM5,2,384.817
2016,NUTS,2010,UKM5,2,365.833
2017,NUTS,2010,UKM5,2,336.033
2018,NUTS,2010,UKM5,2,342.037
2011,NUTS,2010,UKM6,2,110.842
2012,NUTS,2010,UKM6,2,105.562
2013,NUTS,2010,UKM6,2,87.013
2014,NUTS,2010,UKM6,2,79.767
2015,NUTS,2010,UKM6,2,84.183
2016,NUTS,2010,UKM6,2,76.998
2017,NUTS,2010,UKM6,2,73.457
2018,NUTS,2010,UKM6,2,69.741
2014,NUTS,2010,UKM7,2,1476.864
2015,NUTS,2010,UKM7,2,1639.846
2016,NUTS,2010,UKM7,2,1543.258
2017,NUTS,2010,UKM7,2,1583.894
2018,NUTS,2010,UKM7,2,1710.862
2014,NUTS,2010,UKM8,2,670.636
2015,NUTS,2010,UKM8,2,816.616
2016,NUTS,2010,UKM8,2,794.021
2017,NUTS,2010,UKM8,2,819.893
2018,NUTS,2010,UKM8,2,863.344
2014,NUTS,2010,UKM9,2,46.892
2015,NUTS,2010,UKM9,2,57.867
2016,NUTS,2010,UKM9,2,63.819
2017,NUTS,2010,UKM9,2,72.203
2018,NUTS,2010,UKM9,2,72.793
2011,NUTS,2010,UKN,1,580.366
2012,NUTS,2010,UKN,1,706.129
2013,NUTS,2010,UKN,1,702.225
2014,NUTS,2010,UKN,1,623.248
2015,NUTS,2010,UKN,1,897.355
2016,NUTS,2010,UKN,1,789.872
2017,NUTS,2010,UKN,1,792.061
2018,NUTS,2010,UKN,1,808.749
2011,NUTS,2010,UKN0,2,580.366
2012,NUTS,2010,UKN0,2,706.129
2013,NUTS,2010,UKN0,2,702.225
2014,NUTS,2010,UKN0,2,623.248
2015,NUTS,2010,UKN0,2,897.355
2016,NUTS,2010,UKN0,2,789.872
2017,NUTS,2010,UKN0,2,792.061
2018,NUTS,2010,UKN0,2,808.749
2011,NUTS,2010,US,0,308758.621
2012,NUTS,2010,US,0,338067.404
2013,NUTS,2010,US,0,342691.062
2014,NUTS,2010,US,0,359053.82
2015,NUTS,2010,US,0,446951.78
2016,NUTS,2010,US,0,472176.348
2017,NUTS,2010,US,0,492469.682
2018,NUTS,2010,US,0,514372.566
2019,NUTS,2010,US,0,587279.143
