year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_hes_hc_total_t
2018,NUTS,2010,UKE,1,32901.0
2011,NUTS,2010,UKE1,2,2345.0
2012,NUTS,2010,UKE1,2,2393.0
2013,NUTS,2010,UKE1,2,2353.0
2014,NUTS,2010,UKE1,2,2407.0
2015,NUTS,2010,UKE1,2,2147.0
2016,NUTS,2010,UKE1,2,2186.0
2017,NUTS,2010,UKE1,2,1771.0
2018,NUTS,2010,UKE1,2,1792.0
2011,NUTS,2010,UKE2,2,4051.0
2012,NUTS,2010,UKE2,2,4134.0
2013,NUTS,2010,UKE2,2,4412.0
2014,NUTS,2010,UKE2,2,4512.0
2015,NUTS,2010,UKE2,2,5390.0
2016,NUTS,2010,UKE2,2,5488.0
2017,NUTS,2010,UKE2,2,5286.0
2018,NUTS,2010,UKE2,2,5347.0
2011,NUTS,2010,UKE3,2,9559.0
2012,NUTS,2010,UKE3,2,9755.0
2013,NUTS,2010,UKE3,2,10616.0
2014,NUTS,2010,UKE3,2,10857.0
2015,NUTS,2010,UKE3,2,11121.0
2016,NUTS,2010,UKE3,2,11323.0
2017,NUTS,2010,UKE3,2,11307.0
2018,NUTS,2010,UKE3,2,11439.0
2011,NUTS,2010,UKE4,2,12904.0
2012,NUTS,2010,UKE4,2,13168.0
2013,NUTS,2010,UKE4,2,12635.0
2014,NUTS,2010,UKE4,2,12922.0
2015,NUTS,2010,UKE4,2,13727.0
2016,NUTS,2010,UKE4,2,13977.0
2017,NUTS,2010,UKE4,2,14159.0
2018,NUTS,2010,UKE4,2,14324.0
2011,NUTS,2010,UKF,1,23236.0
2012,NUTS,2010,UKF,1,23712.0
2013,NUTS,2010,UKF,1,24148.0
2014,NUTS,2010,UKF,1,24697.0
2015,NUTS,2010,UKF,1,24781.0
2016,NUTS,2010,UKF,1,25232.0
2017,NUTS,2010,UKF,1,24793.0
2018,NUTS,2010,UKF,1,25081.0
2011,NUTS,2010,UKF1,2,12140.0
2012,NUTS,2010,UKF1,2,12388.0
2013,NUTS,2010,UKF1,2,12917.0
2014,NUTS,2010,UKF1,2,13211.0
2015,NUTS,2010,UKF1,2,13302.0
2016,NUTS,2010,UKF1,2,13544.0
2017,NUTS,2010,UKF1,2,13444.0
2018,NUTS,2010,UKF1,2,13600.0
2011,NUTS,2010,UKF2,2,9992.0
2012,NUTS,2010,UKF2,2,10197.0
2013,NUTS,2010,UKF2,2,10018.0
2014,NUTS,2010,UKF2,2,10246.0
2015,NUTS,2010,UKF2,2,10045.0
2016,NUTS,2010,UKF2,2,10228.0
2017,NUTS,2010,UKF2,2,9878.0
2018,NUTS,2010,UKF2,2,9993.0
2011,NUTS,2010,UKF3,2,1104.0
2012,NUTS,2010,UKF3,2,1127.0
2013,NUTS,2010,UKF3,2,1213.0
2014,NUTS,2010,UKF3,2,1241.0
2015,NUTS,2010,UKF3,2,1434.0
2016,NUTS,2010,UKF3,2,1460.0
2017,NUTS,2010,UKF3,2,1471.0
2018,NUTS,2010,UKF3,2,1488.0
2011,NUTS,2010,UKG,1,21340.0
2012,NUTS,2010,UKG,1,21777.0
2013,NUTS,2010,UKG,1,23322.0
2014,NUTS,2010,UKG,1,23852.0
2015,NUTS,2010,UKG,1,25015.0
2016,NUTS,2010,UKG,1,25470.0
2017,NUTS,2010,UKG,1,26220.0
2018,NUTS,2010,UKG,1,26525.0
2011,NUTS,2010,UKG1,2,540.0
2012,NUTS,2010,UKG1,2,551.0
2013,NUTS,2010,UKG1,2,600.0
2014,NUTS,2010,UKG1,2,614.0
2015,NUTS,2010,UKG1,2,706.0
2016,NUTS,2010,UKG1,2,719.0
2017,NUTS,2010,UKG1,2,664.0
2018,NUTS,2010,UKG1,2,672.0
2011,NUTS,2010,UKG2,2,1923.0
2012,NUTS,2010,UKG2,2,1962.0
2013,NUTS,2010,UKG2,2,1998.0
2014,NUTS,2010,UKG2,2,2043.0
2015,NUTS,2010,UKG2,2,2618.0
2016,NUTS,2010,UKG2,2,2666.0
2017,NUTS,2010,UKG2,2,2660.0
2018,NUTS,2010,UKG2,2,2691.0
2011,NUTS,2010,UKG3,2,18877.0
2012,NUTS,2010,UKG3,2,19263.0
2013,NUTS,2010,UKG3,2,20724.0
2014,NUTS,2010,UKG3,2,21195.0
2015,NUTS,2010,UKG3,2,21691.0
2016,NUTS,2010,UKG3,2,22086.0
2017,NUTS,2010,UKG3,2,22896.0
2018,NUTS,2010,UKG3,2,23162.0
2011,NUTS,2010,UKH,1,27916.0
2012,NUTS,2010,UKH,1,28487.0
2013,NUTS,2010,UKH,1,28403.0
2014,NUTS,2010,UKH,1,29049.0
2015,NUTS,2010,UKH,1,28950.0
2016,NUTS,2010,UKH,1,29477.0
2017,NUTS,2010,UKH,1,29087.0
2018,NUTS,2010,UKH,1,29425.0
2011,NUTS,2010,UKH1,2,18289.0
2012,NUTS,2010,UKH1,2,18663.0
2013,NUTS,2010,UKH1,2,19037.0
2014,NUTS,2010,UKH1,2,19470.0
2015,NUTS,2010,UKH1,2,19543.0
2016,NUTS,2010,UKH1,2,19899.0
2017,NUTS,2010,UKH1,2,19640.0
2018,NUTS,2010,UKH1,2,19868.0
2011,NUTS,2010,UKH2,2,6060.0
2012,NUTS,2010,UKH2,2,6184.0
2013,NUTS,2010,UKH2,2,6043.0
2014,NUTS,2010,UKH2,2,6180.0
2015,NUTS,2010,UKH2,2,5706.0
2016,NUTS,2010,UKH2,2,5810.0
2017,NUTS,2010,UKH2,2,5759.0
2018,NUTS,2010,UKH2,2,5826.0
2011,NUTS,2010,UKH3,2,3567.0
2012,NUTS,2010,UKH3,2,3640.0
2013,NUTS,2010,UKH3,2,3323.0
2014,NUTS,2010,UKH3,2,3399.0
2015,NUTS,2010,UKH3,2,3701.0
2016,NUTS,2010,UKH3,2,3768.0
2017,NUTS,2010,UKH3,2,3688.0
2018,NUTS,2010,UKH3,2,3731.0
2011,NUTS,2010,UKI,1,70527.0
2012,NUTS,2010,UKI,1,71970.0
2013,NUTS,2010,UKI,1,68578.0
2014,NUTS,2010,UKI,1,70138.0
2015,NUTS,2010,UKI,1,70749.0
2016,NUTS,2010,UKI,1,72036.0
2017,NUTS,2010,UKI,1,70362.0
2018,NUTS,2010,UKI,1,71180.0
2011,NUTS,2010,UKI3,2,52340.0
2012,NUTS,2010,UKI3,2,53411.0
2013,NUTS,2010,UKI3,2,50647.0
2014,NUTS,2010,UKI3,2,51799.0
2015,NUTS,2010,UKI3,2,50980.0
2016,NUTS,2010,UKI3,2,51908.0
2017,NUTS,2010,UKI3,2,50814.0
2018,NUTS,2010,UKI3,2,51405.0
2011,NUTS,2010,UKI4,2,9264.0
2012,NUTS,2010,UKI4,2,9454.0
2013,NUTS,2010,UKI4,2,8965.0
2014,NUTS,2010,UKI4,2,9169.0
2015,NUTS,2010,UKI4,2,10686.0
2016,NUTS,2010,UKI4,2,10880.0
2017,NUTS,2010,UKI4,2,10567.0
2018,NUTS,2010,UKI4,2,10690.0
2011,NUTS,2010,UKI5,2,1889.0
2012,NUTS,2010,UKI5,2,1929.0
2013,NUTS,2010,UKI5,2,1899.0
2014,NUTS,2010,UKI5,2,1942.0
2015,NUTS,2010,UKI5,2,1875.0
2016,NUTS,2010,UKI5,2,1909.0
2017,NUTS,2010,UKI5,2,1829.0
2018,NUTS,2010,UKI5,2,1850.0
2011,NUTS,2010,UKI6,2,1429.0
2012,NUTS,2010,UKI6,2,1459.0
2013,NUTS,2010,UKI6,2,1436.0
2014,NUTS,2010,UKI6,2,1469.0
2015,NUTS,2010,UKI6,2,1788.0
2016,NUTS,2010,UKI6,2,1821.0
2017,NUTS,2010,UKI6,2,1829.0
2018,NUTS,2010,UKI6,2,1850.0
2011,NUTS,2010,UKI7,2,5604.0
2012,NUTS,2010,UKI7,2,5719.0
2013,NUTS,2010,UKI7,2,5631.0
2014,NUTS,2010,UKI7,2,5759.0
2015,NUTS,2010,UKI7,2,5420.0
2016,NUTS,2010,UKI7,2,5519.0
2017,NUTS,2010,UKI7,2,5323.0
2018,NUTS,2010,UKI7,2,5385.0
2011,NUTS,2010,UKJ,1,45816.0
2012,NUTS,2010,UKJ,1,46754.0
2013,NUTS,2010,UKJ,1,49350.0
2014,NUTS,2010,UKJ,1,50472.0
2015,NUTS,2010,UKJ,1,52063.0
2016,NUTS,2010,UKJ,1,53010.0
2017,NUTS,2010,UKJ,1,52122.0
2018,NUTS,2010,UKJ,1,52728.0
2011,NUTS,2010,UKJ1,2,21536.0
2012,NUTS,2010,UKJ1,2,21977.0
2013,NUTS,2010,UKJ1,2,23261.0
2014,NUTS,2010,UKJ1,2,23790.0
2015,NUTS,2010,UKJ1,2,24753.0
2016,NUTS,2010,UKJ1,2,25203.0
2017,NUTS,2010,UKJ1,2,24978.0
2018,NUTS,2010,UKJ1,2,25269.0
2011,NUTS,2010,UKJ2,2,10461.0
2012,NUTS,2010,UKJ2,2,10675.0
2013,NUTS,2010,UKJ2,2,10878.0
2014,NUTS,2010,UKJ2,2,11125.0
2015,NUTS,2010,UKJ2,2,11011.0
2016,NUTS,2010,UKJ2,2,11211.0
2017,NUTS,2010,UKJ2,2,11050.0
2018,NUTS,2010,UKJ2,2,11179.0
2011,NUTS,2010,UKJ3,2,10655.0
2012,NUTS,2010,UKJ3,2,10873.0
2013,NUTS,2010,UKJ3,2,10893.0
2014,NUTS,2010,UKJ3,2,11141.0
2015,NUTS,2010,UKJ3,2,11519.0
2016,NUTS,2010,UKJ3,2,11729.0
2017,NUTS,2010,UKJ3,2,11280.0
2018,NUTS,2010,UKJ3,2,11411.0
2011,NUTS,2010,UKJ4,2,3164.0
2012,NUTS,2010,UKJ4,2,3229.0
2013,NUTS,2010,UKJ4,2,4318.0
2014,NUTS,2010,UKJ4,2,4416.0
2015,NUTS,2010,UKJ4,2,4780.0
2016,NUTS,2010,UKJ4,2,4867.0
2017,NUTS,2010,UKJ4,2,4814.0
2018,NUTS,2010,UKJ4,2,4870.0
2011,NUTS,2010,UKK,1,21054.0
2012,NUTS,2010,UKK,1,21485.0
2013,NUTS,2010,UKK,1,21227.0
2014,NUTS,2010,UKK,1,21710.0
2015,NUTS,2010,UKK,1,22196.0
2016,NUTS,2010,UKK,1,22600.0
2017,NUTS,2010,UKK,1,23090.0
2018,NUTS,2010,UKK,1,23359.0
2011,NUTS,2010,UKK1,2,12922.0
2012,NUTS,2010,UKK1,2,13186.0
2013,NUTS,2010,UKK1,2,12933.0
2014,NUTS,2010,UKK1,2,13223.0
2015,NUTS,2010,UKK1,2,13454.0
2016,NUTS,2010,UKK1,2,13699.0
2017,NUTS,2010,UKK1,2,13723.0
2018,NUTS,2010,UKK1,2,13883.0
2011,NUTS,2010,UKK2,2,1238.0
2012,NUTS,2010,UKK2,2,1263.0
2013,NUTS,2010,UKK2,2,1344.0
2014,NUTS,2010,UKK2,2,1375.0
2015,NUTS,2010,UKK2,2,1701.0
2016,NUTS,2010,UKK2,2,1732.0
2017,NUTS,2010,UKK2,2,1865.0
2018,NUTS,2010,UKK2,2,1887.0
2011,NUTS,2010,UKK3,2,317.0
2012,NUTS,2010,UKK3,2,324.0
2013,NUTS,2010,UKK3,2,271.0
2014,NUTS,2010,UKK3,2,281.0
2015,NUTS,2010,UKK3,2,293.0
2016,NUTS,2010,UKK3,2,298.0
2017,NUTS,2010,UKK3,2,306.0
2018,NUTS,2010,UKK3,2,310.0
2011,NUTS,2010,UKK4,2,6577.0
2012,NUTS,2010,UKK4,2,6712.0
2013,NUTS,2010,UKK4,2,6679.0
2014,NUTS,2010,UKK4,2,6831.0
2015,NUTS,2010,UKK4,2,6748.0
2016,NUTS,2010,UKK4,2,6871.0
2017,NUTS,2010,UKK4,2,7196.0
2018,NUTS,2010,UKK4,2,7280.0
2011,NUTS,2010,UKL,1,15262.0
2012,NUTS,2010,UKL,1,15574.0
2013,NUTS,2010,UKL,1,15222.0
2014,NUTS,2010,UKL,1,15568.0
2015,NUTS,2010,UKL,1,15090.0
2016,NUTS,2010,UKL,1,15365.0
2017,NUTS,2010,UKL,1,15385.0
2018,NUTS,2010,UKL,1,15564.0
2011,NUTS,2010,UKL1,2,7484.0
2012,NUTS,2010,UKL1,2,7637.0
2013,NUTS,2010,UKL1,2,8062.0
2014,NUTS,2010,UKL1,2,8245.0
2015,NUTS,2010,UKL1,2,7807.0
2016,NUTS,2010,UKL1,2,7949.0
2017,NUTS,2010,UKL1,2,8016.0
2018,NUTS,2010,UKL1,2,8109.0
2011,NUTS,2010,UKL2,2,7778.0
2012,NUTS,2010,UKL2,2,7937.0
2013,NUTS,2010,UKL2,2,7160.0
2014,NUTS,2010,UKL2,2,7323.0
2015,NUTS,2010,UKL2,2,7283.0
2016,NUTS,2010,UKL2,2,7416.0
2017,NUTS,2010,UKL2,2,7369.0
2018,NUTS,2010,UKL2,2,7455.0
2011,NUTS,2010,UKM,1,36732.0
2012,NUTS,2010,UKM,1,37484.0
2013,NUTS,2010,UKM,1,40835.0
2014,NUTS,2010,UKM,1,41764.0
2015,NUTS,2010,UKM,1,42589.0
2016,NUTS,2010,UKM,1,43364.0
2017,NUTS,2010,UKM,1,43408.0
2018,NUTS,2010,UKM,1,43913.0
2012,NUTS,2010,UKM2,2,21060.0
2013,NUTS,2010,UKM2,2,23595.0
2014,NUTS,2010,UKM2,2,24132.0
2015,NUTS,2010,UKM2,2,24039.0
2016,NUTS,2010,UKM2,2,24476.0
2012,NUTS,2010,UKM3,2,12313.0
2013,NUTS,2010,UKM3,2,13106.0
2014,NUTS,2010,UKM3,2,13404.0
2015,NUTS,2010,UKM3,2,14486.0
2016,NUTS,2010,UKM3,2,14750.0
2012,NUTS,2010,UKM5,2,3922.0
2013,NUTS,2010,UKM5,2,3952.0
2014,NUTS,2010,UKM5,2,4042.0
2015,NUTS,2010,UKM5,2,3904.0
2016,NUTS,2010,UKM5,2,3975.0
2017,NUTS,2010,UKM5,2,3610.0
2018,NUTS,2010,UKM5,2,3652.0
2012,NUTS,2010,UKM6,2,189.0
2013,NUTS,2010,UKM6,2,182.0
2014,NUTS,2010,UKM6,2,186.0
2015,NUTS,2010,UKM6,2,160.0
2016,NUTS,2010,UKM6,2,163.0
2017,NUTS,2010,UKM6,2,212.0
2018,NUTS,2010,UKM6,2,214.0
2014,NUTS,2010,UKM7,2,24132.0
2015,NUTS,2010,UKM7,2,24039.0
2016,NUTS,2010,UKM7,2,24476.0
2017,NUTS,2010,UKM7,2,24729.0
2018,NUTS,2010,UKM7,2,25017.0
2014,NUTS,2010,UKM8,2,13404.0
2015,NUTS,2010,UKM8,2,14486.0
2016,NUTS,2010,UKM8,2,14750.0
2017,NUTS,2010,UKM8,2,14857.0
2018,NUTS,2010,UKM8,2,15030.0
2014,NUTS,2010,UKM9,2,0.0
2015,NUTS,2010,UKM9,2,0.0
2016,NUTS,2010,UKM9,2,0.0
2017,NUTS,2010,UKM9,2,0.0
2018,NUTS,2010,UKM9,2,0.0
2011,NUTS,2010,UKN,1,6681.0
2012,NUTS,2010,UKN,1,6818.0
2013,NUTS,2010,UKN,1,5667.0
2014,NUTS,2010,UKN,1,5796.0
2015,NUTS,2010,UKN,1,6008.0
2016,NUTS,2010,UKN,1,6117.0
2017,NUTS,2010,UKN,1,6359.0
2018,NUTS,2010,UKN,1,6433.0
2011,NUTS,2010,UKN0,2,6681.0
2012,NUTS,2010,UKN0,2,6818.0
2013,NUTS,2010,UKN0,2,5667.0
2014,NUTS,2010,UKN0,2,5796.0
2015,NUTS,2010,UKN0,2,6008.0
2016,NUTS,2010,UKN0,2,6117.0
2017,NUTS,2010,UKN0,2,6359.0
2018,NUTS,2010,UKN0,2,6433.0
