year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_total_fte_total_t
2018,NUTS,2010,SK03,2,3011.0
2019,NUTS,2010,SK03,2,3255.0
2020,NUTS,2010,SK03,2,3187.0
2011,NUTS,2010,SK04,2,2815.0
2012,NUTS,2010,SK04,2,2931.0
2013,NUTS,2010,SK04,2,3061.0
2014,NUTS,2010,SK04,2,3099.0
2015,NUTS,2010,SK04,2,2946.0
2016,NUTS,2010,SK04,2,3165.0
2017,NUTS,2010,SK04,2,3161.0
2018,NUTS,2010,SK04,2,3404.0
2019,NUTS,2010,SK04,2,3502.0
2020,NUTS,2010,SK04,2,4176.0
2011,NUTS,2010,TR,0,92801.0
2012,NUTS,2010,TR,0,105122.0
2013,NUTS,2010,TR,0,112969.0
2014,NUTS,2010,TR,0,115444.0
2015,NUTS,2010,TR,0,122288.0
2016,NUTS,2010,TR,0,136953.0
2017,NUTS,2010,TR,0,153552.0
2018,NUTS,2010,TR,0,172119.0
2019,NUTS,2010,TR,0,182847.0
2020,NUTS,2010,TR,0,199371.0
2011,NUTS,2010,UK,0,356258.0
2012,NUTS,2010,UK,0,356484.0
2013,NUTS,2010,UK,0,377343.0
2014,NUTS,2010,UK,0,396281.0
2015,NUTS,2010,UK,0,413860.0
2016,NUTS,2010,UK,0,417390.0
2017,NUTS,2010,UK,0,443597.0
2018,NUTS,2010,UK,0,463476.0
2019,NUTS,2010,UK,0,486088.0
2011,NUTS,2010,UKC,1,10774.0
2012,NUTS,2010,UKC,1,10694.0
2013,NUTS,2010,UKC,1,12274.0
2014,NUTS,2010,UKC,1,11890.0
2015,NUTS,2010,UKC,1,12398.0
2016,NUTS,2010,UKC,1,12087.0
2017,NUTS,2010,UKC,1,13547.0
2018,NUTS,2010,UKC,1,14266.0
2011,NUTS,2010,UKC1,2,4114.0
2012,NUTS,2010,UKC1,2,4074.0
2013,NUTS,2010,UKC1,2,5290.0
2014,NUTS,2010,UKC1,2,4516.0
2015,NUTS,2010,UKC1,2,4640.0
2016,NUTS,2010,UKC1,2,4336.0
2017,NUTS,2010,UKC1,2,4874.0
2018,NUTS,2010,UKC1,2,5396.0
2011,NUTS,2010,UKC2,2,6661.0
2012,NUTS,2010,UKC2,2,6619.0
2013,NUTS,2010,UKC2,2,6984.0
2014,NUTS,2010,UKC2,2,7374.0
2015,NUTS,2010,UKC2,2,7758.0
2016,NUTS,2010,UKC2,2,7751.0
2017,NUTS,2010,UKC2,2,8674.0
2018,NUTS,2010,UKC2,2,8870.0
2011,NUTS,2010,UKD,1,29342.0
2012,NUTS,2010,UKD,1,29262.0
2013,NUTS,2010,UKD,1,30004.0
2014,NUTS,2010,UKD,1,32745.0
2015,NUTS,2010,UKD,1,35202.0
2016,NUTS,2010,UKD,1,35780.0
2017,NUTS,2010,UKD,1,37903.0
2018,NUTS,2010,UKD,1,39071.0
2011,NUTS,2010,UKD1,2,1535.0
2012,NUTS,2010,UKD1,2,1292.0
2013,NUTS,2010,UKD1,2,1080.0
2014,NUTS,2010,UKD1,2,1599.0
2015,NUTS,2010,UKD1,2,1970.0
2016,NUTS,2010,UKD1,2,1930.0
2017,NUTS,2010,UKD1,2,2049.0
2018,NUTS,2010,UKD1,2,2355.0
2011,NUTS,2010,UKD3,2,5810.0
2012,NUTS,2010,UKD3,2,11993.0
2013,NUTS,2010,UKD3,2,12107.0
2014,NUTS,2010,UKD3,2,12934.0
2015,NUTS,2010,UKD3,2,13872.0
2016,NUTS,2010,UKD3,2,13999.0
2017,NUTS,2010,UKD3,2,15149.0
2018,NUTS,2010,UKD3,2,15760.0
2011,NUTS,2010,UKD4,2,2946.0
2012,NUTS,2010,UKD4,2,5375.0
2013,NUTS,2010,UKD4,2,5464.0
2014,NUTS,2010,UKD4,2,5658.0
2015,NUTS,2010,UKD4,2,6269.0
2016,NUTS,2010,UKD4,2,6637.0
2017,NUTS,2010,UKD4,2,6730.0
2018,NUTS,2010,UKD4,2,7001.0
2011,NUTS,2010,UKD6,2,13520.0
2012,NUTS,2010,UKD6,2,5049.0
2013,NUTS,2010,UKD6,2,5138.0
2014,NUTS,2010,UKD6,2,5657.0
2015,NUTS,2010,UKD6,2,5975.0
2016,NUTS,2010,UKD6,2,5298.0
2017,NUTS,2010,UKD6,2,5391.0
2018,NUTS,2010,UKD6,2,5386.0
2011,NUTS,2010,UKD7,2,5532.0
2012,NUTS,2010,UKD7,2,5554.0
2013,NUTS,2010,UKD7,2,6214.0
2014,NUTS,2010,UKD7,2,6898.0
2015,NUTS,2010,UKD7,2,7117.0
2016,NUTS,2010,UKD7,2,7916.0
2017,NUTS,2010,UKD7,2,8585.0
2018,NUTS,2010,UKD7,2,8571.0
2011,NUTS,2010,UKE,1,22220.0
2012,NUTS,2010,UKE,1,22346.0
2013,NUTS,2010,UKE,1,24544.0
2014,NUTS,2010,UKE,1,25826.0
2015,NUTS,2010,UKE,1,27365.0
2016,NUTS,2010,UKE,1,26574.0
2017,NUTS,2010,UKE,1,29262.0
2018,NUTS,2010,UKE,1,29989.0
2011,NUTS,2010,UKE1,2,1042.0
2012,NUTS,2010,UKE1,2,1104.0
2013,NUTS,2010,UKE1,2,2590.0
2014,NUTS,2010,UKE1,2,2816.0
2015,NUTS,2010,UKE1,2,2789.0
2016,NUTS,2010,UKE1,2,2733.0
2017,NUTS,2010,UKE1,2,2841.0
2018,NUTS,2010,UKE1,2,2908.0
2011,NUTS,2010,UKE2,2,5783.0
2012,NUTS,2010,UKE2,2,5538.0
2013,NUTS,2010,UKE2,2,4819.0
2014,NUTS,2010,UKE2,2,5089.0
2015,NUTS,2010,UKE2,2,5261.0
2016,NUTS,2010,UKE2,2,5318.0
2017,NUTS,2010,UKE2,2,5439.0
2018,NUTS,2010,UKE2,2,5920.0
2011,NUTS,2010,UKE3,2,6321.0
2012,NUTS,2010,UKE3,2,6422.0
2013,NUTS,2010,UKE3,2,6881.0
2014,NUTS,2010,UKE3,2,7236.0
2015,NUTS,2010,UKE3,2,7608.0
2016,NUTS,2010,UKE3,2,7374.0
2017,NUTS,2010,UKE3,2,8294.0
2018,NUTS,2010,UKE3,2,8193.0
2011,NUTS,2010,UKE4,2,9073.0
2012,NUTS,2010,UKE4,2,9282.0
2013,NUTS,2010,UKE4,2,10254.0
2014,NUTS,2010,UKE4,2,10686.0
2015,NUTS,2010,UKE4,2,11707.0
2016,NUTS,2010,UKE4,2,11148.0
2017,NUTS,2010,UKE4,2,12688.0
2018,NUTS,2010,UKE4,2,12967.0
2011,NUTS,2010,UKF,1,24243.0
2012,NUTS,2010,UKF,1,25011.0
2013,NUTS,2010,UKF,1,27323.0
2014,NUTS,2010,UKF,1,28974.0
2015,NUTS,2010,UKF,1,28992.0
2016,NUTS,2010,UKF,1,29751.0
2017,NUTS,2010,UKF,1,30658.0
2018,NUTS,2010,UKF,1,31918.0
2011,NUTS,2010,UKF1,2,14760.0
2012,NUTS,2010,UKF1,2,15562.0
2013,NUTS,2010,UKF1,2,17572.0
2014,NUTS,2010,UKF1,2,18428.0
2015,NUTS,2010,UKF1,2,18411.0
2016,NUTS,2010,UKF1,2,19174.0
2017,NUTS,2010,UKF1,2,19633.0
2018,NUTS,2010,UKF1,2,20817.0
2011,NUTS,2010,UKF2,2,8503.0
2012,NUTS,2010,UKF2,2,8345.0
2013,NUTS,2010,UKF2,2,8547.0
2014,NUTS,2010,UKF2,2,9202.0
2015,NUTS,2010,UKF2,2,9210.0
2016,NUTS,2010,UKF2,2,9156.0
2017,NUTS,2010,UKF2,2,9490.0
2018,NUTS,2010,UKF2,2,9546.0
2011,NUTS,2010,UKF3,2,980.0
2012,NUTS,2010,UKF3,2,1104.0
2013,NUTS,2010,UKF3,2,1204.0
2014,NUTS,2010,UKF3,2,1345.0
2015,NUTS,2010,UKF3,2,1370.0
2016,NUTS,2010,UKF3,2,1422.0
2017,NUTS,2010,UKF3,2,1536.0
2018,NUTS,2010,UKF3,2,1555.0
2011,NUTS,2010,UKG,1,22027.0
2012,NUTS,2010,UKG,1,23713.0
2013,NUTS,2010,UKG,1,25641.0
2014,NUTS,2010,UKG,1,28951.0
2015,NUTS,2010,UKG,1,30017.0
2016,NUTS,2010,UKG,1,30058.0
2017,NUTS,2010,UKG,1,34091.0
2018,NUTS,2010,UKG,1,39328.0
2011,NUTS,2010,UKG1,2,6151.0
2012,NUTS,2010,UKG1,2,7422.0
2013,NUTS,2010,UKG1,2,7782.0
2014,NUTS,2010,UKG1,2,9210.0
2015,NUTS,2010,UKG1,2,9491.0
2016,NUTS,2010,UKG1,2,9036.0
2017,NUTS,2010,UKG1,2,12179.0
2018,NUTS,2010,UKG1,2,15301.0
2011,NUTS,2010,UKG2,2,2977.0
2012,NUTS,2010,UKG2,2,2855.0
2013,NUTS,2010,UKG2,2,3210.0
2014,NUTS,2010,UKG2,2,3543.0
2015,NUTS,2010,UKG2,2,3724.0
2016,NUTS,2010,UKG2,2,3726.0
2017,NUTS,2010,UKG2,2,4062.0
2018,NUTS,2010,UKG2,2,4715.0
2011,NUTS,2010,UKG3,2,12900.0
2012,NUTS,2010,UKG3,2,13436.0
2013,NUTS,2010,UKG3,2,14649.0
2014,NUTS,2010,UKG3,2,16198.0
2015,NUTS,2010,UKG3,2,16802.0
2016,NUTS,2010,UKG3,2,17297.0
2017,NUTS,2010,UKG3,2,17850.0
2018,NUTS,2010,UKG3,2,19313.0
2011,NUTS,2010,UKH,1,50005.0
2012,NUTS,2010,UKH,1,47515.0
2013,NUTS,2010,UKH,1,51715.0
2014,NUTS,2010,UKH,1,52910.0
2015,NUTS,2010,UKH,1,55162.0
2016,NUTS,2010,UKH,1,56909.0
2017,NUTS,2010,UKH,1,57928.0
2018,NUTS,2010,UKH,1,60503.0
2011,NUTS,2010,UKH1,2,29388.0
2012,NUTS,2010,UKH1,2,28647.0
2013,NUTS,2010,UKH1,2,29967.0
2014,NUTS,2010,UKH1,2,31458.0
2015,NUTS,2010,UKH1,2,33018.0
2016,NUTS,2010,UKH1,2,33736.0
2017,NUTS,2010,UKH1,2,35337.0
2018,NUTS,2010,UKH1,2,37971.0
2011,NUTS,2010,UKH2,2,11792.0
2012,NUTS,2010,UKH2,2,11728.0
2013,NUTS,2010,UKH2,2,14641.0
2014,NUTS,2010,UKH2,2,14068.0
2015,NUTS,2010,UKH2,2,14703.0
2016,NUTS,2010,UKH2,2,15527.0
2017,NUTS,2010,UKH2,2,15370.0
2018,NUTS,2010,UKH2,2,15453.0
2011,NUTS,2010,UKH3,2,8825.0
2012,NUTS,2010,UKH3,2,7141.0
2013,NUTS,2010,UKH3,2,7108.0
2014,NUTS,2010,UKH3,2,7384.0
2015,NUTS,2010,UKH3,2,7442.0
2016,NUTS,2010,UKH3,2,7647.0
2017,NUTS,2010,UKH3,2,7221.0
2018,NUTS,2010,UKH3,2,7079.0
2011,NUTS,2010,UKI,1,50742.0
2012,NUTS,2010,UKI,1,51957.0
2013,NUTS,2010,UKI,1,53327.0
2014,NUTS,2010,UKI,1,57431.0
2015,NUTS,2010,UKI,1,60283.0
2016,NUTS,2010,UKI,1,59726.0
2017,NUTS,2010,UKI,1,66466.0
2018,NUTS,2010,UKI,1,68739.0
2011,NUTS,2010,UKI3,2,35173.0
2012,NUTS,2010,UKI3,2,35262.0
2013,NUTS,2010,UKI3,2,35768.0
2014,NUTS,2010,UKI3,2,37450.0
2015,NUTS,2010,UKI3,2,39211.0
2016,NUTS,2010,UKI3,2,39809.0
2017,NUTS,2010,UKI3,2,43076.0
2018,NUTS,2010,UKI3,2,45263.0
2011,NUTS,2010,UKI4,2,6711.0
2012,NUTS,2010,UKI4,2,6475.0
2013,NUTS,2010,UKI4,2,7637.0
2014,NUTS,2010,UKI4,2,8830.0
2015,NUTS,2010,UKI4,2,8768.0
2016,NUTS,2010,UKI4,2,8439.0
2017,NUTS,2010,UKI4,2,9510.0
2018,NUTS,2010,UKI4,2,10795.0
2011,NUTS,2010,UKI5,2,1360.0
2012,NUTS,2010,UKI5,2,1303.0
2013,NUTS,2010,UKI5,2,1386.0
2014,NUTS,2010,UKI5,2,1442.0
2015,NUTS,2010,UKI5,2,1580.0
2016,NUTS,2010,UKI5,2,1489.0
2017,NUTS,2010,UKI5,2,1503.0
2018,NUTS,2010,UKI5,2,1721.0
2011,NUTS,2010,UKI6,2,1939.0
2012,NUTS,2010,UKI6,2,1636.0
2013,NUTS,2010,UKI6,2,1982.0
2014,NUTS,2010,UKI6,2,2350.0
2015,NUTS,2010,UKI6,2,1822.0
2016,NUTS,2010,UKI6,2,1929.0
2017,NUTS,2010,UKI6,2,2273.0
2018,NUTS,2010,UKI6,2,2206.0
2011,NUTS,2010,UKI7,2,5560.0
2012,NUTS,2010,UKI7,2,7282.0
2013,NUTS,2010,UKI7,2,6555.0
2014,NUTS,2010,UKI7,2,7361.0
2015,NUTS,2010,UKI7,2,8903.0
2016,NUTS,2010,UKI7,2,8060.0
2017,NUTS,2010,UKI7,2,10104.0
2018,NUTS,2010,UKI7,2,8753.0
2011,NUTS,2010,UKJ,1,68447.0
2012,NUTS,2010,UKJ,1,68038.0
2013,NUTS,2010,UKJ,1,70429.0
2014,NUTS,2010,UKJ,1,73208.0
2015,NUTS,2010,UKJ,1,76869.0
2016,NUTS,2010,UKJ,1,74988.0
2017,NUTS,2010,UKJ,1,77591.0
2018,NUTS,2010,UKJ,1,79619.0
2011,NUTS,2010,UKJ1,2,31575.0
2012,NUTS,2010,UKJ1,2,32661.0
2013,NUTS,2010,UKJ1,2,34374.0
2014,NUTS,2010,UKJ1,2,36967.0
2015,NUTS,2010,UKJ1,2,38231.0
2016,NUTS,2010,UKJ1,2,38530.0
2017,NUTS,2010,UKJ1,2,39563.0
2018,NUTS,2010,UKJ1,2,41425.0
2011,NUTS,2010,UKJ2,2,14093.0
2012,NUTS,2010,UKJ2,2,14295.0
2013,NUTS,2010,UKJ2,2,14664.0
2014,NUTS,2010,UKJ2,2,14429.0
2015,NUTS,2010,UKJ2,2,15723.0
2016,NUTS,2010,UKJ2,2,15139.0
2017,NUTS,2010,UKJ2,2,16347.0
2018,NUTS,2010,UKJ2,2,16317.0
2011,NUTS,2010,UKJ3,2,16130.0
2012,NUTS,2010,UKJ3,2,15384.0
2013,NUTS,2010,UKJ3,2,15948.0
2014,NUTS,2010,UKJ3,2,16153.0
2015,NUTS,2010,UKJ3,2,16917.0
2016,NUTS,2010,UKJ3,2,15554.0
2017,NUTS,2010,UKJ3,2,15455.0
2018,NUTS,2010,UKJ3,2,15685.0
2011,NUTS,2010,UKJ4,2,6650.0
2012,NUTS,2010,UKJ4,2,5698.0
2013,NUTS,2010,UKJ4,2,5443.0
2014,NUTS,2010,UKJ4,2,5658.0
2015,NUTS,2010,UKJ4,2,5999.0
2016,NUTS,2010,UKJ4,2,5765.0
2017,NUTS,2010,UKJ4,2,6227.0
2018,NUTS,2010,UKJ4,2,6192.0
2011,NUTS,2010,UKK,1,28206.0
2012,NUTS,2010,UKK,1,28117.0
2013,NUTS,2010,UKK,1,28957.0
2014,NUTS,2010,UKK,1,29926.0
2015,NUTS,2010,UKK,1,30647.0
2016,NUTS,2010,UKK,1,32111.0
2017,NUTS,2010,UKK,1,33041.0
2018,NUTS,2010,UKK,1,34394.0
2011,NUTS,2010,UKK1,2,20286.0
2012,NUTS,2010,UKK1,2,20633.0
2013,NUTS,2010,UKK1,2,21172.0
2014,NUTS,2010,UKK1,2,21084.0
2015,NUTS,2010,UKK1,2,21274.0
2016,NUTS,2010,UKK1,2,22445.0
2017,NUTS,2010,UKK1,2,22732.0
2018,NUTS,2010,UKK1,2,23846.0
2011,NUTS,2010,UKK2,2,2777.0
2012,NUTS,2010,UKK2,2,2835.0
2013,NUTS,2010,UKK2,2,2944.0
2014,NUTS,2010,UKK2,2,3303.0
2015,NUTS,2010,UKK2,2,3533.0
2016,NUTS,2010,UKK2,2,3655.0
2017,NUTS,2010,UKK2,2,3698.0
2018,NUTS,2010,UKK2,2,3776.0
2011,NUTS,2010,UKK3,2,522.0
2012,NUTS,2010,UKK3,2,461.0
2013,NUTS,2010,UKK3,2,414.0
2014,NUTS,2010,UKK3,2,471.0
2015,NUTS,2010,UKK3,2,573.0
2016,NUTS,2010,UKK3,2,578.0
2017,NUTS,2010,UKK3,2,686.0
2018,NUTS,2010,UKK3,2,621.0
2011,NUTS,2010,UKK4,2,4621.0
2012,NUTS,2010,UKK4,2,4188.0
2013,NUTS,2010,UKK4,2,4427.0
2014,NUTS,2010,UKK4,2,5068.0
2015,NUTS,2010,UKK4,2,5268.0
2016,NUTS,2010,UKK4,2,5433.0
2017,NUTS,2010,UKK4,2,5926.0
2018,NUTS,2010,UKK4,2,6152.0
2011,NUTS,2010,UKL,1,11523.0
2012,NUTS,2010,UKL,1,11049.0
2013,NUTS,2010,UKL,1,12048.0
2014,NUTS,2010,UKL,1,12356.0
2015,NUTS,2010,UKL,1,11922.0
2016,NUTS,2010,UKL,1,12465.0
2017,NUTS,2010,UKL,1,13729.0
2018,NUTS,2010,UKL,1,14249.0
2011,NUTS,2010,UKL1,2,5034.0
2012,NUTS,2010,UKL1,2,4619.0
2013,NUTS,2010,UKL1,2,4869.0
2014,NUTS,2010,UKL1,2,6396.0
2015,NUTS,2010,UKL1,2,6089.0
2016,NUTS,2010,UKL1,2,6219.0
2017,NUTS,2010,UKL1,2,6985.0
2018,NUTS,2010,UKL1,2,7259.0
2011,NUTS,2010,UKL2,2,6488.0
2012,NUTS,2010,UKL2,2,6430.0
2013,NUTS,2010,UKL2,2,7179.0
2014,NUTS,2010,UKL2,2,5960.0
2015,NUTS,2010,UKL2,2,5833.0
2016,NUTS,2010,UKL2,2,6246.0
2017,NUTS,2010,UKL2,2,6744.0
2018,NUTS,2010,UKL2,2,6990.0
2011,NUTS,2010,UKM,1,31024.0
2012,NUTS,2010,UKM,1,30802.0
2013,NUTS,2010,UKM,1,33082.0
2014,NUTS,2010,UKM,1,33818.0
2015,NUTS,2010,UKM,1,35516.0
2016,NUTS,2010,UKM,1,36513.0
2017,NUTS,2010,UKM,1,38238.0
2018,NUTS,2010,UKM,1,39606.0
2012,NUTS,2010,UKM2,2,16434.0
2013,NUTS,2010,UKM2,2,17744.0
2014,NUTS,2010,UKM2,2,17915.0
2015,NUTS,2010,UKM2,2,19051.0
2016,NUTS,2010,UKM2,2,19149.0
2017,NUTS,2010,UKM2,2,7957.0
2012,NUTS,2010,UKM3,2,9870.0
2013,NUTS,2010,UKM3,2,10897.0
2014,NUTS,2010,UKM3,2,10681.0
2015,NUTS,2010,UKM3,2,11653.0
2016,NUTS,2010,UKM3,2,11990.0
2017,NUTS,2010,UKM3,2,4374.0
2012,NUTS,2010,UKM5,2,4002.0
2013,NUTS,2010,UKM5,2,3911.0
2014,NUTS,2010,UKM5,2,4753.0
2015,NUTS,2010,UKM5,2,4333.0
2016,NUTS,2010,UKM5,2,4884.0
2017,NUTS,2010,UKM5,2,4728.0
2018,NUTS,2010,UKM5,2,4661.0
2012,NUTS,2010,UKM6,2,497.0
2013,NUTS,2010,UKM6,2,530.0
2014,NUTS,2010,UKM6,2,468.0
2015,NUTS,2010,UKM6,2,480.0
2016,NUTS,2010,UKM6,2,491.0
2017,NUTS,2010,UKM6,2,657.0
2018,NUTS,2010,UKM6,2,695.0
2014,NUTS,2010,UKM7,2,17916.0
2015,NUTS,2010,UKM7,2,19051.0
2016,NUTS,2010,UKM7,2,19149.0
2017,NUTS,2010,UKM7,2,18938.0
2018,NUTS,2010,UKM7,2,21249.0
2014,NUTS,2010,UKM8,2,9867.0
2015,NUTS,2010,UKM8,2,10725.0
2016,NUTS,2010,UKM8,2,11005.0
2017,NUTS,2010,UKM8,2,12839.0
2018,NUTS,2010,UKM8,2,11853.0
2014,NUTS,2010,UKM9,2,814.0
2015,NUTS,2010,UKM9,2,928.0
2016,NUTS,2010,UKM9,2,985.0
2017,NUTS,2010,UKM9,2,1076.0
2018,NUTS,2010,UKM9,2,1149.0
2011,NUTS,2010,UKN,1,7706.0
2012,NUTS,2010,UKN,1,7981.0
2013,NUTS,2010,UKN,1,7999.0
2014,NUTS,2010,UKN,1,8245.0
2015,NUTS,2010,UKN,1,9484.0
2016,NUTS,2010,UKN,1,10425.0
2017,NUTS,2010,UKN,1,11142.0
2018,NUTS,2010,UKN,1,11796.0
2011,NUTS,2010,UKN0,2,7706.0
2012,NUTS,2010,UKN0,2,7981.0
2013,NUTS,2010,UKN0,2,7999.0
2014,NUTS,2010,UKN0,2,8245.0
2015,NUTS,2010,UKN0,2,9484.0
2016,NUTS,2010,UKN0,2,10425.0
2017,NUTS,2010,UKN0,2,11142.0
2018,NUTS,2010,UKN0,2,11796.0
