year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_f_hc_rse_total
2016,NUTS,2010,PL21,2,6334.0
2017,NUTS,2010,PL21,2,9708.0
2018,NUTS,2010,PL21,2,10109.0
2019,NUTS,2010,PL21,2,9887.0
2000,NUTS,2010,PL22,2,2554.0
2003,NUTS,2010,PL22,2,3209.0
2004,NUTS,2010,PL22,2,3233.0
2005,NUTS,2010,PL22,2,3552.0
2006,NUTS,2010,PL22,2,3557.0
2007,NUTS,2010,PL22,2,3454.0
2008,NUTS,2010,PL22,2,3479.0
2009,NUTS,2010,PL22,2,3270.0
2010,NUTS,2010,PL22,2,3287.0
2011,NUTS,2010,PL22,2,3504.0
2012,NUTS,2010,PL22,2,3697.0
2013,NUTS,2010,PL22,2,3721.0
2014,NUTS,2010,PL22,2,3893.0
2015,NUTS,2010,PL22,2,3920.0
2016,NUTS,2010,PL22,2,4314.0
2017,NUTS,2010,PL22,2,5379.0
2018,NUTS,2010,PL22,2,5656.0
2019,NUTS,2010,PL22,2,7284.0
2000,NUTS,2010,PL3,1,4138.0
2003,NUTS,2010,PL3,1,4668.0
2004,NUTS,2010,PL3,1,4755.0
2005,NUTS,2010,PL3,1,5005.0
2006,NUTS,2010,PL3,1,4912.0
2007,NUTS,2010,PL3,1,5000.0
2008,NUTS,2010,PL3,1,5325.0
2009,NUTS,2010,PL3,1,5257.0
2010,NUTS,2010,PL3,1,5430.0
2011,NUTS,2010,PL3,1,5384.0
2012,NUTS,2010,PL3,1,5210.0
2013,NUTS,2010,PL3,1,5557.0
2014,NUTS,2010,PL3,1,5744.0
2015,NUTS,2010,PL3,1,5806.0
2000,NUTS,2010,PL31,2,2376.0
2003,NUTS,2010,PL31,2,2515.0
2004,NUTS,2010,PL31,2,2611.0
2005,NUTS,2010,PL31,2,2671.0
2006,NUTS,2010,PL31,2,2673.0
2007,NUTS,2010,PL31,2,2689.0
2008,NUTS,2010,PL31,2,2683.0
2009,NUTS,2010,PL31,2,2706.0
2010,NUTS,2010,PL31,2,2638.0
2011,NUTS,2010,PL31,2,2662.0
2012,NUTS,2010,PL31,2,2763.0
2013,NUTS,2010,PL31,2,2540.0
2014,NUTS,2010,PL31,2,2598.0
2015,NUTS,2010,PL31,2,2580.0
2000,NUTS,2010,PL32,2,574.0
2003,NUTS,2010,PL32,2,761.0
2004,NUTS,2010,PL32,2,774.0
2005,NUTS,2010,PL32,2,793.0
2006,NUTS,2010,PL32,2,795.0
2007,NUTS,2010,PL32,2,826.0
2008,NUTS,2010,PL32,2,930.0
2009,NUTS,2010,PL32,2,946.0
2010,NUTS,2010,PL32,2,1279.0
2011,NUTS,2010,PL32,2,1184.0
2012,NUTS,2010,PL32,2,1251.0
2013,NUTS,2010,PL32,2,1426.0
2014,NUTS,2010,PL32,2,1488.0
2015,NUTS,2010,PL32,2,1518.0
2000,NUTS,2010,PL33,2,323.0
2003,NUTS,2010,PL33,2,486.0
2004,NUTS,2010,PL33,2,404.0
2005,NUTS,2010,PL33,2,523.0
2006,NUTS,2010,PL33,2,427.0
2007,NUTS,2010,PL33,2,512.0
2008,NUTS,2010,PL33,2,627.0
2009,NUTS,2010,PL33,2,544.0
2012,NUTS,2010,PL33,2,149.0
2013,NUTS,2010,PL33,2,506.0
2014,NUTS,2010,PL33,2,556.0
2015,NUTS,2010,PL33,2,565.0
2000,NUTS,2010,PL34,2,865.0
2003,NUTS,2010,PL34,2,906.0
2004,NUTS,2010,PL34,2,966.0
2005,NUTS,2010,PL34,2,1018.0
2006,NUTS,2010,PL34,2,1017.0
2007,NUTS,2010,PL34,2,973.0
2008,NUTS,2010,PL34,2,1085.0
2009,NUTS,2010,PL34,2,1061.0
2012,NUTS,2010,PL34,2,1047.0
2013,NUTS,2010,PL34,2,1085.0
2014,NUTS,2010,PL34,2,1102.0
2015,NUTS,2010,PL34,2,1143.0
2000,NUTS,2010,PL4,1,4623.0
2003,NUTS,2010,PL4,1,5007.0
2004,NUTS,2010,PL4,1,5066.0
2005,NUTS,2010,PL4,1,5032.0
2006,NUTS,2010,PL4,1,5070.0
2007,NUTS,2010,PL4,1,5289.0
2008,NUTS,2010,PL4,1,5286.0
2009,NUTS,2010,PL4,1,5225.0
2010,NUTS,2010,PL4,1,5343.0
2011,NUTS,2010,PL4,1,5208.0
2012,NUTS,2010,PL4,1,5065.0
2013,NUTS,2010,PL4,1,5190.0
2014,NUTS,2010,PL4,1,5498.0
2015,NUTS,2010,PL4,1,5546.0
2016,NUTS,2010,PL4,1,5666.0
2017,NUTS,2010,PL4,1,8081.0
2018,NUTS,2010,PL4,1,8083.0
2019,NUTS,2010,PL4,1,7044.0
2000,NUTS,2010,PL41,2,2968.0
2003,NUTS,2010,PL41,2,3379.0
2004,NUTS,2010,PL41,2,3441.0
2005,NUTS,2010,PL41,2,3361.0
2006,NUTS,2010,PL41,2,3572.0
2007,NUTS,2010,PL41,2,3654.0
2008,NUTS,2010,PL41,2,3746.0
2009,NUTS,2010,PL41,2,3692.0
2010,NUTS,2010,PL41,2,3784.0
2011,NUTS,2010,PL41,2,3592.0
2012,NUTS,2010,PL41,2,3371.0
2013,NUTS,2010,PL41,2,3489.0
2014,NUTS,2010,PL41,2,3684.0
2015,NUTS,2010,PL41,2,3738.0
2016,NUTS,2010,PL41,2,3823.0
2017,NUTS,2010,PL41,2,5117.0
2018,NUTS,2010,PL41,2,5247.0
2019,NUTS,2010,PL41,2,4633.0
2000,NUTS,2010,PL42,2,1204.0
2003,NUTS,2010,PL42,2,1206.0
2004,NUTS,2010,PL42,2,1196.0
2005,NUTS,2010,PL42,2,1230.0
2006,NUTS,2010,PL42,2,1144.0
2007,NUTS,2010,PL42,2,1241.0
2008,NUTS,2010,PL42,2,1186.0
2009,NUTS,2010,PL42,2,1200.0
2012,NUTS,2010,PL42,2,1312.0
2013,NUTS,2010,PL42,2,1319.0
2014,NUTS,2010,PL42,2,1410.0
2015,NUTS,2010,PL42,2,1394.0
2016,NUTS,2010,PL42,2,1448.0
2017,NUTS,2010,PL42,2,2310.0
2019,NUTS,2010,PL42,2,1859.0
2000,NUTS,2010,PL43,2,451.0
2003,NUTS,2010,PL43,2,422.0
2004,NUTS,2010,PL43,2,429.0
2005,NUTS,2010,PL43,2,441.0
2006,NUTS,2010,PL43,2,354.0
2007,NUTS,2010,PL43,2,394.0
2008,NUTS,2010,PL43,2,354.0
2009,NUTS,2010,PL43,2,333.0
2012,NUTS,2010,PL43,2,382.0
2013,NUTS,2010,PL43,2,382.0
2014,NUTS,2010,PL43,2,404.0
2015,NUTS,2010,PL43,2,414.0
2016,NUTS,2010,PL43,2,395.0
2017,NUTS,2010,PL43,2,654.0
2019,NUTS,2010,PL43,2,552.0
2000,NUTS,2010,PL5,1,3160.0
2003,NUTS,2010,PL5,1,3348.0
2004,NUTS,2010,PL5,1,3342.0
2005,NUTS,2010,PL5,1,3263.0
2006,NUTS,2010,PL5,1,3266.0
2007,NUTS,2010,PL5,1,3354.0
2008,NUTS,2010,PL5,1,3250.0
2009,NUTS,2010,PL5,1,3253.0
2010,NUTS,2010,PL5,1,3317.0
2011,NUTS,2010,PL5,1,3387.0
2012,NUTS,2010,PL5,1,3440.0
2013,NUTS,2010,PL5,1,3729.0
2014,NUTS,2010,PL5,1,3735.0
2015,NUTS,2010,PL5,1,3918.0
2016,NUTS,2010,PL5,1,4316.0
2017,NUTS,2010,PL5,1,6424.0
2018,NUTS,2010,PL5,1,6363.0
2019,NUTS,2010,PL5,1,6459.0
2000,NUTS,2010,PL51,2,2702.0
2003,NUTS,2010,PL51,2,2890.0
2004,NUTS,2010,PL51,2,2888.0
2005,NUTS,2010,PL51,2,2784.0
2006,NUTS,2010,PL51,2,2798.0
2007,NUTS,2010,PL51,2,2855.0
2008,NUTS,2010,PL51,2,2770.0
2009,NUTS,2010,PL51,2,2774.0
2010,NUTS,2010,PL51,2,2808.0
2011,NUTS,2010,PL51,2,2857.0
2012,NUTS,2010,PL51,2,2907.0
2013,NUTS,2010,PL51,2,3173.0
2014,NUTS,2010,PL51,2,3153.0
2015,NUTS,2010,PL51,2,3323.0
2016,NUTS,2010,PL51,2,3691.0
2017,NUTS,2010,PL51,2,5541.0
2018,NUTS,2010,PL51,2,5609.0
2019,NUTS,2010,PL51,2,5760.0
2000,NUTS,2010,PL52,2,458.0
2003,NUTS,2010,PL52,2,458.0
2004,NUTS,2010,PL52,2,454.0
2005,NUTS,2010,PL52,2,479.0
2006,NUTS,2010,PL52,2,468.0
2007,NUTS,2010,PL52,2,499.0
2008,NUTS,2010,PL52,2,480.0
2009,NUTS,2010,PL52,2,479.0
2010,NUTS,2010,PL52,2,509.0
2011,NUTS,2010,PL52,2,530.0
2012,NUTS,2010,PL52,2,533.0
2013,NUTS,2010,PL52,2,556.0
2014,NUTS,2010,PL52,2,582.0
2015,NUTS,2010,PL52,2,595.0
2016,NUTS,2010,PL52,2,625.0
2017,NUTS,2010,PL52,2,883.0
2018,NUTS,2010,PL52,2,754.0
2019,NUTS,2010,PL52,2,699.0
2000,NUTS,2010,PL6,1,3840.0
2003,NUTS,2010,PL6,1,4256.0
2004,NUTS,2010,PL6,1,4318.0
2005,NUTS,2010,PL6,1,4414.0
2006,NUTS,2010,PL6,1,4646.0
2007,NUTS,2010,PL6,1,4640.0
2008,NUTS,2010,PL6,1,4348.0
2009,NUTS,2010,PL6,1,4562.0
2010,NUTS,2010,PL6,1,4550.0
2011,NUTS,2010,PL6,1,4642.0
2012,NUTS,2010,PL6,1,4752.0
2013,NUTS,2010,PL6,1,4927.0
2014,NUTS,2010,PL6,1,5069.0
2015,NUTS,2010,PL6,1,5122.0
2016,NUTS,2010,PL6,1,5609.0
2017,NUTS,2010,PL6,1,8684.0
2018,NUTS,2010,PL6,1,8699.0
2019,NUTS,2010,PL6,1,9234.0
2000,NUTS,2010,PL61,2,1283.0
2003,NUTS,2010,PL61,2,1534.0
2004,NUTS,2010,PL61,2,1597.0
2005,NUTS,2010,PL61,2,1626.0
2006,NUTS,2010,PL61,2,1644.0
2007,NUTS,2010,PL61,2,1734.0
2008,NUTS,2010,PL61,2,1427.0
2009,NUTS,2010,PL61,2,1432.0
2011,NUTS,2010,PL61,2,1471.0
2012,NUTS,2010,PL61,2,1519.0
2013,NUTS,2010,PL61,2,1495.0
2014,NUTS,2010,PL61,2,1571.0
2015,NUTS,2010,PL61,2,1594.0
2016,NUTS,2010,PL61,2,1682.0
2017,NUTS,2010,PL61,2,3396.0
2000,NUTS,2010,PL62,2,649.0
2003,NUTS,2010,PL62,2,1946.0
2004,NUTS,2010,PL62,2,1944.0
2005,NUTS,2010,PL62,2,779.0
2006,NUTS,2010,PL62,2,812.0
2007,NUTS,2010,PL62,2,852.0
2008,NUTS,2010,PL62,2,843.0
2009,NUTS,2010,PL62,2,844.0
2012,NUTS,2010,PL62,2,908.0
2013,NUTS,2010,PL62,2,936.0
2014,NUTS,2010,PL62,2,1004.0
2015,NUTS,2010,PL62,2,999.0
2016,NUTS,2010,PL62,2,1079.0
2017,NUTS,2010,PL62,2,1417.0
2000,NUTS,2010,PL63,2,1908.0
2003,NUTS,2010,PL63,2,776.0
2004,NUTS,2010,PL63,2,777.0
2005,NUTS,2010,PL63,2,2009.0
2006,NUTS,2010,PL63,2,2190.0
2007,NUTS,2010,PL63,2,2054.0
2008,NUTS,2010,PL63,2,2078.0
2009,NUTS,2010,PL63,2,2286.0
2010,NUTS,2010,PL63,2,2240.0
2012,NUTS,2010,PL63,2,2325.0
2013,NUTS,2010,PL63,2,2496.0
2014,NUTS,2010,PL63,2,2494.0
2015,NUTS,2010,PL63,2,2529.0
2016,NUTS,2010,PL63,2,2848.0
2017,NUTS,2010,PL63,2,3871.0
2018,NUTS,2010,PL63,2,4387.0
2019,NUTS,2010,PL63,2,4537.0
2016,NUTS,2010,PL7,1,4012.0
2017,NUTS,2010,PL7,1,5997.0
2018,NUTS,2010,PL7,1,5680.0
2019,NUTS,2010,PL7,1,5501.0
2016,NUTS,2010,PL71,2,3436.0
2017,NUTS,2010,PL71,2,4995.0
2019,NUTS,2010,PL71,2,4517.0
2016,NUTS,2010,PL72,2,576.0
2017,NUTS,2010,PL72,2,1002.0
2019,NUTS,2010,PL72,2,984.0
2016,NUTS,2010,PL8,1,5386.0
2017,NUTS,2010,PL8,1,7253.0
2018,NUTS,2010,PL8,1,8162.0
2019,NUTS,2010,PL8,1,7372.0
2016,NUTS,2010,PL81,2,2714.0
2017,NUTS,2010,PL81,2,3975.0
2018,NUTS,2010,PL81,2,4772.0
2019,NUTS,2010,PL81,2,3897.0
2016,NUTS,2010,PL82,2,1550.0
2017,NUTS,2010,PL82,2,1695.0
2018,NUTS,2010,PL82,2,1650.0
2019,NUTS,2010,PL82,2,1748.0
2016,NUTS,2010,PL84,2,1122.0
2017,NUTS,2010,PL84,2,1583.0
2018,NUTS,2010,PL84,2,1740.0
2019,NUTS,2010,PL84,2,1727.0
2016,NUTS,2010,PL9,1,12660.0
2017,NUTS,2010,PL9,1,20085.0
2018,NUTS,2010,PL9,1,20336.0
2019,NUTS,2010,PL9,1,20394.0
2016,NUTS,2010,PL91,2,12165.0
2017,NUTS,2010,PL91,2,19359.0
2018,NUTS,2010,PL91,2,19406.0
2019,NUTS,2010,PL91,2,19639.0
2016,NUTS,2010,PL92,2,495.0
2017,NUTS,2010,PL92,2,726.0
2018,NUTS,2010,PL92,2,930.0
2019,NUTS,2010,PL92,2,755.0
2003,NUTS,2010,PLZ,1,0.0
2003,NUTS,2010,PLZZ,2,0.0
1997,NUTS,2010,PT,0,9275.0
1998,NUTS,2010,PT,0,10765.0
1999,NUTS,2010,PT,0,12255.0
2000,NUTS,2010,PT,0,12914.0
2001,NUTS,2010,PT,0,13572.0
2002,NUTS,2010,PT,0,14734.0
2003,NUTS,2010,PT,0,15895.0
2004,NUTS,2010,PT,0,16326.0
2005,NUTS,2010,PT,0,16757.0
2006,NUTS,2010,PT,0,19554.0
2007,NUTS,2010,PT,0,22350.0
2008,NUTS,2010,PT,0,32301.0
2009,NUTS,2010,PT,0,33342.0
2010,NUTS,2010,PT,0,35204.0
2011,NUTS,2010,PT,0,36199.0
2012,NUTS,2010,PT,0,36805.0
2013,NUTS,2010,PT,0,35557.0
2014,NUTS,2010,PT,0,34874.0
2015,NUTS,2010,PT,0,35757.0
2016,NUTS,2010,PT,0,37293.0
2017,NUTS,2010,PT,0,39148.0
2018,NUTS,2010,PT,0,41576.0
2019,NUTS,2010,PT,0,43171.0
2020,NUTS,2010,PT,0,44466.0
2001,NUTS,2010,PT1,1,13231.0
2003,NUTS,2010,PT1,1,15565.0
2004,NUTS,2010,PT1,1,15973.0
2005,NUTS,2010,PT1,1,16381.0
2006,NUTS,2010,PT1,1,19188.0
2007,NUTS,2010,PT1,1,21995.0
2008,NUTS,2010,PT1,1,31756.0
2009,NUTS,2010,PT1,1,32893.0
2010,NUTS,2010,PT1,1,34744.0
2011,NUTS,2010,PT1,1,35637.0
2012,NUTS,2010,PT1,1,36290.0
2013,NUTS,2010,PT1,1,35144.0
2014,NUTS,2010,PT1,1,34410.0
2015,NUTS,2010,PT1,1,35287.0
2016,NUTS,2010,PT1,1,36788.0
2017,NUTS,2010,PT1,1,38608.0
2018,NUTS,2010,PT1,1,41029.0
2019,NUTS,2010,PT1,1,42649.0
2020,NUTS,2010,PT1,1,43902.0
2001,NUTS,2010,PT11,2,3243.0
2003,NUTS,2010,PT11,2,3939.0
2004,NUTS,2010,PT11,2,4020.0
2005,NUTS,2010,PT11,2,4100.0
2006,NUTS,2010,PT11,2,5034.0
2007,NUTS,2010,PT11,2,5968.0
2008,NUTS,2010,PT11,2,8773.0
2009,NUTS,2010,PT11,2,9685.0
2010,NUTS,2010,PT11,2,10099.0
2011,NUTS,2010,PT11,2,10982.0
2012,NUTS,2010,PT11,2,10992.0
2013,NUTS,2010,PT11,2,12152.0
2014,NUTS,2010,PT11,2,11334.0
2015,NUTS,2010,PT11,2,11835.0
2016,NUTS,2010,PT11,2,11901.0
2017,NUTS,2010,PT11,2,12773.0
2018,NUTS,2010,PT11,2,13654.0
2019,NUTS,2010,PT11,2,14509.0
2020,NUTS,2010,PT11,2,15309.0
2001,NUTS,2010,PT15,2,393.0
2003,NUTS,2010,PT15,2,339.0
2004,NUTS,2010,PT15,2,348.0
2005,NUTS,2010,PT15,2,356.0
2006,NUTS,2010,PT15,2,467.0
2007,NUTS,2010,PT15,2,577.0
2008,NUTS,2010,PT15,2,879.0
2009,NUTS,2010,PT15,2,936.0
2010,NUTS,2010,PT15,2,887.0
2011,NUTS,2010,PT15,2,862.0
2012,NUTS,2010,PT15,2,805.0
2013,NUTS,2010,PT15,2,711.0
2014,NUTS,2010,PT15,2,671.0
2015,NUTS,2010,PT15,2,702.0
2016,NUTS,2010,PT15,2,700.0
2017,NUTS,2010,PT15,2,658.0
2018,NUTS,2010,PT15,2,708.0
2019,NUTS,2010,PT15,2,782.0
2020,NUTS,2010,PT15,2,817.0
2001,NUTS,2010,PT16,2,3090.0
2003,NUTS,2010,PT16,2,3005.0
2004,NUTS,2010,PT16,2,3141.0
2005,NUTS,2010,PT16,2,3277.0
2006,NUTS,2010,PT16,2,3659.0
2007,NUTS,2010,PT16,2,4041.0
2008,NUTS,2010,PT16,2,6071.0
2009,NUTS,2010,PT16,2,6071.0
2010,NUTS,2010,PT16,2,6861.0
2011,NUTS,2010,PT16,2,7213.0
2012,NUTS,2010,PT16,2,7149.0
2013,NUTS,2010,PT16,2,6493.0
2014,NUTS,2010,PT16,2,6477.0
2015,NUTS,2010,PT16,2,6609.0
2016,NUTS,2010,PT16,2,7036.0
2017,NUTS,2010,PT16,2,7464.0
2018,NUTS,2010,PT16,2,8145.0
2019,NUTS,2010,PT16,2,8575.0
2020,NUTS,2010,PT16,2,8481.0
2001,NUTS,2010,PT17,2,6064.0
2003,NUTS,2010,PT17,2,7589.0
2004,NUTS,2010,PT17,2,7769.0
2005,NUTS,2010,PT17,2,7948.0
2006,NUTS,2010,PT17,2,9265.0
2007,NUTS,2010,PT17,2,10581.0
2008,NUTS,2010,PT17,2,14647.0
2009,NUTS,2010,PT17,2,15009.0
2010,NUTS,2010,PT17,2,15891.0
2011,NUTS,2010,PT17,2,15637.0
2012,NUTS,2010,PT17,2,16296.0
2013,NUTS,2010,PT17,2,14897.0
2014,NUTS,2010,PT17,2,15003.0
2015,NUTS,2010,PT17,2,15163.0
2016,NUTS,2010,PT17,2,16051.0
2017,NUTS,2010,PT17,2,16544.0
2018,NUTS,2010,PT17,2,17253.0
2019,NUTS,2010,PT17,2,17460.0
2020,NUTS,2010,PT17,2,17949.0
2001,NUTS,2010,PT18,2,441.0
2003,NUTS,2010,PT18,2,693.0
2004,NUTS,2010,PT18,2,696.0
2005,NUTS,2010,PT18,2,699.0
2006,NUTS,2010,PT18,2,764.0
2007,NUTS,2010,PT18,2,828.0
2008,NUTS,2010,PT18,2,1386.0
2009,NUTS,2010,PT18,2,1192.0
2010,NUTS,2010,PT18,2,1006.0
2011,NUTS,2010,PT18,2,943.0
2012,NUTS,2010,PT18,2,1048.0
2013,NUTS,2010,PT18,2,891.0
2014,NUTS,2010,PT18,2,925.0
2015,NUTS,2010,PT18,2,978.0
2016,NUTS,2010,PT18,2,1100.0
2017,NUTS,2010,PT18,2,1169.0
2018,NUTS,2010,PT18,2,1269.0
2019,NUTS,2010,PT18,2,1323.0
2020,NUTS,2010,PT18,2,1346.0
2001,NUTS,2010,PT2,1,185.0
2003,NUTS,2010,PT2,1,203.0
2004,NUTS,2010,PT2,1,221.0
2005,NUTS,2010,PT2,1,240.0
2006,NUTS,2010,PT2,1,227.0
2007,NUTS,2010,PT2,1,214.0
2008,NUTS,2010,PT2,1,298.0
2009,NUTS,2010,PT2,1,262.0
2010,NUTS,2010,PT2,1,248.0
2011,NUTS,2010,PT2,1,278.0
2012,NUTS,2010,PT2,1,311.0
2013,NUTS,2010,PT2,1,224.0
2014,NUTS,2010,PT2,1,258.0
2015,NUTS,2010,PT2,1,242.0
2016,NUTS,2010,PT2,1,265.0
2017,NUTS,2010,PT2,1,270.0
2018,NUTS,2010,PT2,1,246.0
2019,NUTS,2010,PT2,1,227.0
2020,NUTS,2010,PT2,1,273.0
2001,NUTS,2010,PT20,2,185.0
2003,NUTS,2010,PT20,2,203.0
2004,NUTS,2010,PT20,2,221.0
2005,NUTS,2010,PT20,2,240.0
2006,NUTS,2010,PT20,2,227.0
2007,NUTS,2010,PT20,2,214.0
2008,NUTS,2010,PT20,2,298.0
2009,NUTS,2010,PT20,2,262.0
2010,NUTS,2010,PT20,2,248.0
2011,NUTS,2010,PT20,2,278.0
2012,NUTS,2010,PT20,2,311.0
2013,NUTS,2010,PT20,2,224.0
2014,NUTS,2010,PT20,2,258.0
2015,NUTS,2010,PT20,2,242.0
2016,NUTS,2010,PT20,2,265.0
2017,NUTS,2010,PT20,2,270.0
2018,NUTS,2010,PT20,2,246.0
2019,NUTS,2010,PT20,2,227.0
2020,NUTS,2010,PT20,2,273.0
2001,NUTS,2010,PT3,1,156.0
2003,NUTS,2010,PT3,1,123.0
2004,NUTS,2010,PT3,1,130.0
2005,NUTS,2010,PT3,1,136.0
2006,NUTS,2010,PT3,1,139.0
2007,NUTS,2010,PT3,1,141.0
2008,NUTS,2010,PT3,1,247.0
2009,NUTS,2010,PT3,1,187.0
2010,NUTS,2010,PT3,1,212.0
2011,NUTS,2010,PT3,1,284.0
2012,NUTS,2010,PT3,1,204.0
2013,NUTS,2010,PT3,1,189.0
2014,NUTS,2010,PT3,1,206.0
2015,NUTS,2010,PT3,1,228.0
2016,NUTS,2010,PT3,1,240.0
2017,NUTS,2010,PT3,1,270.0
2018,NUTS,2010,PT3,1,301.0
2019,NUTS,2010,PT3,1,295.0
2020,NUTS,2010,PT3,1,291.0
2001,NUTS,2010,PT30,2,156.0
2003,NUTS,2010,PT30,2,123.0
2004,NUTS,2010,PT30,2,130.0
2005,NUTS,2010,PT30,2,136.0
2006,NUTS,2010,PT30,2,139.0
2007,NUTS,2010,PT30,2,141.0
2008,NUTS,2010,PT30,2,247.0
2009,NUTS,2010,PT30,2,187.0
2010,NUTS,2010,PT30,2,212.0
2011,NUTS,2010,PT30,2,284.0
2012,NUTS,2010,PT30,2,204.0
2013,NUTS,2010,PT30,2,189.0
2014,NUTS,2010,PT30,2,206.0
2015,NUTS,2010,PT30,2,228.0
2016,NUTS,2010,PT30,2,240.0
2017,NUTS,2010,PT30,2,270.0
2018,NUTS,2010,PT30,2,301.0
2019,NUTS,2010,PT30,2,295.0
2020,NUTS,2010,PT30,2,291.0
1993,NUTS,2010,RO,0,17480.0
1994,NUTS,2010,RO,0,15401.0
1995,NUTS,2010,RO,0,13395.0
1996,NUTS,2010,RO,0,14030.0
1997,NUTS,2010,RO,0,13579.0
1998,NUTS,2010,RO,0,13420.0
1999,NUTS,2010,RO,0,11443.0
2000,NUTS,2010,RO,0,9841.0
2001,NUTS,2010,RO,0,10107.0
2002,NUTS,2010,RO,0,10886.0
2003,NUTS,2010,RO,0,11179.0
2004,NUTS,2010,RO,0,11632.0
2005,NUTS,2010,RO,0,13409.0
2006,NUTS,2010,RO,0,12682.0
2007,NUTS,2010,RO,0,13745.0
2008,NUTS,2010,RO,0,13817.0
2009,NUTS,2010,RO,0,13707.0
2010,NUTS,2010,RO,0,13519.0
2011,NUTS,2010,RO,0,11738.0
2012,NUTS,2010,RO,0,12565.0
2013,NUTS,2010,RO,0,12611.0
2014,NUTS,2010,RO,0,12669.0
2015,NUTS,2010,RO,0,12598.0
2016,NUTS,2010,RO,0,12728.0
2017,NUTS,2010,RO,0,12790.0
2018,NUTS,2010,RO,0,12705.0
2019,NUTS,2010,RO,0,12745.0
2002,NUTS,2010,RO1,1,1526.0
2003,NUTS,2010,RO1,1,1355.0
2004,NUTS,2010,RO1,1,1495.0
2005,NUTS,2010,RO1,1,1572.0
2006,NUTS,2010,RO1,1,1982.0
2007,NUTS,2010,RO1,1,2081.0
2008,NUTS,2010,RO1,1,2354.0
2009,NUTS,2010,RO1,1,2608.0
2010,NUTS,2010,RO1,1,2597.0
2011,NUTS,2010,RO1,1,2080.0
2012,NUTS,2010,RO1,1,1850.0
2013,NUTS,2010,RO1,1,1627.0
2014,NUTS,2010,RO1,1,1992.0
2015,NUTS,2010,RO1,1,1837.0
2016,NUTS,2010,RO1,1,1845.0
2017,NUTS,2010,RO1,1,1808.0
2018,NUTS,2010,RO1,1,1759.0
2019,NUTS,2010,RO1,1,1917.0
2002,NUTS,2010,RO11,2,379.0
2003,NUTS,2010,RO11,2,403.0
2004,NUTS,2010,RO11,2,740.0
2005,NUTS,2010,RO11,2,818.0
2006,NUTS,2010,RO11,2,1044.0
2007,NUTS,2010,RO11,2,1120.0
2008,NUTS,2010,RO11,2,1322.0
2009,NUTS,2010,RO11,2,1434.0
2010,NUTS,2010,RO11,2,1466.0
2011,NUTS,2010,RO11,2,1241.0
2012,NUTS,2010,RO11,2,1063.0
2013,NUTS,2010,RO11,2,942.0
2014,NUTS,2010,RO11,2,1116.0
2015,NUTS,2010,RO11,2,1053.0
2016,NUTS,2010,RO11,2,1057.0
2017,NUTS,2010,RO11,2,1063.0
2018,NUTS,2010,RO11,2,1045.0
2019,NUTS,2010,RO11,2,1190.0
2002,NUTS,2010,RO12,2,1147.0
2003,NUTS,2010,RO12,2,952.0
2004,NUTS,2010,RO12,2,755.0
2005,NUTS,2010,RO12,2,754.0
2006,NUTS,2010,RO12,2,938.0
2007,NUTS,2010,RO12,2,961.0
2008,NUTS,2010,RO12,2,1032.0
2009,NUTS,2010,RO12,2,1174.0
2010,NUTS,2010,RO12,2,1131.0
2011,NUTS,2010,RO12,2,840.0
2012,NUTS,2010,RO12,2,787.0
2013,NUTS,2010,RO12,2,685.0
2014,NUTS,2010,RO12,2,876.0
2015,NUTS,2010,RO12,2,784.0
2016,NUTS,2010,RO12,2,788.0
2017,NUTS,2010,RO12,2,745.0
2018,NUTS,2010,RO12,2,714.0
2019,NUTS,2010,RO12,2,727.0
2002,NUTS,2010,RO2,1,1664.0
2003,NUTS,2010,RO2,1,1495.0
2004,NUTS,2010,RO2,1,1564.0
2005,NUTS,2010,RO2,1,1689.0
2006,NUTS,2010,RO2,1,2171.0
2007,NUTS,2010,RO2,1,2178.0
2008,NUTS,2010,RO2,1,2058.0
2009,NUTS,2010,RO2,1,2013.0
2010,NUTS,2010,RO2,1,1880.0
2011,NUTS,2010,RO2,1,1957.0
2012,NUTS,2010,RO2,1,2069.0
2013,NUTS,2010,RO2,1,2160.0
2014,NUTS,2010,RO2,1,2112.0
2015,NUTS,2010,RO2,1,2322.0
2016,NUTS,2010,RO2,1,2200.0
2017,NUTS,2010,RO2,1,2211.0
2018,NUTS,2010,RO2,1,2317.0
2019,NUTS,2010,RO2,1,2347.0
2002,NUTS,2010,RO21,2,1004.0
2003,NUTS,2010,RO21,2,809.0
2004,NUTS,2010,RO21,2,905.0
2005,NUTS,2010,RO21,2,1077.0
2006,NUTS,2010,RO21,2,1310.0
2007,NUTS,2010,RO21,2,1423.0
2008,NUTS,2010,RO21,2,1532.0
2009,NUTS,2010,RO21,2,1421.0
2010,NUTS,2010,RO21,2,1297.0
2011,NUTS,2010,RO21,2,1456.0
2012,NUTS,2010,RO21,2,1501.0
2013,NUTS,2010,RO21,2,1677.0
2014,NUTS,2010,RO21,2,1587.0
2015,NUTS,2010,RO21,2,1704.0
2016,NUTS,2010,RO21,2,1544.0
2017,NUTS,2010,RO21,2,1481.0
2018,NUTS,2010,RO21,2,1402.0
2019,NUTS,2010,RO21,2,1534.0
2002,NUTS,2010,RO22,2,660.0
2003,NUTS,2010,RO22,2,686.0
2004,NUTS,2010,RO22,2,659.0
