year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_hes_mio_pps_kp05
2011,NUTS,2010,SE23,2,422.626
2013,NUTS,2010,SE23,2,439.454
2015,NUTS,2010,SE23,2,454.608
2017,NUTS,2010,SE23,2,475.64
2019,NUTS,2010,SE23,2,458.679
2011,NUTS,2010,SE3,1,310.921
2013,NUTS,2010,SE3,1,319.057
2015,NUTS,2010,SE3,1,322.902
2017,NUTS,2010,SE3,1,312.446
2019,NUTS,2010,SE3,1,324.043
2011,NUTS,2010,SE31,2,39.43
2013,NUTS,2010,SE31,2,40.633
2015,NUTS,2010,SE31,2,37.806
2017,NUTS,2010,SE31,2,40.363
2019,NUTS,2010,SE31,2,44.879
2011,NUTS,2010,SE32,2,24.5
2013,NUTS,2010,SE32,2,25.687
2015,NUTS,2010,SE32,2,21.83
2017,NUTS,2010,SE32,2,25.584
2019,NUTS,2010,SE32,2,25.029
2011,NUTS,2010,SE33,2,246.991
2013,NUTS,2010,SE33,2,252.737
2015,NUTS,2010,SE33,2,263.266
2017,NUTS,2010,SE33,2,246.43
2019,NUTS,2010,SE33,2,254.136
2011,NUTS,2010,SI,0,123.01
2012,NUTS,2010,SI,0,119.931
2013,NUTS,2010,SI,0,111.354
2014,NUTS,2010,SI,0,105.876
2015,NUTS,2010,SI,0,97.921
2016,NUTS,2010,SI,0,98.209
2017,NUTS,2010,SI,0,98.92
2018,NUTS,2010,SI,0,114.635
2019,NUTS,2010,SI,0,123.099
2020,NUTS,2010,SI,0,128.376
2011,NUTS,2010,SI0,1,123.01
2012,NUTS,2010,SI0,1,119.931
2013,NUTS,2010,SI0,1,111.354
2014,NUTS,2010,SI0,1,105.877
2015,NUTS,2010,SI0,1,97.921
2016,NUTS,2010,SI0,1,98.209
2017,NUTS,2010,SI0,1,98.92
2018,NUTS,2010,SI0,1,114.635
2019,NUTS,2010,SI0,1,123.099
2013,NUTS,2010,SI03,2,19.818
2014,NUTS,2010,SI03,2,19.572
2015,NUTS,2010,SI03,2,17.933
2016,NUTS,2010,SI03,2,16.224
2018,NUTS,2010,SI03,2,22.006
2013,NUTS,2010,SI04,2,91.537
2014,NUTS,2010,SI04,2,86.305
2015,NUTS,2010,SI04,2,79.988
2016,NUTS,2010,SI04,2,81.986
2018,NUTS,2010,SI04,2,92.629
2011,NUTS,2010,SK,0,219.564
2012,NUTS,2010,SK,0,263.743
2013,NUTS,2010,SK,0,266.476
2014,NUTS,2010,SK,0,304.272
2015,NUTS,2010,SK,0,537.294
2016,NUTS,2010,SK,0,236.208
2017,NUTS,2010,SK,0,242.776
2018,NUTS,2010,SK,0,234.765
2019,NUTS,2010,SK,0,245.762
2020,NUTS,2010,SK,0,269.582
2011,NUTS,2010,SK0,1,219.564
2012,NUTS,2010,SK0,1,263.743
2013,NUTS,2010,SK0,1,266.476
2014,NUTS,2010,SK0,1,304.272
2015,NUTS,2010,SK0,1,537.294
2016,NUTS,2010,SK0,1,236.208
2017,NUTS,2010,SK0,1,242.776
2018,NUTS,2010,SK0,1,234.765
2019,NUTS,2010,SK0,1,245.762
2020,NUTS,2010,SK0,1,269.582
2011,NUTS,2010,SK01,2,105.845
2012,NUTS,2010,SK01,2,112.212
2013,NUTS,2010,SK01,2,103.202
2014,NUTS,2010,SK01,2,107.231
2015,NUTS,2010,SK01,2,143.92
2016,NUTS,2010,SK01,2,94.798
2017,NUTS,2010,SK01,2,102.189
2018,NUTS,2010,SK01,2,96.643
2019,NUTS,2010,SK01,2,104.124
2020,NUTS,2010,SK01,2,106.541
2011,NUTS,2010,SK02,2,19.493
2012,NUTS,2010,SK02,2,24.373
2013,NUTS,2010,SK02,2,36.598
2014,NUTS,2010,SK02,2,55.416
2015,NUTS,2010,SK02,2,120.346
2016,NUTS,2010,SK02,2,36.082
2017,NUTS,2010,SK02,2,34.694
2018,NUTS,2010,SK02,2,35.597
2019,NUTS,2010,SK02,2,36.686
2020,NUTS,2010,SK02,2,38.205
2011,NUTS,2010,SK03,2,49.14
2012,NUTS,2010,SK03,2,66.538
2013,NUTS,2010,SK03,2,73.006
2014,NUTS,2010,SK03,2,79.862
2015,NUTS,2010,SK03,2,152.49
2016,NUTS,2010,SK03,2,55.644
2017,NUTS,2010,SK03,2,51.784
2018,NUTS,2010,SK03,2,54.504
2019,NUTS,2010,SK03,2,59.116
2020,NUTS,2010,SK03,2,74.276
2011,NUTS,2010,SK04,2,45.086
2012,NUTS,2010,SK04,2,60.62
2013,NUTS,2010,SK04,2,53.671
2014,NUTS,2010,SK04,2,61.763
2015,NUTS,2010,SK04,2,120.537
2016,NUTS,2010,SK04,2,49.684
2017,NUTS,2010,SK04,2,54.109
2018,NUTS,2010,SK04,2,48.021
2019,NUTS,2010,SK04,2,45.836
2020,NUTS,2010,SK04,2,50.56
2011,NUTS,2010,TR,0,3132.642
2012,NUTS,2010,TR,0,3295.979
2013,NUTS,2010,TR,0,3370.653
2014,NUTS,2010,TR,0,3592.166
2015,NUTS,2010,TR,0,3817.961
2016,NUTS,2010,TR,0,3862.607
2017,NUTS,2010,TR,0,3897.659
2018,NUTS,2010,TR,0,3903.896
2019,NUTS,2010,TR,0,3934.381
2020,NUTS,2010,TR,0,3990.669
2011,NUTS,2010,UK,0,7189.976
2012,NUTS,2010,UK,0,7157.129
2013,NUTS,2010,UK,0,7438.343
2014,NUTS,2010,UK,0,7561.127
2015,NUTS,2010,UK,0,7626.407
2016,NUTS,2010,UK,0,7490.049
2017,NUTS,2010,UK,0,7473.829
2018,NUTS,2010,UK,0,7816.275
2019,NUTS,2010,UK,0,7869.053
2011,NUTS,2010,UKC,1,217.013
2012,NUTS,2010,UKC,1,215.959
2014,NUTS,2010,UKC,1,227.356
2015,NUTS,2010,UKC,1,232.243
2016,NUTS,2010,UKC,1,224.743
2017,NUTS,2010,UKC,1,219.829
2018,NUTS,2010,UKC,1,223.309
2011,NUTS,2010,UKC1,2,69.109
2012,NUTS,2010,UKC1,2,68.778
2014,NUTS,2010,UKC1,2,69.012
2015,NUTS,2010,UKC1,2,65.417
2016,NUTS,2010,UKC1,2,64.692
2017,NUTS,2010,UKC1,2,58.798
2018,NUTS,2010,UKC1,2,57.236
2011,NUTS,2010,UKC2,2,147.904
2012,NUTS,2010,UKC2,2,147.182
2014,NUTS,2010,UKC2,2,158.344
2015,NUTS,2010,UKC2,2,166.827
2016,NUTS,2010,UKC2,2,160.051
2017,NUTS,2010,UKC2,2,161.031
2018,NUTS,2010,UKC2,2,166.074
2011,NUTS,2010,UKD,1,573.354
2012,NUTS,2010,UKD,1,570.665
2014,NUTS,2010,UKD,1,579.797
2015,NUTS,2010,UKD,1,598.842
2016,NUTS,2010,UKD,1,609.443
2017,NUTS,2010,UKD,1,632.238
2018,NUTS,2010,UKD,1,669.928
2011,NUTS,2010,UKD1,2,0.807
2012,NUTS,2010,UKD1,2,0.794
2014,NUTS,2010,UKD1,2,0.479
2015,NUTS,2010,UKD1,2,0.476
2016,NUTS,2010,UKD1,2,0.466
2017,NUTS,2010,UKD1,2,0.64
2018,NUTS,2010,UKD1,2,0.179
2011,NUTS,2010,UKD3,2,305.089
2012,NUTS,2010,UKD3,2,303.693
2014,NUTS,2010,UKD3,2,315.922
2015,NUTS,2010,UKD3,2,322.607
2016,NUTS,2010,UKD3,2,309.382
2017,NUTS,2010,UKD3,2,320.691
2018,NUTS,2010,UKD3,2,513.513
2011,NUTS,2010,UKD4,2,54.884
2012,NUTS,2010,UKD4,2,54.585
2014,NUTS,2010,UKD4,2,57.51
2015,NUTS,2010,UKD4,2,60.465
2016,NUTS,2010,UKD4,2,59.751
2017,NUTS,2010,UKD4,2,64.376
2018,NUTS,2010,UKD4,2,32.195
2011,NUTS,2010,UKD6,2,0.504
2012,NUTS,2010,UKD6,2,0.496
2014,NUTS,2010,UKD6,2,1.438
2015,NUTS,2010,UKD6,2,2.19
2016,NUTS,2010,UKD6,2,1.491
2017,NUTS,2010,UKD6,2,3.658
2018,NUTS,2010,UKD6,2,1.52
2011,NUTS,2010,UKD7,2,212.069
2012,NUTS,2010,UKD7,2,211.096
2014,NUTS,2010,UKD7,2,204.448
2015,NUTS,2010,UKD7,2,213.104
2016,NUTS,2010,UKD7,2,238.352
2017,NUTS,2010,UKD7,2,242.782
2018,NUTS,2010,UKD7,2,122.521
2011,NUTS,2010,UKE,1,506.262
2012,NUTS,2010,UKE,1,503.972
2013,NUTS,2010,UKE,1,509.099
2014,NUTS,2010,UKE,1,505.225
2015,NUTS,2010,UKE,1,482.768
2016,NUTS,2010,UKE,1,494.788
2017,NUTS,2010,UKE,1,529.639
2018,NUTS,2010,UKE,1,533.903
2011,NUTS,2010,UKE1,2,15.638
2012,NUTS,2010,UKE1,2,15.582
2014,NUTS,2010,UKE1,2,14.665
2015,NUTS,2010,UKE1,2,13.902
2016,NUTS,2010,UKE1,2,13.982
2017,NUTS,2010,UKE1,2,13.899
2018,NUTS,2010,UKE1,2,15.382
2011,NUTS,2010,UKE2,2,60.534
2012,NUTS,2010,UKE2,2,60.242
2013,NUTS,2010,UKE2,2,65.819
2014,NUTS,2010,UKE2,2,65.082
2015,NUTS,2010,UKE2,2,65.512
2016,NUTS,2010,UKE2,2,66.836
2017,NUTS,2010,UKE2,2,78.733
2018,NUTS,2010,UKE2,2,79.236
2011,NUTS,2010,UKE3,2,170.301
2012,NUTS,2010,UKE3,2,169.512
2013,NUTS,2010,UKE3,2,169.96
2014,NUTS,2010,UKE3,2,174.255
2015,NUTS,2010,UKE3,2,173.682
2016,NUTS,2010,UKE3,2,190.253
2017,NUTS,2010,UKE3,2,224.493
2018,NUTS,2010,UKE3,2,210.878
2011,NUTS,2010,UKE4,2,259.79
2012,NUTS,2010,UKE4,2,258.635
2014,NUTS,2010,UKE4,2,251.223
2015,NUTS,2010,UKE4,2,229.672
2016,NUTS,2010,UKE4,2,223.717
2017,NUTS,2010,UKE4,2,212.514
2018,NUTS,2010,UKE4,2,228.407
2011,NUTS,2010,UKF,1,313.261
2012,NUTS,2010,UKF,1,311.831
2013,NUTS,2010,UKF,1,298.965
2014,NUTS,2010,UKF,1,300.586
2015,NUTS,2010,UKF,1,308.42
2016,NUTS,2010,UKF,1,320.941
2017,NUTS,2010,UKF,1,311.73
2018,NUTS,2010,UKF,1,311.488
2011,NUTS,2010,UKF1,2,160.616
2012,NUTS,2010,UKF1,2,159.885
2014,NUTS,2010,UKF1,2,156.331
2015,NUTS,2010,UKF1,2,171.778
2016,NUTS,2010,UKF1,2,176.737
2017,NUTS,2010,UKF1,2,172.37
2018,NUTS,2010,UKF1,2,172.065
2011,NUTS,2010,UKF2,2,147.399
2012,NUTS,2010,UKF2,2,146.686
2013,NUTS,2010,UKF2,2,137.781
2014,NUTS,2010,UKF2,2,135.244
2015,NUTS,2010,UKF2,2,126.929
2016,NUTS,2010,UKF2,2,131.434
2017,NUTS,2010,UKF2,2,125.917
2018,NUTS,2010,UKF2,2,125.83
2011,NUTS,2010,UKF3,2,5.246
2012,NUTS,2010,UKF3,2,5.26
2014,NUTS,2010,UKF3,2,9.01
2015,NUTS,2010,UKF3,2,9.713
2016,NUTS,2010,UKF3,2,12.771
2017,NUTS,2010,UKF3,2,13.534
2018,NUTS,2010,UKF3,2,13.683
2011,NUTS,2010,UKG,1,353.819
2012,NUTS,2010,UKG,1,352.125
2013,NUTS,2010,UKG,1,360.884
2014,NUTS,2010,UKG,1,376.499
2017,NUTS,2010,UKG,1,380.129
2018,NUTS,2010,UKG,1,407.18
2011,NUTS,2010,UKG1,2,0.404
2012,NUTS,2010,UKG1,2,0.397
2014,NUTS,2010,UKG1,2,2.684
2018,NUTS,2010,UKG1,2,2.057
2011,NUTS,2010,UKG2,2,28.148
2012,NUTS,2010,UKG2,2,27.987
2014,NUTS,2010,UKG2,2,31.631
2018,NUTS,2010,UKG2,2,25.756
2011,NUTS,2010,UKG3,2,325.267
2012,NUTS,2010,UKG3,2,323.741
2014,NUTS,2010,UKG3,2,342.185
2018,NUTS,2010,UKG3,2,379.277
2011,NUTS,2010,UKH,1,663.65
2012,NUTS,2010,UKH,1,660.582
2013,NUTS,2010,UKH,1,721.378
2014,NUTS,2010,UKH,1,740.058
2017,NUTS,2010,UKH,1,749.285
2018,NUTS,2010,UKH,1,828.579
2011,NUTS,2010,UKH1,2,525.129
2012,NUTS,2010,UKH1,2,522.729
2013,NUTS,2010,UKH1,2,599.978
2014,NUTS,2010,UKH1,2,617.562
2018,NUTS,2010,UKH1,2,720.457
2011,NUTS,2010,UKH2,2,93.02
2012,NUTS,2010,UKH2,2,92.597
2014,NUTS,2010,UKH2,2,82.144
2018,NUTS,2010,UKH2,2,64.569
2011,NUTS,2010,UKH3,2,45.501
2012,NUTS,2010,UKH3,2,45.256
2014,NUTS,2010,UKH3,2,40.353
2018,NUTS,2010,UKH3,2,43.553
2011,NUTS,2010,UKI,1,1858.582
2012,NUTS,2010,UKI,1,1850.145
2013,NUTS,2010,UKI,1,1913.241
2014,NUTS,2010,UKI,1,1947.864
2015,NUTS,2010,UKI,1,1952.022
2016,NUTS,2010,UKI,1,1811.549
2017,NUTS,2010,UKI,1,1812.037
2018,NUTS,2010,UKI,1,1840.134
2011,NUTS,2010,UKI3,2,1642.478
2012,NUTS,2010,UKI3,2,1635.079
2013,NUTS,2010,UKI3,2,1687.31
2014,NUTS,2010,UKI3,2,1719.07
2015,NUTS,2010,UKI3,2,1718.827
2016,NUTS,2010,UKI3,2,1595.103
2017,NUTS,2010,UKI3,2,1583.338
2018,NUTS,2010,UKI3,2,1618.523
2011,NUTS,2010,UKI4,2,156.177
2012,NUTS,2010,UKI4,2,155.419
2013,NUTS,2010,UKI4,2,160.404
2014,NUTS,2010,UKI4,2,163.424
2015,NUTS,2010,UKI4,2,168.35
2016,NUTS,2010,UKI4,2,156.882
2017,NUTS,2010,UKI4,2,169.17
2018,NUTS,2010,UKI4,2,164.911
2011,NUTS,2010,UKI5,2,22.095
2012,NUTS,2010,UKI5,2,21.933
2013,NUTS,2010,UKI5,2,24.085
2014,NUTS,2010,UKI5,2,24.058
2015,NUTS,2010,UKI5,2,26.281
2016,NUTS,2010,UKI5,2,21.067
2017,NUTS,2010,UKI5,2,20.758
2018,NUTS,2010,UKI5,2,20.927
2011,NUTS,2010,UKI6,2,4.439
2012,NUTS,2010,UKI6,2,4.466
2013,NUTS,2010,UKI6,2,4.973
2014,NUTS,2010,UKI6,2,4.888
2015,NUTS,2010,UKI6,2,6.57
2016,NUTS,2010,UKI6,2,6.059
2017,NUTS,2010,UKI6,2,6.127
2018,NUTS,2010,UKI6,2,5.545
2011,NUTS,2010,UKI7,2,33.394
2012,NUTS,2010,UKI7,2,33.247
2013,NUTS,2010,UKI7,2,36.469
2014,NUTS,2010,UKI7,2,36.423
2015,NUTS,2010,UKI7,2,31.994
2016,NUTS,2010,UKI7,2,32.439
2017,NUTS,2010,UKI7,2,32.645
2018,NUTS,2010,UKI7,2,30.317
2011,NUTS,2010,UKJ,1,1014.644
2012,NUTS,2010,UKJ,1,1010.027
2013,NUTS,2010,UKJ,1,1076.509
2014,NUTS,2010,UKJ,1,1120.582
2015,NUTS,2010,UKJ,1,1105.321
2016,NUTS,2010,UKJ,1,1182.811
2017,NUTS,2010,UKJ,1,1073.542
2018,NUTS,2010,UKJ,1,1128.978
2011,NUTS,2010,UKJ1,2,745.269
2012,NUTS,2010,UKJ1,2,741.864
2013,NUTS,2010,UKJ1,2,796.655
2014,NUTS,2010,UKJ1,2,826.323
2015,NUTS,2010,UKJ1,2,814.422
2016,NUTS,2010,UKJ1,2,871.471
2017,NUTS,2010,UKJ1,2,797.476
2018,NUTS,2010,UKJ1,2,840.831
2011,NUTS,2010,UKJ2,2,112.189
2012,NUTS,2010,UKJ2,2,111.652
2013,NUTS,2010,UKJ2,2,109.601
2014,NUTS,2010,UKJ2,2,125.851
2015,NUTS,2010,UKJ2,2,124.644
2016,NUTS,2010,UKJ2,2,137.306
2017,NUTS,2010,UKJ2,2,118.053
2018,NUTS,2010,UKJ2,2,121.179
2011,NUTS,2010,UKJ3,2,140.337
2012,NUTS,2010,UKJ3,2,139.738
2014,NUTS,2010,UKJ3,2,149.526
2015,NUTS,2010,UKJ3,2,143.878
2016,NUTS,2010,UKJ3,2,149.891
2017,NUTS,2010,UKJ3,2,134.879
2018,NUTS,2010,UKJ3,2,142.195
2011,NUTS,2010,UKJ4,2,16.849
2012,NUTS,2010,UKJ4,2,16.773
2014,NUTS,2010,UKJ4,2,18.883
2015,NUTS,2010,UKJ4,2,22.377
2016,NUTS,2010,UKJ4,2,24.143
2017,NUTS,2010,UKJ4,2,23.135
2018,NUTS,2010,UKJ4,2,24.683
2011,NUTS,2010,UKK,1,318.709
2012,NUTS,2010,UKK,1,317.29
2013,NUTS,2010,UKK,1,336.702
2014,NUTS,2010,UKK,1,344.102
2015,NUTS,2010,UKK,1,353.078
2016,NUTS,2010,UKK,1,381.065
2017,NUTS,2010,UKK,1,387.262
2018,NUTS,2010,UKK,1,404.05
2011,NUTS,2010,UKK1,2,220.544
2012,NUTS,2010,UKK1,2,219.532
2014,NUTS,2010,UKK1,2,235.599
2015,NUTS,2010,UKK1,2,246.24
2016,NUTS,2010,UKK1,2,261.097
2017,NUTS,2010,UKK1,2,266.648
2018,NUTS,2010,UKK1,2,273.48
2011,NUTS,2010,UKK2,2,6.558
2012,NUTS,2010,UKK2,2,6.55
2014,NUTS,2010,UKK2,2,6.614
2015,NUTS,2010,UKK2,2,6.951
2016,NUTS,2010,UKK2,2,7.271
2017,NUTS,2010,UKK2,2,8.779
2018,NUTS,2010,UKK2,2,8.764
2011,NUTS,2010,UKK3,2,0.404
2012,NUTS,2010,UKK3,2,0.397
2013,NUTS,2010,UKK3,2,0.975
2014,NUTS,2010,UKK3,2,1.15
2015,NUTS,2010,UKK3,2,1.143
2016,NUTS,2010,UKK3,2,1.305
2017,NUTS,2010,UKK3,2,1.555
2018,NUTS,2010,UKK3,2,1.789
2011,NUTS,2010,UKK4,2,91.204
2012,NUTS,2010,UKK4,2,90.81
2013,NUTS,2010,UKK4,2,97.607
2014,NUTS,2010,UKK4,2,100.738
2015,NUTS,2010,UKK4,2,98.744
2016,NUTS,2010,UKK4,2,111.393
2017,NUTS,2010,UKK4,2,110.28
2018,NUTS,2010,UKK4,2,120.106
2011,NUTS,2010,UKL,1,266.146
2012,NUTS,2010,UKL,1,264.987
2013,NUTS,2010,UKL,1,272.93
2014,NUTS,2010,UKL,1,263.971
2017,NUTS,2010,UKL,1,245.799
2011,NUTS,2010,UKL1,2,126.011
2012,NUTS,2010,UKL1,2,125.447
2014,NUTS,2010,UKL1,2,125.659
2011,NUTS,2010,UKL2,2,140.135
2012,NUTS,2010,UKL2,2,139.54
2014,NUTS,2010,UKL2,2,138.312
2011,NUTS,2010,UKM,1,973.481
2012,NUTS,2010,UKM,1,969.138
2013,NUTS,2010,UKM,1,1035.262
2014,NUTS,2010,UKM,1,1028.087
2015,NUTS,2010,UKM,1,1054.187
2016,NUTS,2010,UKM,1,988.923
2017,NUTS,2010,UKM,1,979.996
2018,NUTS,2010,UKM,1,1007.352
2011,NUTS,2010,UKM2,2,96.45
2012,NUTS,2010,UKM2,2,95.971
2013,NUTS,2010,UKM2,2,599.686
2014,NUTS,2010,UKM2,2,584.493
2015,NUTS,2010,UKM2,2,602.461
2016,NUTS,2010,UKM2,2,557.708
2011,NUTS,2010,UKM3,2,537.235
2012,NUTS,2010,UKM3,2,534.837
2014,NUTS,2010,UKM3,2,331.641
2015,NUTS,2010,UKM3,2,342.889
2016,NUTS,2010,UKM3,2,335.762
2011,NUTS,2010,UKM5,2,303.576
2012,NUTS,2010,UKM5,2,302.204
2013,NUTS,2010,UKM5,2,101.118
2014,NUTS,2010,UKM5,2,87.703
2015,NUTS,2010,UKM5,2,85.318
2016,NUTS,2010,UKM5,2,72.988
2017,NUTS,2010,UKM5,2,66.479
2018,NUTS,2010,UKM5,2,65.106
2011,NUTS,2010,UKM6,2,36.32
2012,NUTS,2010,UKM6,2,36.126
2014,NUTS,2010,UKM6,2,24.25
2015,NUTS,2010,UKM6,2,23.52
2016,NUTS,2010,UKM6,2,22.465
2017,NUTS,2010,UKM6,2,26.61
2018,NUTS,2010,UKM6,2,24.594
2014,NUTS,2010,UKM7,2,584.493
2015,NUTS,2010,UKM7,2,602.461
2016,NUTS,2010,UKM7,2,557.708
2017,NUTS,2010,UKM7,2,555.151
2018,NUTS,2010,UKM7,2,559.481
2014,NUTS,2010,UKM8,2,331.641
2015,NUTS,2010,UKM8,2,342.889
2016,NUTS,2010,UKM8,2,335.762
2017,NUTS,2010,UKM8,2,331.756
2018,NUTS,2010,UKM8,2,358.261
2014,NUTS,2010,UKM9,2,0.0
2015,NUTS,2010,UKM9,2,0.0
2016,NUTS,2010,UKM9,2,0.0
2017,NUTS,2010,UKM9,2,0.0
2018,NUTS,2010,UKM9,2,0.0
2011,NUTS,2010,UKN,1,131.459
2012,NUTS,2010,UKN,1,130.906
2014,NUTS,2010,UKN,1,127.001
2017,NUTS,2010,UKN,1,152.161
2011,NUTS,2010,UKN0,2,131.459
2012,NUTS,2010,UKN0,2,130.906
2014,NUTS,2010,UKN0,2,127.001
2017,NUTS,2010,UKN0,2,152.161
2011,NUTS,2010,US,0,45522.001
2012,NUTS,2010,US,0,43596.83
2013,NUTS,2010,US,0,43356.888
2014,NUTS,2010,US,0,43213.184
2015,NUTS,2010,US,0,44341.455
2016,NUTS,2010,US,0,46053.573
