year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_fte_pnp_total_t
2005,NUTS,2010,ITI2,2,38.0
2007,NUTS,2010,ITI2,2,13.0
2008,NUTS,2010,ITI2,2,11.0
2009,NUTS,2010,ITI2,2,2.0
2010,NUTS,2010,ITI2,2,4.0
2011,NUTS,2010,ITI2,2,2.0
2012,NUTS,2010,ITI2,2,3.0
2013,NUTS,2010,ITI2,2,2.0
2014,NUTS,2010,ITI2,2,2.0
2017,NUTS,2010,ITI2,2,2.0
2018,NUTS,2010,ITI2,2,9.0
2019,NUTS,2010,ITI2,2,6.0
2003,NUTS,2010,ITI3,2,21.0
2004,NUTS,2010,ITI3,2,20.0
2005,NUTS,2010,ITI3,2,18.0
2007,NUTS,2010,ITI3,2,6.0
2008,NUTS,2010,ITI3,2,18.0
2009,NUTS,2010,ITI3,2,19.0
2010,NUTS,2010,ITI3,2,15.0
2011,NUTS,2010,ITI3,2,9.0
2012,NUTS,2010,ITI3,2,10.0
2013,NUTS,2010,ITI3,2,10.0
2014,NUTS,2010,ITI3,2,4.0
2015,NUTS,2010,ITI3,2,3.0
2016,NUTS,2010,ITI3,2,6.0
2017,NUTS,2010,ITI3,2,10.0
2018,NUTS,2010,ITI3,2,15.0
2019,NUTS,2010,ITI3,2,18.0
2003,NUTS,2010,ITI4,2,314.0
2004,NUTS,2010,ITI4,2,524.0
2005,NUTS,2010,ITI4,2,1142.0
2007,NUTS,2010,ITI4,2,1080.0
2008,NUTS,2010,ITI4,2,1196.0
2009,NUTS,2010,ITI4,2,873.0
2010,NUTS,2010,ITI4,2,1295.0
2011,NUTS,2010,ITI4,2,1243.0
2012,NUTS,2010,ITI4,2,1275.0
2013,NUTS,2010,ITI4,2,1281.0
2014,NUTS,2010,ITI4,2,1214.0
2015,NUTS,2010,ITI4,2,1355.0
2016,NUTS,2010,ITI4,2,1254.0
2017,NUTS,2010,ITI4,2,1635.0
2018,NUTS,2010,ITI4,2,1454.0
2019,NUTS,2010,ITI4,2,1609.0
1980,NUTS,2010,JP,0,13606.0
1981,NUTS,2010,JP,0,16960.0
1982,NUTS,2010,JP,0,15971.0
1983,NUTS,2010,JP,0,17641.0
1984,NUTS,2010,JP,0,18621.0
1985,NUTS,2010,JP,0,19688.0
1986,NUTS,2010,JP,0,21978.0
1987,NUTS,2010,JP,0,22625.0
1988,NUTS,2010,JP,0,24152.0
1989,NUTS,2010,JP,0,25134.0
1990,NUTS,2010,JP,0,26879.0
1991,NUTS,2010,JP,0,27963.0
1992,NUTS,2010,JP,0,28637.0
1993,NUTS,2010,JP,0,28909.0
1994,NUTS,2010,JP,0,28222.0
1995,NUTS,2010,JP,0,27835.0
1996,NUTS,2010,JP,0,28558.0
1997,NUTS,2010,JP,0,29008.0
1998,NUTS,2010,JP,0,28468.0
1999,NUTS,2010,JP,0,28001.0
2000,NUTS,2010,JP,0,27990.0
2001,NUTS,2010,JP,0,17338.0
2002,NUTS,2010,JP,0,16915.0
2003,NUTS,2010,JP,0,15844.0
2004,NUTS,2010,JP,0,15480.0
2005,NUTS,2010,JP,0,14338.0
2006,NUTS,2010,JP,0,13989.0
2007,NUTS,2010,JP,0,13767.0
2008,NUTS,2010,JP,0,13628.0
2009,NUTS,2010,JP,0,13457.0
2010,NUTS,2010,JP,0,13002.0
2011,NUTS,2010,JP,0,12475.0
2012,NUTS,2010,JP,0,12295.0
2013,NUTS,2010,JP,0,12416.0
2014,NUTS,2010,JP,0,13572.0
2015,NUTS,2010,JP,0,13952.0
2016,NUTS,2010,JP,0,13449.0
2017,NUTS,2010,JP,0,13084.0
2018,NUTS,2010,JP,0,12831.0
2019,NUTS,2010,JP,0,12988.0
1995,NUTS,2010,KR,0,1990.0
1996,NUTS,2010,KR,0,2019.0
1997,NUTS,2010,KR,0,1574.0
1998,NUTS,2010,KR,0,1305.0
1999,NUTS,2010,KR,0,1911.0
2000,NUTS,2010,KR,0,1573.0
2001,NUTS,2010,KR,0,1456.0
2002,NUTS,2010,KR,0,2075.0
2003,NUTS,2010,KR,0,2183.0
2004,NUTS,2010,KR,0,2342.0
2005,NUTS,2010,KR,0,2941.0
2006,NUTS,2010,KR,0,2781.0
2007,NUTS,2010,KR,0,3218.0
2008,NUTS,2010,KR,0,3872.0
2009,NUTS,2010,KR,0,4149.0
2010,NUTS,2010,KR,0,4557.0
2011,NUTS,2010,KR,0,5380.0
2012,NUTS,2010,KR,0,4392.0
2013,NUTS,2010,KR,0,5122.0
2014,NUTS,2010,KR,0,6414.0
2015,NUTS,2010,KR,0,7456.0
2016,NUTS,2010,KR,0,7859.0
2017,NUTS,2010,KR,0,7985.0
2018,NUTS,2010,KR,0,7782.0
2019,NUTS,2010,KR,0,8372.0
1996,NUTS,2010,LT,0,74.0
1997,NUTS,2010,LT,0,54.0
1998,NUTS,2010,LT,0,45.0
1999,NUTS,2010,LT,0,40.0
2009,NUTS,2010,LU,0,0.0
2010,NUTS,2010,LU,0,0.0
2011,NUTS,2010,LU,0,0.0
2012,NUTS,2010,LU,0,0.0
2013,NUTS,2010,LU,0,0.0
1996,NUTS,2010,LV,0,1.0
1997,NUTS,2010,LV,0,1.0
1998,NUTS,2010,LV,0,1.0
1999,NUTS,2010,LV,0,1.0
2000,NUTS,2010,LV,0,1.0
2001,NUTS,2010,LV,0,1.0
2002,NUTS,2010,LV,0,1.0
2003,NUTS,2010,LV,0,0.0
2004,NUTS,2010,LV,0,1.0
2005,NUTS,2010,LV,0,1.0
2006,NUTS,2010,LV,0,1.0
2011,NUTS,2010,ME,0,9.0
2013,NUTS,2010,ME,0,17.0
2014,NUTS,2010,ME,0,24.0
2015,NUTS,2010,ME,0,31.0
2016,NUTS,2010,ME,0,28.0
2017,NUTS,2010,ME,0,22.0
2018,NUTS,2010,ME,0,26.0
2019,NUTS,2010,ME,0,1.0
2014,NUTS,2010,MK,0,22.0
2015,NUTS,2010,MK,0,17.0
2016,NUTS,2010,MK,0,66.0
2017,NUTS,2010,MK,0,46.0
2018,NUTS,2010,MK,0,45.0
2019,NUTS,2010,MK,0,31.0
2020,NUTS,2010,MK,0,16.0
2002,NUTS,2010,MT,0,0.0
2003,NUTS,2010,MT,0,0.0
2004,NUTS,2010,MT,0,0.0
2005,NUTS,2010,MT,0,0.0
2006,NUTS,2010,MT,0,0.0
2007,NUTS,2010,MT,0,0.0
2008,NUTS,2010,MT,0,0.0
2009,NUTS,2010,MT,0,0.0
1981,NUTS,2010,NL,0,1543.0
1982,NUTS,2010,NL,0,1540.0
1983,NUTS,2010,NL,0,1500.0
1984,NUTS,2010,NL,0,1460.0
1985,NUTS,2010,NL,0,1520.0
1986,NUTS,2010,NL,0,1610.0
1987,NUTS,2010,NL,0,1600.0
1988,NUTS,2010,NL,0,1620.0
1989,NUTS,2010,NL,0,1590.0
1990,NUTS,2010,NL,0,1660.0
1991,NUTS,2010,NL,0,1760.0
1992,NUTS,2010,NL,0,1770.0
1993,NUTS,2010,NL,0,1800.0
1994,NUTS,2010,NL,0,914.0
1995,NUTS,2010,NL,0,909.0
1996,NUTS,2010,NL,0,899.0
1997,NUTS,2010,NL,0,987.0
1998,NUTS,2010,NL,0,997.0
1999,NUTS,2010,NL,0,974.0
2000,NUTS,2010,NL,0,1099.0
2001,NUTS,2010,NL,0,993.0
2002,NUTS,2010,NL,0,900.0
2013,NUTS,2010,NL,0,0.0
2014,NUTS,2010,NL,0,0.0
2015,NUTS,2010,NL,0,0.0
2016,NUTS,2010,NL,0,0.0
2017,NUTS,2010,NL,0,0.0
2018,NUTS,2010,NL,0,0.0
2019,NUTS,2010,NL,0,0.0
2020,NUTS,2010,NL,0,0.0
2002,NUTS,2010,NL2,1,88.0
2002,NUTS,2010,NL21,2,88.0
2000,NUTS,2010,NL3,1,851.0
2001,NUTS,2010,NL3,1,803.0
2002,NUTS,2010,NL3,1,749.0
2002,NUTS,2010,NL31,2,6.0
2000,NUTS,2010,NL32,2,636.0
2001,NUTS,2010,NL32,2,591.0
2002,NUTS,2010,NL32,2,650.0
2000,NUTS,2010,NL33,2,215.0
2001,NUTS,2010,NL33,2,212.0
2002,NUTS,2010,NL33,2,93.0
1981,NUTS,2010,NO,0,114.0
1982,NUTS,2010,NO,0,120.0
1983,NUTS,2010,NO,0,178.0
1985,NUTS,2010,NO,0,214.0
1987,NUTS,2010,NO,0,279.0
1981,NUTS,2010,NO0,1,114.0
1982,NUTS,2010,NO0,1,120.0
1983,NUTS,2010,NO0,1,178.0
1985,NUTS,2010,NO0,1,214.0
1987,NUTS,2010,NO0,1,279.0
1994,NUTS,2010,PL,0,8.0
1995,NUTS,2010,PL,0,0.0
1996,NUTS,2010,PL,0,22.0
1997,NUTS,2010,PL,0,0.0
1998,NUTS,2010,PL,0,16.0
1999,NUTS,2010,PL,0,21.0
2000,NUTS,2010,PL,0,17.0
2001,NUTS,2010,PL,0,62.0
2002,NUTS,2010,PL,0,110.0
2003,NUTS,2010,PL,0,107.0
2004,NUTS,2010,PL,0,127.0
2005,NUTS,2010,PL,0,156.0
2006,NUTS,2010,PL,0,185.0
2007,NUTS,2010,PL,0,215.0
2008,NUTS,2010,PL,0,46.0
2009,NUTS,2010,PL,0,19.0
2010,NUTS,2010,PL,0,128.0
2011,NUTS,2010,PL,0,128.0
2012,NUTS,2010,PL,0,244.0
2013,NUTS,2010,PL,0,176.0
2014,NUTS,2010,PL,0,188.0
2015,NUTS,2010,PL,0,162.0
2016,NUTS,2010,PL,0,646.0
2017,NUTS,2010,PL,0,1215.0
2018,NUTS,2010,PL,0,1464.0
2019,NUTS,2010,PL,0,833.0
2020,NUTS,2010,PL,0,713.0
2000,NUTS,2010,PL1,1,9.0
2001,NUTS,2010,PL1,1,16.0
2002,NUTS,2010,PL1,1,49.0
2003,NUTS,2010,PL1,1,57.0
2004,NUTS,2010,PL1,1,49.0
2005,NUTS,2010,PL1,1,57.0
2006,NUTS,2010,PL1,1,54.0
2007,NUTS,2010,PL1,1,25.0
2008,NUTS,2010,PL1,1,10.0
2009,NUTS,2010,PL1,1,8.0
2010,NUTS,2010,PL1,1,64.0
2013,NUTS,2010,PL1,1,81.0
2014,NUTS,2010,PL1,1,74.0
2015,NUTS,2010,PL1,1,77.0
2002,NUTS,2010,PL11,2,7.0
2003,NUTS,2010,PL11,2,5.0
2004,NUTS,2010,PL11,2,8.0
2005,NUTS,2010,PL11,2,18.0
2007,NUTS,2010,PL11,2,0.0
2008,NUTS,2010,PL11,2,3.0
2009,NUTS,2010,PL11,2,2.0
2010,NUTS,2010,PL11,2,15.0
2000,NUTS,2010,PL12,2,9.0
2001,NUTS,2010,PL12,2,16.0
2002,NUTS,2010,PL12,2,42.0
2003,NUTS,2010,PL12,2,51.0
2004,NUTS,2010,PL12,2,40.0
2005,NUTS,2010,PL12,2,39.0
2007,NUTS,2010,PL12,2,25.0
2008,NUTS,2010,PL12,2,7.0
2009,NUTS,2010,PL12,2,6.0
2010,NUTS,2010,PL12,2,49.0
2011,NUTS,2010,PL12,2,63.0
2012,NUTS,2010,PL12,2,108.0
2000,NUTS,2010,PL2,1,0.0
2001,NUTS,2010,PL2,1,9.0
2002,NUTS,2010,PL2,1,27.0
2003,NUTS,2010,PL2,1,49.0
2004,NUTS,2010,PL2,1,42.0
2005,NUTS,2010,PL2,1,55.0
2006,NUTS,2010,PL2,1,81.0
2007,NUTS,2010,PL2,1,135.0
2008,NUTS,2010,PL2,1,36.0
2009,NUTS,2010,PL2,1,8.0
2010,NUTS,2010,PL2,1,15.0
2011,NUTS,2010,PL2,1,20.0
2012,NUTS,2010,PL2,1,20.0
2013,NUTS,2010,PL2,1,64.0
2014,NUTS,2010,PL2,1,61.0
2015,NUTS,2010,PL2,1,39.0
2016,NUTS,2010,PL2,1,140.0
2017,NUTS,2010,PL2,1,293.0
2018,NUTS,2010,PL2,1,453.0
2019,NUTS,2010,PL2,1,138.0
2000,NUTS,2010,PL21,2,0.0
2001,NUTS,2010,PL21,2,0.0
2002,NUTS,2010,PL21,2,14.0
2003,NUTS,2010,PL21,2,34.0
2005,NUTS,2010,PL21,2,36.0
2008,NUTS,2010,PL21,2,5.0
2009,NUTS,2010,PL21,2,8.0
2010,NUTS,2010,PL21,2,13.0
2011,NUTS,2010,PL21,2,15.0
2012,NUTS,2010,PL21,2,18.0
2017,NUTS,2010,PL21,2,148.0
2018,NUTS,2010,PL21,2,178.0
2019,NUTS,2010,PL21,2,78.0
2000,NUTS,2010,PL22,2,0.0
2001,NUTS,2010,PL22,2,9.0
2002,NUTS,2010,PL22,2,13.0
2003,NUTS,2010,PL22,2,16.0
2005,NUTS,2010,PL22,2,19.0
2008,NUTS,2010,PL22,2,31.0
2009,NUTS,2010,PL22,2,0.0
2010,NUTS,2010,PL22,2,2.0
2011,NUTS,2010,PL22,2,5.0
2012,NUTS,2010,PL22,2,2.0
2017,NUTS,2010,PL22,2,146.0
2018,NUTS,2010,PL22,2,275.0
2019,NUTS,2010,PL22,2,60.0
2000,NUTS,2010,PL3,1,2.0
2001,NUTS,2010,PL3,1,2.0
2002,NUTS,2010,PL3,1,0.0
2003,NUTS,2010,PL3,1,0.0
2004,NUTS,2010,PL3,1,2.0
2005,NUTS,2010,PL3,1,2.0
2006,NUTS,2010,PL3,1,2.0
2009,NUTS,2010,PL3,1,1.0
2013,NUTS,2010,PL3,1,11.0
2015,NUTS,2010,PL3,1,5.0
2005,NUTS,2010,PL31,2,0.0
2006,NUTS,2010,PL31,2,0.0
2007,NUTS,2010,PL31,2,0.0
2009,NUTS,2010,PL31,2,0.0
2011,NUTS,2010,PL31,2,0.0
2000,NUTS,2010,PL32,2,2.0
2002,NUTS,2010,PL32,2,0.0
2005,NUTS,2010,PL32,2,2.0
2001,NUTS,2010,PL33,2,0.0
2002,NUTS,2010,PL33,2,0.0
2003,NUTS,2010,PL33,2,0.0
2005,NUTS,2010,PL33,2,0.0
2007,NUTS,2010,PL33,2,0.0
2010,NUTS,2010,PL33,2,0.0
2012,NUTS,2010,PL33,2,0.0
2015,NUTS,2010,PL33,2,0.0
2002,NUTS,2010,PL34,2,0.0
2005,NUTS,2010,PL34,2,0.0
2006,NUTS,2010,PL34,2,0.0
2007,NUTS,2010,PL34,2,0.0
2000,NUTS,2010,PL4,1,0.0
2001,NUTS,2010,PL4,1,0.0
2002,NUTS,2010,PL4,1,0.0
2003,NUTS,2010,PL4,1,1.0
2004,NUTS,2010,PL4,1,1.0
2005,NUTS,2010,PL4,1,8.0
2006,NUTS,2010,PL4,1,11.0
2007,NUTS,2010,PL4,1,14.0
2009,NUTS,2010,PL4,1,1.0
2011,NUTS,2010,PL4,1,7.0
2012,NUTS,2010,PL4,1,47.0
2013,NUTS,2010,PL4,1,6.0
2014,NUTS,2010,PL4,1,25.0
2015,NUTS,2010,PL4,1,25.0
2017,NUTS,2010,PL4,1,105.0
2018,NUTS,2010,PL4,1,45.0
2019,NUTS,2010,PL4,1,23.0
2000,NUTS,2010,PL41,2,0.0
2001,NUTS,2010,PL41,2,0.0
2002,NUTS,2010,PL41,2,0.0
2003,NUTS,2010,PL41,2,1.0
2004,NUTS,2010,PL41,2,1.0
2005,NUTS,2010,PL41,2,8.0
2006,NUTS,2010,PL41,2,11.0
2007,NUTS,2010,PL41,2,14.0
2009,NUTS,2010,PL41,2,0.0
2016,NUTS,2010,PL41,2,44.0
2017,NUTS,2010,PL41,2,75.0
2018,NUTS,2010,PL41,2,29.0
2019,NUTS,2010,PL41,2,19.0
2002,NUTS,2010,PL42,2,0.0
2005,NUTS,2010,PL42,2,0.0
2006,NUTS,2010,PL42,2,0.0
2007,NUTS,2010,PL42,2,0.0
2010,NUTS,2010,PL42,2,1.0
2002,NUTS,2010,PL43,2,0.0
2005,NUTS,2010,PL43,2,0.0
2006,NUTS,2010,PL43,2,0.0
2007,NUTS,2010,PL43,2,0.0
2010,NUTS,2010,PL43,2,0.0
2012,NUTS,2010,PL43,2,0.0
2015,NUTS,2010,PL43,2,0.0
2002,NUTS,2010,PL5,1,0.0
2005,NUTS,2010,PL5,1,0.0
2006,NUTS,2010,PL5,1,0.0
2007,NUTS,2010,PL5,1,0.0
2012,NUTS,2010,PL5,1,4.0
2014,NUTS,2010,PL5,1,6.0
2015,NUTS,2010,PL5,1,15.0
2016,NUTS,2010,PL5,1,38.0
2019,NUTS,2010,PL5,1,42.0
2002,NUTS,2010,PL51,2,0.0
2005,NUTS,2010,PL51,2,0.0
2006,NUTS,2010,PL51,2,0.0
2007,NUTS,2010,PL51,2,0.0
2009,NUTS,2010,PL51,2,0.0
2012,NUTS,2010,PL51,2,4.0
2013,NUTS,2010,PL51,2,8.0
2018,NUTS,2010,PL51,2,99.0
2002,NUTS,2010,PL52,2,0.0
2005,NUTS,2010,PL52,2,0.0
2006,NUTS,2010,PL52,2,0.0
2007,NUTS,2010,PL52,2,0.0
2010,NUTS,2010,PL52,2,0.0
2012,NUTS,2010,PL52,2,0.0
2000,NUTS,2010,PL6,1,6.0
2001,NUTS,2010,PL6,1,35.0
2002,NUTS,2010,PL6,1,34.0
2004,NUTS,2010,PL6,1,34.0
2005,NUTS,2010,PL6,1,34.0
2006,NUTS,2010,PL6,1,38.0
2010,NUTS,2010,PL6,1,44.0
2011,NUTS,2010,PL6,1,0.0
2015,NUTS,2010,PL6,1,0.0
2018,NUTS,2010,PL6,1,115.0
2019,NUTS,2010,PL6,1,124.0
2002,NUTS,2010,PL61,2,0.0
2005,NUTS,2010,PL61,2,0.0
2006,NUTS,2010,PL61,2,0.0
2007,NUTS,2010,PL61,2,0.0
2011,NUTS,2010,PL61,2,0.0
2013,NUTS,2010,PL61,2,0.0
2015,NUTS,2010,PL61,2,0.0
2018,NUTS,2010,PL61,2,71.0
2002,NUTS,2010,PL62,2,0.0
2005,NUTS,2010,PL62,2,0.0
2006,NUTS,2010,PL62,2,0.0
2007,NUTS,2010,PL62,2,0.0
2012,NUTS,2010,PL62,2,0.0
2015,NUTS,2010,PL62,2,0.0
2000,NUTS,2010,PL63,2,6.0
2001,NUTS,2010,PL63,2,35.0
2002,NUTS,2010,PL63,2,34.0
2004,NUTS,2010,PL63,2,34.0
2005,NUTS,2010,PL63,2,34.0
2011,NUTS,2010,PL63,2,0.0
2013,NUTS,2010,PL63,2,2.0
2015,NUTS,2010,PL63,2,0.0
2017,NUTS,2010,PL63,2,33.0
2019,NUTS,2010,PL63,2,37.0
2018,NUTS,2010,PL7,1,155.0
2019,NUTS,2010,PL7,1,149.0
2016,NUTS,2010,PL8,1,41.0
2017,NUTS,2010,PL8,1,71.0
2019,NUTS,2010,PL8,1,52.0
2016,NUTS,2010,PL81,2,10.0
2018,NUTS,2010,PL81,2,125.0
2019,NUTS,2010,PL81,2,11.0
2018,NUTS,2010,PL82,2,19.0
2016,NUTS,2010,PL9,1,310.0
2017,NUTS,2010,PL9,1,486.0
2018,NUTS,2010,PL9,1,415.0
2019,NUTS,2010,PL9,1,304.0
2019,NUTS,2010,PL91,2,304.0
2019,NUTS,2010,PL92,2,0.0
2009,NUTS,2010,PLZ,1,0.0
2009,NUTS,2010,PLZZ,2,0.0
1982,NUTS,2010,PT,0,278.0
1983,NUTS,2010,PT,0,320.0
1984,NUTS,2010,PT,0,361.0
1985,NUTS,2010,PT,0,381.0
1986,NUTS,2010,PT,0,401.0
1987,NUTS,2010,PT,0,473.0
1988,NUTS,2010,PT,0,545.0
1989,NUTS,2010,PT,0,761.0
1990,NUTS,2010,PT,0,976.0
1991,NUTS,2010,PT,0,1169.0
1992,NUTS,2010,PT,0,1363.0
1993,NUTS,2010,PT,0,1634.0
1994,NUTS,2010,PT,0,1959.0
1995,NUTS,2010,PT,0,2349.0
1996,NUTS,2010,PT,0,2366.0
1997,NUTS,2010,PT,0,2383.0
1998,NUTS,2010,PT,0,2420.0
1999,NUTS,2010,PT,0,2457.0
2000,NUTS,2010,PT,0,2704.0
2001,NUTS,2010,PT,0,2951.0
2002,NUTS,2010,PT,0,3147.0
2003,NUTS,2010,PT,0,3342.0
2004,NUTS,2010,PT,0,3361.0
2005,NUTS,2010,PT,0,3381.0
2006,NUTS,2010,PT,0,3690.0
2007,NUTS,2010,PT,0,3999.0
2008,NUTS,2010,PT,0,4378.0
2009,NUTS,2010,PT,0,4336.0
2010,NUTS,2010,PT,0,5160.0
2011,NUTS,2010,PT,0,5812.0
2012,NUTS,2010,PT,0,5169.0
2013,NUTS,2010,PT,0,755.0
2014,NUTS,2010,PT,0,622.0
2015,NUTS,2010,PT,0,649.0
2016,NUTS,2010,PT,0,676.0
2017,NUTS,2010,PT,0,683.0
2018,NUTS,2010,PT,0,759.0
2019,NUTS,2010,PT,0,791.0
2020,NUTS,2010,PT,0,1096.0
1988,NUTS,2010,PT1,1,545.0
1990,NUTS,2010,PT1,1,966.0
1992,NUTS,2010,PT1,1,1354.0
1995,NUTS,2010,PT1,1,2330.0
1997,NUTS,2010,PT1,1,2317.0
1999,NUTS,2010,PT1,1,2397.0
2000,NUTS,2010,PT1,1,2648.0
2001,NUTS,2010,PT1,1,2897.0
2002,NUTS,2010,PT1,1,3102.0
2003,NUTS,2010,PT1,1,3308.0
2004,NUTS,2010,PT1,1,3284.0
2005,NUTS,2010,PT1,1,3261.0
2006,NUTS,2010,PT1,1,3583.0
2007,NUTS,2010,PT1,1,3906.0
2008,NUTS,2010,PT1,1,4281.0
2009,NUTS,2010,PT1,1,4268.0
2010,NUTS,2010,PT1,1,5084.0
2011,NUTS,2010,PT1,1,5698.0
2012,NUTS,2010,PT1,1,5080.0
2013,NUTS,2010,PT1,1,753.0
2014,NUTS,2010,PT1,1,617.0
2015,NUTS,2010,PT1,1,645.0
2016,NUTS,2010,PT1,1,672.0
2017,NUTS,2010,PT1,1,672.0
2018,NUTS,2010,PT1,1,753.0
2019,NUTS,2010,PT1,1,786.0
2020,NUTS,2010,PT1,1,1076.0
1988,NUTS,2010,PT11,2,75.0
1990,NUTS,2010,PT11,2,268.0
1992,NUTS,2010,PT11,2,486.0
1995,NUTS,2010,PT11,2,589.0
1997,NUTS,2010,PT11,2,728.0
1999,NUTS,2010,PT11,2,835.0
2000,NUTS,2010,PT11,2,934.0
2001,NUTS,2010,PT11,2,1012.0
2002,NUTS,2010,PT11,2,1133.0
2003,NUTS,2010,PT11,2,1254.0
2004,NUTS,2010,PT11,2,1200.0
2005,NUTS,2010,PT11,2,1145.0
2006,NUTS,2010,PT11,2,1221.0
2007,NUTS,2010,PT11,2,1296.0
2008,NUTS,2010,PT11,2,1386.0
2009,NUTS,2010,PT11,2,1353.0
2010,NUTS,2010,PT11,2,1588.0
2011,NUTS,2010,PT11,2,1941.0
2012,NUTS,2010,PT11,2,1863.0
2013,NUTS,2010,PT11,2,68.0
2014,NUTS,2010,PT11,2,78.0
2015,NUTS,2010,PT11,2,82.0
2016,NUTS,2010,PT11,2,66.0
2017,NUTS,2010,PT11,2,79.0
2018,NUTS,2010,PT11,2,91.0
2019,NUTS,2010,PT11,2,113.0
2020,NUTS,2010,PT11,2,259.0
1995,NUTS,2010,PT15,2,9.0
1997,NUTS,2010,PT15,2,7.0
1999,NUTS,2010,PT15,2,10.0
2000,NUTS,2010,PT15,2,11.0
2001,NUTS,2010,PT15,2,11.0
2002,NUTS,2010,PT15,2,11.0
2003,NUTS,2010,PT15,2,11.0
2004,NUTS,2010,PT15,2,8.0
2005,NUTS,2010,PT15,2,5.0
2006,NUTS,2010,PT15,2,5.0
2007,NUTS,2010,PT15,2,5.0
2008,NUTS,2010,PT15,2,4.0
2009,NUTS,2010,PT15,2,11.0
2010,NUTS,2010,PT15,2,4.0
2011,NUTS,2010,PT15,2,5.0
2012,NUTS,2010,PT15,2,3.0
2013,NUTS,2010,PT15,2,0.0
2014,NUTS,2010,PT15,2,0.0
2015,NUTS,2010,PT15,2,0.0
2016,NUTS,2010,PT15,2,0.0
2017,NUTS,2010,PT15,2,0.0
2018,NUTS,2010,PT15,2,0.0
2019,NUTS,2010,PT15,2,0.0
2020,NUTS,2010,PT15,2,19.0
2000,NUTS,2010,PT16,2,558.0
2001,NUTS,2010,PT16,2,644.0
2002,NUTS,2010,PT16,2,591.0
2003,NUTS,2010,PT16,2,539.0
2004,NUTS,2010,PT16,2,543.0
2005,NUTS,2010,PT16,2,547.0
2006,NUTS,2010,PT16,2,575.0
2007,NUTS,2010,PT16,2,603.0
2008,NUTS,2010,PT16,2,658.0
2009,NUTS,2010,PT16,2,653.0
2010,NUTS,2010,PT16,2,835.0
2011,NUTS,2010,PT16,2,957.0
2012,NUTS,2010,PT16,2,818.0
2013,NUTS,2010,PT16,2,22.0
2014,NUTS,2010,PT16,2,19.0
2015,NUTS,2010,PT16,2,23.0
2016,NUTS,2010,PT16,2,19.0
2017,NUTS,2010,PT16,2,24.0
2018,NUTS,2010,PT16,2,30.0
2019,NUTS,2010,PT16,2,38.0
2020,NUTS,2010,PT16,2,120.0
2000,NUTS,2010,PT17,2,1085.0
2001,NUTS,2010,PT17,2,1136.0
2002,NUTS,2010,PT17,2,1310.0
2003,NUTS,2010,PT17,2,1485.0
2004,NUTS,2010,PT17,2,1512.0
2005,NUTS,2010,PT17,2,1540.0
2006,NUTS,2010,PT17,2,1754.0
2007,NUTS,2010,PT17,2,1969.0
2008,NUTS,2010,PT17,2,2200.0
2009,NUTS,2010,PT17,2,2228.0
2010,NUTS,2010,PT17,2,2657.0
2011,NUTS,2010,PT17,2,2795.0
2012,NUTS,2010,PT17,2,2393.0
2013,NUTS,2010,PT17,2,662.0
2014,NUTS,2010,PT17,2,521.0
2015,NUTS,2010,PT17,2,540.0
2016,NUTS,2010,PT17,2,586.0
2017,NUTS,2010,PT17,2,568.0
2018,NUTS,2010,PT17,2,630.0
2019,NUTS,2010,PT17,2,632.0
2020,NUTS,2010,PT17,2,657.0
2000,NUTS,2010,PT18,2,60.0
2001,NUTS,2010,PT18,2,95.0
2002,NUTS,2010,PT18,2,57.0
2003,NUTS,2010,PT18,2,19.0
2004,NUTS,2010,PT18,2,21.0
2005,NUTS,2010,PT18,2,24.0
2006,NUTS,2010,PT18,2,28.0
2007,NUTS,2010,PT18,2,33.0
2008,NUTS,2010,PT18,2,33.0
2009,NUTS,2010,PT18,2,24.0
2010,NUTS,2010,PT18,2,0.0
2011,NUTS,2010,PT18,2,0.0
2012,NUTS,2010,PT18,2,3.0
2013,NUTS,2010,PT18,2,0.0
2014,NUTS,2010,PT18,2,0.0
2015,NUTS,2010,PT18,2,0.0
2016,NUTS,2010,PT18,2,1.0
2017,NUTS,2010,PT18,2,2.0
2018,NUTS,2010,PT18,2,3.0
2019,NUTS,2010,PT18,2,3.0
2020,NUTS,2010,PT18,2,20.0
1990,NUTS,2010,PT2,1,10.0
1992,NUTS,2010,PT2,1,8.0
1995,NUTS,2010,PT2,1,14.0
1997,NUTS,2010,PT2,1,28.0
1999,NUTS,2010,PT2,1,47.0
2000,NUTS,2010,PT2,1,43.0
2001,NUTS,2010,PT2,1,40.0
2002,NUTS,2010,PT2,1,35.0
2003,NUTS,2010,PT2,1,30.0
2004,NUTS,2010,PT2,1,72.0
2005,NUTS,2010,PT2,1,115.0
2006,NUTS,2010,PT2,1,101.0
2007,NUTS,2010,PT2,1,87.0
2008,NUTS,2010,PT2,1,90.0
2009,NUTS,2010,PT2,1,61.0
2010,NUTS,2010,PT2,1,62.0
2011,NUTS,2010,PT2,1,57.0
2012,NUTS,2010,PT2,1,57.0
2013,NUTS,2010,PT2,1,0.0
2014,NUTS,2010,PT2,1,0.0
2015,NUTS,2010,PT2,1,0.0
2016,NUTS,2010,PT2,1,0.0
2017,NUTS,2010,PT2,1,4.0
2018,NUTS,2010,PT2,1,3.0
2019,NUTS,2010,PT2,1,5.0
2020,NUTS,2010,PT2,1,20.0
