year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_gov_t_fte_rse
2018,NUTS,2010,ES21,2,778.0
2019,NUTS,2010,ES21,2,755.0
2000,NUTS,2010,ES22,2,71.0
2001,NUTS,2010,ES22,2,39.0
2002,NUTS,2010,ES22,2,37.0
2003,NUTS,2010,ES22,2,88.0
2004,NUTS,2010,ES22,2,104.0
2005,NUTS,2010,ES22,2,152.0
2006,NUTS,2010,ES22,2,182.0
2007,NUTS,2010,ES22,2,209.0
2008,NUTS,2010,ES22,2,235.0
2009,NUTS,2010,ES22,2,258.0
2010,NUTS,2010,ES22,2,259.0
2011,NUTS,2010,ES22,2,277.0
2012,NUTS,2010,ES22,2,268.0
2013,NUTS,2010,ES22,2,284.0
2014,NUTS,2010,ES22,2,279.0
2016,NUTS,2010,ES22,2,290.0
2017,NUTS,2010,ES22,2,291.0
2018,NUTS,2010,ES22,2,338.0
2019,NUTS,2010,ES22,2,341.0
2000,NUTS,2010,ES23,2,35.0
2001,NUTS,2010,ES23,2,40.0
2002,NUTS,2010,ES23,2,48.0
2003,NUTS,2010,ES23,2,60.0
2004,NUTS,2010,ES23,2,57.0
2005,NUTS,2010,ES23,2,57.0
2006,NUTS,2010,ES23,2,67.0
2007,NUTS,2010,ES23,2,77.0
2008,NUTS,2010,ES23,2,103.0
2009,NUTS,2010,ES23,2,144.0
2010,NUTS,2010,ES23,2,177.0
2011,NUTS,2010,ES23,2,175.0
2012,NUTS,2010,ES23,2,168.0
2013,NUTS,2010,ES23,2,151.0
2014,NUTS,2010,ES23,2,137.0
2015,NUTS,2010,ES23,2,136.0
2016,NUTS,2010,ES23,2,150.0
2017,NUTS,2010,ES23,2,160.0
2018,NUTS,2010,ES23,2,175.0
2019,NUTS,2010,ES23,2,166.0
2000,NUTS,2010,ES24,2,343.0
2001,NUTS,2010,ES24,2,420.0
2002,NUTS,2010,ES24,2,315.0
2003,NUTS,2010,ES24,2,379.0
2004,NUTS,2010,ES24,2,505.0
2005,NUTS,2010,ES24,2,596.0
2006,NUTS,2010,ES24,2,624.0
2007,NUTS,2010,ES24,2,649.0
2008,NUTS,2010,ES24,2,672.0
2009,NUTS,2010,ES24,2,684.0
2010,NUTS,2010,ES24,2,746.0
2011,NUTS,2010,ES24,2,697.0
2012,NUTS,2010,ES24,2,643.0
2013,NUTS,2010,ES24,2,628.0
2014,NUTS,2010,ES24,2,661.0
2015,NUTS,2010,ES24,2,550.0
2016,NUTS,2010,ES24,2,601.0
2017,NUTS,2010,ES24,2,647.0
2018,NUTS,2010,ES24,2,684.0
2019,NUTS,2010,ES24,2,707.0
2000,NUTS,2010,ES3,1,6329.0
2001,NUTS,2010,ES3,1,6203.0
2002,NUTS,2010,ES3,1,5723.0
2003,NUTS,2010,ES3,1,6484.0
2004,NUTS,2010,ES3,1,6916.0
2005,NUTS,2010,ES3,1,7690.0
2006,NUTS,2010,ES3,1,7163.0
2007,NUTS,2010,ES3,1,7650.0
2008,NUTS,2010,ES3,1,7503.0
2009,NUTS,2010,ES3,1,7503.0
2010,NUTS,2010,ES3,1,7464.0
2011,NUTS,2010,ES3,1,6979.0
2012,NUTS,2010,ES3,1,6520.0
2013,NUTS,2010,ES3,1,5909.0
2014,NUTS,2010,ES3,1,5880.0
2015,NUTS,2010,ES3,1,5834.0
2016,NUTS,2010,ES3,1,6334.0
2017,NUTS,2010,ES3,1,6386.0
2018,NUTS,2010,ES3,1,6253.0
2019,NUTS,2010,ES3,1,6626.0
2000,NUTS,2010,ES30,2,6329.0
2001,NUTS,2010,ES30,2,6203.0
2002,NUTS,2010,ES30,2,5723.0
2003,NUTS,2010,ES30,2,6484.0
2004,NUTS,2010,ES30,2,6916.0
2005,NUTS,2010,ES30,2,7690.0
2006,NUTS,2010,ES30,2,7163.0
2007,NUTS,2010,ES30,2,7650.0
2008,NUTS,2010,ES30,2,7503.0
2009,NUTS,2010,ES30,2,7503.0
2010,NUTS,2010,ES30,2,7464.0
2011,NUTS,2010,ES30,2,6979.0
2012,NUTS,2010,ES30,2,6520.0
2013,NUTS,2010,ES30,2,5909.0
2014,NUTS,2010,ES30,2,5880.0
2015,NUTS,2010,ES30,2,5834.0
2016,NUTS,2010,ES30,2,6334.0
2017,NUTS,2010,ES30,2,6386.0
2018,NUTS,2010,ES30,2,6253.0
2019,NUTS,2010,ES30,2,6626.0
2000,NUTS,2010,ES4,1,490.0
2001,NUTS,2010,ES4,1,467.0
2002,NUTS,2010,ES4,1,465.0
2003,NUTS,2010,ES4,1,661.0
2004,NUTS,2010,ES4,1,692.0
2005,NUTS,2010,ES4,1,829.0
2006,NUTS,2010,ES4,1,886.0
2007,NUTS,2010,ES4,1,917.0
2008,NUTS,2010,ES4,1,1019.0
2009,NUTS,2010,ES4,1,1099.0
2010,NUTS,2010,ES4,1,1187.0
2011,NUTS,2010,ES4,1,1180.0
2013,NUTS,2010,ES4,1,951.0
2014,NUTS,2010,ES4,1,889.0
2015,NUTS,2010,ES4,1,983.0
2016,NUTS,2010,ES4,1,937.0
2017,NUTS,2010,ES4,1,923.0
2018,NUTS,2010,ES4,1,1065.0
2019,NUTS,2010,ES4,1,1058.0
2000,NUTS,2010,ES41,2,299.0
2001,NUTS,2010,ES41,2,276.0
2002,NUTS,2010,ES41,2,253.0
2003,NUTS,2010,ES41,2,396.0
2004,NUTS,2010,ES41,2,395.0
2005,NUTS,2010,ES41,2,459.0
2006,NUTS,2010,ES41,2,527.0
2007,NUTS,2010,ES41,2,475.0
2008,NUTS,2010,ES41,2,495.0
2009,NUTS,2010,ES41,2,503.0
2010,NUTS,2010,ES41,2,524.0
2012,NUTS,2010,ES41,2,456.0
2013,NUTS,2010,ES41,2,442.0
2014,NUTS,2010,ES41,2,435.0
2015,NUTS,2010,ES41,2,429.0
2016,NUTS,2010,ES41,2,433.0
2017,NUTS,2010,ES41,2,437.0
2018,NUTS,2010,ES41,2,487.0
2019,NUTS,2010,ES41,2,473.0
2000,NUTS,2010,ES42,2,83.0
2001,NUTS,2010,ES42,2,96.0
2002,NUTS,2010,ES42,2,114.0
2003,NUTS,2010,ES42,2,143.0
2004,NUTS,2010,ES42,2,184.0
2005,NUTS,2010,ES42,2,215.0
2006,NUTS,2010,ES42,2,191.0
2007,NUTS,2010,ES42,2,238.0
2008,NUTS,2010,ES42,2,307.0
2009,NUTS,2010,ES42,2,369.0
2010,NUTS,2010,ES42,2,436.0
2013,NUTS,2010,ES42,2,312.0
2014,NUTS,2010,ES42,2,311.0
2015,NUTS,2010,ES42,2,319.0
2016,NUTS,2010,ES42,2,312.0
2017,NUTS,2010,ES42,2,296.0
2018,NUTS,2010,ES42,2,315.0
2019,NUTS,2010,ES42,2,311.0
2000,NUTS,2010,ES43,2,108.0
2001,NUTS,2010,ES43,2,95.0
2002,NUTS,2010,ES43,2,98.0
2003,NUTS,2010,ES43,2,121.0
2004,NUTS,2010,ES43,2,114.0
2005,NUTS,2010,ES43,2,155.0
2006,NUTS,2010,ES43,2,168.0
2007,NUTS,2010,ES43,2,204.0
2008,NUTS,2010,ES43,2,217.0
2009,NUTS,2010,ES43,2,227.0
2010,NUTS,2010,ES43,2,226.0
2011,NUTS,2010,ES43,2,238.0
2012,NUTS,2010,ES43,2,221.0
2013,NUTS,2010,ES43,2,196.0
2014,NUTS,2010,ES43,2,144.0
2015,NUTS,2010,ES43,2,236.0
2016,NUTS,2010,ES43,2,192.0
2017,NUTS,2010,ES43,2,190.0
2018,NUTS,2010,ES43,2,263.0
2019,NUTS,2010,ES43,2,273.0
2000,NUTS,2010,ES5,1,2537.0
2001,NUTS,2010,ES5,1,2827.0
2002,NUTS,2010,ES5,1,2822.0
2003,NUTS,2010,ES5,1,3689.0
2004,NUTS,2010,ES5,1,4161.0
2005,NUTS,2010,ES5,1,5312.0
2006,NUTS,2010,ES5,1,5403.0
2007,NUTS,2010,ES5,1,5997.0
2008,NUTS,2010,ES5,1,6946.0
2009,NUTS,2010,ES5,1,7912.0
2010,NUTS,2010,ES5,1,8002.0
2011,NUTS,2010,ES5,1,7845.0
2012,NUTS,2010,ES5,1,7533.0
2013,NUTS,2010,ES5,1,7372.0
2014,NUTS,2010,ES5,1,7199.0
2015,NUTS,2010,ES5,1,6925.0
2016,NUTS,2010,ES5,1,7212.0
2017,NUTS,2010,ES5,1,7388.0
2018,NUTS,2010,ES5,1,7530.0
2019,NUTS,2010,ES5,1,7653.0
2000,NUTS,2010,ES51,2,1760.0
2001,NUTS,2010,ES51,2,1875.0
2002,NUTS,2010,ES51,2,1914.0
2003,NUTS,2010,ES51,2,2489.0
2004,NUTS,2010,ES51,2,2881.0
2005,NUTS,2010,ES51,2,3709.0
2006,NUTS,2010,ES51,2,3700.0
2007,NUTS,2010,ES51,2,4122.0
2008,NUTS,2010,ES51,2,4960.0
2009,NUTS,2010,ES51,2,5762.0
2010,NUTS,2010,ES51,2,5786.0
2011,NUTS,2010,ES51,2,5754.0
2012,NUTS,2010,ES51,2,5693.0
2013,NUTS,2010,ES51,2,5632.0
2014,NUTS,2010,ES51,2,5620.0
2015,NUTS,2010,ES51,2,5515.0
2016,NUTS,2010,ES51,2,5588.0
2017,NUTS,2010,ES51,2,5784.0
2018,NUTS,2010,ES51,2,5884.0
2019,NUTS,2010,ES51,2,5967.0
2000,NUTS,2010,ES52,2,651.0
2001,NUTS,2010,ES52,2,835.0
2002,NUTS,2010,ES52,2,809.0
2003,NUTS,2010,ES52,2,1065.0
2004,NUTS,2010,ES52,2,1122.0
2005,NUTS,2010,ES52,2,1381.0
2006,NUTS,2010,ES52,2,1399.0
2007,NUTS,2010,ES52,2,1590.0
2008,NUTS,2010,ES52,2,1656.0
2009,NUTS,2010,ES52,2,1786.0
2010,NUTS,2010,ES52,2,1782.0
2011,NUTS,2010,ES52,2,1714.0
2012,NUTS,2010,ES52,2,1509.0
2013,NUTS,2010,ES52,2,1429.0
2014,NUTS,2010,ES52,2,1307.0
2015,NUTS,2010,ES52,2,1125.0
2016,NUTS,2010,ES52,2,1319.0
2017,NUTS,2010,ES52,2,1262.0
2018,NUTS,2010,ES52,2,1291.0
2019,NUTS,2010,ES52,2,1312.0
2000,NUTS,2010,ES53,2,127.0
2001,NUTS,2010,ES53,2,117.0
2002,NUTS,2010,ES53,2,99.0
2003,NUTS,2010,ES53,2,135.0
2004,NUTS,2010,ES53,2,158.0
2005,NUTS,2010,ES53,2,222.0
2006,NUTS,2010,ES53,2,303.0
2007,NUTS,2010,ES53,2,285.0
2008,NUTS,2010,ES53,2,330.0
2009,NUTS,2010,ES53,2,364.0
2010,NUTS,2010,ES53,2,434.0
2011,NUTS,2010,ES53,2,378.0
2012,NUTS,2010,ES53,2,331.0
2013,NUTS,2010,ES53,2,311.0
2014,NUTS,2010,ES53,2,271.0
2015,NUTS,2010,ES53,2,285.0
2016,NUTS,2010,ES53,2,305.0
2017,NUTS,2010,ES53,2,343.0
2018,NUTS,2010,ES53,2,355.0
2019,NUTS,2010,ES53,2,374.0
2000,NUTS,2010,ES6,1,1598.0
2001,NUTS,2010,ES6,1,1920.0
2002,NUTS,2010,ES6,1,1606.0
2003,NUTS,2010,ES6,1,2352.0
2004,NUTS,2010,ES6,1,2641.0
2005,NUTS,2010,ES6,1,3415.0
2006,NUTS,2010,ES6,1,3240.0
2007,NUTS,2010,ES6,1,3405.0
2008,NUTS,2010,ES6,1,3315.0
2009,NUTS,2010,ES6,1,3766.0
2010,NUTS,2010,ES6,1,3700.0
2011,NUTS,2010,ES6,1,3109.0
2012,NUTS,2010,ES6,1,3012.0
2013,NUTS,2010,ES6,1,2846.0
2014,NUTS,2010,ES6,1,2735.0
2015,NUTS,2010,ES6,1,2903.0
2016,NUTS,2010,ES6,1,2728.0
2017,NUTS,2010,ES6,1,2631.0
2018,NUTS,2010,ES6,1,2625.0
2019,NUTS,2010,ES6,1,2770.0
2000,NUTS,2010,ES61,2,1415.0
2001,NUTS,2010,ES61,2,1716.0
2002,NUTS,2010,ES61,2,1400.0
2003,NUTS,2010,ES61,2,2102.0
2004,NUTS,2010,ES61,2,2257.0
2005,NUTS,2010,ES61,2,2975.0
2006,NUTS,2010,ES61,2,2797.0
2007,NUTS,2010,ES61,2,2972.0
2008,NUTS,2010,ES61,2,2929.0
2009,NUTS,2010,ES61,2,3346.0
2010,NUTS,2010,ES61,2,3269.0
2011,NUTS,2010,ES61,2,2727.0
2012,NUTS,2010,ES61,2,2659.0
2013,NUTS,2010,ES61,2,2499.0
2014,NUTS,2010,ES61,2,2433.0
2015,NUTS,2010,ES61,2,2643.0
2016,NUTS,2010,ES61,2,2454.0
2017,NUTS,2010,ES61,2,2350.0
2018,NUTS,2010,ES61,2,2330.0
2019,NUTS,2010,ES61,2,2461.0
2000,NUTS,2010,ES62,2,183.0
2001,NUTS,2010,ES62,2,204.0
2002,NUTS,2010,ES62,2,205.0
2003,NUTS,2010,ES62,2,250.0
2004,NUTS,2010,ES62,2,384.0
2005,NUTS,2010,ES62,2,441.0
2006,NUTS,2010,ES62,2,444.0
2007,NUTS,2010,ES62,2,433.0
2008,NUTS,2010,ES62,2,382.0
2009,NUTS,2010,ES62,2,417.0
2010,NUTS,2010,ES62,2,431.0
2012,NUTS,2010,ES62,2,353.0
2013,NUTS,2010,ES62,2,348.0
2014,NUTS,2010,ES62,2,300.0
2015,NUTS,2010,ES62,2,259.0
2016,NUTS,2010,ES62,2,274.0
2017,NUTS,2010,ES62,2,281.0
2018,NUTS,2010,ES62,2,296.0
2019,NUTS,2010,ES62,2,308.0
2000,NUTS,2010,ES63,2,0.0
2001,NUTS,2010,ES63,2,0.0
2002,NUTS,2010,ES63,2,0.0
2003,NUTS,2010,ES63,2,0.0
2004,NUTS,2010,ES63,2,0.0
2005,NUTS,2010,ES63,2,0.0
2006,NUTS,2010,ES63,2,0.0
2007,NUTS,2010,ES63,2,0.0
2008,NUTS,2010,ES63,2,0.0
2009,NUTS,2010,ES63,2,1.0
2010,NUTS,2010,ES63,2,0.0
2000,NUTS,2010,ES64,2,0.0
2001,NUTS,2010,ES64,2,0.0
2002,NUTS,2010,ES64,2,0.0
2003,NUTS,2010,ES64,2,0.0
2004,NUTS,2010,ES64,2,0.0
2005,NUTS,2010,ES64,2,0.0
2006,NUTS,2010,ES64,2,0.0
2007,NUTS,2010,ES64,2,0.0
2008,NUTS,2010,ES64,2,3.0
2009,NUTS,2010,ES64,2,3.0
2010,NUTS,2010,ES64,2,0.0
2000,NUTS,2010,ES7,1,359.0
2001,NUTS,2010,ES7,1,385.0
2002,NUTS,2010,ES7,1,508.0
2003,NUTS,2010,ES7,1,482.0
2004,NUTS,2010,ES7,1,591.0
2005,NUTS,2010,ES7,1,725.0
2006,NUTS,2010,ES7,1,761.0
2007,NUTS,2010,ES7,1,749.0
2008,NUTS,2010,ES7,1,754.0
2009,NUTS,2010,ES7,1,771.0
2010,NUTS,2010,ES7,1,723.0
2011,NUTS,2010,ES7,1,735.0
2012,NUTS,2010,ES7,1,694.0
2013,NUTS,2010,ES7,1,676.0
2014,NUTS,2010,ES7,1,599.0
2015,NUTS,2010,ES7,1,554.0
2016,NUTS,2010,ES7,1,549.0
2017,NUTS,2010,ES7,1,565.0
2018,NUTS,2010,ES7,1,615.0
2019,NUTS,2010,ES7,1,653.0
2000,NUTS,2010,ES70,2,359.0
2001,NUTS,2010,ES70,2,385.0
2002,NUTS,2010,ES70,2,508.0
2003,NUTS,2010,ES70,2,482.0
2004,NUTS,2010,ES70,2,591.0
2005,NUTS,2010,ES70,2,725.0
2006,NUTS,2010,ES70,2,761.0
2007,NUTS,2010,ES70,2,749.0
2008,NUTS,2010,ES70,2,754.0
2009,NUTS,2010,ES70,2,771.0
2010,NUTS,2010,ES70,2,723.0
2011,NUTS,2010,ES70,2,735.0
2012,NUTS,2010,ES70,2,694.0
2013,NUTS,2010,ES70,2,676.0
2014,NUTS,2010,ES70,2,599.0
2015,NUTS,2010,ES70,2,554.0
2016,NUTS,2010,ES70,2,549.0
2017,NUTS,2010,ES70,2,565.0
2018,NUTS,2010,ES70,2,615.0
2019,NUTS,2010,ES70,2,653.0
2000,NUTS,2010,ESZ,1,0.0
2001,NUTS,2010,ESZ,1,0.0
2002,NUTS,2010,ESZ,1,0.0
2003,NUTS,2010,ESZ,1,0.0
2004,NUTS,2010,ESZ,1,0.0
2005,NUTS,2010,ESZ,1,0.0
2006,NUTS,2010,ESZ,1,0.0
2007,NUTS,2010,ESZ,1,0.0
2008,NUTS,2010,ESZ,1,0.0
2009,NUTS,2010,ESZ,1,0.0
2010,NUTS,2010,ESZ,1,0.0
2011,NUTS,2010,ESZ,1,0.0
2000,NUTS,2010,ESZZ,2,0.0
2001,NUTS,2010,ESZZ,2,0.0
2002,NUTS,2010,ESZZ,2,0.0
2003,NUTS,2010,ESZZ,2,0.0
2004,NUTS,2010,ESZZ,2,0.0
2005,NUTS,2010,ESZZ,2,0.0
2006,NUTS,2010,ESZZ,2,0.0
2007,NUTS,2010,ESZZ,2,0.0
2008,NUTS,2010,ESZZ,2,0.0
2009,NUTS,2010,ESZZ,2,0.0
2010,NUTS,2010,ESZZ,2,0.0
2011,NUTS,2010,ESZZ,2,0.0
2000,NUTS,2010,EU27_2020,7,157931.0
2001,NUTS,2010,EU27_2020,7,155282.0
2002,NUTS,2010,EU27_2020,7,159050.0
2003,NUTS,2010,EU27_2020,7,162142.0
2004,NUTS,2010,EU27_2020,7,168086.0
2005,NUTS,2010,EU27_2020,7,172688.0
2006,NUTS,2010,EU27_2020,7,176292.0
2007,NUTS,2010,EU27_2020,7,180040.0
2008,NUTS,2010,EU27_2020,7,183885.0
2009,NUTS,2010,EU27_2020,7,190738.0
2010,NUTS,2010,EU27_2020,7,193250.0
2011,NUTS,2010,EU27_2020,7,196625.0
2012,NUTS,2010,EU27_2020,7,200090.0
2013,NUTS,2010,EU27_2020,7,200350.0
2014,NUTS,2010,EU27_2020,7,196220.0
2015,NUTS,2010,EU27_2020,7,199614.0
2016,NUTS,2010,EU27_2020,7,191052.0
2017,NUTS,2010,EU27_2020,7,195337.0
2018,NUTS,2010,EU27_2020,7,202725.0
2019,NUTS,2010,EU27_2020,7,206785.0
2020,NUTS,2010,EU27_2020,7,211282.0
2004,NUTS,2010,FI,0,4200.0
2005,NUTS,2010,FI,0,4374.0
2006,NUTS,2010,FI,0,4470.0
2007,NUTS,2010,FI,0,4482.0
2008,NUTS,2010,FI,0,4541.0
2009,NUTS,2010,FI,0,4505.0
2010,NUTS,2010,FI,0,4551.0
2011,NUTS,2010,FI,0,4630.0
2012,NUTS,2010,FI,0,4432.0
2013,NUTS,2010,FI,0,4482.0
2014,NUTS,2010,FI,0,4089.0
2015,NUTS,2010,FI,0,3550.0
2016,NUTS,2010,FI,0,3209.0
2017,NUTS,2010,FI,0,3318.0
2018,NUTS,2010,FI,0,3236.0
2019,NUTS,2010,FI,0,3260.0
2020,NUTS,2010,FI,0,3338.0
2004,NUTS,2010,FI1,1,4563.0
2005,NUTS,2010,FI1,1,4731.0
2006,NUTS,2010,FI1,1,4836.0
2007,NUTS,2010,FI1,1,4836.0
2008,NUTS,2010,FI1,1,4888.0
2009,NUTS,2010,FI1,1,4902.0
2010,NUTS,2010,FI1,1,4974.0
2012,NUTS,2010,FI1,1,4832.0
2013,NUTS,2010,FI1,1,4887.0
2015,NUTS,2010,FI1,1,3980.0
2016,NUTS,2010,FI1,1,3665.0
2017,NUTS,2010,FI1,1,3318.0
2018,NUTS,2010,FI1,1,3236.0
2019,NUTS,2010,FI1,1,3260.0
2004,NUTS,2010,FI19,2,494.0
2005,NUTS,2010,FI19,2,480.0
2006,NUTS,2010,FI19,2,476.0
2007,NUTS,2010,FI19,2,502.0
2008,NUTS,2010,FI19,2,514.0
2009,NUTS,2010,FI19,2,586.0
2010,NUTS,2010,FI19,2,588.0
2011,NUTS,2010,FI19,2,612.0
2012,NUTS,2010,FI19,2,575.0
2013,NUTS,2010,FI19,2,592.0
2015,NUTS,2010,FI19,2,451.0
2016,NUTS,2010,FI19,2,463.0
2017,NUTS,2010,FI19,2,285.0
2018,NUTS,2010,FI19,2,266.0
2019,NUTS,2010,FI19,2,266.0
2009,NUTS,2010,FI1B,2,3095.0
2010,NUTS,2010,FI1B,2,3105.0
2011,NUTS,2010,FI1B,2,3198.0
2012,NUTS,2010,FI1B,2,2974.0
2013,NUTS,2010,FI1B,2,3060.0
2015,NUTS,2010,FI1B,2,2612.0
2016,NUTS,2010,FI1B,2,2393.0
2017,NUTS,2010,FI1B,2,2322.0
2018,NUTS,2010,FI1B,2,2316.0
2019,NUTS,2010,FI1B,2,2357.0
2009,NUTS,2010,FI1C,2,458.0
2010,NUTS,2010,FI1C,2,460.0
2011,NUTS,2010,FI1C,2,433.0
2012,NUTS,2010,FI1C,2,429.0
2013,NUTS,2010,FI1C,2,429.0
2015,NUTS,2010,FI1C,2,342.0
2016,NUTS,2010,FI1C,2,312.0
2017,NUTS,2010,FI1C,2,198.0
2018,NUTS,2010,FI1C,2,180.0
2019,NUTS,2010,FI1C,2,169.0
2004,NUTS,2010,FI1D,2,657.0
2005,NUTS,2010,FI1D,2,705.0
2006,NUTS,2010,FI1D,2,753.0
2007,NUTS,2010,FI1D,2,747.0
2008,NUTS,2010,FI1D,2,753.0
2009,NUTS,2010,FI1D,2,762.0
2010,NUTS,2010,FI1D,2,821.0
2011,NUTS,2010,FI1D,2,845.0
2012,NUTS,2010,FI1D,2,854.0
2013,NUTS,2010,FI1D,2,807.0
2015,NUTS,2010,FI1D,2,576.0
2016,NUTS,2010,FI1D,2,498.0
2017,NUTS,2010,FI1D,2,514.0
2018,NUTS,2010,FI1D,2,474.0
2019,NUTS,2010,FI1D,2,468.0
2004,NUTS,2010,FI2,1,7.0
2005,NUTS,2010,FI2,1,5.0
2006,NUTS,2010,FI2,1,5.0
2007,NUTS,2010,FI2,1,6.0
2008,NUTS,2010,FI2,1,10.0
2009,NUTS,2010,FI2,1,10.0
2010,NUTS,2010,FI2,1,0.0
2012,NUTS,2010,FI2,1,0.0
2013,NUTS,2010,FI2,1,0.0
2015,NUTS,2010,FI2,1,0.0
2016,NUTS,2010,FI2,1,0.0
2017,NUTS,2010,FI2,1,0.0
2018,NUTS,2010,FI2,1,0.0
2019,NUTS,2010,FI2,1,0.0
2004,NUTS,2010,FI20,2,7.0
2005,NUTS,2010,FI20,2,5.0
2006,NUTS,2010,FI20,2,5.0
2007,NUTS,2010,FI20,2,6.0
2008,NUTS,2010,FI20,2,10.0
2009,NUTS,2010,FI20,2,10.0
2010,NUTS,2010,FI20,2,0.0
2012,NUTS,2010,FI20,2,0.0
2013,NUTS,2010,FI20,2,0.0
2015,NUTS,2010,FI20,2,0.0
2016,NUTS,2010,FI20,2,0.0
2017,NUTS,2010,FI20,2,0.0
2018,NUTS,2010,FI20,2,0.0
2019,NUTS,2010,FI20,2,0.0
1981,NUTS,2010,FR,0,15700.0
1982,NUTS,2010,FR,0,18358.0
1983,NUTS,2010,FR,0,19127.0
1984,NUTS,2010,FR,0,20135.0
1985,NUTS,2010,FR,0,21215.0
1986,NUTS,2010,FR,0,21723.0
1987,NUTS,2010,FR,0,22200.0
1988,NUTS,2010,FR,0,23229.0
1989,NUTS,2010,FR,0,24249.0
1990,NUTS,2010,FR,0,24922.0
1991,NUTS,2010,FR,0,25949.0
1992,NUTS,2010,FR,0,25499.0
1993,NUTS,2010,FR,0,25720.0
1994,NUTS,2010,FR,0,26403.0
1995,NUTS,2010,FR,0,27195.0
1996,NUTS,2010,FR,0,27803.0
1997,NUTS,2010,FR,0,24249.0
1998,NUTS,2010,FR,0,24216.0
1999,NUTS,2010,FR,0,25187.0
2000,NUTS,2010,FR,0,26132.0
2001,NUTS,2010,FR,0,22945.0
2002,NUTS,2010,FR,0,24140.0
2003,NUTS,2010,FR,0,24541.0
2004,NUTS,2010,FR,0,24779.0
2005,NUTS,2010,FR,0,25889.0
2006,NUTS,2010,FR,0,25641.0
2007,NUTS,2010,FR,0,26527.0
2008,NUTS,2010,FR,0,27372.0
2009,NUTS,2010,FR,0,28702.0
2010,NUTS,2010,FR,0,26611.0
2011,NUTS,2010,FR,0,26808.0
2012,NUTS,2010,FR,0,27413.0
2013,NUTS,2010,FR,0,28227.0
2014,NUTS,2010,FR,0,28276.0
2015,NUTS,2010,FR,0,28445.0
2016,NUTS,2010,FR,0,28890.0
2017,NUTS,2010,FR,0,28821.0
2018,NUTS,2010,FR,0,29207.0
2019,NUTS,2010,FR,0,29276.0
2020,NUTS,2010,FR,0,29639.0
2000,NUTS,2010,FR1,1,9921.0
2001,NUTS,2010,FR1,1,9600.0
2002,NUTS,2010,FR1,1,10039.0
2003,NUTS,2010,FR1,1,10193.0
2006,NUTS,2010,FR1,1,9913.0
2007,NUTS,2010,FR1,1,10197.0
2008,NUTS,2010,FR1,1,10434.0
2009,NUTS,2010,FR1,1,11038.0
2010,NUTS,2010,FR1,1,10128.0
2011,NUTS,2010,FR1,1,9964.0
2012,NUTS,2010,FR1,1,10213.0
2013,NUTS,2010,FR1,1,10626.0
2000,NUTS,2010,FR10,2,9921.0
2001,NUTS,2010,FR10,2,9600.0
2002,NUTS,2010,FR10,2,10039.0
2003,NUTS,2010,FR10,2,10193.0
2006,NUTS,2010,FR10,2,9913.0
2007,NUTS,2010,FR10,2,10197.0
2008,NUTS,2010,FR10,2,10434.0
2009,NUTS,2010,FR10,2,11038.0
2010,NUTS,2010,FR10,2,10128.0
2011,NUTS,2010,FR10,2,9964.0
2012,NUTS,2010,FR10,2,10213.0
2013,NUTS,2010,FR10,2,10626.0
2000,NUTS,2010,FR2,1,946.0
2001,NUTS,2010,FR2,1,1026.0
2002,NUTS,2010,FR2,1,1015.0
2003,NUTS,2010,FR2,1,999.0
2006,NUTS,2010,FR2,1,1001.0
2007,NUTS,2010,FR2,1,1061.0
2008,NUTS,2010,FR2,1,1103.0
2009,NUTS,2010,FR2,1,1160.0
2010,NUTS,2010,FR2,1,904.0
2011,NUTS,2010,FR2,1,906.0
2012,NUTS,2010,FR2,1,933.0
2013,NUTS,2010,FR2,1,910.0
2000,NUTS,2010,FR21,2,20.0
2001,NUTS,2010,FR21,2,33.0
2002,NUTS,2010,FR21,2,32.0
2003,NUTS,2010,FR21,2,32.0
2006,NUTS,2010,FR21,2,36.0
2007,NUTS,2010,FR21,2,34.0
2008,NUTS,2010,FR21,2,37.0
2009,NUTS,2010,FR21,2,34.0
2010,NUTS,2010,FR21,2,29.0
2011,NUTS,2010,FR21,2,26.0
2012,NUTS,2010,FR21,2,47.0
2013,NUTS,2010,FR21,2,19.0
2000,NUTS,2010,FR22,2,61.0
2001,NUTS,2010,FR22,2,68.0
2002,NUTS,2010,FR22,2,81.0
2003,NUTS,2010,FR22,2,87.0
2006,NUTS,2010,FR22,2,75.0
2007,NUTS,2010,FR22,2,105.0
2008,NUTS,2010,FR22,2,128.0
2009,NUTS,2010,FR22,2,158.0
2010,NUTS,2010,FR22,2,111.0
2011,NUTS,2010,FR22,2,110.0
2012,NUTS,2010,FR22,2,128.0
2013,NUTS,2010,FR22,2,117.0
2000,NUTS,2010,FR23,2,52.0
2001,NUTS,2010,FR23,2,112.0
2002,NUTS,2010,FR23,2,60.0
2003,NUTS,2010,FR23,2,54.0
2006,NUTS,2010,FR23,2,49.0
2007,NUTS,2010,FR23,2,56.0
2008,NUTS,2010,FR23,2,58.0
2009,NUTS,2010,FR23,2,61.0
2010,NUTS,2010,FR23,2,40.0
2011,NUTS,2010,FR23,2,37.0
2012,NUTS,2010,FR23,2,41.0
2013,NUTS,2010,FR23,2,35.0
2000,NUTS,2010,FR24,2,476.0
2001,NUTS,2010,FR24,2,510.0
2002,NUTS,2010,FR24,2,541.0
