year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_mio_nac_hes
2003,NUTS,2010,CZ0,1,4921.63
2004,NUTS,2010,CZ0,1,5181.193
2005,NUTS,2010,CZ0,1,7080.465
2006,NUTS,2010,CZ0,1,8100.303
2007,NUTS,2010,CZ0,1,9309.453
2008,NUTS,2010,CZ0,1,9232.167
2009,NUTS,2010,CZ0,1,10173.039
2010,NUTS,2010,CZ0,1,10616.061
2011,NUTS,2010,CZ0,1,15288.401
2012,NUTS,2010,CZ0,1,19878.533
2013,NUTS,2010,CZ0,1,21197.761
2014,NUTS,2010,CZ0,1,21627.737
2015,NUTS,2010,CZ0,1,22082.697
2016,NUTS,2010,CZ0,1,16382.229
2017,NUTS,2010,CZ0,1,17741.252
2018,NUTS,2010,CZ0,1,22072.659
2019,NUTS,2010,CZ0,1,24326.3
2020,NUTS,2010,CZ0,1,24502.346
2001,NUTS,2010,CZ01,2,2359.844
2002,NUTS,2010,CZ01,2,2178.27
2003,NUTS,2010,CZ01,2,2470.617
2004,NUTS,2010,CZ01,2,2601.133
2005,NUTS,2010,CZ01,2,3335.13
2006,NUTS,2010,CZ01,2,3723.087
2007,NUTS,2010,CZ01,2,4179.807
2008,NUTS,2010,CZ01,2,4212.586
2009,NUTS,2010,CZ01,2,4624.929
2010,NUTS,2010,CZ01,2,4626.021
2011,NUTS,2010,CZ01,2,5281.775
2012,NUTS,2010,CZ01,2,5241.649
2013,NUTS,2010,CZ01,2,5944.867
2014,NUTS,2010,CZ01,2,6404.587
2015,NUTS,2010,CZ01,2,7384.594
2016,NUTS,2010,CZ01,2,6351.633
2017,NUTS,2010,CZ01,2,6947.546
2018,NUTS,2010,CZ01,2,8753.838
2019,NUTS,2010,CZ01,2,9513.45
2020,NUTS,2010,CZ01,2,9376.421
2001,NUTS,2010,CZ02,2,0.0
2002,NUTS,2010,CZ02,2,0.0
2003,NUTS,2010,CZ02,2,0.0
2004,NUTS,2010,CZ02,2,0.132
2005,NUTS,2010,CZ02,2,9.777
2006,NUTS,2010,CZ02,2,9.096
2007,NUTS,2010,CZ02,2,12.105
2008,NUTS,2010,CZ02,2,16.721
2009,NUTS,2010,CZ02,2,15.638
2010,NUTS,2010,CZ02,2,21.899
2011,NUTS,2010,CZ02,2,39.65
2012,NUTS,2010,CZ02,2,104.731
2013,NUTS,2010,CZ02,2,394.907
2014,NUTS,2010,CZ02,2,448.577
2015,NUTS,2010,CZ02,2,275.037
2016,NUTS,2010,CZ02,2,190.363
2017,NUTS,2010,CZ02,2,221.315
2018,NUTS,2010,CZ02,2,254.36
2019,NUTS,2010,CZ02,2,383.678
2020,NUTS,2010,CZ02,2,411.904
2001,NUTS,2010,CZ03,2,372.51
2002,NUTS,2010,CZ03,2,545.726
2003,NUTS,2010,CZ03,2,353.64
2004,NUTS,2010,CZ03,2,378.398
2005,NUTS,2010,CZ03,2,589.122
2006,NUTS,2010,CZ03,2,697.053
2007,NUTS,2010,CZ03,2,744.347
2008,NUTS,2010,CZ03,2,847.818
2009,NUTS,2010,CZ03,2,781.165
2010,NUTS,2010,CZ03,2,858.405
2011,NUTS,2010,CZ03,2,1144.568
2012,NUTS,2010,CZ03,2,1616.91
2013,NUTS,2010,CZ03,2,2128.989
2014,NUTS,2010,CZ03,2,2365.496
2015,NUTS,2010,CZ03,2,2051.46
2016,NUTS,2010,CZ03,2,1339.889
2017,NUTS,2010,CZ03,2,1395.43
2018,NUTS,2010,CZ03,2,1681.057
2019,NUTS,2010,CZ03,2,1823.294
2020,NUTS,2010,CZ03,2,1807.919
2001,NUTS,2010,CZ04,2,44.363
2002,NUTS,2010,CZ04,2,41.132
2003,NUTS,2010,CZ04,2,41.306
2004,NUTS,2010,CZ04,2,45.542
2005,NUTS,2010,CZ04,2,48.423
2006,NUTS,2010,CZ04,2,75.851
2007,NUTS,2010,CZ04,2,100.138
2008,NUTS,2010,CZ04,2,108.286
2009,NUTS,2010,CZ04,2,115.759
2010,NUTS,2010,CZ04,2,153.759
2011,NUTS,2010,CZ04,2,142.201
2012,NUTS,2010,CZ04,2,177.269
2013,NUTS,2010,CZ04,2,231.119
2014,NUTS,2010,CZ04,2,286.417
2015,NUTS,2010,CZ04,2,138.352
2016,NUTS,2010,CZ04,2,146.875
2017,NUTS,2010,CZ04,2,179.17
2018,NUTS,2010,CZ04,2,237.055
2019,NUTS,2010,CZ04,2,214.665
2020,NUTS,2010,CZ04,2,281.932
2001,NUTS,2010,CZ05,2,278.067
2002,NUTS,2010,CZ05,2,333.96
2003,NUTS,2010,CZ05,2,389.081
2004,NUTS,2010,CZ05,2,430.913
2005,NUTS,2010,CZ05,2,668.588
2006,NUTS,2010,CZ05,2,683.975
2007,NUTS,2010,CZ05,2,858.071
2008,NUTS,2010,CZ05,2,707.946
2009,NUTS,2010,CZ05,2,834.719
2010,NUTS,2010,CZ05,2,812.157
2011,NUTS,2010,CZ05,2,1378.904
2012,NUTS,2010,CZ05,2,1503.281
2013,NUTS,2010,CZ05,2,1678.093
2014,NUTS,2010,CZ05,2,1442.534
2015,NUTS,2010,CZ05,2,1445.918
2016,NUTS,2010,CZ05,2,1179.685
2017,NUTS,2010,CZ05,2,1428.728
2018,NUTS,2010,CZ05,2,1934.083
2019,NUTS,2010,CZ05,2,2001.94
2020,NUTS,2010,CZ05,2,1929.079
2001,NUTS,2010,CZ06,2,861.794
2002,NUTS,2010,CZ06,2,965.676
2003,NUTS,2010,CZ06,2,1036.947
2004,NUTS,2010,CZ06,2,1047.928
2005,NUTS,2010,CZ06,2,1515.494
2006,NUTS,2010,CZ06,2,1804.424
2007,NUTS,2010,CZ06,2,2011.681
2008,NUTS,2010,CZ06,2,1982.712
2009,NUTS,2010,CZ06,2,2366.035
2010,NUTS,2010,CZ06,2,2629.744
2011,NUTS,2010,CZ06,2,4368.524
2012,NUTS,2010,CZ06,2,6711.789
2013,NUTS,2010,CZ06,2,6761.817
2014,NUTS,2010,CZ06,2,6331.981
2015,NUTS,2010,CZ06,2,7131.6
2016,NUTS,2010,CZ06,2,4325.828
2017,NUTS,2010,CZ06,2,4799.23
2018,NUTS,2010,CZ06,2,5479.65
2019,NUTS,2010,CZ06,2,6188.425
2020,NUTS,2010,CZ06,2,6734.889
2001,NUTS,2010,CZ07,2,248.491
2002,NUTS,2010,CZ07,2,272.763
2003,NUTS,2010,CZ07,2,271.296
2004,NUTS,2010,CZ07,2,293.7
2005,NUTS,2010,CZ07,2,490.051
2006,NUTS,2010,CZ07,2,561.599
2007,NUTS,2010,CZ07,2,697.334
2008,NUTS,2010,CZ07,2,753.639
2009,NUTS,2010,CZ07,2,801.663
2010,NUTS,2010,CZ07,2,853.186
2011,NUTS,2010,CZ07,2,1228.457
2012,NUTS,2010,CZ07,2,2728.414
2013,NUTS,2010,CZ07,2,2024.772
2014,NUTS,2010,CZ07,2,2527.595
2015,NUTS,2010,CZ07,2,1893.885
2016,NUTS,2010,CZ07,2,1613.741
2017,NUTS,2010,CZ07,2,1618.544
2018,NUTS,2010,CZ07,2,2038.041
2019,NUTS,2010,CZ07,2,2153.146
2020,NUTS,2010,CZ07,2,2053.635
2001,NUTS,2010,CZ08,2,271.967
2002,NUTS,2010,CZ08,2,281.261
2003,NUTS,2010,CZ08,2,358.743
2004,NUTS,2010,CZ08,2,383.447
2005,NUTS,2010,CZ08,2,423.88
2006,NUTS,2010,CZ08,2,545.218
2007,NUTS,2010,CZ08,2,705.97
2008,NUTS,2010,CZ08,2,602.459
2009,NUTS,2010,CZ08,2,633.131
2010,NUTS,2010,CZ08,2,660.89
2011,NUTS,2010,CZ08,2,1704.322
2012,NUTS,2010,CZ08,2,1794.49
2013,NUTS,2010,CZ08,2,2033.197
2014,NUTS,2010,CZ08,2,1820.55
2015,NUTS,2010,CZ08,2,1761.851
2016,NUTS,2010,CZ08,2,1234.215
2017,NUTS,2010,CZ08,2,1151.289
2018,NUTS,2010,CZ08,2,1694.575
2019,NUTS,2010,CZ08,2,2047.702
2020,NUTS,2010,CZ08,2,1906.567
2015,NUTS,2010,CZZ,1,0.0
2016,NUTS,2010,CZZ,1,0.0
2017,NUTS,2010,CZZ,1,0.0
2018,NUTS,2010,CZZ,1,0.0
2019,NUTS,2010,CZZ,1,0.0
2020,NUTS,2010,CZZ,1,0.0
2015,NUTS,2010,CZZZ,2,0.0
2016,NUTS,2010,CZZZ,2,0.0
2017,NUTS,2010,CZZZ,2,0.0
2018,NUTS,2010,CZZZ,2,0.0
2019,NUTS,2010,CZZZ,2,0.0
2020,NUTS,2010,CZZZ,2,0.0
1981,NUTS,2010,DE,0,3313.17
1982,NUTS,2010,DE,0,3374.53
1983,NUTS,2010,DE,0,3442.02
1984,NUTS,2010,DE,0,3579.04
1985,NUTS,2010,DE,0,3733.97
1986,NUTS,2010,DE,0,3988.08
1987,NUTS,2010,DE,0,4208.96
1988,NUTS,2010,DE,0,4411.43
1989,NUTS,2010,DE,0,4638.44
1990,NUTS,2010,DE,0,4970.78
1991,NUTS,2010,DE,0,6145.06
1992,NUTS,2010,DE,0,6609.52
1993,NUTS,2010,DE,0,6816.49
1994,NUTS,2010,DE,0,7059.41
1995,NUTS,2010,DE,0,7371.247
1996,NUTS,2010,DE,0,7689.986
1997,NUTS,2010,DE,0,7734.143
1998,NUTS,2010,DE,0,7760.822
1999,NUTS,2010,DE,0,8098.204
2000,NUTS,2010,DE,0,8352.317
2001,NUTS,2010,DE,0,8758.153
2002,NUTS,2010,DE,0,9267.672
2003,NUTS,2010,DE,0,9391.418
2004,NUTS,2010,DE,0,9219.223
2005,NUTS,2010,DE,0,9360.951
2006,NUTS,2010,DE,0,9662.622
2007,NUTS,2010,DE,0,9926.742
2008,NUTS,2010,DE,0,11174.721
2009,NUTS,2010,DE,0,11871.391
2010,NUTS,2010,DE,0,12731.479
2011,NUTS,2010,DE,0,13517.573
2012,NUTS,2010,DE,0,13979.731
2013,NUTS,2010,DE,0,14301.708
2014,NUTS,2010,DE,0,14930.296
2015,NUTS,2010,DE,0,15344.212
2016,NUTS,2010,DE,0,16626.695
2017,NUTS,2010,DE,0,17282.307
2018,NUTS,2010,DE,0,18399.719
2019,NUTS,2010,DE,0,19172.81
2020,NUTS,2010,DE,0,19264.0
1991,NUTS,2010,DE1,1,947.73
1993,NUTS,2010,DE1,1,1007.883
1995,NUTS,2010,DE1,1,1064.11
1996,NUTS,2010,DE1,1,1105.999
1997,NUTS,2010,DE1,1,1106.641
1998,NUTS,2010,DE1,1,1114.461
1999,NUTS,2010,DE1,1,1146.176
2000,NUTS,2010,DE1,1,1192.801
2003,NUTS,2010,DE1,1,1353.272
2004,NUTS,2010,DE1,1,1318.722
2005,NUTS,2010,DE1,1,1360.41
2006,NUTS,2010,DE1,1,1316.117
2007,NUTS,2010,DE1,1,1517.914
2008,NUTS,2010,DE1,1,1666.453
2009,NUTS,2010,DE1,1,1844.707
2010,NUTS,2010,DE1,1,1998.0
2011,NUTS,2010,DE1,1,2126.695
2012,NUTS,2010,DE1,1,2205.164
2013,NUTS,2010,DE1,1,2171.101
2014,NUTS,2010,DE1,1,2220.34
2015,NUTS,2010,DE1,1,2312.838
2016,NUTS,2010,DE1,1,2454.008
2017,NUTS,2010,DE1,1,2546.098
2018,NUTS,2010,DE1,1,2663.432
2019,NUTS,2010,DE1,1,2791.74
1995,NUTS,2010,DE11,2,236.538
1996,NUTS,2010,DE11,2,244.998
1997,NUTS,2010,DE11,2,246.792
1998,NUTS,2010,DE11,2,248.865
1999,NUTS,2010,DE11,2,256.531
2000,NUTS,2010,DE11,2,266.923
2003,NUTS,2010,DE11,2,300.391
2004,NUTS,2010,DE11,2,295.449
2005,NUTS,2010,DE11,2,305.113
2006,NUTS,2010,DE11,2,259.338
2007,NUTS,2010,DE11,2,296.658
2008,NUTS,2010,DE11,2,304.117
2009,NUTS,2010,DE11,2,330.946
2010,NUTS,2010,DE11,2,353.832
2011,NUTS,2010,DE11,2,384.652
2012,NUTS,2010,DE11,2,403.595
2013,NUTS,2010,DE11,2,423.507
2014,NUTS,2010,DE11,2,414.906
2015,NUTS,2010,DE11,2,442.002
2016,NUTS,2010,DE11,2,500.767
2017,NUTS,2010,DE11,2,522.403
2018,NUTS,2010,DE11,2,522.577
2019,NUTS,2010,DE11,2,527.93
1995,NUTS,2010,DE12,2,371.294
1996,NUTS,2010,DE12,2,385.692
1997,NUTS,2010,DE12,2,386.395
1998,NUTS,2010,DE12,2,382.272
1999,NUTS,2010,DE12,2,400.485
2000,NUTS,2010,DE12,2,416.842
2003,NUTS,2010,DE12,2,479.944
2004,NUTS,2010,DE12,2,472.212
2005,NUTS,2010,DE12,2,487.253
2006,NUTS,2010,DE12,2,422.699
2007,NUTS,2010,DE12,2,486.869
2008,NUTS,2010,DE12,2,549.204
2009,NUTS,2010,DE12,2,649.615
2010,NUTS,2010,DE12,2,720.138
2011,NUTS,2010,DE12,2,766.431
2012,NUTS,2010,DE12,2,792.239
2013,NUTS,2010,DE12,2,806.166
2014,NUTS,2010,DE12,2,797.769
2015,NUTS,2010,DE12,2,831.653
2016,NUTS,2010,DE12,2,831.391
2017,NUTS,2010,DE12,2,864.406
2018,NUTS,2010,DE12,2,913.634
2019,NUTS,2010,DE12,2,965.94
1995,NUTS,2010,DE13,2,217.543
1996,NUTS,2010,DE13,2,226.783
1997,NUTS,2010,DE13,2,225.484
1998,NUTS,2010,DE13,2,221.799
1999,NUTS,2010,DE13,2,232.701
2000,NUTS,2010,DE13,2,242.036
2003,NUTS,2010,DE13,2,286.448
2004,NUTS,2010,DE13,2,257.904
2005,NUTS,2010,DE13,2,265.617
2006,NUTS,2010,DE13,2,259.081
2007,NUTS,2010,DE13,2,297.246
2008,NUTS,2010,DE13,2,332.525
2009,NUTS,2010,DE13,2,355.28
2010,NUTS,2010,DE13,2,383.219
2011,NUTS,2010,DE13,2,410.857
2012,NUTS,2010,DE13,2,421.386
2013,NUTS,2010,DE13,2,430.942
2014,NUTS,2010,DE13,2,474.89
2015,NUTS,2010,DE13,2,481.08
2016,NUTS,2010,DE13,2,536.621
2017,NUTS,2010,DE13,2,539.664
2018,NUTS,2010,DE13,2,564.455
2019,NUTS,2010,DE13,2,596.76
1995,NUTS,2010,DE14,2,238.734
1996,NUTS,2010,DE14,2,248.526
1997,NUTS,2010,DE14,2,247.97
1998,NUTS,2010,DE14,2,261.526
1999,NUTS,2010,DE14,2,256.459
2000,NUTS,2010,DE14,2,267.0
2003,NUTS,2010,DE14,2,286.49
2004,NUTS,2010,DE14,2,293.157
2005,NUTS,2010,DE14,2,302.427
2006,NUTS,2010,DE14,2,374.999
2007,NUTS,2010,DE14,2,437.142
2008,NUTS,2010,DE14,2,480.607
2009,NUTS,2010,DE14,2,508.866
2010,NUTS,2010,DE14,2,540.811
2011,NUTS,2010,DE14,2,564.754
2012,NUTS,2010,DE14,2,587.945
2013,NUTS,2010,DE14,2,510.485
2014,NUTS,2010,DE14,2,532.776
2015,NUTS,2010,DE14,2,558.103
2016,NUTS,2010,DE14,2,585.229
2017,NUTS,2010,DE14,2,619.626
2018,NUTS,2010,DE14,2,662.767
2019,NUTS,2010,DE14,2,701.1
1991,NUTS,2010,DE2,1,832.08
1993,NUTS,2010,DE2,1,915.718
1995,NUTS,2010,DE2,1,1089.261
1996,NUTS,2010,DE2,1,1181.877
1997,NUTS,2010,DE2,1,1195.047
1998,NUTS,2010,DE2,1,1220.551
1999,NUTS,2010,DE2,1,1248.075
2000,NUTS,2010,DE2,1,1278.052
2003,NUTS,2010,DE2,1,1342.491
2004,NUTS,2010,DE2,1,1306.241
2005,NUTS,2010,DE2,1,1255.122
2006,NUTS,2010,DE2,1,1436.791
2007,NUTS,2010,DE2,1,1501.052
2008,NUTS,2010,DE2,1,1676.536
2009,NUTS,2010,DE2,1,1760.691
2010,NUTS,2010,DE2,1,1878.102
2011,NUTS,2010,DE2,1,2014.427
2012,NUTS,2010,DE2,1,2084.671
2013,NUTS,2010,DE2,1,2166.402
2014,NUTS,2010,DE2,1,2174.822
2015,NUTS,2010,DE2,1,2267.977
2016,NUTS,2010,DE2,1,2481.87
2017,NUTS,2010,DE2,1,2616.428
2018,NUTS,2010,DE2,1,2800.447
2019,NUTS,2010,DE2,1,2960.68
1995,NUTS,2010,DE21,2,584.818
1996,NUTS,2010,DE21,2,634.767
1997,NUTS,2010,DE21,2,641.7
1998,NUTS,2010,DE21,2,674.965
1999,NUTS,2010,DE21,2,670.063
2000,NUTS,2010,DE21,2,686.113
2003,NUTS,2010,DE21,2,715.78
2004,NUTS,2010,DE21,2,702.143
2005,NUTS,2010,DE21,2,674.389
2006,NUTS,2010,DE21,2,751.294
2007,NUTS,2010,DE21,2,784.042
2008,NUTS,2010,DE21,2,872.928
2009,NUTS,2010,DE21,2,891.683
2010,NUTS,2010,DE21,2,957.305
2011,NUTS,2010,DE21,2,994.962
2012,NUTS,2010,DE21,2,1056.583
2013,NUTS,2010,DE21,2,1122.716
2014,NUTS,2010,DE21,2,1130.103
2015,NUTS,2010,DE21,2,1197.248
2016,NUTS,2010,DE21,2,1275.091
2017,NUTS,2010,DE21,2,1332.926
2018,NUTS,2010,DE21,2,1447.343
2019,NUTS,2010,DE21,2,1542.11
1995,NUTS,2010,DE22,2,18.266
1996,NUTS,2010,DE22,2,20.021
1997,NUTS,2010,DE22,2,20.185
1998,NUTS,2010,DE22,2,18.918
1999,NUTS,2010,DE22,2,20.979
2000,NUTS,2010,DE22,2,21.373
2003,NUTS,2010,DE22,2,22.23
2004,NUTS,2010,DE22,2,22.854
2005,NUTS,2010,DE22,2,21.893
2006,NUTS,2010,DE22,2,21.838
2007,NUTS,2010,DE22,2,22.595
2008,NUTS,2010,DE22,2,24.582
2009,NUTS,2010,DE22,2,26.37
2010,NUTS,2010,DE22,2,30.276
2011,NUTS,2010,DE22,2,35.7
2012,NUTS,2010,DE22,2,35.588
2013,NUTS,2010,DE22,2,36.891
2014,NUTS,2010,DE22,2,40.066
2015,NUTS,2010,DE22,2,43.816
2016,NUTS,2010,DE22,2,58.693
2017,NUTS,2010,DE22,2,63.252
2018,NUTS,2010,DE22,2,68.67
2019,NUTS,2010,DE22,2,74.73
1995,NUTS,2010,DE23,2,85.754
1996,NUTS,2010,DE23,2,92.508
1997,NUTS,2010,DE23,2,93.497
1998,NUTS,2010,DE23,2,92.87
1999,NUTS,2010,DE23,2,97.926
2000,NUTS,2010,DE23,2,100.777
2003,NUTS,2010,DE23,2,106.051
2004,NUTS,2010,DE23,2,101.309
2005,NUTS,2010,DE23,2,97.561
2006,NUTS,2010,DE23,2,118.876
2007,NUTS,2010,DE23,2,123.687
2008,NUTS,2010,DE23,2,139.064
2009,NUTS,2010,DE23,2,151.594
2010,NUTS,2010,DE23,2,152.568
2011,NUTS,2010,DE23,2,159.562
2012,NUTS,2010,DE23,2,161.981
2013,NUTS,2010,DE23,2,165.112
2014,NUTS,2010,DE23,2,164.208
2015,NUTS,2010,DE23,2,168.788
2016,NUTS,2010,DE23,2,192.722
2017,NUTS,2010,DE23,2,210.236
2018,NUTS,2010,DE23,2,219.601
2019,NUTS,2010,DE23,2,231.89
1995,NUTS,2010,DE24,2,66.168
1996,NUTS,2010,DE24,2,71.869
1997,NUTS,2010,DE24,2,72.687
1998,NUTS,2010,DE24,2,68.711
1999,NUTS,2010,DE24,2,75.873
2000,NUTS,2010,DE24,2,77.614
2003,NUTS,2010,DE24,2,85.526
2004,NUTS,2010,DE24,2,79.567
2005,NUTS,2010,DE24,2,76.509
2006,NUTS,2010,DE24,2,76.759
2007,NUTS,2010,DE24,2,79.98
2008,NUTS,2010,DE24,2,93.193
2009,NUTS,2010,DE24,2,109.164
2010,NUTS,2010,DE24,2,128.668
2011,NUTS,2010,DE24,2,141.038
2012,NUTS,2010,DE24,2,151.694
2013,NUTS,2010,DE24,2,161.072
2014,NUTS,2010,DE24,2,139.885
2015,NUTS,2010,DE24,2,144.235
2016,NUTS,2010,DE24,2,166.728
2017,NUTS,2010,DE24,2,172.285
2018,NUTS,2010,DE24,2,185.14
2019,NUTS,2010,DE24,2,195.56
1995,NUTS,2010,DE25,2,172.274
1996,NUTS,2010,DE25,2,186.158
1997,NUTS,2010,DE25,2,188.64
1998,NUTS,2010,DE25,2,186.231
1999,NUTS,2010,DE25,2,197.388
2000,NUTS,2010,DE25,2,202.356
2003,NUTS,2010,DE25,2,210.257
2004,NUTS,2010,DE25,2,207.314
2005,NUTS,2010,DE25,2,199.532
2006,NUTS,2010,DE25,2,254.366
2007,NUTS,2010,DE25,2,266.193
2008,NUTS,2010,DE25,2,302.081
2009,NUTS,2010,DE25,2,317.066
2010,NUTS,2010,DE25,2,336.641
2011,NUTS,2010,DE25,2,381.739
2012,NUTS,2010,DE25,2,383.51
2013,NUTS,2010,DE25,2,392.055
2014,NUTS,2010,DE25,2,405.322
2015,NUTS,2010,DE25,2,398.653
2016,NUTS,2010,DE25,2,427.09
2017,NUTS,2010,DE25,2,451.475
2018,NUTS,2010,DE25,2,466.74
2019,NUTS,2010,DE25,2,473.19
1995,NUTS,2010,DE26,2,130.38
1996,NUTS,2010,DE26,2,142.418
1997,NUTS,2010,DE26,2,143.736
1998,NUTS,2010,DE26,2,147.196
1999,NUTS,2010,DE26,2,149.632
2000,NUTS,2010,DE26,2,152.697
2003,NUTS,2010,DE26,2,162.578
2004,NUTS,2010,DE26,2,153.902
2005,NUTS,2010,DE26,2,147.624
2006,NUTS,2010,DE26,2,171.175
2007,NUTS,2010,DE26,2,179.898
2008,NUTS,2010,DE26,2,193.868
2009,NUTS,2010,DE26,2,208.913
2010,NUTS,2010,DE26,2,211.085
2011,NUTS,2010,DE26,2,235.247
2012,NUTS,2010,DE26,2,232.836
2013,NUTS,2010,DE26,2,223.88
2014,NUTS,2010,DE26,2,229.967
2015,NUTS,2010,DE26,2,244.802
2016,NUTS,2010,DE26,2,271.813
2017,NUTS,2010,DE26,2,289.098
2018,NUTS,2010,DE26,2,301.59
2019,NUTS,2010,DE26,2,315.12
1995,NUTS,2010,DE27,2,31.601
1996,NUTS,2010,DE27,2,34.137
1997,NUTS,2010,DE27,2,34.603
1998,NUTS,2010,DE27,2,31.661
1999,NUTS,2010,DE27,2,36.213
2000,NUTS,2010,DE27,2,37.122
2003,NUTS,2010,DE27,2,40.071
2004,NUTS,2010,DE27,2,39.153
2005,NUTS,2010,DE27,2,37.615
2006,NUTS,2010,DE27,2,42.482
2007,NUTS,2010,DE27,2,44.657
2008,NUTS,2010,DE27,2,50.82
2009,NUTS,2010,DE27,2,55.902
2010,NUTS,2010,DE27,2,61.559
2011,NUTS,2010,DE27,2,66.178
2012,NUTS,2010,DE27,2,62.481
2013,NUTS,2010,DE27,2,64.676
2014,NUTS,2010,DE27,2,65.272
2015,NUTS,2010,DE27,2,70.435
2016,NUTS,2010,DE27,2,89.733
2017,NUTS,2010,DE27,2,97.155
2018,NUTS,2010,DE27,2,111.362
2019,NUTS,2010,DE27,2,128.09
1993,NUTS,2010,DE3,1,614.239
1995,NUTS,2010,DE3,1,681.199
1996,NUTS,2010,DE3,1,645.036
1997,NUTS,2010,DE3,1,658.94
1998,NUTS,2010,DE3,1,606.024
1999,NUTS,2010,DE3,1,629.894
2000,NUTS,2010,DE3,1,644.992
2003,NUTS,2010,DE3,1,689.893
2004,NUTS,2010,DE3,1,669.17
2005,NUTS,2010,DE3,1,661.293
2006,NUTS,2010,DE3,1,737.836
2007,NUTS,2010,DE3,1,725.987
2008,NUTS,2010,DE3,1,813.678
2009,NUTS,2010,DE3,1,845.673
2010,NUTS,2010,DE3,1,930.428
2011,NUTS,2010,DE3,1,938.543
2012,NUTS,2010,DE3,1,936.006
2013,NUTS,2010,DE3,1,942.536
2014,NUTS,2010,DE3,1,1087.355
2015,NUTS,2010,DE3,1,1096.588
2016,NUTS,2010,DE3,1,1193.734
2017,NUTS,2010,DE3,1,1173.746
2018,NUTS,2010,DE3,1,1240.655
2019,NUTS,2010,DE3,1,1302.23
1993,NUTS,2010,DE30,2,614.239
1995,NUTS,2010,DE30,2,681.199
1996,NUTS,2010,DE30,2,645.036
1997,NUTS,2010,DE30,2,658.94
1998,NUTS,2010,DE30,2,606.024
1999,NUTS,2010,DE30,2,629.894
2000,NUTS,2010,DE30,2,644.992
2003,NUTS,2010,DE30,2,689.893
2004,NUTS,2010,DE30,2,669.17
2005,NUTS,2010,DE30,2,661.293
2006,NUTS,2010,DE30,2,737.836
2007,NUTS,2010,DE30,2,725.987
2008,NUTS,2010,DE30,2,813.678
2009,NUTS,2010,DE30,2,845.673
2010,NUTS,2010,DE30,2,930.428
2011,NUTS,2010,DE30,2,938.543
2012,NUTS,2010,DE30,2,936.006
2013,NUTS,2010,DE30,2,942.536
2014,NUTS,2010,DE30,2,1087.355
2015,NUTS,2010,DE30,2,1096.588
2016,NUTS,2010,DE30,2,1193.734
2017,NUTS,2010,DE30,2,1173.746
2018,NUTS,2010,DE30,2,1240.655
2019,NUTS,2010,DE30,2,1302.23
1993,NUTS,2010,DE4,1,53.058
1995,NUTS,2010,DE4,1,87.893
1996,NUTS,2010,DE4,1,100.077
1997,NUTS,2010,DE4,1,110.526
1998,NUTS,2010,DE4,1,113.102
1999,NUTS,2010,DE4,1,113.744
2000,NUTS,2010,DE4,1,112.821
2003,NUTS,2010,DE4,1,132.954
2004,NUTS,2010,DE4,1,138.226
2005,NUTS,2010,DE4,1,131.046
2006,NUTS,2010,DE4,1,134.808
2007,NUTS,2010,DE4,1,135.496
2008,NUTS,2010,DE4,1,152.633
2009,NUTS,2010,DE4,1,173.408
2010,NUTS,2010,DE4,1,174.474
2011,NUTS,2010,DE4,1,203.262
2012,NUTS,2010,DE4,1,206.671
2013,NUTS,2010,DE4,1,219.123
2014,NUTS,2010,DE4,1,222.081
2015,NUTS,2010,DE4,1,228.065
2016,NUTS,2010,DE4,1,235.263
2017,NUTS,2010,DE4,1,263.425
2018,NUTS,2010,DE4,1,280.297
2019,NUTS,2010,DE4,1,288.83
1993,NUTS,2010,DE40,2,53.058
1995,NUTS,2010,DE40,2,87.893
1996,NUTS,2010,DE40,2,100.077
1997,NUTS,2010,DE40,2,110.526
1998,NUTS,2010,DE40,2,113.102
1999,NUTS,2010,DE40,2,113.744
2000,NUTS,2010,DE40,2,112.821
2003,NUTS,2010,DE40,2,132.954
2004,NUTS,2010,DE40,2,138.226
2005,NUTS,2010,DE40,2,131.046
2006,NUTS,2010,DE40,2,134.808
2007,NUTS,2010,DE40,2,135.496
2008,NUTS,2010,DE40,2,152.633
2009,NUTS,2010,DE40,2,173.408
2010,NUTS,2010,DE40,2,174.474
2011,NUTS,2010,DE40,2,203.262
2012,NUTS,2010,DE40,2,206.671
2013,NUTS,2010,DE40,2,219.123
2014,NUTS,2010,DE40,2,222.081
2015,NUTS,2010,DE40,2,228.065
2016,NUTS,2010,DE40,2,235.263
2017,NUTS,2010,DE40,2,263.425
2018,NUTS,2010,DE40,2,280.297
2019,NUTS,2010,DE40,2,288.83
1991,NUTS,2010,DE5,1,66.26
1993,NUTS,2010,DE5,1,83.552
1995,NUTS,2010,DE5,1,89.289
1996,NUTS,2010,DE5,1,92.754
1997,NUTS,2010,DE5,1,98.689
1998,NUTS,2010,DE5,1,96.053
1999,NUTS,2010,DE5,1,102.76
2000,NUTS,2010,DE5,1,109.449
2003,NUTS,2010,DE5,1,159.61
2004,NUTS,2010,DE5,1,166.164
2005,NUTS,2010,DE5,1,155.995
2006,NUTS,2010,DE5,1,153.81
2007,NUTS,2010,DE5,1,157.759
2008,NUTS,2010,DE5,1,182.742
2009,NUTS,2010,DE5,1,188.794
2010,NUTS,2010,DE5,1,200.257
2011,NUTS,2010,DE5,1,212.292
2012,NUTS,2010,DE5,1,208.705
