year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_gov_mio_nac
2009,NUTS,2010,BGZZ,2,0.0
2010,NUTS,2010,BGZZ,2,0.0
2011,NUTS,2010,BGZZ,2,0.0
2012,NUTS,2010,BGZZ,2,0.0
2013,NUTS,2010,BGZZ,2,0.0
2014,NUTS,2010,BGZZ,2,0.0
2019,NUTS,2010,BGZZ,2,0.0
1981,NUTS,2010,CH,0,250.0
1983,NUTS,2010,CH,0,236.0
1986,NUTS,2010,CH,0,443.0
1988,NUTS,2010,CH,0,311.0
1989,NUTS,2010,CH,0,360.0
1990,NUTS,2010,CH,0,302.0
1991,NUTS,2010,CH,0,339.0
1992,NUTS,2010,CH,0,340.0
1994,NUTS,2010,CH,0,270.0
1996,NUTS,2010,CH,0,250.0
1998,NUTS,2010,CH,0,200.0
2000,NUTS,2010,CH,0,140.0
2002,NUTS,2010,CH,0,140.0
2004,NUTS,2010,CH,0,140.0
2006,NUTS,2010,CH,0,120.0
2008,NUTS,2010,CH,0,120.0
2010,NUTS,2010,CH,0,125.0
2012,NUTS,2010,CH,0,139.298
2014,NUTS,2010,CH,0,190.607
2015,NUTS,2010,CH,0,193.909
2017,NUTS,2010,CH,0,184.467
2019,NUTS,2010,CH,0,214.03
1981,NUTS,2010,CH0,1,250.0
1983,NUTS,2010,CH0,1,236.0
1986,NUTS,2010,CH0,1,443.0
1988,NUTS,2010,CH0,1,311.0
1989,NUTS,2010,CH0,1,360.0
1990,NUTS,2010,CH0,1,302.0
1991,NUTS,2010,CH0,1,339.0
1992,NUTS,2010,CH0,1,340.0
1994,NUTS,2010,CH0,1,270.0
1996,NUTS,2010,CH0,1,250.0
1998,NUTS,2010,CH0,1,200.0
2000,NUTS,2010,CH0,1,140.0
2002,NUTS,2010,CH0,1,140.0
2004,NUTS,2010,CH0,1,140.0
2006,NUTS,2010,CH0,1,120.0
2008,NUTS,2010,CH0,1,120.0
2010,NUTS,2010,CH0,1,125.0
2012,NUTS,2010,CH0,1,139.298
2014,NUTS,2010,CH0,1,190.607
2015,NUTS,2010,CH0,1,193.909
2017,NUTS,2010,CH0,1,184.467
2019,NUTS,2010,CH0,1,214.03
1991,NUTS,2010,CN_X_HK,5,7902.0
1992,NUTS,2010,CN_X_HK,5,9161.0
1993,NUTS,2010,CN_X_HK,5,11133.0
1994,NUTS,2010,CN_X_HK,5,12884.0
1995,NUTS,2010,CN_X_HK,5,14664.0
1996,NUTS,2010,CN_X_HK,5,17313.0
1997,NUTS,2010,CN_X_HK,5,20668.0
1998,NUTS,2010,CN_X_HK,5,23453.0
1999,NUTS,2010,CN_X_HK,5,26120.0
2000,NUTS,2010,CN_X_HK,5,28188.3
2001,NUTS,2010,CN_X_HK,5,31007.0
2002,NUTS,2010,CN_X_HK,5,36930.0
2003,NUTS,2010,CN_X_HK,5,41708.0
2004,NUTS,2010,CN_X_HK,5,45142.0
2005,NUTS,2010,CN_X_HK,5,53385.62
2006,NUTS,2010,CN_X_HK,5,59174.58
2007,NUTS,2010,CN_X_HK,5,71361.3
2008,NUTS,2010,CN_X_HK,5,84416.93
2009,NUTS,2010,CN_X_HK,5,108532.89
2010,NUTS,2010,CN_X_HK,5,127981.4
2011,NUTS,2010,CN_X_HK,5,141882.46
2012,NUTS,2010,CN_X_HK,5,167561.22
2013,NUTS,2010,CN_X_HK,5,191403.869
2014,NUTS,2010,CN_X_HK,5,205684.891
2015,NUTS,2010,CN_X_HK,5,228994.641
2016,NUTS,2010,CN_X_HK,5,246054.9
2017,NUTS,2010,CN_X_HK,5,267994.02
2018,NUTS,2010,CN_X_HK,5,298632.303
2019,NUTS,2010,CN_X_HK,5,342517.051
1991,NUTS,2010,CY,0,6.834
1992,NUTS,2010,CY,0,7.979
1998,NUTS,2010,CY,0,10.337
1999,NUTS,2010,CY,0,10.474
2000,NUTS,2010,CY,0,11.191
2001,NUTS,2010,CY,0,12.292
2002,NUTS,2010,CY,0,13.541
2003,NUTS,2010,CY,0,15.555
2004,NUTS,2010,CY,0,16.796
2005,NUTS,2010,CY,0,17.312
2006,NUTS,2010,CY,0,17.576
2007,NUTS,2010,CY,0,16.917
2008,NUTS,2010,CY,0,16.809
2009,NUTS,2010,CY,0,16.942
2010,NUTS,2010,CY,0,16.891
2011,NUTS,2010,CY,0,14.731
2012,NUTS,2010,CY,0,13.696
2013,NUTS,2010,CY,0,12.318
2014,NUTS,2010,CY,0,12.351
2015,NUTS,2010,CY,0,11.075
2016,NUTS,2010,CY,0,10.469
2017,NUTS,2010,CY,0,11.013
2018,NUTS,2010,CY,0,11.144
2019,NUTS,2010,CY,0,12.199
2020,NUTS,2010,CY,0,12.2
1991,NUTS,2010,CY0,1,6.834
1992,NUTS,2010,CY0,1,7.979
1998,NUTS,2010,CY0,1,10.337
1999,NUTS,2010,CY0,1,10.474
2000,NUTS,2010,CY0,1,11.191
2001,NUTS,2010,CY0,1,12.292
2002,NUTS,2010,CY0,1,13.541
2003,NUTS,2010,CY0,1,15.555
2004,NUTS,2010,CY0,1,16.796
2005,NUTS,2010,CY0,1,17.312
2006,NUTS,2010,CY0,1,17.576
2007,NUTS,2010,CY0,1,16.917
2008,NUTS,2010,CY0,1,16.809
2009,NUTS,2010,CY0,1,16.942
2010,NUTS,2010,CY0,1,16.891
2011,NUTS,2010,CY0,1,14.731
2012,NUTS,2010,CY0,1,13.696
2013,NUTS,2010,CY0,1,12.318
2014,NUTS,2010,CY0,1,12.351
2015,NUTS,2010,CY0,1,11.075
2016,NUTS,2010,CY0,1,10.469
2017,NUTS,2010,CY0,1,11.013
2018,NUTS,2010,CY0,1,11.144
2019,NUTS,2010,CY0,1,12.199
2020,NUTS,2010,CY0,1,12.2
1991,NUTS,2010,CY00,2,6.834
1992,NUTS,2010,CY00,2,7.979
1998,NUTS,2010,CY00,2,10.337
1999,NUTS,2010,CY00,2,10.474
2000,NUTS,2010,CY00,2,11.191
2001,NUTS,2010,CY00,2,12.292
2002,NUTS,2010,CY00,2,13.541
2003,NUTS,2010,CY00,2,15.555
2004,NUTS,2010,CY00,2,16.796
2005,NUTS,2010,CY00,2,17.312
2006,NUTS,2010,CY00,2,17.576
2007,NUTS,2010,CY00,2,16.917
2008,NUTS,2010,CY00,2,16.809
2009,NUTS,2010,CY00,2,16.942
2010,NUTS,2010,CY00,2,16.891
2011,NUTS,2010,CY00,2,14.731
2012,NUTS,2010,CY00,2,13.696
2013,NUTS,2010,CY00,2,12.318
2014,NUTS,2010,CY00,2,12.351
2015,NUTS,2010,CY00,2,11.075
2016,NUTS,2010,CY00,2,10.469
2017,NUTS,2010,CY00,2,11.013
2018,NUTS,2010,CY00,2,11.144
2019,NUTS,2010,CY00,2,12.199
2020,NUTS,2010,CY00,2,12.2
1991,NUTS,2010,CZ,0,4408.0
1992,NUTS,2010,CZ,0,3474.0
1993,NUTS,2010,CZ,0,2907.0
1994,NUTS,2010,CZ,0,3704.0
1995,NUTS,2010,CZ,0,3698.1
1996,NUTS,2010,CZ,0,5063.0
1997,NUTS,2010,CZ,0,5187.6
1998,NUTS,2010,CZ,0,5877.8
1999,NUTS,2010,CZ,0,5736.6
2000,NUTS,2010,CZ,0,6707.0
2001,NUTS,2010,CZ,0,6714.4
2002,NUTS,2010,CZ,0,6786.9
2003,NUTS,2010,CZ,0,7524.888
2004,NUTS,2010,CZ,0,7868.405
2005,NUTS,2010,CZ,0,8686.018
2006,NUTS,2010,CZ,0,9589.192
2007,NUTS,2010,CZ,0,11669.52
2008,NUTS,2010,CZ,0,11703.318
2009,NUTS,2010,CZ,0,12302.211
2010,NUTS,2010,CZ,0,11469.111
2011,NUTS,2010,CZ,0,12402.783
2012,NUTS,2010,CZ,0,13322.198
2013,NUTS,2010,CZ,0,14257.568
2014,NUTS,2010,CZ,0,15496.514
2015,NUTS,2010,CZ,0,18090.631
2016,NUTS,2010,CZ,0,14549.474
2017,NUTS,2010,CZ,0,15582.298
2018,NUTS,2010,CZ,0,16800.322
2019,NUTS,2010,CZ,0,18170.615
2020,NUTS,2010,CZ,0,19436.507
1991,NUTS,2010,CZ0,1,4408.0
1992,NUTS,2010,CZ0,1,3474.0
1993,NUTS,2010,CZ0,1,2907.0
1994,NUTS,2010,CZ0,1,3704.0
1995,NUTS,2010,CZ0,1,3698.1
1996,NUTS,2010,CZ0,1,5063.0
1997,NUTS,2010,CZ0,1,5187.6
1998,NUTS,2010,CZ0,1,5877.8
1999,NUTS,2010,CZ0,1,5736.6
2000,NUTS,2010,CZ0,1,6707.0
2001,NUTS,2010,CZ0,1,6714.4
2002,NUTS,2010,CZ0,1,6786.9
2003,NUTS,2010,CZ0,1,7524.888
2004,NUTS,2010,CZ0,1,7868.405
2005,NUTS,2010,CZ0,1,8686.018
2006,NUTS,2010,CZ0,1,9589.192
2007,NUTS,2010,CZ0,1,11669.52
2008,NUTS,2010,CZ0,1,11703.318
2009,NUTS,2010,CZ0,1,12302.211
2010,NUTS,2010,CZ0,1,11469.111
2011,NUTS,2010,CZ0,1,12402.783
2012,NUTS,2010,CZ0,1,13322.198
2013,NUTS,2010,CZ0,1,14257.568
2014,NUTS,2010,CZ0,1,15496.514
2015,NUTS,2010,CZ0,1,18090.631
2016,NUTS,2010,CZ0,1,14549.474
2017,NUTS,2010,CZ0,1,15582.298
2018,NUTS,2010,CZ0,1,16800.322
2019,NUTS,2010,CZ0,1,18170.615
2020,NUTS,2010,CZ0,1,19436.507
2001,NUTS,2010,CZ01,2,4446.228
2002,NUTS,2010,CZ01,2,4468.916
2003,NUTS,2010,CZ01,2,5107.231
2004,NUTS,2010,CZ01,2,5129.491
2005,NUTS,2010,CZ01,2,5993.074
2006,NUTS,2010,CZ01,2,6780.954
2007,NUTS,2010,CZ01,2,8892.774
2008,NUTS,2010,CZ01,2,8728.213
2009,NUTS,2010,CZ01,2,8985.91
2010,NUTS,2010,CZ01,2,8877.743
2011,NUTS,2010,CZ01,2,9682.589
2012,NUTS,2010,CZ01,2,10110.999
2013,NUTS,2010,CZ01,2,10833.732
2014,NUTS,2010,CZ01,2,12499.065
2015,NUTS,2010,CZ01,2,14297.934
2016,NUTS,2010,CZ01,2,9693.308
2017,NUTS,2010,CZ01,2,9831.519
2018,NUTS,2010,CZ01,2,10552.449
2019,NUTS,2010,CZ01,2,11578.318
2020,NUTS,2010,CZ01,2,12917.803
2001,NUTS,2010,CZ02,2,560.219
2002,NUTS,2010,CZ02,2,688.25
2003,NUTS,2010,CZ02,2,807.697
2004,NUTS,2010,CZ02,2,1042.563
2005,NUTS,2010,CZ02,2,1119.859
2006,NUTS,2010,CZ02,2,1068.878
2007,NUTS,2010,CZ02,2,983.669
2008,NUTS,2010,CZ02,2,1060.685
2009,NUTS,2010,CZ02,2,1139.925
2010,NUTS,2010,CZ02,2,1045.989
2011,NUTS,2010,CZ02,2,1056.46
2012,NUTS,2010,CZ02,2,965.957
2013,NUTS,2010,CZ02,2,984.504
2014,NUTS,2010,CZ02,2,1118.581
2015,NUTS,2010,CZ02,2,1241.061
2016,NUTS,2010,CZ02,2,2320.468
2017,NUTS,2010,CZ02,2,2885.21
2018,NUTS,2010,CZ02,2,3170.248
2019,NUTS,2010,CZ02,2,3140.333
2020,NUTS,2010,CZ02,2,3133.423
2001,NUTS,2010,CZ03,2,276.704
2002,NUTS,2010,CZ03,2,279.512
2003,NUTS,2010,CZ03,2,325.732
2004,NUTS,2010,CZ03,2,352.909
2005,NUTS,2010,CZ03,2,461.326
2006,NUTS,2010,CZ03,2,514.343
2007,NUTS,2010,CZ03,2,560.893
2008,NUTS,2010,CZ03,2,620.648
2009,NUTS,2010,CZ03,2,660.442
2010,NUTS,2010,CZ03,2,697.942
2011,NUTS,2010,CZ03,2,532.01
2012,NUTS,2010,CZ03,2,505.977
2013,NUTS,2010,CZ03,2,505.927
2014,NUTS,2010,CZ03,2,510.395
2015,NUTS,2010,CZ03,2,601.499
2016,NUTS,2010,CZ03,2,547.505
2017,NUTS,2010,CZ03,2,700.235
2018,NUTS,2010,CZ03,2,740.631
2019,NUTS,2010,CZ03,2,806.642
2020,NUTS,2010,CZ03,2,758.428
2001,NUTS,2010,CZ04,2,99.333
2002,NUTS,2010,CZ04,2,12.643
2003,NUTS,2010,CZ04,2,32.208
2004,NUTS,2010,CZ04,2,33.147
2005,NUTS,2010,CZ04,2,14.394
2006,NUTS,2010,CZ04,2,21.09
2007,NUTS,2010,CZ04,2,25.625
2008,NUTS,2010,CZ04,2,32.921
2009,NUTS,2010,CZ04,2,35.179
2010,NUTS,2010,CZ04,2,14.192
2011,NUTS,2010,CZ04,2,17.288
2012,NUTS,2010,CZ04,2,21.18
2013,NUTS,2010,CZ04,2,29.425
2014,NUTS,2010,CZ04,2,27.923
2015,NUTS,2010,CZ04,2,28.381
2016,NUTS,2010,CZ04,2,25.78
2017,NUTS,2010,CZ04,2,37.466
2018,NUTS,2010,CZ04,2,42.128
2019,NUTS,2010,CZ04,2,42.786
2020,NUTS,2010,CZ04,2,44.947
2001,NUTS,2010,CZ05,2,79.449
2002,NUTS,2010,CZ05,2,53.96
2003,NUTS,2010,CZ05,2,80.763
2004,NUTS,2010,CZ05,2,280.57
2005,NUTS,2010,CZ05,2,59.444
2006,NUTS,2010,CZ05,2,69.439
2007,NUTS,2010,CZ05,2,66.835
2008,NUTS,2010,CZ05,2,48.885
2009,NUTS,2010,CZ05,2,68.247
2010,NUTS,2010,CZ05,2,74.171
2011,NUTS,2010,CZ05,2,121.217
2012,NUTS,2010,CZ05,2,224.07
2013,NUTS,2010,CZ05,2,133.458
2014,NUTS,2010,CZ05,2,136.772
2015,NUTS,2010,CZ05,2,149.111
2016,NUTS,2010,CZ05,2,142.38
2017,NUTS,2010,CZ05,2,132.047
2018,NUTS,2010,CZ05,2,142.878
2019,NUTS,2010,CZ05,2,194.333
2020,NUTS,2010,CZ05,2,181.07
2001,NUTS,2010,CZ06,2,1057.095
2002,NUTS,2010,CZ06,2,955.5
2003,NUTS,2010,CZ06,2,979.906
2004,NUTS,2010,CZ06,2,953.01
2005,NUTS,2010,CZ06,2,928.704
2006,NUTS,2010,CZ06,2,1021.186
2007,NUTS,2010,CZ06,2,1005.706
2008,NUTS,2010,CZ06,2,1036.371
2009,NUTS,2010,CZ06,2,1227.139
2010,NUTS,2010,CZ06,2,1190.69
2011,NUTS,2010,CZ06,2,1375.61
2012,NUTS,2010,CZ06,2,1899.633
2013,NUTS,2010,CZ06,2,2188.495
2014,NUTS,2010,CZ06,2,1732.124
2015,NUTS,2010,CZ06,2,1632.572
2016,NUTS,2010,CZ06,2,1686.717
2017,NUTS,2010,CZ06,2,1803.239
2018,NUTS,2010,CZ06,2,1951.846
2019,NUTS,2010,CZ06,2,2205.498
2020,NUTS,2010,CZ06,2,2191.56
2001,NUTS,2010,CZ07,2,138.099
2002,NUTS,2010,CZ07,2,277.984
2003,NUTS,2010,CZ07,2,126.561
2004,NUTS,2010,CZ07,2,11.562
2005,NUTS,2010,CZ07,2,31.852
2006,NUTS,2010,CZ07,2,37.699
2007,NUTS,2010,CZ07,2,53.535
2008,NUTS,2010,CZ07,2,61.918
2009,NUTS,2010,CZ07,2,80.128
2010,NUTS,2010,CZ07,2,30.355
2011,NUTS,2010,CZ07,2,29.45
2012,NUTS,2010,CZ07,2,27.04
2013,NUTS,2010,CZ07,2,109.748
2014,NUTS,2010,CZ07,2,30.237
2015,NUTS,2010,CZ07,2,30.76
2016,NUTS,2010,CZ07,2,47.619
2017,NUTS,2010,CZ07,2,88.939
2018,NUTS,2010,CZ07,2,99.904
2019,NUTS,2010,CZ07,2,98.189
2020,NUTS,2010,CZ07,2,108.796
2001,NUTS,2010,CZ08,2,57.266
2002,NUTS,2010,CZ08,2,50.124
2003,NUTS,2010,CZ08,2,64.791
2004,NUTS,2010,CZ08,2,65.153
2005,NUTS,2010,CZ08,2,77.365
2006,NUTS,2010,CZ08,2,75.603
2007,NUTS,2010,CZ08,2,80.483
2008,NUTS,2010,CZ08,2,113.677
2009,NUTS,2010,CZ08,2,105.241
2010,NUTS,2010,CZ08,2,88.968
2011,NUTS,2010,CZ08,2,157.065
2012,NUTS,2010,CZ08,2,129.532
2013,NUTS,2010,CZ08,2,90.155
2014,NUTS,2010,CZ08,2,90.253
2015,NUTS,2010,CZ08,2,109.313
2016,NUTS,2010,CZ08,2,85.697
2017,NUTS,2010,CZ08,2,103.643
2018,NUTS,2010,CZ08,2,100.238
2019,NUTS,2010,CZ08,2,104.516
2020,NUTS,2010,CZ08,2,100.48
2015,NUTS,2010,CZZ,1,0.0
2016,NUTS,2010,CZZ,1,0.0
2017,NUTS,2010,CZZ,1,0.0
2018,NUTS,2010,CZZ,1,0.0
2019,NUTS,2010,CZZ,1,0.0
2020,NUTS,2010,CZZ,1,0.0
2015,NUTS,2010,CZZZ,2,0.0
2016,NUTS,2010,CZZZ,2,0.0
2017,NUTS,2010,CZZZ,2,0.0
2018,NUTS,2010,CZZZ,2,0.0
2019,NUTS,2010,CZZZ,2,0.0
2020,NUTS,2010,CZZZ,2,0.0
1981,NUTS,2010,DE,0,2609.43
1982,NUTS,2010,DE,0,2709.316
1983,NUTS,2010,DE,0,2896.06
1984,NUTS,2010,DE,0,3015.265
1985,NUTS,2010,DE,0,3267.97
1986,NUTS,2010,DE,0,3522.686
1987,NUTS,2010,DE,0,3726.55
1988,NUTS,2010,DE,0,3909.85
1989,NUTS,2010,DE,0,4224.91
1990,NUTS,2010,DE,0,4384.33
1991,NUTS,2010,DE,0,5457.0
1992,NUTS,2010,DE,0,5499.97
1993,NUTS,2010,DE,0,5874.59
1994,NUTS,2010,DE,0,5932.32
1995,NUTS,2010,DE,0,6265.83
1996,NUTS,2010,DE,0,6305.15
1997,NUTS,2010,DE,0,6272.32
1998,NUTS,2010,DE,0,6546.89
1999,NUTS,2010,DE,0,6631.56
2000,NUTS,2010,DE,0,6872.9
2001,NUTS,2010,DE,0,7145.9
2002,NUTS,2010,DE,0,7333.389
2003,NUTS,2010,DE,0,7307.4
2004,NUTS,2010,DE,0,7514.4
2005,NUTS,2010,DE,0,7866.9
2006,NUTS,2010,DE,0,8156.08
2007,NUTS,2010,DE,0,8540.2
2008,NUTS,2010,DE,0,9346.38
2009,NUTS,2010,DE,0,9931.73
2010,NUTS,2010,DE,0,10353.729
2011,NUTS,2010,DE,0,10974.3
2012,NUTS,2010,DE,0,11340.547
2013,NUTS,2010,DE,0,11861.635
2014,NUTS,2010,DE,0,12319.97
2015,NUTS,2010,DE,0,12485.607
2016,NUTS,2010,DE,0,12720.861
2017,NUTS,2010,DE,0,13484.009
2018,NUTS,2010,DE,0,14168.026
2019,NUTS,2010,DE,0,15022.2
2020,NUTS,2010,DE,0,15589.0
1991,NUTS,2010,DE1,1,1045.03
1993,NUTS,2010,DE1,1,1155.479
1994,NUTS,2010,DE1,1,1190.29
1995,NUTS,2010,DE1,1,1176.48
1996,NUTS,2010,DE1,1,1164.72
1997,NUTS,2010,DE1,1,1181.93
1998,NUTS,2010,DE1,1,1197.45
1999,NUTS,2010,DE1,1,1182.0
2000,NUTS,2010,DE1,1,1231.0
2003,NUTS,2010,DE1,1,1217.119
2004,NUTS,2010,DE1,1,1300.97
2005,NUTS,2010,DE1,1,1349.99
2006,NUTS,2010,DE1,1,1372.18
2007,NUTS,2010,DE1,1,1394.018
2008,NUTS,2010,DE1,1,1523.36
2009,NUTS,2010,DE1,1,1507.798
2010,NUTS,2010,DE1,1,1566.906
2011,NUTS,2010,DE1,1,1633.398
2012,NUTS,2010,DE1,1,1581.591
2013,NUTS,2010,DE1,1,1748.316
2014,NUTS,2010,DE1,1,1922.848
2015,NUTS,2010,DE1,1,1894.036
2016,NUTS,2010,DE1,1,1902.37
2017,NUTS,2010,DE1,1,2019.025
2018,NUTS,2010,DE1,1,2046.795
2019,NUTS,2010,DE1,1,2197.66
1995,NUTS,2010,DE11,2,262.8
1996,NUTS,2010,DE11,2,270.98
1997,NUTS,2010,DE11,2,281.69
1998,NUTS,2010,DE11,2,295.53
1999,NUTS,2010,DE11,2,272.0
2000,NUTS,2010,DE11,2,285.0
2003,NUTS,2010,DE11,2,268.044
2004,NUTS,2010,DE11,2,269.37
2005,NUTS,2010,DE11,2,304.2
2006,NUTS,2010,DE11,2,270.1
2007,NUTS,2010,DE11,2,299.317
2008,NUTS,2010,DE11,2,318.95
2009,NUTS,2010,DE11,2,354.922
2010,NUTS,2010,DE11,2,386.06
2011,NUTS,2010,DE11,2,395.02
2012,NUTS,2010,DE11,2,389.607
2013,NUTS,2010,DE11,2,442.216
2014,NUTS,2010,DE11,2,395.89
2015,NUTS,2010,DE11,2,470.26
2016,NUTS,2010,DE11,2,463.876
2017,NUTS,2010,DE11,2,457.81
2018,NUTS,2010,DE11,2,464.836
2019,NUTS,2010,DE11,2,469.74
1995,NUTS,2010,DE12,2,748.53
1996,NUTS,2010,DE12,2,734.73
1997,NUTS,2010,DE12,2,726.7
1998,NUTS,2010,DE12,2,718.37
1999,NUTS,2010,DE12,2,724.0
2000,NUTS,2010,DE12,2,735.0
2003,NUTS,2010,DE12,2,743.85
2004,NUTS,2010,DE12,2,794.94
2005,NUTS,2010,DE12,2,802.3
2006,NUTS,2010,DE12,2,844.18
2007,NUTS,2010,DE12,2,820.837
2008,NUTS,2010,DE12,2,883.56
2009,NUTS,2010,DE12,2,806.565
2010,NUTS,2010,DE12,2,819.185
2011,NUTS,2010,DE12,2,866.681
2012,NUTS,2010,DE12,2,835.182
2013,NUTS,2010,DE12,2,917.533
2014,NUTS,2010,DE12,2,970.876
2015,NUTS,2010,DE12,2,1020.063
2016,NUTS,2010,DE12,2,1027.739
2017,NUTS,2010,DE12,2,1112.886
2018,NUTS,2010,DE12,2,1099.419
2019,NUTS,2010,DE12,2,1208.15
1995,NUTS,2010,DE13,2,113.0
1996,NUTS,2010,DE13,2,104.81
1997,NUTS,2010,DE13,2,111.54
1998,NUTS,2010,DE13,2,124.76
1999,NUTS,2010,DE13,2,127.0
2000,NUTS,2010,DE13,2,145.0
2003,NUTS,2010,DE13,2,149.121
2004,NUTS,2010,DE13,2,163.06
2005,NUTS,2010,DE13,2,165.8
2006,NUTS,2010,DE13,2,176.44
2007,NUTS,2010,DE13,2,192.581
2008,NUTS,2010,DE13,2,230.97
2009,NUTS,2010,DE13,2,247.45
2010,NUTS,2010,DE13,2,250.288
2011,NUTS,2010,DE13,2,261.028
2012,NUTS,2010,DE13,2,261.622
2013,NUTS,2010,DE13,2,277.435
2014,NUTS,2010,DE13,2,340.938
2015,NUTS,2010,DE13,2,278.136
2016,NUTS,2010,DE13,2,278.055
2017,NUTS,2010,DE13,2,307.684
2018,NUTS,2010,DE13,2,334.607
2019,NUTS,2010,DE13,2,367.79
1995,NUTS,2010,DE14,2,52.66
1996,NUTS,2010,DE14,2,54.2
1997,NUTS,2010,DE14,2,61.99
1998,NUTS,2010,DE14,2,58.8
1999,NUTS,2010,DE14,2,59.0
2000,NUTS,2010,DE14,2,65.0
2003,NUTS,2010,DE14,2,56.104
2004,NUTS,2010,DE14,2,73.61
2005,NUTS,2010,DE14,2,77.695
2006,NUTS,2010,DE14,2,81.4
2007,NUTS,2010,DE14,2,81.284
2008,NUTS,2010,DE14,2,89.889
2009,NUTS,2010,DE14,2,98.86
2010,NUTS,2010,DE14,2,111.373
2011,NUTS,2010,DE14,2,110.669
2012,NUTS,2010,DE14,2,95.18
2013,NUTS,2010,DE14,2,111.133
2014,NUTS,2010,DE14,2,215.144
2015,NUTS,2010,DE14,2,125.577
2016,NUTS,2010,DE14,2,132.699
2017,NUTS,2010,DE14,2,140.646
2018,NUTS,2010,DE14,2,147.933
2019,NUTS,2010,DE14,2,151.98
1991,NUTS,2010,DE2,1,603.73
1993,NUTS,2010,DE2,1,693.996
1994,NUTS,2010,DE2,1,711.72
1995,NUTS,2010,DE2,1,758.76
1996,NUTS,2010,DE2,1,774.61
1997,NUTS,2010,DE2,1,780.1
1998,NUTS,2010,DE2,1,817.04
1999,NUTS,2010,DE2,1,808.0
2000,NUTS,2010,DE2,1,822.0
2003,NUTS,2010,DE2,1,909.522
2004,NUTS,2010,DE2,1,952.14
2005,NUTS,2010,DE2,1,1012.2
2006,NUTS,2010,DE2,1,1038.15
2007,NUTS,2010,DE2,1,1104.719
2008,NUTS,2010,DE2,1,1250.41
2009,NUTS,2010,DE2,1,1214.109
2010,NUTS,2010,DE2,1,1299.5
2011,NUTS,2010,DE2,1,1373.699
2012,NUTS,2010,DE2,1,1605.909
2013,NUTS,2010,DE2,1,1613.968
2014,NUTS,2010,DE2,1,1587.779
2015,NUTS,2010,DE2,1,1714.863
2016,NUTS,2010,DE2,1,1788.995
2017,NUTS,2010,DE2,1,1889.526
2018,NUTS,2010,DE2,1,2008.104
2019,NUTS,2010,DE2,1,2126.48
1995,NUTS,2010,DE21,2,664.17
1996,NUTS,2010,DE21,2,672.86
1997,NUTS,2010,DE21,2,676.4
1998,NUTS,2010,DE21,2,713.76
1999,NUTS,2010,DE21,2,705.0
2000,NUTS,2010,DE21,2,696.0
2003,NUTS,2010,DE21,2,767.085
2004,NUTS,2010,DE21,2,799.27
2005,NUTS,2010,DE21,2,816.3
2006,NUTS,2010,DE21,2,797.8
2007,NUTS,2010,DE21,2,859.528
2008,NUTS,2010,DE21,2,987.73
2009,NUTS,2010,DE21,2,943.841
2010,NUTS,2010,DE21,2,1037.345
2011,NUTS,2010,DE21,2,1055.38
2012,NUTS,2010,DE21,2,1272.936
2013,NUTS,2010,DE21,2,1249.174
2014,NUTS,2010,DE21,2,1225.267
2015,NUTS,2010,DE21,2,1271.611
2016,NUTS,2010,DE21,2,1380.627
2017,NUTS,2010,DE21,2,1437.152
2018,NUTS,2010,DE21,2,1539.851
2019,NUTS,2010,DE21,2,1624.35
1995,NUTS,2010,DE22,2,
1996,NUTS,2010,DE22,2,
1997,NUTS,2010,DE22,2,
1998,NUTS,2010,DE22,2,
1999,NUTS,2010,DE22,2,
2000,NUTS,2010,DE22,2,
2001,NUTS,2010,DE22,2,
2002,NUTS,2010,DE22,2,
2003,NUTS,2010,DE22,2,
2004,NUTS,2010,DE22,2,
2005,NUTS,2010,DE22,2,
2006,NUTS,2010,DE22,2,
2007,NUTS,2010,DE22,2,
2008,NUTS,2010,DE22,2,
2009,NUTS,2010,DE22,2,
2010,NUTS,2010,DE22,2,
2011,NUTS,2010,DE22,2,
2012,NUTS,2010,DE22,2,
2013,NUTS,2010,DE22,2,
2014,NUTS,2010,DE22,2,1.641
2015,NUTS,2010,DE22,2,7.17
2016,NUTS,2010,DE22,2,8.357
2017,NUTS,2010,DE22,2,6.17
2018,NUTS,2010,DE22,2,7.657
2019,NUTS,2010,DE22,2,9.08
1995,NUTS,2010,DE23,2,
1996,NUTS,2010,DE23,2,
1997,NUTS,2010,DE23,2,
1998,NUTS,2010,DE23,2,
1999,NUTS,2010,DE23,2,
2000,NUTS,2010,DE23,2,
2003,NUTS,2010,DE23,2,
2004,NUTS,2010,DE23,2,
2005,NUTS,2010,DE23,2,
2006,NUTS,2010,DE23,2,
2007,NUTS,2010,DE23,2,
2008,NUTS,2010,DE23,2,
2009,NUTS,2010,DE23,2,
2010,NUTS,2010,DE23,2,
2011,NUTS,2010,DE23,2,
2012,NUTS,2010,DE23,2,
2013,NUTS,2010,DE23,2,
2014,NUTS,2010,DE23,2,19.477
2015,NUTS,2010,DE23,2,22.465
2016,NUTS,2010,DE23,2,22.394
2017,NUTS,2010,DE23,2,26.251
2018,NUTS,2010,DE23,2,29.261
2019,NUTS,2010,DE23,2,34.31
1995,NUTS,2010,DE24,2,10.23
1996,NUTS,2010,DE24,2,11.25
1997,NUTS,2010,DE24,2,13.02
1998,NUTS,2010,DE24,2,14.83
