year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_f_hc_bes_rse
2002,NUTS,2010,KR,0,11230.0
2003,NUTS,2010,KR,0,11240.0
2004,NUTS,2010,KR,0,12895.0
2005,NUTS,2010,KR,0,15984.0
2006,NUTS,2010,KR,0,17989.0
2007,NUTS,2010,KR,0,20121.0
2008,NUTS,2010,KR,0,22135.0
2009,NUTS,2010,KR,0,24035.0
2010,NUTS,2010,KR,0,26895.0
2011,NUTS,2010,KR,0,31972.0
2012,NUTS,2010,KR,0,36395.0
2013,NUTS,2010,KR,0,38809.0
2014,NUTS,2010,KR,0,43287.0
2015,NUTS,2010,KR,0,47184.0
2016,NUTS,2010,KR,0,49808.0
2017,NUTS,2010,KR,0,54768.0
2018,NUTS,2010,KR,0,59968.0
2019,NUTS,2010,KR,0,65571.0
2000,NUTS,2010,LT,0,153.0
2001,NUTS,2010,LT,0,248.0
2002,NUTS,2010,LT,0,113.0
2003,NUTS,2010,LT,0,187.0
2004,NUTS,2010,LT,0,196.0
2005,NUTS,2010,LT,0,277.0
2006,NUTS,2010,LT,0,360.0
2007,NUTS,2010,LT,0,434.0
2008,NUTS,2010,LT,0,535.0
2009,NUTS,2010,LT,0,463.0
2010,NUTS,2010,LT,0,542.0
2011,NUTS,2010,LT,0,624.0
2012,NUTS,2010,LT,0,631.0
2013,NUTS,2010,LT,0,760.0
2014,NUTS,2010,LT,0,1312.0
2015,NUTS,2010,LT,0,821.0
2016,NUTS,2010,LT,0,953.0
2017,NUTS,2010,LT,0,1191.0
2018,NUTS,2010,LT,0,1263.0
2019,NUTS,2010,LT,0,1550.0
2015,NUTS,2010,LT01,2,601.0
2016,NUTS,2010,LT01,2,689.0
2017,NUTS,2010,LT01,2,784.0
2018,NUTS,2010,LT01,2,811.0
2019,NUTS,2010,LT01,2,997.0
2015,NUTS,2010,LT02,2,220.0
2016,NUTS,2010,LT02,2,264.0
2017,NUTS,2010,LT02,2,407.0
2018,NUTS,2010,LT02,2,452.0
2019,NUTS,2010,LT02,2,553.0
2003,NUTS,2010,LU,0,228.0
2005,NUTS,2010,LU,0,259.0
2007,NUTS,2010,LU,0,321.0
2009,NUTS,2010,LU,0,199.0
2011,NUTS,2010,LU,0,192.0
2013,NUTS,2010,LU,0,115.0
2015,NUTS,2010,LU,0,147.0
2017,NUTS,2010,LU,0,237.0
2019,NUTS,2010,LU,0,201.0
1995,NUTS,2010,LV,0,148.0
1996,NUTS,2010,LV,0,124.0
1997,NUTS,2010,LV,0,81.0
1998,NUTS,2010,LV,0,72.0
1999,NUTS,2010,LV,0,71.0
2000,NUTS,2010,LV,0,555.0
2001,NUTS,2010,LV,0,518.0
2002,NUTS,2010,LV,0,550.0
2003,NUTS,2010,LV,0,379.0
2004,NUTS,2010,LV,0,278.0
2005,NUTS,2010,LV,0,277.0
2006,NUTS,2010,LV,0,316.0
2007,NUTS,2010,LV,0,592.0
2008,NUTS,2010,LV,0,557.0
2009,NUTS,2010,LV,0,234.0
2010,NUTS,2010,LV,0,363.0
2011,NUTS,2010,LV,0,514.0
2012,NUTS,2010,LV,0,540.0
2013,NUTS,2010,LV,0,466.0
2015,NUTS,2010,LV,0,491.0
2016,NUTS,2010,LV,0,418.0
2017,NUTS,2010,LV,0,475.0
2018,NUTS,2010,LV,0,457.0
2019,NUTS,2010,LV,0,487.0
2011,NUTS,2010,ME,0,47.0
2013,NUTS,2010,ME,0,48.0
2014,NUTS,2010,ME,0,45.0
2015,NUTS,2010,ME,0,43.0
2017,NUTS,2010,ME,0,38.0
2018,NUTS,2010,ME,0,72.0
2019,NUTS,2010,ME,0,66.0
2005,NUTS,2010,MK,0,74.0
2006,NUTS,2010,MK,0,43.0
2007,NUTS,2010,MK,0,47.0
2008,NUTS,2010,MK,0,54.0
2009,NUTS,2010,MK,0,64.0
2010,NUTS,2010,MK,0,73.0
2011,NUTS,2010,MK,0,102.0
2012,NUTS,2010,MK,0,93.0
2015,NUTS,2010,MK,0,214.0
2016,NUTS,2010,MK,0,227.0
2017,NUTS,2010,MK,0,249.0
2018,NUTS,2010,MK,0,281.0
2019,NUTS,2010,MK,0,318.0
2004,NUTS,2010,MT,0,43.0
2005,NUTS,2010,MT,0,59.0
2006,NUTS,2010,MT,0,62.0
2007,NUTS,2010,MT,0,60.0
2008,NUTS,2010,MT,0,64.0
2009,NUTS,2010,MT,0,73.0
2010,NUTS,2010,MT,0,77.0
2011,NUTS,2010,MT,0,122.0
2012,NUTS,2010,MT,0,173.0
2013,NUTS,2010,MT,0,146.0
2014,NUTS,2010,MT,0,109.0
2015,NUTS,2010,MT,0,108.0
2016,NUTS,2010,MT,0,130.0
2017,NUTS,2010,MT,0,147.0
2018,NUTS,2010,MT,0,138.0
2019,NUTS,2010,MT,0,148.0
2001,NUTS,2010,NL,0,2630.0
2003,NUTS,2010,NL,0,2125.0
2005,NUTS,2010,NL,0,2934.0
2007,NUTS,2010,NL,0,4111.0
2009,NUTS,2010,NL,0,3430.0
2011,NUTS,2010,NL,0,7709.0
2012,NUTS,2010,NL,0,10939.0
2013,NUTS,2010,NL,0,15285.0
2014,NUTS,2010,NL,0,15769.0
2015,NUTS,2010,NL,0,16021.0
2016,NUTS,2010,NL,0,18281.0
2017,NUTS,2010,NL,0,18467.0
2018,NUTS,2010,NL,0,20352.0
2019,NUTS,2010,NL,0,22171.0
2001,NUTS,2010,NL1,1,154.0
2003,NUTS,2010,NL1,1,96.0
2005,NUTS,2010,NL1,1,92.0
2007,NUTS,2010,NL1,1,83.0
2009,NUTS,2010,NL1,1,108.0
2001,NUTS,2010,NL11,2,68.0
2003,NUTS,2010,NL11,2,43.0
2005,NUTS,2010,NL11,2,40.0
2007,NUTS,2010,NL11,2,31.0
2009,NUTS,2010,NL11,2,53.0
2001,NUTS,2010,NL12,2,37.0
2003,NUTS,2010,NL12,2,26.0
2005,NUTS,2010,NL12,2,31.0
2007,NUTS,2010,NL12,2,30.0
2009,NUTS,2010,NL12,2,21.0
2001,NUTS,2010,NL13,2,50.0
2003,NUTS,2010,NL13,2,28.0
2005,NUTS,2010,NL13,2,21.0
2007,NUTS,2010,NL13,2,22.0
2009,NUTS,2010,NL13,2,34.0
2001,NUTS,2010,NL2,1,618.0
2003,NUTS,2010,NL2,1,484.0
2005,NUTS,2010,NL2,1,428.0
2007,NUTS,2010,NL2,1,556.0
2009,NUTS,2010,NL2,1,688.0
2001,NUTS,2010,NL21,2,164.0
2003,NUTS,2010,NL21,2,120.0
2005,NUTS,2010,NL21,2,66.0
2007,NUTS,2010,NL21,2,77.0
2009,NUTS,2010,NL21,2,203.0
2001,NUTS,2010,NL22,2,430.0
2003,NUTS,2010,NL22,2,334.0
2005,NUTS,2010,NL22,2,299.0
2007,NUTS,2010,NL22,2,397.0
2009,NUTS,2010,NL22,2,431.0
2001,NUTS,2010,NL23,2,24.0
2003,NUTS,2010,NL23,2,30.0
2005,NUTS,2010,NL23,2,63.0
2007,NUTS,2010,NL23,2,82.0
2009,NUTS,2010,NL23,2,54.0
2001,NUTS,2010,NL3,1,1194.0
2003,NUTS,2010,NL3,1,998.0
2005,NUTS,2010,NL3,1,1561.0
2007,NUTS,2010,NL3,1,2317.0
2009,NUTS,2010,NL3,1,1735.0
2001,NUTS,2010,NL31,2,215.0
2003,NUTS,2010,NL31,2,201.0
2005,NUTS,2010,NL31,2,328.0
2007,NUTS,2010,NL31,2,566.0
2009,NUTS,2010,NL31,2,387.0
2001,NUTS,2010,NL32,2,512.0
2003,NUTS,2010,NL32,2,330.0
2005,NUTS,2010,NL32,2,572.0
2007,NUTS,2010,NL32,2,853.0
2009,NUTS,2010,NL32,2,611.0
2001,NUTS,2010,NL33,2,415.0
2003,NUTS,2010,NL33,2,436.0
2005,NUTS,2010,NL33,2,621.0
2007,NUTS,2010,NL33,2,834.0
2009,NUTS,2010,NL33,2,699.0
2001,NUTS,2010,NL34,2,52.0
2003,NUTS,2010,NL34,2,31.0
2005,NUTS,2010,NL34,2,40.0
2007,NUTS,2010,NL34,2,65.0
2009,NUTS,2010,NL34,2,38.0
2001,NUTS,2010,NL4,1,662.0
2003,NUTS,2010,NL4,1,547.0
2005,NUTS,2010,NL4,1,854.0
2007,NUTS,2010,NL4,1,1154.0
2009,NUTS,2010,NL4,1,899.0
2001,NUTS,2010,NL41,2,473.0
2003,NUTS,2010,NL41,2,411.0
2005,NUTS,2010,NL41,2,604.0
2007,NUTS,2010,NL41,2,958.0
2009,NUTS,2010,NL41,2,708.0
2001,NUTS,2010,NL42,2,189.0
2003,NUTS,2010,NL42,2,136.0
2005,NUTS,2010,NL42,2,250.0
2007,NUTS,2010,NL42,2,196.0
2009,NUTS,2010,NL42,2,191.0
1997,NUTS,2010,NO,0,2253.0
1999,NUTS,2010,NO,0,2476.0
2001,NUTS,2010,NO,0,3051.0
2003,NUTS,2010,NO,0,2687.0
2004,NUTS,2010,NO,0,2789.0
2005,NUTS,2010,NO,0,2740.0
2007,NUTS,2010,NO,0,3321.0
2008,NUTS,2010,NO,0,3751.0
2009,NUTS,2010,NO,0,3867.0
2010,NUTS,2010,NO,0,3810.0
2011,NUTS,2010,NO,0,3989.0
2012,NUTS,2010,NO,0,4130.0
2013,NUTS,2010,NO,0,4275.0
2014,NUTS,2010,NO,0,4795.0
2015,NUTS,2010,NO,0,4838.0
2016,NUTS,2010,NO,0,5251.0
2017,NUTS,2010,NO,0,5839.0
2018,NUTS,2010,NO,0,6158.0
2019,NUTS,2010,NO,0,6199.0
1997,NUTS,2010,NO0,1,2253.0
1999,NUTS,2010,NO0,1,2476.0
2001,NUTS,2010,NO0,1,3051.0
2003,NUTS,2010,NO0,1,2687.0
2004,NUTS,2010,NO0,1,2789.0
2005,NUTS,2010,NO0,1,2740.0
2007,NUTS,2010,NO0,1,3321.0
2008,NUTS,2010,NO0,1,3751.0
2009,NUTS,2010,NO0,1,3867.0
2010,NUTS,2010,NO0,1,3810.0
2011,NUTS,2010,NO0,1,3989.0
2012,NUTS,2010,NO0,1,4130.0
2013,NUTS,2010,NO0,1,4275.0
2014,NUTS,2010,NO0,1,4795.0
2001,NUTS,2010,NO01,2,1581.0
2003,NUTS,2010,NO01,2,1376.0
2005,NUTS,2010,NO01,2,1356.0
2007,NUTS,2010,NO01,2,1784.0
2008,NUTS,2010,NO01,2,2006.0
2009,NUTS,2010,NO01,2,2079.0
2010,NUTS,2010,NO01,2,1899.0
2011,NUTS,2010,NO01,2,2004.0
2012,NUTS,2010,NO01,2,1956.0
2013,NUTS,2010,NO01,2,1975.0
2014,NUTS,2010,NO01,2,2253.0
2001,NUTS,2010,NO02,2,64.0
2003,NUTS,2010,NO02,2,54.0
2005,NUTS,2010,NO02,2,64.0
2007,NUTS,2010,NO02,2,43.0
2008,NUTS,2010,NO02,2,53.0
2009,NUTS,2010,NO02,2,66.0
2010,NUTS,2010,NO02,2,58.0
2011,NUTS,2010,NO02,2,61.0
2012,NUTS,2010,NO02,2,77.0
2013,NUTS,2010,NO02,2,93.0
2014,NUTS,2010,NO02,2,104.0
2001,NUTS,2010,NO03,2,356.0
2003,NUTS,2010,NO03,2,510.0
2005,NUTS,2010,NO03,2,442.0
2007,NUTS,2010,NO03,2,309.0
2008,NUTS,2010,NO03,2,350.0
2009,NUTS,2010,NO03,2,381.0
2010,NUTS,2010,NO03,2,438.0
2011,NUTS,2010,NO03,2,512.0
2012,NUTS,2010,NO03,2,527.0
2013,NUTS,2010,NO03,2,624.0
2014,NUTS,2010,NO03,2,673.0
2001,NUTS,2010,NO04,2,331.0
2003,NUTS,2010,NO04,2,253.0
2005,NUTS,2010,NO04,2,296.0
2007,NUTS,2010,NO04,2,370.0
2008,NUTS,2010,NO04,2,367.0
2009,NUTS,2010,NO04,2,351.0
2010,NUTS,2010,NO04,2,328.0
2011,NUTS,2010,NO04,2,333.0
2012,NUTS,2010,NO04,2,357.0
2013,NUTS,2010,NO04,2,352.0
2014,NUTS,2010,NO04,2,409.0
2001,NUTS,2010,NO05,2,222.0
2003,NUTS,2010,NO05,2,224.0
2005,NUTS,2010,NO05,2,253.0
2007,NUTS,2010,NO05,2,276.0
2008,NUTS,2010,NO05,2,333.0
2009,NUTS,2010,NO05,2,318.0
2010,NUTS,2010,NO05,2,373.0
2011,NUTS,2010,NO05,2,345.0
2012,NUTS,2010,NO05,2,341.0
2013,NUTS,2010,NO05,2,345.0
2014,NUTS,2010,NO05,2,452.0
2001,NUTS,2010,NO06,2,320.0
2003,NUTS,2010,NO06,2,365.0
2005,NUTS,2010,NO06,2,411.0
2007,NUTS,2010,NO06,2,452.0
2008,NUTS,2010,NO06,2,499.0
2009,NUTS,2010,NO06,2,555.0
2010,NUTS,2010,NO06,2,586.0
2011,NUTS,2010,NO06,2,593.0
2012,NUTS,2010,NO06,2,736.0
2013,NUTS,2010,NO06,2,734.0
2014,NUTS,2010,NO06,2,729.0
2001,NUTS,2010,NO07,2,68.0
2003,NUTS,2010,NO07,2,84.0
2005,NUTS,2010,NO07,2,99.0
2007,NUTS,2010,NO07,2,87.0
2008,NUTS,2010,NO07,2,143.0
2009,NUTS,2010,NO07,2,130.0
2010,NUTS,2010,NO07,2,127.0
2011,NUTS,2010,NO07,2,140.0
2012,NUTS,2010,NO07,2,132.0
2013,NUTS,2010,NO07,2,147.0
2014,NUTS,2010,NO07,2,174.0
2000,NUTS,2010,PL,0,3332.0
2003,NUTS,2010,PL,0,2128.0
2004,NUTS,2010,PL,0,2561.0
2005,NUTS,2010,PL,0,3029.0
2006,NUTS,2010,PL,0,2830.0
2007,NUTS,2010,PL,0,2937.0
2008,NUTS,2010,PL,0,3221.0
2009,NUTS,2010,PL,0,2675.0
2010,NUTS,2010,PL,0,2674.0
2011,NUTS,2010,PL,0,2827.0
2012,NUTS,2010,PL,0,3717.0
2013,NUTS,2010,PL,0,5004.0
2014,NUTS,2010,PL,0,5526.0
2015,NUTS,2010,PL,0,6530.0
2016,NUTS,2010,PL,0,11064.0
2017,NUTS,2010,PL,0,17076.0
2018,NUTS,2010,PL,0,17415.0
2019,NUTS,2010,PL,0,18611.0
2000,NUTS,2010,PL1,1,1833.0
2003,NUTS,2010,PL1,1,1042.0
2004,NUTS,2010,PL1,1,1351.0
2005,NUTS,2010,PL1,1,1692.0
2006,NUTS,2010,PL1,1,1546.0
2007,NUTS,2010,PL1,1,1555.0
2008,NUTS,2010,PL1,1,1832.0
2009,NUTS,2010,PL1,1,1383.0
2010,NUTS,2010,PL1,1,1079.0
2011,NUTS,2010,PL1,1,1047.0
2012,NUTS,2010,PL1,1,1460.0
2013,NUTS,2010,PL1,1,2172.0
2014,NUTS,2010,PL1,1,2342.0
2015,NUTS,2010,PL1,1,2615.0
2000,NUTS,2010,PL11,2,337.0
2003,NUTS,2010,PL11,2,201.0
2004,NUTS,2010,PL11,2,210.0
2005,NUTS,2010,PL11,2,192.0
2006,NUTS,2010,PL11,2,228.0
2007,NUTS,2010,PL11,2,214.0
2008,NUTS,2010,PL11,2,270.0
2009,NUTS,2010,PL11,2,219.0
2010,NUTS,2010,PL11,2,214.0
2011,NUTS,2010,PL11,2,192.0
2012,NUTS,2010,PL11,2,250.0
2013,NUTS,2010,PL11,2,308.0
2014,NUTS,2010,PL11,2,310.0
2015,NUTS,2010,PL11,2,398.0
2000,NUTS,2010,PL12,2,1496.0
2003,NUTS,2010,PL12,2,841.0
2004,NUTS,2010,PL12,2,1141.0
2005,NUTS,2010,PL12,2,1500.0
2006,NUTS,2010,PL12,2,1318.0
2007,NUTS,2010,PL12,2,1341.0
2008,NUTS,2010,PL12,2,1562.0
2009,NUTS,2010,PL12,2,1164.0
2010,NUTS,2010,PL12,2,865.0
2011,NUTS,2010,PL12,2,855.0
2012,NUTS,2010,PL12,2,1210.0
2013,NUTS,2010,PL12,2,1864.0
2014,NUTS,2010,PL12,2,2032.0
2015,NUTS,2010,PL12,2,2217.0
2000,NUTS,2010,PL2,1,698.0
2003,NUTS,2010,PL2,1,387.0
2004,NUTS,2010,PL2,1,395.0
2005,NUTS,2010,PL2,1,465.0
2006,NUTS,2010,PL2,1,452.0
2007,NUTS,2010,PL2,1,490.0
2008,NUTS,2010,PL2,1,489.0
2009,NUTS,2010,PL2,1,401.0
2010,NUTS,2010,PL2,1,421.0
2011,NUTS,2010,PL2,1,511.0
2012,NUTS,2010,PL2,1,698.0
2013,NUTS,2010,PL2,1,938.0
2014,NUTS,2010,PL2,1,999.0
2015,NUTS,2010,PL2,1,1299.0
2016,NUTS,2010,PL2,1,2218.0
2017,NUTS,2010,PL2,1,3061.0
2018,NUTS,2010,PL2,1,3331.0
2019,NUTS,2010,PL2,1,3751.0
2000,NUTS,2010,PL21,2,260.0
2003,NUTS,2010,PL21,2,263.0
2004,NUTS,2010,PL21,2,271.0
2005,NUTS,2010,PL21,2,261.0
2006,NUTS,2010,PL21,2,258.0
2007,NUTS,2010,PL21,2,281.0
2008,NUTS,2010,PL21,2,349.0
2009,NUTS,2010,PL21,2,257.0
2010,NUTS,2010,PL21,2,276.0
2011,NUTS,2010,PL21,2,347.0
2012,NUTS,2010,PL21,2,501.0
2013,NUTS,2010,PL21,2,685.0
2014,NUTS,2010,PL21,2,675.0
2015,NUTS,2010,PL21,2,880.0
2016,NUTS,2010,PL21,2,1457.0
2017,NUTS,2010,PL21,2,1990.0
2018,NUTS,2010,PL21,2,2044.0
2019,NUTS,2010,PL21,2,2378.0
2000,NUTS,2010,PL22,2,438.0
2003,NUTS,2010,PL22,2,124.0
2004,NUTS,2010,PL22,2,124.0
2005,NUTS,2010,PL22,2,204.0
2006,NUTS,2010,PL22,2,194.0
2007,NUTS,2010,PL22,2,209.0
2008,NUTS,2010,PL22,2,140.0
2009,NUTS,2010,PL22,2,144.0
2010,NUTS,2010,PL22,2,145.0
2011,NUTS,2010,PL22,2,164.0
2012,NUTS,2010,PL22,2,197.0
2013,NUTS,2010,PL22,2,253.0
2014,NUTS,2010,PL22,2,324.0
2015,NUTS,2010,PL22,2,419.0
2016,NUTS,2010,PL22,2,761.0
2017,NUTS,2010,PL22,2,1071.0
2018,NUTS,2010,PL22,2,1287.0
2019,NUTS,2010,PL22,2,1373.0
2000,NUTS,2010,PL3,1,197.0
2003,NUTS,2010,PL3,1,221.0
2004,NUTS,2010,PL3,1,241.0
2005,NUTS,2010,PL3,1,255.0
2006,NUTS,2010,PL3,1,233.0
2007,NUTS,2010,PL3,1,233.0
2008,NUTS,2010,PL3,1,259.0
2009,NUTS,2010,PL3,1,306.0
2011,NUTS,2010,PL3,1,512.0
2012,NUTS,2010,PL3,1,575.0
2013,NUTS,2010,PL3,1,735.0
2014,NUTS,2010,PL3,1,759.0
2015,NUTS,2010,PL3,1,894.0
2000,NUTS,2010,PL31,2,82.0
2003,NUTS,2010,PL31,2,63.0
2004,NUTS,2010,PL31,2,91.0
2005,NUTS,2010,PL31,2,95.0
2006,NUTS,2010,PL31,2,100.0
2007,NUTS,2010,PL31,2,94.0
2008,NUTS,2010,PL31,2,47.0
2009,NUTS,2010,PL31,2,96.0
2010,NUTS,2010,PL31,2,52.0
2011,NUTS,2010,PL31,2,58.0
2012,NUTS,2010,PL31,2,59.0
2013,NUTS,2010,PL31,2,99.0
2014,NUTS,2010,PL31,2,89.0
2015,NUTS,2010,PL31,2,173.0
2000,NUTS,2010,PL32,2,93.0
2003,NUTS,2010,PL32,2,137.0
2004,NUTS,2010,PL32,2,125.0
2005,NUTS,2010,PL32,2,139.0
2006,NUTS,2010,PL32,2,111.0
2007,NUTS,2010,PL32,2,100.0
2008,NUTS,2010,PL32,2,161.0
2009,NUTS,2010,PL32,2,170.0
2010,NUTS,2010,PL32,2,457.0
2011,NUTS,2010,PL32,2,406.0
2012,NUTS,2010,PL32,2,444.0
2013,NUTS,2010,PL32,2,553.0
2014,NUTS,2010,PL32,2,586.0
2015,NUTS,2010,PL32,2,619.0
2005,NUTS,2010,PL33,2,13.0
2006,NUTS,2010,PL33,2,17.0
2007,NUTS,2010,PL33,2,24.0
2008,NUTS,2010,PL33,2,26.0
2009,NUTS,2010,PL33,2,37.0
2010,NUTS,2010,PL33,2,44.0
2011,NUTS,2010,PL33,2,41.0
2012,NUTS,2010,PL33,2,50.0
2013,NUTS,2010,PL33,2,51.0
2015,NUTS,2010,PL33,2,59.0
2005,NUTS,2010,PL34,2,8.0
2006,NUTS,2010,PL34,2,5.0
2007,NUTS,2010,PL34,2,15.0
2008,NUTS,2010,PL34,2,25.0
2009,NUTS,2010,PL34,2,3.0
2011,NUTS,2010,PL34,2,7.0
2012,NUTS,2010,PL34,2,22.0
2013,NUTS,2010,PL34,2,32.0
2015,NUTS,2010,PL34,2,43.0
2000,NUTS,2010,PL4,1,211.0
2003,NUTS,2010,PL4,1,138.0
2004,NUTS,2010,PL4,1,166.0
2005,NUTS,2010,PL4,1,147.0
2006,NUTS,2010,PL4,1,112.0
2007,NUTS,2010,PL4,1,196.0
2008,NUTS,2010,PL4,1,184.0
2009,NUTS,2010,PL4,1,156.0
2010,NUTS,2010,PL4,1,182.0
2011,NUTS,2010,PL4,1,178.0
2012,NUTS,2010,PL4,1,283.0
2013,NUTS,2010,PL4,1,318.0
2014,NUTS,2010,PL4,1,362.0
2015,NUTS,2010,PL4,1,487.0
2016,NUTS,2010,PL4,1,746.0
2017,NUTS,2010,PL4,1,1023.0
2018,NUTS,2010,PL4,1,1169.0
2019,NUTS,2010,PL4,1,1224.0
2000,NUTS,2010,PL41,2,197.0
2003,NUTS,2010,PL41,2,128.0
2004,NUTS,2010,PL41,2,148.0
2005,NUTS,2010,PL41,2,125.0
2006,NUTS,2010,PL41,2,105.0
2007,NUTS,2010,PL41,2,179.0
2008,NUTS,2010,PL41,2,172.0
2009,NUTS,2010,PL41,2,142.0
2010,NUTS,2010,PL41,2,161.0
2011,NUTS,2010,PL41,2,153.0
2012,NUTS,2010,PL41,2,246.0
2013,NUTS,2010,PL41,2,273.0
2014,NUTS,2010,PL41,2,296.0
2015,NUTS,2010,PL41,2,397.0
2016,NUTS,2010,PL41,2,631.0
2017,NUTS,2010,PL41,2,767.0
2018,NUTS,2010,PL41,2,869.0
2019,NUTS,2010,PL41,2,930.0
2005,NUTS,2010,PL42,2,7.0
2006,NUTS,2010,PL42,2,1.0
2007,NUTS,2010,PL42,2,2.0
2008,NUTS,2010,PL42,2,6.0
2009,NUTS,2010,PL42,2,5.0
2010,NUTS,2010,PL42,2,12.0
2011,NUTS,2010,PL42,2,9.0
2013,NUTS,2010,PL42,2,26.0
2016,NUTS,2010,PL42,2,72.0
2017,NUTS,2010,PL42,2,162.0
2018,NUTS,2010,PL42,2,170.0
2019,NUTS,2010,PL42,2,148.0
2005,NUTS,2010,PL43,2,15.0
2006,NUTS,2010,PL43,2,6.0
2007,NUTS,2010,PL43,2,15.0
2008,NUTS,2010,PL43,2,6.0
2009,NUTS,2010,PL43,2,9.0
2010,NUTS,2010,PL43,2,9.0
2011,NUTS,2010,PL43,2,16.0
2013,NUTS,2010,PL43,2,19.0
2016,NUTS,2010,PL43,2,43.0
2017,NUTS,2010,PL43,2,94.0
2018,NUTS,2010,PL43,2,130.0
2019,NUTS,2010,PL43,2,146.0
2000,NUTS,2010,PL5,1,200.0
2003,NUTS,2010,PL5,1,126.0
2004,NUTS,2010,PL5,1,172.0
2005,NUTS,2010,PL5,1,173.0
2006,NUTS,2010,PL5,1,187.0
2007,NUTS,2010,PL5,1,216.0
2008,NUTS,2010,PL5,1,249.0
2009,NUTS,2010,PL5,1,216.0
2010,NUTS,2010,PL5,1,214.0
2011,NUTS,2010,PL5,1,246.0
2012,NUTS,2010,PL5,1,308.0
2013,NUTS,2010,PL5,1,376.0
2014,NUTS,2010,PL5,1,550.0
2015,NUTS,2010,PL5,1,640.0
2016,NUTS,2010,PL5,1,949.0
2017,NUTS,2010,PL5,1,1448.0
2018,NUTS,2010,PL5,1,1482.0
2019,NUTS,2010,PL5,1,1689.0
2003,NUTS,2010,PL51,2,99.0
2004,NUTS,2010,PL51,2,143.0
2005,NUTS,2010,PL51,2,137.0
2006,NUTS,2010,PL51,2,160.0
2007,NUTS,2010,PL51,2,205.0
2008,NUTS,2010,PL51,2,223.0
2009,NUTS,2010,PL51,2,205.0
2010,NUTS,2010,PL51,2,186.0
2011,NUTS,2010,PL51,2,216.0
2012,NUTS,2010,PL51,2,282.0
2013,NUTS,2010,PL51,2,343.0
2014,NUTS,2010,PL51,2,512.0
2015,NUTS,2010,PL51,2,573.0
2016,NUTS,2010,PL51,2,776.0
2017,NUTS,2010,PL51,2,1218.0
2019,NUTS,2010,PL51,2,1515.0
2003,NUTS,2010,PL52,2,27.0
2004,NUTS,2010,PL52,2,29.0
2005,NUTS,2010,PL52,2,36.0
2006,NUTS,2010,PL52,2,27.0
2007,NUTS,2010,PL52,2,11.0
2008,NUTS,2010,PL52,2,26.0
2009,NUTS,2010,PL52,2,11.0
2010,NUTS,2010,PL52,2,28.0
2011,NUTS,2010,PL52,2,30.0
2012,NUTS,2010,PL52,2,26.0
2013,NUTS,2010,PL52,2,33.0
2014,NUTS,2010,PL52,2,38.0
2015,NUTS,2010,PL52,2,67.0
2016,NUTS,2010,PL52,2,173.0
2017,NUTS,2010,PL52,2,230.0
2019,NUTS,2010,PL52,2,174.0
2000,NUTS,2010,PL6,1,193.0
2003,NUTS,2010,PL6,1,214.0
2004,NUTS,2010,PL6,1,236.0
2005,NUTS,2010,PL6,1,297.0
2006,NUTS,2010,PL6,1,300.0
2007,NUTS,2010,PL6,1,247.0
2008,NUTS,2010,PL6,1,208.0
2009,NUTS,2010,PL6,1,213.0
2011,NUTS,2010,PL6,1,333.0
2012,NUTS,2010,PL6,1,393.0
2013,NUTS,2010,PL6,1,465.0
2014,NUTS,2010,PL6,1,514.0
2015,NUTS,2010,PL6,1,595.0
2016,NUTS,2010,PL6,1,1046.0
2017,NUTS,2010,PL6,1,1609.0
2018,NUTS,2010,PL6,1,1524.0
2019,NUTS,2010,PL6,1,2058.0
2003,NUTS,2010,PL61,2,83.0
2004,NUTS,2010,PL61,2,99.0
2005,NUTS,2010,PL61,2,89.0
2006,NUTS,2010,PL61,2,104.0
2007,NUTS,2010,PL61,2,61.0
2008,NUTS,2010,PL61,2,33.0
2009,NUTS,2010,PL61,2,36.0
2010,NUTS,2010,PL61,2,35.0
2011,NUTS,2010,PL61,2,38.0
2012,NUTS,2010,PL61,2,64.0
2013,NUTS,2010,PL61,2,61.0
2014,NUTS,2010,PL61,2,68.0
2015,NUTS,2010,PL61,2,103.0
2016,NUTS,2010,PL61,2,176.0
2017,NUTS,2010,PL61,2,597.0
2018,NUTS,2010,PL61,2,282.0
2019,NUTS,2010,PL61,2,377.0
2003,NUTS,2010,PL62,2,128.0
2004,NUTS,2010,PL62,2,132.0
2005,NUTS,2010,PL62,2,6.0
2006,NUTS,2010,PL62,2,0.0
2007,NUTS,2010,PL62,2,4.0
2008,NUTS,2010,PL62,2,2.0
2009,NUTS,2010,PL62,2,13.0
2011,NUTS,2010,PL62,2,6.0
2012,NUTS,2010,PL62,2,9.0
2013,NUTS,2010,PL62,2,16.0
2014,NUTS,2010,PL62,2,22.0
2015,NUTS,2010,PL62,2,37.0
2016,NUTS,2010,PL62,2,100.0
2017,NUTS,2010,PL62,2,116.0
2018,NUTS,2010,PL62,2,95.0
2019,NUTS,2010,PL62,2,183.0
2000,NUTS,2010,PL63,2,128.0
2003,NUTS,2010,PL63,2,3.0
2004,NUTS,2010,PL63,2,5.0
2005,NUTS,2010,PL63,2,202.0
2006,NUTS,2010,PL63,2,196.0
2007,NUTS,2010,PL63,2,182.0
2008,NUTS,2010,PL63,2,173.0
2009,NUTS,2010,PL63,2,164.0
2010,NUTS,2010,PL63,2,183.0
2011,NUTS,2010,PL63,2,289.0
