year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_gov_rse_hc_t
2013,NUTS,2010,UKH2,2,27.0
2014,NUTS,2010,UKH2,2,30.0
2015,NUTS,2010,UKH2,2,29.0
2016,NUTS,2010,UKH2,2,79.0
2017,NUTS,2010,UKH2,2,79.0
2018,NUTS,2010,UKH2,2,40.0
2011,NUTS,2010,UKH3,2,0.0
2012,NUTS,2010,UKH3,2,0.0
2013,NUTS,2010,UKH3,2,0.0
2014,NUTS,2010,UKH3,2,0.0
2015,NUTS,2010,UKH3,2,0.0
2016,NUTS,2010,UKH3,2,0.0
2017,NUTS,2010,UKH3,2,0.0
2018,NUTS,2010,UKH3,2,0.0
2011,NUTS,2010,UKI,1,1165.0
2012,NUTS,2010,UKI,1,1305.0
2013,NUTS,2010,UKI,1,1280.0
2014,NUTS,2010,UKI,1,1333.0
2015,NUTS,2010,UKI,1,1059.0
2016,NUTS,2010,UKI,1,1033.0
2017,NUTS,2010,UKI,1,1021.0
2018,NUTS,2010,UKI,1,1227.0
2011,NUTS,2010,UKI3,2,800.0
2012,NUTS,2010,UKI3,2,920.0
2013,NUTS,2010,UKI3,2,886.0
2014,NUTS,2010,UKI3,2,915.0
2015,NUTS,2010,UKI3,2,942.0
2016,NUTS,2010,UKI3,2,948.0
2017,NUTS,2010,UKI3,2,937.0
2018,NUTS,2010,UKI3,2,893.0
2011,NUTS,2010,UKI4,2,32.0
2012,NUTS,2010,UKI4,2,37.0
2013,NUTS,2010,UKI4,2,36.0
2014,NUTS,2010,UKI4,2,37.0
2015,NUTS,2010,UKI4,2,38.0
2016,NUTS,2010,UKI4,2,25.0
2017,NUTS,2010,UKI4,2,27.0
2018,NUTS,2010,UKI4,2,233.0
2011,NUTS,2010,UKI5,2,2.0
2012,NUTS,2010,UKI5,2,3.0
2013,NUTS,2010,UKI5,2,3.0
2014,NUTS,2010,UKI5,2,3.0
2015,NUTS,2010,UKI5,2,1.0
2016,NUTS,2010,UKI5,2,0.0
2017,NUTS,2010,UKI5,2,0.0
2018,NUTS,2010,UKI5,2,0.0
2011,NUTS,2010,UKI6,2,55.0
2012,NUTS,2010,UKI6,2,58.0
2013,NUTS,2010,UKI6,2,59.0
2014,NUTS,2010,UKI6,2,63.0
2015,NUTS,2010,UKI6,2,13.0
2016,NUTS,2010,UKI6,2,16.0
2017,NUTS,2010,UKI6,2,14.0
2018,NUTS,2010,UKI6,2,58.0
2011,NUTS,2010,UKI7,2,275.0
2012,NUTS,2010,UKI7,2,287.0
2013,NUTS,2010,UKI7,2,296.0
2014,NUTS,2010,UKI7,2,315.0
2015,NUTS,2010,UKI7,2,65.0
2016,NUTS,2010,UKI7,2,44.0
2017,NUTS,2010,UKI7,2,44.0
2018,NUTS,2010,UKI7,2,43.0
2011,NUTS,2010,UKJ,1,3065.0
2012,NUTS,2010,UKJ,1,3197.0
2013,NUTS,2010,UKJ,1,3239.0
2014,NUTS,2010,UKJ,1,3091.0
2015,NUTS,2010,UKJ,1,3180.0
2016,NUTS,2010,UKJ,1,2992.0
2017,NUTS,2010,UKJ,1,3096.0
2018,NUTS,2010,UKJ,1,3050.0
2011,NUTS,2010,UKJ1,2,1296.0
2012,NUTS,2010,UKJ1,2,1239.0
2013,NUTS,2010,UKJ1,2,1283.0
2014,NUTS,2010,UKJ1,2,1362.0
2015,NUTS,2010,UKJ1,2,1501.0
2016,NUTS,2010,UKJ1,2,1461.0
2017,NUTS,2010,UKJ1,2,1598.0
2018,NUTS,2010,UKJ1,2,1600.0
2011,NUTS,2010,UKJ2,2,439.0
2012,NUTS,2010,UKJ2,2,535.0
2013,NUTS,2010,UKJ2,2,557.0
2014,NUTS,2010,UKJ2,2,270.0
2015,NUTS,2010,UKJ2,2,290.0
2016,NUTS,2010,UKJ2,2,298.0
2017,NUTS,2010,UKJ2,2,286.0
2018,NUTS,2010,UKJ2,2,256.0
2011,NUTS,2010,UKJ3,2,856.0
2012,NUTS,2010,UKJ3,2,966.0
2013,NUTS,2010,UKJ3,2,1020.0
2014,NUTS,2010,UKJ3,2,1082.0
2015,NUTS,2010,UKJ3,2,1047.0
2016,NUTS,2010,UKJ3,2,923.0
2017,NUTS,2010,UKJ3,2,914.0
2018,NUTS,2010,UKJ3,2,946.0
2011,NUTS,2010,UKJ4,2,474.0
2012,NUTS,2010,UKJ4,2,458.0
2013,NUTS,2010,UKJ4,2,379.0
2014,NUTS,2010,UKJ4,2,378.0
2015,NUTS,2010,UKJ4,2,342.0
2016,NUTS,2010,UKJ4,2,310.0
2017,NUTS,2010,UKJ4,2,299.0
2018,NUTS,2010,UKJ4,2,248.0
2011,NUTS,2010,UKK,1,1511.0
2012,NUTS,2010,UKK,1,1393.0
2013,NUTS,2010,UKK,1,1371.0
2014,NUTS,2010,UKK,1,1409.0
2015,NUTS,2010,UKK,1,1298.0
2016,NUTS,2010,UKK,1,1389.0
2017,NUTS,2010,UKK,1,1464.0
2018,NUTS,2010,UKK,1,1337.0
2011,NUTS,2010,UKK1,2,1264.0
2012,NUTS,2010,UKK1,2,1346.0
2013,NUTS,2010,UKK1,2,1348.0
2014,NUTS,2010,UKK1,2,1387.0
2015,NUTS,2010,UKK1,2,1279.0
2016,NUTS,2010,UKK1,2,1372.0
2017,NUTS,2010,UKK1,2,1450.0
2018,NUTS,2010,UKK1,2,1323.0
2011,NUTS,2010,UKK2,2,17.0
2012,NUTS,2010,UKK2,2,18.0
2013,NUTS,2010,UKK2,2,19.0
2014,NUTS,2010,UKK2,2,18.0
2015,NUTS,2010,UKK2,2,16.0
2016,NUTS,2010,UKK2,2,14.0
2017,NUTS,2010,UKK2,2,11.0
2018,NUTS,2010,UKK2,2,11.0
2011,NUTS,2010,UKK3,2,1.0
2012,NUTS,2010,UKK3,2,0.0
2013,NUTS,2010,UKK3,2,0.0
2014,NUTS,2010,UKK3,2,0.0
2015,NUTS,2010,UKK3,2,0.0
2016,NUTS,2010,UKK3,2,1.0
2017,NUTS,2010,UKK3,2,1.0
2018,NUTS,2010,UKK3,2,1.0
2011,NUTS,2010,UKK4,2,230.0
2012,NUTS,2010,UKK4,2,29.0
2013,NUTS,2010,UKK4,2,4.0
2014,NUTS,2010,UKK4,2,4.0
2015,NUTS,2010,UKK4,2,3.0
2016,NUTS,2010,UKK4,2,2.0
2017,NUTS,2010,UKK4,2,3.0
2018,NUTS,2010,UKK4,2,3.0
2011,NUTS,2010,UKL,1,119.0
2012,NUTS,2010,UKL,1,123.0
2013,NUTS,2010,UKL,1,127.0
2014,NUTS,2010,UKL,1,132.0
2015,NUTS,2010,UKL,1,66.0
2016,NUTS,2010,UKL,1,68.0
2017,NUTS,2010,UKL,1,73.0
2018,NUTS,2010,UKL,1,107.0
2011,NUTS,2010,UKL1,2,27.0
2012,NUTS,2010,UKL1,2,36.0
2013,NUTS,2010,UKL1,2,38.0
2014,NUTS,2010,UKL1,2,44.0
2015,NUTS,2010,UKL1,2,33.0
2016,NUTS,2010,UKL1,2,40.0
2017,NUTS,2010,UKL1,2,33.0
2018,NUTS,2010,UKL1,2,34.0
2011,NUTS,2010,UKL2,2,92.0
2012,NUTS,2010,UKL2,2,87.0
2013,NUTS,2010,UKL2,2,89.0
2014,NUTS,2010,UKL2,2,88.0
2015,NUTS,2010,UKL2,2,33.0
2016,NUTS,2010,UKL2,2,29.0
2017,NUTS,2010,UKL2,2,40.0
2018,NUTS,2010,UKL2,2,73.0
2011,NUTS,2010,UKM,1,1041.0
2012,NUTS,2010,UKM,1,940.0
2013,NUTS,2010,UKM,1,854.0
2014,NUTS,2010,UKM,1,1009.0
2015,NUTS,2010,UKM,1,1030.0
2016,NUTS,2010,UKM,1,1037.0
2017,NUTS,2010,UKM,1,1099.0
2018,NUTS,2010,UKM,1,896.0
2012,NUTS,2010,UKM2,2,447.0
2013,NUTS,2010,UKM2,2,481.0
2014,NUTS,2010,UKM2,2,490.0
2015,NUTS,2010,UKM2,2,501.0
2016,NUTS,2010,UKM2,2,509.0
2017,NUTS,2010,UKM2,2,462.0
2012,NUTS,2010,UKM3,2,106.0
2013,NUTS,2010,UKM3,2,55.0
2014,NUTS,2010,UKM3,2,57.0
2015,NUTS,2010,UKM3,2,59.0
2016,NUTS,2010,UKM3,2,62.0
2017,NUTS,2010,UKM3,2,557.0
2012,NUTS,2010,UKM5,2,380.0
2013,NUTS,2010,UKM5,2,307.0
2014,NUTS,2010,UKM5,2,451.0
2015,NUTS,2010,UKM5,2,458.0
2016,NUTS,2010,UKM5,2,454.0
2017,NUTS,2010,UKM5,2,63.0
2018,NUTS,2010,UKM5,2,284.0
2012,NUTS,2010,UKM6,2,7.0
2013,NUTS,2010,UKM6,2,11.0
2014,NUTS,2010,UKM6,2,11.0
2015,NUTS,2010,UKM6,2,13.0
2016,NUTS,2010,UKM6,2,12.0
2017,NUTS,2010,UKM6,2,17.0
2018,NUTS,2010,UKM6,2,33.0
2014,NUTS,2010,UKM7,2,490.0
2015,NUTS,2010,UKM7,2,501.0
2016,NUTS,2010,UKM7,2,509.0
2017,NUTS,2010,UKM7,2,462.0
2018,NUTS,2010,UKM7,2,501.0
2014,NUTS,2010,UKM8,2,28.0
2015,NUTS,2010,UKM8,2,30.0
2016,NUTS,2010,UKM8,2,31.0
2017,NUTS,2010,UKM8,2,279.0
2018,NUTS,2010,UKM8,2,40.0
2014,NUTS,2010,UKM9,2,28.0
2015,NUTS,2010,UKM9,2,29.0
2016,NUTS,2010,UKM9,2,31.0
2017,NUTS,2010,UKM9,2,277.0
2018,NUTS,2010,UKM9,2,39.0
2011,NUTS,2010,UKN,1,78.0
2012,NUTS,2010,UKN,1,83.0
2013,NUTS,2010,UKN,1,88.0
2014,NUTS,2010,UKN,1,71.0
2015,NUTS,2010,UKN,1,56.0
2016,NUTS,2010,UKN,1,74.0
2017,NUTS,2010,UKN,1,74.0
2018,NUTS,2010,UKN,1,76.0
2011,NUTS,2010,UKN0,2,78.0
2012,NUTS,2010,UKN0,2,83.0
2013,NUTS,2010,UKN0,2,88.0
2014,NUTS,2010,UKN0,2,71.0
2015,NUTS,2010,UKN0,2,56.0
2016,NUTS,2010,UKN0,2,74.0
2017,NUTS,2010,UKN0,2,74.0
2018,NUTS,2010,UKN0,2,76.0
