year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_mio_eur_gov
2003,NUTS,2010,CY00,2,15.586
2004,NUTS,2010,CY00,2,16.895
2005,NUTS,2010,CY00,2,17.564
2006,NUTS,2010,CY00,2,17.866
2007,NUTS,2010,CY00,2,16.993
2008,NUTS,2010,CY00,2,16.809
2009,NUTS,2010,CY00,2,16.942
2010,NUTS,2010,CY00,2,16.891
2011,NUTS,2010,CY00,2,14.731
2012,NUTS,2010,CY00,2,13.696
2013,NUTS,2010,CY00,2,12.318
2014,NUTS,2010,CY00,2,12.351
2015,NUTS,2010,CY00,2,11.075
2016,NUTS,2010,CY00,2,10.469
2017,NUTS,2010,CY00,2,11.013
2018,NUTS,2010,CY00,2,11.144
2019,NUTS,2010,CY00,2,12.199
2020,NUTS,2010,CY00,2,12.2
1993,NUTS,2010,CZ,0,85.077
1994,NUTS,2010,CZ,0,108.46
1995,NUTS,2010,CZ,0,106.586
1996,NUTS,2010,CZ,0,146.937
1997,NUTS,2010,CZ,0,144.381
1998,NUTS,2010,CZ,0,163.05
1999,NUTS,2010,CZ,0,155.531
2000,NUTS,2010,CZ,0,188.404
2001,NUTS,2010,CZ,0,197.088
2002,NUTS,2010,CZ,0,220.325
2003,NUTS,2010,CZ,0,236.29
2004,NUTS,2010,CZ,0,246.728
2005,NUTS,2010,CZ,0,291.653
2006,NUTS,2010,CZ,0,338.339
2007,NUTS,2010,CZ,0,420.281
2008,NUTS,2010,CZ,0,469.146
2009,NUTS,2010,CZ,0,465.376
2010,NUTS,2010,CZ,0,453.611
2011,NUTS,2010,CZ,0,504.383
2012,NUTS,2010,CZ,0,529.731
2013,NUTS,2010,CZ,0,548.79
2014,NUTS,2010,CZ,0,562.773
2015,NUTS,2010,CZ,0,663.171
2016,NUTS,2010,CZ,0,538.192
2017,NUTS,2010,CZ,0,591.898
2018,NUTS,2010,CZ,0,655.06
2019,NUTS,2010,CZ,0,707.854
2020,NUTS,2010,CZ,0,734.701
1993,NUTS,2010,CZ0,1,85.077
1994,NUTS,2010,CZ0,1,108.46
1995,NUTS,2010,CZ0,1,106.586
1996,NUTS,2010,CZ0,1,146.937
1997,NUTS,2010,CZ0,1,144.381
1998,NUTS,2010,CZ0,1,163.05
1999,NUTS,2010,CZ0,1,155.531
2000,NUTS,2010,CZ0,1,188.404
2001,NUTS,2010,CZ0,1,197.088
2002,NUTS,2010,CZ0,1,220.325
2003,NUTS,2010,CZ0,1,236.29
2004,NUTS,2010,CZ0,1,246.728
2005,NUTS,2010,CZ0,1,291.653
2006,NUTS,2010,CZ0,1,338.339
2007,NUTS,2010,CZ0,1,420.281
2008,NUTS,2010,CZ0,1,469.146
2009,NUTS,2010,CZ0,1,465.376
2010,NUTS,2010,CZ0,1,453.611
2011,NUTS,2010,CZ0,1,504.383
2012,NUTS,2010,CZ0,1,529.731
2013,NUTS,2010,CZ0,1,548.79
2014,NUTS,2010,CZ0,1,562.773
2015,NUTS,2010,CZ0,1,663.171
2016,NUTS,2010,CZ0,1,538.192
2017,NUTS,2010,CZ0,1,591.898
2018,NUTS,2010,CZ0,1,655.06
2019,NUTS,2010,CZ0,1,707.854
2020,NUTS,2010,CZ0,1,734.701
2001,NUTS,2010,CZ01,2,130.51
2002,NUTS,2010,CZ01,2,145.076
2003,NUTS,2010,CZ01,2,160.373
2004,NUTS,2010,CZ01,2,160.845
2005,NUTS,2010,CZ01,2,201.231
2006,NUTS,2010,CZ01,2,239.255
2007,NUTS,2010,CZ01,2,320.276
2008,NUTS,2010,CZ01,2,349.884
2009,NUTS,2010,CZ01,2,339.925
2010,NUTS,2010,CZ01,2,351.121
2011,NUTS,2010,CZ01,2,393.761
2012,NUTS,2010,CZ01,2,402.044
2013,NUTS,2010,CZ01,2,417.003
2014,NUTS,2010,CZ01,2,453.917
2015,NUTS,2010,CZ01,2,524.137
2016,NUTS,2010,CZ01,2,358.56
2017,NUTS,2010,CZ01,2,373.453
2018,NUTS,2010,CZ01,2,411.45
2019,NUTS,2010,CZ01,2,451.045
2020,NUTS,2010,CZ01,2,488.293
2001,NUTS,2010,CZ02,2,16.444
2002,NUTS,2010,CZ02,2,22.343
2003,NUTS,2010,CZ02,2,25.363
2004,NUTS,2010,CZ02,2,32.691
2005,NUTS,2010,CZ02,2,37.602
2006,NUTS,2010,CZ02,2,37.714
2007,NUTS,2010,CZ02,2,35.427
2008,NUTS,2010,CZ02,2,42.519
2009,NUTS,2010,CZ02,2,43.122
2010,NUTS,2010,CZ02,2,41.37
2011,NUTS,2010,CZ02,2,42.963
2012,NUTS,2010,CZ02,2,38.409
2013,NUTS,2010,CZ02,2,37.895
2014,NUTS,2010,CZ02,2,40.623
2015,NUTS,2010,CZ02,2,45.495
2016,NUTS,2010,CZ02,2,85.835
2017,NUTS,2010,CZ02,2,109.596
2018,NUTS,2010,CZ02,2,123.611
2019,NUTS,2010,CZ02,2,122.335
2020,NUTS,2010,CZ02,2,118.444
2001,NUTS,2010,CZ03,2,8.122
2002,NUTS,2010,CZ03,2,9.074
2003,NUTS,2010,CZ03,2,10.228
2004,NUTS,2010,CZ03,2,11.066
2005,NUTS,2010,CZ03,2,15.49
2006,NUTS,2010,CZ03,2,18.148
2007,NUTS,2010,CZ03,2,20.201
2008,NUTS,2010,CZ03,2,24.88
2009,NUTS,2010,CZ03,2,24.984
2010,NUTS,2010,CZ03,2,27.604
2011,NUTS,2010,CZ03,2,21.635
2012,NUTS,2010,CZ03,2,20.119
2013,NUTS,2010,CZ03,2,19.474
2014,NUTS,2010,CZ03,2,18.536
2015,NUTS,2010,CZ03,2,22.05
2016,NUTS,2010,CZ03,2,20.253
2017,NUTS,2010,CZ03,2,26.599
2018,NUTS,2010,CZ03,2,28.878
2019,NUTS,2010,CZ03,2,31.424
2020,NUTS,2010,CZ03,2,28.669
2001,NUTS,2010,CZ04,2,2.916
2002,NUTS,2010,CZ04,2,0.41
2003,NUTS,2010,CZ04,2,1.011
2004,NUTS,2010,CZ04,2,1.039
2005,NUTS,2010,CZ04,2,0.483
2006,NUTS,2010,CZ04,2,0.744
2007,NUTS,2010,CZ04,2,0.923
2008,NUTS,2010,CZ04,2,1.32
2009,NUTS,2010,CZ04,2,1.331
2010,NUTS,2010,CZ04,2,0.561
2011,NUTS,2010,CZ04,2,0.703
2012,NUTS,2010,CZ04,2,0.842
2013,NUTS,2010,CZ04,2,1.133
2014,NUTS,2010,CZ04,2,1.014
2015,NUTS,2010,CZ04,2,1.04
2016,NUTS,2010,CZ04,2,0.954
2017,NUTS,2010,CZ04,2,1.423
2018,NUTS,2010,CZ04,2,1.643
2019,NUTS,2010,CZ04,2,1.667
2020,NUTS,2010,CZ04,2,1.699
2001,NUTS,2010,CZ05,2,2.332
2002,NUTS,2010,CZ05,2,1.752
2003,NUTS,2010,CZ05,2,2.536
2004,NUTS,2010,CZ05,2,8.798
2005,NUTS,2010,CZ05,2,1.996
2006,NUTS,2010,CZ05,2,2.45
2007,NUTS,2010,CZ05,2,2.407
2008,NUTS,2010,CZ05,2,1.96
2009,NUTS,2010,CZ05,2,2.582
2010,NUTS,2010,CZ05,2,2.934
2011,NUTS,2010,CZ05,2,4.93
2012,NUTS,2010,CZ05,2,8.91
2013,NUTS,2010,CZ05,2,5.137
2014,NUTS,2010,CZ05,2,4.967
2015,NUTS,2010,CZ05,2,5.466
2016,NUTS,2010,CZ05,2,5.267
2017,NUTS,2010,CZ05,2,5.016
2018,NUTS,2010,CZ05,2,5.571
2019,NUTS,2010,CZ05,2,7.57
2020,NUTS,2010,CZ05,2,6.845
2001,NUTS,2010,CZ06,2,31.029
2002,NUTS,2010,CZ06,2,31.019
2003,NUTS,2010,CZ06,2,30.77
2004,NUTS,2010,CZ06,2,29.883
2005,NUTS,2010,CZ06,2,31.183
2006,NUTS,2010,CZ06,2,36.031
2007,NUTS,2010,CZ06,2,36.221
2008,NUTS,2010,CZ06,2,41.545
2009,NUTS,2010,CZ06,2,46.421
2010,NUTS,2010,CZ06,2,47.093
2011,NUTS,2010,CZ06,2,55.942
2012,NUTS,2010,CZ06,2,75.535
2013,NUTS,2010,CZ06,2,84.238
2014,NUTS,2010,CZ06,2,62.904
2015,NUTS,2010,CZ06,2,59.847
2016,NUTS,2010,CZ06,2,62.392
2017,NUTS,2010,CZ06,2,68.497
2018,NUTS,2010,CZ06,2,76.104
2019,NUTS,2010,CZ06,2,85.917
2020,NUTS,2010,CZ06,2,82.841
2001,NUTS,2010,CZ07,2,4.054
2002,NUTS,2010,CZ07,2,9.024
2003,NUTS,2010,CZ07,2,3.974
2004,NUTS,2010,CZ07,2,0.363
2005,NUTS,2010,CZ07,2,1.07
2006,NUTS,2010,CZ07,2,1.33
2007,NUTS,2010,CZ07,2,1.928
2008,NUTS,2010,CZ07,2,2.482
2009,NUTS,2010,CZ07,2,3.031
2010,NUTS,2010,CZ07,2,1.201
2011,NUTS,2010,CZ07,2,1.198
2012,NUTS,2010,CZ07,2,1.075
2013,NUTS,2010,CZ07,2,4.224
2014,NUTS,2010,CZ07,2,1.098
2015,NUTS,2010,CZ07,2,1.128
2016,NUTS,2010,CZ07,2,1.761
2017,NUTS,2010,CZ07,2,3.378
2018,NUTS,2010,CZ07,2,3.895
2019,NUTS,2010,CZ07,2,3.825
2020,NUTS,2010,CZ07,2,4.113
2001,NUTS,2010,CZ08,2,1.681
2002,NUTS,2010,CZ08,2,1.627
2003,NUTS,2010,CZ08,2,2.035
2004,NUTS,2010,CZ08,2,2.043
2005,NUTS,2010,CZ08,2,2.598
2006,NUTS,2010,CZ08,2,2.668
2007,NUTS,2010,CZ08,2,2.899
2008,NUTS,2010,CZ08,2,4.557
2009,NUTS,2010,CZ08,2,3.981
2010,NUTS,2010,CZ08,2,3.519
2011,NUTS,2010,CZ08,2,6.387
2012,NUTS,2010,CZ08,2,5.151
2013,NUTS,2010,CZ08,2,3.47
2014,NUTS,2010,CZ08,2,3.278
2015,NUTS,2010,CZ08,2,4.007
2016,NUTS,2010,CZ08,2,3.17
2017,NUTS,2010,CZ08,2,3.937
2018,NUTS,2010,CZ08,2,3.908
2019,NUTS,2010,CZ08,2,4.072
2020,NUTS,2010,CZ08,2,3.798
2015,NUTS,2010,CZZ,1,0.0
2016,NUTS,2010,CZZ,1,0.0
2017,NUTS,2010,CZZ,1,0.0
2018,NUTS,2010,CZZ,1,0.0
2019,NUTS,2010,CZZ,1,0.0
2020,NUTS,2010,CZZ,1,0.0
2015,NUTS,2010,CZZZ,2,0.0
2016,NUTS,2010,CZZZ,2,0.0
2017,NUTS,2010,CZZZ,2,0.0
2018,NUTS,2010,CZZZ,2,0.0
2019,NUTS,2010,CZZZ,2,0.0
2020,NUTS,2010,CZZZ,2,0.0
1981,NUTS,2010,DE,0,2030.211
1982,NUTS,2010,DE,0,2230.257
1983,NUTS,2010,DE,0,2494.668
1984,NUTS,2010,DE,0,2635.03
1985,NUTS,2010,DE,0,2870.922
1986,NUTS,2010,DE,0,3237.465
1987,NUTS,2010,DE,0,3518.269
1988,NUTS,2010,DE,0,3686.451
1989,NUTS,2010,DE,0,3991.412
1990,NUTS,2010,DE,0,4178.736
1991,NUTS,2010,DE,0,5204.578
1992,NUTS,2010,DE,0,5324.269
1993,NUTS,2010,DE,0,5933.33
1994,NUTS,2010,DE,0,6028.781
1995,NUTS,2010,DE,0,6540.532
1996,NUTS,2010,DE,0,6458.21
1997,NUTS,2010,DE,0,6244.843
1998,NUTS,2010,DE,0,6502.672
1999,NUTS,2010,DE,0,6631.56
2000,NUTS,2010,DE,0,6872.9
2001,NUTS,2010,DE,0,7145.9
2002,NUTS,2010,DE,0,7333.389
2003,NUTS,2010,DE,0,7307.4
2004,NUTS,2010,DE,0,7514.4
2005,NUTS,2010,DE,0,7866.9
2006,NUTS,2010,DE,0,8156.08
2007,NUTS,2010,DE,0,8540.2
2008,NUTS,2010,DE,0,9346.38
2009,NUTS,2010,DE,0,9931.73
2010,NUTS,2010,DE,0,10353.729
2011,NUTS,2010,DE,0,10974.3
2012,NUTS,2010,DE,0,11340.547
2013,NUTS,2010,DE,0,11861.635
2014,NUTS,2010,DE,0,12319.97
2015,NUTS,2010,DE,0,12485.607
2016,NUTS,2010,DE,0,12720.861
2017,NUTS,2010,DE,0,13484.009
2018,NUTS,2010,DE,0,14168.026
2019,NUTS,2010,DE,0,15022.2
2020,NUTS,2010,DE,0,15589.0
1991,NUTS,2010,DE1,1,996.691
1993,NUTS,2010,DE1,1,1167.033
1994,NUTS,2010,DE1,1,1209.644
1995,NUTS,2010,DE1,1,1228.059
1996,NUTS,2010,DE1,1,1192.994
1997,NUTS,2010,DE1,1,1176.752
1998,NUTS,2010,DE1,1,1189.362
1999,NUTS,2010,DE1,1,1182.0
2000,NUTS,2010,DE1,1,1231.0
2003,NUTS,2010,DE1,1,1217.119
2004,NUTS,2010,DE1,1,1300.97
2005,NUTS,2010,DE1,1,1349.99
2006,NUTS,2010,DE1,1,1372.18
2007,NUTS,2010,DE1,1,1394.018
2008,NUTS,2010,DE1,1,1523.36
2009,NUTS,2010,DE1,1,1507.798
2010,NUTS,2010,DE1,1,1566.906
2011,NUTS,2010,DE1,1,1633.398
2012,NUTS,2010,DE1,1,1581.591
2013,NUTS,2010,DE1,1,1748.316
2014,NUTS,2010,DE1,1,1922.848
2015,NUTS,2010,DE1,1,1894.036
2016,NUTS,2010,DE1,1,1902.37
2017,NUTS,2010,DE1,1,2019.025
2018,NUTS,2010,DE1,1,2046.795
2019,NUTS,2010,DE1,1,2197.66
1995,NUTS,2010,DE11,2,274.322
1996,NUTS,2010,DE11,2,277.558
1997,NUTS,2010,DE11,2,280.456
1998,NUTS,2010,DE11,2,293.534
1999,NUTS,2010,DE11,2,272.0
2000,NUTS,2010,DE11,2,285.0
2003,NUTS,2010,DE11,2,268.044
2004,NUTS,2010,DE11,2,269.37
2005,NUTS,2010,DE11,2,304.2
2006,NUTS,2010,DE11,2,270.1
2007,NUTS,2010,DE11,2,299.317
2008,NUTS,2010,DE11,2,318.95
2009,NUTS,2010,DE11,2,354.922
2010,NUTS,2010,DE11,2,386.06
2011,NUTS,2010,DE11,2,395.02
2012,NUTS,2010,DE11,2,389.607
2013,NUTS,2010,DE11,2,442.216
2014,NUTS,2010,DE11,2,395.89
2015,NUTS,2010,DE11,2,470.26
2016,NUTS,2010,DE11,2,463.876
2017,NUTS,2010,DE11,2,457.81
2018,NUTS,2010,DE11,2,464.836
2019,NUTS,2010,DE11,2,469.74
1995,NUTS,2010,DE12,2,781.347
1996,NUTS,2010,DE12,2,752.566
1997,NUTS,2010,DE12,2,723.517
1998,NUTS,2010,DE12,2,713.518
1999,NUTS,2010,DE12,2,724.0
2000,NUTS,2010,DE12,2,735.0
2003,NUTS,2010,DE12,2,743.85
2004,NUTS,2010,DE12,2,794.94
2005,NUTS,2010,DE12,2,802.3
2006,NUTS,2010,DE12,2,844.18
2007,NUTS,2010,DE12,2,820.837
2008,NUTS,2010,DE12,2,883.56
2009,NUTS,2010,DE12,2,806.565
2010,NUTS,2010,DE12,2,819.185
2011,NUTS,2010,DE12,2,866.681
2012,NUTS,2010,DE12,2,835.182
2013,NUTS,2010,DE12,2,917.533
2014,NUTS,2010,DE12,2,970.876
2015,NUTS,2010,DE12,2,1020.063
2016,NUTS,2010,DE12,2,1027.739
2017,NUTS,2010,DE12,2,1112.886
2018,NUTS,2010,DE12,2,1099.419
2019,NUTS,2010,DE12,2,1208.15
1995,NUTS,2010,DE13,2,117.954
1996,NUTS,2010,DE13,2,107.354
1997,NUTS,2010,DE13,2,111.051
1998,NUTS,2010,DE13,2,123.917
1999,NUTS,2010,DE13,2,127.0
2000,NUTS,2010,DE13,2,145.0
2003,NUTS,2010,DE13,2,149.121
2004,NUTS,2010,DE13,2,163.06
2005,NUTS,2010,DE13,2,165.8
2006,NUTS,2010,DE13,2,176.44
2007,NUTS,2010,DE13,2,192.581
2008,NUTS,2010,DE13,2,230.97
2009,NUTS,2010,DE13,2,247.45
2010,NUTS,2010,DE13,2,250.288
2011,NUTS,2010,DE13,2,261.028
2012,NUTS,2010,DE13,2,261.622
2013,NUTS,2010,DE13,2,277.435
2014,NUTS,2010,DE13,2,340.938
2015,NUTS,2010,DE13,2,278.136
2016,NUTS,2010,DE13,2,278.055
2017,NUTS,2010,DE13,2,307.684
2018,NUTS,2010,DE13,2,334.607
2019,NUTS,2010,DE13,2,367.79
1995,NUTS,2010,DE14,2,54.969
1996,NUTS,2010,DE14,2,55.516
1997,NUTS,2010,DE14,2,61.718
1998,NUTS,2010,DE14,2,58.403
1999,NUTS,2010,DE14,2,59.0
2000,NUTS,2010,DE14,2,65.0
2003,NUTS,2010,DE14,2,56.104
2004,NUTS,2010,DE14,2,73.61
2005,NUTS,2010,DE14,2,77.695
2006,NUTS,2010,DE14,2,81.4
2007,NUTS,2010,DE14,2,81.284
2008,NUTS,2010,DE14,2,89.889
2009,NUTS,2010,DE14,2,98.86
2010,NUTS,2010,DE14,2,111.373
2011,NUTS,2010,DE14,2,110.669
2012,NUTS,2010,DE14,2,95.18
2013,NUTS,2010,DE14,2,111.133
2014,NUTS,2010,DE14,2,215.144
2015,NUTS,2010,DE14,2,125.577
2016,NUTS,2010,DE14,2,132.699
2017,NUTS,2010,DE14,2,140.646
2018,NUTS,2010,DE14,2,147.933
2019,NUTS,2010,DE14,2,151.98
1991,NUTS,2010,DE2,1,575.804
1993,NUTS,2010,DE2,1,700.935
1994,NUTS,2010,DE2,1,723.293
1995,NUTS,2010,DE2,1,792.025
1996,NUTS,2010,DE2,1,793.414
1997,NUTS,2010,DE2,1,776.683
1998,NUTS,2010,DE2,1,811.522
1999,NUTS,2010,DE2,1,808.0
2000,NUTS,2010,DE2,1,822.0
2003,NUTS,2010,DE2,1,909.522
2004,NUTS,2010,DE2,1,952.14
2005,NUTS,2010,DE2,1,1012.2
2006,NUTS,2010,DE2,1,1038.15
2007,NUTS,2010,DE2,1,1104.719
2008,NUTS,2010,DE2,1,1250.41
2009,NUTS,2010,DE2,1,1214.109
2010,NUTS,2010,DE2,1,1299.5
2011,NUTS,2010,DE2,1,1373.699
2012,NUTS,2010,DE2,1,1605.909
2013,NUTS,2010,DE2,1,1613.968
2014,NUTS,2010,DE2,1,1587.779
2015,NUTS,2010,DE2,1,1714.863
2016,NUTS,2010,DE2,1,1788.995
2017,NUTS,2010,DE2,1,1889.526
2018,NUTS,2010,DE2,1,2008.104
2019,NUTS,2010,DE2,1,2126.48
1995,NUTS,2010,DE21,2,693.288
1996,NUTS,2010,DE21,2,689.194
1997,NUTS,2010,DE21,2,673.437
1998,NUTS,2010,DE21,2,708.939
1999,NUTS,2010,DE21,2,705.0
2000,NUTS,2010,DE21,2,696.0
2003,NUTS,2010,DE21,2,767.085
2004,NUTS,2010,DE21,2,799.27
2005,NUTS,2010,DE21,2,816.3
2006,NUTS,2010,DE21,2,797.8
2007,NUTS,2010,DE21,2,859.528
2008,NUTS,2010,DE21,2,987.73
2009,NUTS,2010,DE21,2,943.841
2010,NUTS,2010,DE21,2,1037.345
2011,NUTS,2010,DE21,2,1055.38
2012,NUTS,2010,DE21,2,1272.936
2013,NUTS,2010,DE21,2,1249.174
2014,NUTS,2010,DE21,2,1225.267
2015,NUTS,2010,DE21,2,1271.611
2016,NUTS,2010,DE21,2,1380.627
2017,NUTS,2010,DE21,2,1437.152
2018,NUTS,2010,DE21,2,1539.851
2019,NUTS,2010,DE21,2,1624.35
2014,NUTS,2010,DE22,2,1.641
2015,NUTS,2010,DE22,2,7.17
2016,NUTS,2010,DE22,2,8.357
2017,NUTS,2010,DE22,2,6.17
2018,NUTS,2010,DE22,2,7.657
2019,NUTS,2010,DE22,2,9.08
2014,NUTS,2010,DE23,2,19.477
2015,NUTS,2010,DE23,2,22.465
2016,NUTS,2010,DE23,2,22.394
2017,NUTS,2010,DE23,2,26.251
2018,NUTS,2010,DE23,2,29.261
2019,NUTS,2010,DE23,2,34.31
1995,NUTS,2010,DE24,2,10.679
1996,NUTS,2010,DE24,2,11.523
1997,NUTS,2010,DE24,2,12.963
1998,NUTS,2010,DE24,2,14.73
1999,NUTS,2010,DE24,2,10.0
2000,NUTS,2010,DE24,2,8.0
2003,NUTS,2010,DE24,2,14.142
2004,NUTS,2010,DE24,2,16.31
2005,NUTS,2010,DE24,2,9.2
2006,NUTS,2010,DE24,2,2.4
2007,NUTS,2010,DE24,2,12.288
2008,NUTS,2010,DE24,2,13.11
2009,NUTS,2010,DE24,2,13.936
2010,NUTS,2010,DE24,2,14.429
2011,NUTS,2010,DE24,2,16.056
2012,NUTS,2010,DE24,2,18.73
2013,NUTS,2010,DE24,2,23.623
2014,NUTS,2010,DE24,2,55.888
2015,NUTS,2010,DE24,2,58.984
2016,NUTS,2010,DE24,2,38.883
2017,NUTS,2010,DE24,2,53.476
2018,NUTS,2010,DE24,2,57.365
2019,NUTS,2010,DE24,2,48.79
1995,NUTS,2010,DE25,2,50.167
1996,NUTS,2010,DE25,2,48.704
1997,NUTS,2010,DE25,2,48.118
1998,NUTS,2010,DE25,2,48.749
1999,NUTS,2010,DE25,2,56.0
2000,NUTS,2010,DE25,2,74.0
2003,NUTS,2010,DE25,2,78.252
2004,NUTS,2010,DE25,2,85.99
2005,NUTS,2010,DE25,2,125.3
2006,NUTS,2010,DE25,2,172.18
2007,NUTS,2010,DE25,2,175.465
2008,NUTS,2010,DE25,2,181.74
2009,NUTS,2010,DE25,2,182.982
2010,NUTS,2010,DE25,2,172.356
2011,NUTS,2010,DE25,2,203.985
2012,NUTS,2010,DE25,2,207.484
2013,NUTS,2010,DE25,2,233.653
2014,NUTS,2010,DE25,2,213.673
2015,NUTS,2010,DE25,2,271.295
2016,NUTS,2010,DE25,2,259.558
2017,NUTS,2010,DE25,2,277.568
2018,NUTS,2010,DE25,2,269.435
2019,NUTS,2010,DE25,2,287.82
1995,NUTS,2010,DE26,2,24.551
1996,NUTS,2010,DE26,2,29.847
1997,NUTS,2010,DE26,2,27.459
1998,NUTS,2010,DE26,2,27.424
1999,NUTS,2010,DE26,2,28.0
2000,NUTS,2010,DE26,2,30.0
2003,NUTS,2010,DE26,2,34.016
2004,NUTS,2010,DE26,2,32.02
2005,NUTS,2010,DE26,2,33.78
2006,NUTS,2010,DE26,2,36.9
2007,NUTS,2010,DE26,2,33.515
2008,NUTS,2010,DE26,2,43.53
2009,NUTS,2010,DE26,2,51.396
2010,NUTS,2010,DE26,2,49.998
2011,NUTS,2010,DE26,2,63.999
2012,NUTS,2010,DE26,2,59.724
2013,NUTS,2010,DE26,2,61.619
2014,NUTS,2010,DE26,2,41.011
2015,NUTS,2010,DE26,2,48.733
2016,NUTS,2010,DE26,2,42.294
2017,NUTS,2010,DE26,2,44.987
2018,NUTS,2010,DE26,2,48.091
2019,NUTS,2010,DE26,2,57.54
1995,NUTS,2010,DE27,2,8.539
1996,NUTS,2010,DE27,2,8.901
1997,NUTS,2010,DE27,2,4.47
1998,NUTS,2010,DE27,2,3.049
2003,NUTS,2010,DE27,2,9.012
2004,NUTS,2010,DE27,2,9.62
2005,NUTS,2010,DE27,2,19.1
2006,NUTS,2010,DE27,2,19.18
2007,NUTS,2010,DE27,2,11.576
2008,NUTS,2010,DE27,2,11.86
2009,NUTS,2010,DE27,2,12.294
2010,NUTS,2010,DE27,2,13.254
2011,NUTS,2010,DE27,2,20.351
2012,NUTS,2010,DE27,2,19.347
2013,NUTS,2010,DE27,2,26.166
2014,NUTS,2010,DE27,2,30.823
2015,NUTS,2010,DE27,2,34.605
2016,NUTS,2010,DE27,2,36.883
2017,NUTS,2010,DE27,2,43.921
2018,NUTS,2010,DE27,2,56.444
2019,NUTS,2010,DE27,2,64.59
1993,NUTS,2010,DE3,1,826.758
1994,NUTS,2010,DE3,1,751.87
1995,NUTS,2010,DE3,1,851.263
1996,NUTS,2010,DE3,1,819.072
1997,NUTS,2010,DE3,1,783.423
1998,NUTS,2010,DE3,1,742.968
1999,NUTS,2010,DE3,1,762.0
2000,NUTS,2010,DE3,1,760.0
2003,NUTS,2010,DE3,1,864.289
2004,NUTS,2010,DE3,1,876.17
2005,NUTS,2010,DE3,1,898.87
2006,NUTS,2010,DE3,1,890.2
2007,NUTS,2010,DE3,1,949.276
2008,NUTS,2010,DE3,1,1042.24
2009,NUTS,2010,DE3,1,1127.899
2010,NUTS,2010,DE3,1,1183.672
2011,NUTS,2010,DE3,1,1257.258
2012,NUTS,2010,DE3,1,1349.262
2013,NUTS,2010,DE3,1,1383.706
2014,NUTS,2010,DE3,1,1391.988
2015,NUTS,2010,DE3,1,1480.836
2016,NUTS,2010,DE3,1,1468.526
2017,NUTS,2010,DE3,1,1660.761
2018,NUTS,2010,DE3,1,1855.307
2019,NUTS,2010,DE3,1,1835.73
1993,NUTS,2010,DE30,2,826.758
1994,NUTS,2010,DE30,2,751.87
1995,NUTS,2010,DE30,2,851.263
1996,NUTS,2010,DE30,2,819.072
1997,NUTS,2010,DE30,2,783.423
1998,NUTS,2010,DE30,2,742.968
1999,NUTS,2010,DE30,2,762.0
2000,NUTS,2010,DE30,2,760.0
2003,NUTS,2010,DE30,2,864.289
2004,NUTS,2010,DE30,2,876.17
2005,NUTS,2010,DE30,2,898.87
2006,NUTS,2010,DE30,2,890.2
2007,NUTS,2010,DE30,2,949.276
2008,NUTS,2010,DE30,2,1042.24
2009,NUTS,2010,DE30,2,1127.899
2010,NUTS,2010,DE30,2,1183.672
2011,NUTS,2010,DE30,2,1257.258
2012,NUTS,2010,DE30,2,1349.262
2013,NUTS,2010,DE30,2,1383.706
2014,NUTS,2010,DE30,2,1391.988
2015,NUTS,2010,DE30,2,1480.836
2016,NUTS,2010,DE30,2,1468.526
2017,NUTS,2010,DE30,2,1660.761
2018,NUTS,2010,DE30,2,1855.307
2019,NUTS,2010,DE30,2,1835.73
1993,NUTS,2010,DE4,1,187.463
1994,NUTS,2010,DE4,1,202.642
1995,NUTS,2010,DE4,1,244.436
1996,NUTS,2010,DE4,1,251.9
1997,NUTS,2010,DE4,1,234.648
1998,NUTS,2010,DE4,1,266.617
1999,NUTS,2010,DE4,1,323.0
2000,NUTS,2010,DE4,1,278.0
2003,NUTS,2010,DE4,1,258.198
2004,NUTS,2010,DE4,1,296.14
2005,NUTS,2010,DE4,1,298.99
2006,NUTS,2010,DE4,1,336.0
2007,NUTS,2010,DE4,1,340.63
2008,NUTS,2010,DE4,1,380.8
2009,NUTS,2010,DE4,1,385.566
2010,NUTS,2010,DE4,1,423.857
2011,NUTS,2010,DE4,1,439.47
2012,NUTS,2010,DE4,1,439.359
2013,NUTS,2010,DE4,1,444.062
2014,NUTS,2010,DE4,1,492.599
2015,NUTS,2010,DE4,1,464.127
2016,NUTS,2010,DE4,1,511.364
2017,NUTS,2010,DE4,1,523.947
2018,NUTS,2010,DE4,1,512.178
2019,NUTS,2010,DE4,1,581.0
1993,NUTS,2010,DE40,2,187.463
1994,NUTS,2010,DE40,2,202.642
1995,NUTS,2010,DE40,2,244.436
1996,NUTS,2010,DE40,2,251.9
1997,NUTS,2010,DE40,2,234.648
1998,NUTS,2010,DE40,2,266.617
1999,NUTS,2010,DE40,2,323.0
2000,NUTS,2010,DE40,2,278.0
2003,NUTS,2010,DE40,2,258.198
2004,NUTS,2010,DE40,2,296.14
2005,NUTS,2010,DE40,2,298.97
2006,NUTS,2010,DE40,2,336.04
2007,NUTS,2010,DE40,2,340.629
2008,NUTS,2010,DE40,2,380.8
2009,NUTS,2010,DE40,2,385.566
2010,NUTS,2010,DE40,2,423.857
2011,NUTS,2010,DE40,2,439.47
2012,NUTS,2010,DE40,2,439.359
2013,NUTS,2010,DE40,2,444.062
2014,NUTS,2010,DE40,2,492.599
2015,NUTS,2010,DE40,2,464.127
