year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_t_total_fte_gov
1999,NUTS,2010,EL4,1,800.0
2001,NUTS,2010,EL4,1,691.0
2003,NUTS,2010,EL4,1,758.0
2005,NUTS,2010,EL4,1,797.0
2011,NUTS,2010,EL4,1,1646.0
2013,NUTS,2010,EL4,1,2110.0
2015,NUTS,2010,EL4,1,2295.0
2017,NUTS,2010,EL4,1,2224.0
2019,NUTS,2010,EL4,1,2155.0
1989,NUTS,2010,EL41,2,8.0
1991,NUTS,2010,EL41,2,9.0
1993,NUTS,2010,EL41,2,29.0
1995,NUTS,2010,EL41,2,17.0
1997,NUTS,2010,EL41,2,17.0
1999,NUTS,2010,EL41,2,15.0
2001,NUTS,2010,EL41,2,11.0
2003,NUTS,2010,EL41,2,12.0
2005,NUTS,2010,EL41,2,9.0
2011,NUTS,2010,EL41,2,80.0
2013,NUTS,2010,EL41,2,101.0
2015,NUTS,2010,EL41,2,262.0
2017,NUTS,2010,EL41,2,225.0
2019,NUTS,2010,EL41,2,208.0
1989,NUTS,2010,EL42,2,24.0
1991,NUTS,2010,EL42,2,3.0
1993,NUTS,2010,EL42,2,106.0
1995,NUTS,2010,EL42,2,32.0
1997,NUTS,2010,EL42,2,23.0
1999,NUTS,2010,EL42,2,18.0
2001,NUTS,2010,EL42,2,16.0
2003,NUTS,2010,EL42,2,17.0
2005,NUTS,2010,EL42,2,17.0
2011,NUTS,2010,EL42,2,254.0
2013,NUTS,2010,EL42,2,246.0
2015,NUTS,2010,EL42,2,227.0
2017,NUTS,2010,EL42,2,193.0
2019,NUTS,2010,EL42,2,237.0
1989,NUTS,2010,EL43,2,488.0
1991,NUTS,2010,EL43,2,672.0
1993,NUTS,2010,EL43,2,781.0
1995,NUTS,2010,EL43,2,1083.0
1997,NUTS,2010,EL43,2,871.0
1999,NUTS,2010,EL43,2,767.0
2001,NUTS,2010,EL43,2,665.0
2003,NUTS,2010,EL43,2,728.0
2005,NUTS,2010,EL43,2,772.0
2011,NUTS,2010,EL43,2,1311.0
2013,NUTS,2010,EL43,2,1763.0
2015,NUTS,2010,EL43,2,1806.0
2017,NUTS,2010,EL43,2,1807.0
2019,NUTS,2010,EL43,2,1710.0
2011,NUTS,2010,EL5,1,1991.0
2013,NUTS,2010,EL5,1,2212.0
2015,NUTS,2010,EL5,1,2427.0
2017,NUTS,2010,EL5,1,2196.0
2019,NUTS,2010,EL5,1,2650.0
1989,NUTS,2010,EL51,2,172.0
1991,NUTS,2010,EL51,2,154.0
1993,NUTS,2010,EL51,2,196.0
1995,NUTS,2010,EL51,2,220.0
1997,NUTS,2010,EL51,2,189.0
1999,NUTS,2010,EL51,2,194.0
2001,NUTS,2010,EL51,2,189.0
2003,NUTS,2010,EL51,2,96.0
2005,NUTS,2010,EL51,2,58.0
2011,NUTS,2010,EL51,2,97.0
2013,NUTS,2010,EL51,2,246.0
2015,NUTS,2010,EL51,2,201.0
2017,NUTS,2010,EL51,2,177.0
2019,NUTS,2010,EL51,2,281.0
1989,NUTS,2010,EL52,2,528.0
1991,NUTS,2010,EL52,2,433.0
1993,NUTS,2010,EL52,2,586.0
1995,NUTS,2010,EL52,2,528.0
1997,NUTS,2010,EL52,2,450.0
1999,NUTS,2010,EL52,2,410.0
2001,NUTS,2010,EL52,2,465.0
2003,NUTS,2010,EL52,2,595.0
2005,NUTS,2010,EL52,2,439.0
2011,NUTS,2010,EL52,2,1300.0
2013,NUTS,2010,EL52,2,1347.0
2015,NUTS,2010,EL52,2,1610.0
2017,NUTS,2010,EL52,2,1648.0
2019,NUTS,2010,EL52,2,1962.0
1989,NUTS,2010,EL53,2,39.0
1991,NUTS,2010,EL53,2,161.0
1993,NUTS,2010,EL53,2,21.0
1995,NUTS,2010,EL53,2,26.0
1997,NUTS,2010,EL53,2,136.0
1999,NUTS,2010,EL53,2,25.0
2001,NUTS,2010,EL53,2,37.0
2003,NUTS,2010,EL53,2,36.0
2005,NUTS,2010,EL53,2,27.0
2011,NUTS,2010,EL53,2,389.0
2013,NUTS,2010,EL53,2,163.0
2015,NUTS,2010,EL53,2,388.0
2017,NUTS,2010,EL53,2,193.0
2019,NUTS,2010,EL53,2,169.0
1989,NUTS,2010,EL54,2,50.0
1991,NUTS,2010,EL54,2,50.0
1993,NUTS,2010,EL54,2,62.0
1995,NUTS,2010,EL54,2,49.0
1997,NUTS,2010,EL54,2,39.0
1999,NUTS,2010,EL54,2,35.0
2001,NUTS,2010,EL54,2,50.0
2003,NUTS,2010,EL54,2,43.0
2005,NUTS,2010,EL54,2,15.0
2011,NUTS,2010,EL54,2,205.0
2013,NUTS,2010,EL54,2,456.0
2015,NUTS,2010,EL54,2,228.0
2017,NUTS,2010,EL54,2,178.0
2019,NUTS,2010,EL54,2,237.0
2011,NUTS,2010,EL6,1,1467.0
2013,NUTS,2010,EL6,1,1603.0
2015,NUTS,2010,EL6,1,2504.0
2017,NUTS,2010,EL6,1,1360.0
2019,NUTS,2010,EL6,1,1634.0
1989,NUTS,2010,EL61,2,143.0
1991,NUTS,2010,EL61,2,122.0
1993,NUTS,2010,EL61,2,108.0
1995,NUTS,2010,EL61,2,113.0
1997,NUTS,2010,EL61,2,98.0
1999,NUTS,2010,EL61,2,78.0
2001,NUTS,2010,EL61,2,82.0
2003,NUTS,2010,EL61,2,76.0
2005,NUTS,2010,EL61,2,34.0
2011,NUTS,2010,EL61,2,308.0
2013,NUTS,2010,EL61,2,319.0
2015,NUTS,2010,EL61,2,446.0
2017,NUTS,2010,EL61,2,287.0
2019,NUTS,2010,EL61,2,307.0
1989,NUTS,2010,EL62,2,23.0
1991,NUTS,2010,EL62,2,26.0
1993,NUTS,2010,EL62,2,23.0
1995,NUTS,2010,EL62,2,8.0
1997,NUTS,2010,EL62,2,6.0
1999,NUTS,2010,EL62,2,7.0
2001,NUTS,2010,EL62,2,4.0
2003,NUTS,2010,EL62,2,6.0
2005,NUTS,2010,EL62,2,6.0
2011,NUTS,2010,EL62,2,112.0
2013,NUTS,2010,EL62,2,98.0
2015,NUTS,2010,EL62,2,196.0
2017,NUTS,2010,EL62,2,64.0
2019,NUTS,2010,EL62,2,97.0
1989,NUTS,2010,EL63,2,252.0
1991,NUTS,2010,EL63,2,240.0
1993,NUTS,2010,EL63,2,277.0
1995,NUTS,2010,EL63,2,166.0
1997,NUTS,2010,EL63,2,44.0
1999,NUTS,2010,EL63,2,130.0
2001,NUTS,2010,EL63,2,212.0
2003,NUTS,2010,EL63,2,207.0
2005,NUTS,2010,EL63,2,208.0
2011,NUTS,2010,EL63,2,299.0
2013,NUTS,2010,EL63,2,583.0
2015,NUTS,2010,EL63,2,831.0
2017,NUTS,2010,EL63,2,518.0
2019,NUTS,2010,EL63,2,434.0
1989,NUTS,2010,EL64,2,47.0
1991,NUTS,2010,EL64,2,23.0
1993,NUTS,2010,EL64,2,55.0
1995,NUTS,2010,EL64,2,141.0
1997,NUTS,2010,EL64,2,41.0
1999,NUTS,2010,EL64,2,32.0
2001,NUTS,2010,EL64,2,92.0
2003,NUTS,2010,EL64,2,32.0
2005,NUTS,2010,EL64,2,20.0
2011,NUTS,2010,EL64,2,269.0
2013,NUTS,2010,EL64,2,179.0
2015,NUTS,2010,EL64,2,359.0
2017,NUTS,2010,EL64,2,116.0
2019,NUTS,2010,EL64,2,184.0
1989,NUTS,2010,EL65,2,42.0
1991,NUTS,2010,EL65,2,80.0
1993,NUTS,2010,EL65,2,38.0
1995,NUTS,2010,EL65,2,35.0
1997,NUTS,2010,EL65,2,120.0
1999,NUTS,2010,EL65,2,28.0
2001,NUTS,2010,EL65,2,51.0
2003,NUTS,2010,EL65,2,44.0
2005,NUTS,2010,EL65,2,28.0
2011,NUTS,2010,EL65,2,479.0
2013,NUTS,2010,EL65,2,424.0
2015,NUTS,2010,EL65,2,673.0
2017,NUTS,2010,EL65,2,375.0
2019,NUTS,2010,EL65,2,612.0
2015,NUTS,2010,ELZ,1,0.0
2015,NUTS,2010,ELZZ,2,0.0
1980,NUTS,2010,ES,0,11400.0
1981,NUTS,2010,ES,0,11805.0
1982,NUTS,2010,ES,0,10594.0
1983,NUTS,2010,ES,0,10212.0
1984,NUTS,2010,ES,0,10695.0
1985,NUTS,2010,ES,0,10031.0
1986,NUTS,2010,ES,0,11636.0
1987,NUTS,2010,ES,0,12643.0
1988,NUTS,2010,ES,0,13747.0
1989,NUTS,2010,ES,0,14606.0
1990,NUTS,2010,ES,0,17170.0
1991,NUTS,2010,ES,0,17519.0
1992,NUTS,2010,ES,0,16678.0
1993,NUTS,2010,ES,0,17266.0
1994,NUTS,2010,ES,0,17546.0
1995,NUTS,2010,ES,0,17153.0
1996,NUTS,2010,ES,0,17866.0
1997,NUTS,2010,ES,0,19189.0
1998,NUTS,2010,ES,0,20170.0
1999,NUTS,2010,ES,0,22283.0
2000,NUTS,2010,ES,0,22400.0
2001,NUTS,2010,ES,0,23468.0
2002,NUTS,2010,ES,0,23211.0
2003,NUTS,2010,ES,0,25760.0
2004,NUTS,2010,ES,0,27166.0
2005,NUTS,2010,ES,0,32077.0
2006,NUTS,2010,ES,0,34588.0
2007,NUTS,2010,ES,0,37919.0
2008,NUTS,2010,ES,0,41139.0
2009,NUTS,2010,ES,0,45353.0
2010,NUTS,2010,ES,0,46008.0
2011,NUTS,2010,ES,0,43913.0
2012,NUTS,2010,ES,0,41787.0
2013,NUTS,2010,ES,0,39349.0
2014,NUTS,2010,ES,0,38764.0
2015,NUTS,2010,ES,0,39678.0
2016,NUTS,2010,ES,0,39972.0
2017,NUTS,2010,ES,0,40283.0
2018,NUTS,2010,ES,0,40332.0
2019,NUTS,2010,ES,0,41372.0
2020,NUTS,2010,ES,0,42160.0
1987,NUTS,2010,ES1,1,783.0
1988,NUTS,2010,ES1,1,802.0
1989,NUTS,2010,ES1,1,845.0
1990,NUTS,2010,ES1,1,1052.0
1991,NUTS,2010,ES1,1,1036.0
1992,NUTS,2010,ES1,1,985.0
1993,NUTS,2010,ES1,1,973.0
1994,NUTS,2010,ES1,1,817.0
1995,NUTS,2010,ES1,1,1249.0
1996,NUTS,2010,ES1,1,1299.0
1997,NUTS,2010,ES1,1,1382.0
1998,NUTS,2010,ES1,1,1242.0
1999,NUTS,2010,ES1,1,1376.0
2000,NUTS,2010,ES1,1,1440.0
2001,NUTS,2010,ES1,1,1510.0
2002,NUTS,2010,ES1,1,1532.0
2003,NUTS,2010,ES1,1,1653.0
2004,NUTS,2010,ES1,1,1745.0
2005,NUTS,2010,ES1,1,1978.0
2006,NUTS,2010,ES1,1,2167.0
2007,NUTS,2010,ES1,1,2201.0
2008,NUTS,2010,ES1,1,2485.0
2009,NUTS,2010,ES1,1,2874.0
2010,NUTS,2010,ES1,1,2874.0
2011,NUTS,2010,ES1,1,2580.0
2013,NUTS,2010,ES1,1,2331.0
2014,NUTS,2010,ES1,1,2340.0
2015,NUTS,2010,ES1,1,2363.0
2016,NUTS,2010,ES1,1,2437.0
2017,NUTS,2010,ES1,1,2361.0
2018,NUTS,2010,ES1,1,2513.0
2019,NUTS,2010,ES1,1,2606.0
1987,NUTS,2010,ES11,2,403.0
1988,NUTS,2010,ES11,2,437.0
1989,NUTS,2010,ES11,2,521.0
1990,NUTS,2010,ES11,2,596.0
1991,NUTS,2010,ES11,2,660.0
1992,NUTS,2010,ES11,2,616.0
1993,NUTS,2010,ES11,2,570.0
1994,NUTS,2010,ES11,2,400.0
1995,NUTS,2010,ES11,2,850.0
1996,NUTS,2010,ES11,2,885.0
1997,NUTS,2010,ES11,2,884.0
1998,NUTS,2010,ES11,2,768.0
1999,NUTS,2010,ES11,2,896.0
2000,NUTS,2010,ES11,2,972.0
2001,NUTS,2010,ES11,2,948.0
2002,NUTS,2010,ES11,2,975.0
2003,NUTS,2010,ES11,2,1061.0
2004,NUTS,2010,ES11,2,1139.0
2005,NUTS,2010,ES11,2,1296.0
2006,NUTS,2010,ES11,2,1329.0
2007,NUTS,2010,ES11,2,1321.0
2008,NUTS,2010,ES11,2,1470.0
2009,NUTS,2010,ES11,2,1694.0
2010,NUTS,2010,ES11,2,1800.0
2013,NUTS,2010,ES11,2,1398.0
2014,NUTS,2010,ES11,2,1396.0
2015,NUTS,2010,ES11,2,1381.0
2016,NUTS,2010,ES11,2,1396.0
2017,NUTS,2010,ES11,2,1484.0
2018,NUTS,2010,ES11,2,1625.0
2019,NUTS,2010,ES11,2,1658.0
1987,NUTS,2010,ES12,2,215.0
1988,NUTS,2010,ES12,2,243.0
1989,NUTS,2010,ES12,2,246.0
1990,NUTS,2010,ES12,2,370.0
1991,NUTS,2010,ES12,2,276.0
1992,NUTS,2010,ES12,2,302.0
1993,NUTS,2010,ES12,2,283.0
1994,NUTS,2010,ES12,2,279.0
1995,NUTS,2010,ES12,2,311.0
1996,NUTS,2010,ES12,2,323.0
1997,NUTS,2010,ES12,2,385.0
1998,NUTS,2010,ES12,2,282.0
1999,NUTS,2010,ES12,2,365.0
2000,NUTS,2010,ES12,2,350.0
2001,NUTS,2010,ES12,2,416.0
2002,NUTS,2010,ES12,2,403.0
2003,NUTS,2010,ES12,2,404.0
2004,NUTS,2010,ES12,2,383.0
2005,NUTS,2010,ES12,2,437.0
2006,NUTS,2010,ES12,2,520.0
2007,NUTS,2010,ES12,2,533.0
2008,NUTS,2010,ES12,2,622.0
2009,NUTS,2010,ES12,2,704.0
2010,NUTS,2010,ES12,2,650.0
2012,NUTS,2010,ES12,2,645.0
2013,NUTS,2010,ES12,2,583.0
2014,NUTS,2010,ES12,2,543.0
2015,NUTS,2010,ES12,2,561.0
2016,NUTS,2010,ES12,2,588.0
2017,NUTS,2010,ES12,2,507.0
2018,NUTS,2010,ES12,2,500.0
2019,NUTS,2010,ES12,2,512.0
1987,NUTS,2010,ES13,2,165.0
1988,NUTS,2010,ES13,2,123.0
1989,NUTS,2010,ES13,2,77.0
1990,NUTS,2010,ES13,2,86.0
1991,NUTS,2010,ES13,2,100.0
1992,NUTS,2010,ES13,2,67.0
1993,NUTS,2010,ES13,2,120.0
1994,NUTS,2010,ES13,2,138.0
1995,NUTS,2010,ES13,2,88.0
1996,NUTS,2010,ES13,2,91.0
1997,NUTS,2010,ES13,2,113.0
1998,NUTS,2010,ES13,2,192.0
1999,NUTS,2010,ES13,2,115.0
2000,NUTS,2010,ES13,2,118.0
2001,NUTS,2010,ES13,2,146.0
2002,NUTS,2010,ES13,2,153.0
2003,NUTS,2010,ES13,2,189.0
2004,NUTS,2010,ES13,2,223.0
2005,NUTS,2010,ES13,2,245.0
2006,NUTS,2010,ES13,2,318.0
2007,NUTS,2010,ES13,2,346.0
2008,NUTS,2010,ES13,2,394.0
2009,NUTS,2010,ES13,2,477.0
2010,NUTS,2010,ES13,2,423.0
2011,NUTS,2010,ES13,2,424.0
2012,NUTS,2010,ES13,2,425.0
2013,NUTS,2010,ES13,2,349.0
2014,NUTS,2010,ES13,2,401.0
2015,NUTS,2010,ES13,2,421.0
2016,NUTS,2010,ES13,2,454.0
2017,NUTS,2010,ES13,2,371.0
2018,NUTS,2010,ES13,2,388.0
2019,NUTS,2010,ES13,2,436.0
1987,NUTS,2010,ES2,1,589.0
1988,NUTS,2010,ES2,1,701.0
1989,NUTS,2010,ES2,1,723.0
1990,NUTS,2010,ES2,1,914.0
1991,NUTS,2010,ES2,1,886.0
1992,NUTS,2010,ES2,1,754.0
1993,NUTS,2010,ES2,1,944.0
1994,NUTS,2010,ES2,1,774.0
1995,NUTS,2010,ES2,1,772.0
1996,NUTS,2010,ES2,1,803.0
1997,NUTS,2010,ES2,1,1088.0
1998,NUTS,2010,ES2,1,942.0
1999,NUTS,2010,ES2,1,1059.0
2000,NUTS,2010,ES2,1,993.0
2001,NUTS,2010,ES2,1,1221.0
2002,NUTS,2010,ES2,1,1054.0
2003,NUTS,2010,ES2,1,1191.0
2004,NUTS,2010,ES2,1,1594.0
2005,NUTS,2010,ES2,1,1833.0
2006,NUTS,2010,ES2,1,2089.0
2007,NUTS,2010,ES2,1,2341.0
2008,NUTS,2010,ES2,1,2642.0
2009,NUTS,2010,ES2,1,2914.0
2010,NUTS,2010,ES2,1,3114.0
2011,NUTS,2010,ES2,1,3147.0
2012,NUTS,2010,ES2,1,3193.0
2013,NUTS,2010,ES2,1,3114.0
2014,NUTS,2010,ES2,1,3088.0
2016,NUTS,2010,ES2,1,3149.0
2017,NUTS,2010,ES2,1,3171.0
2018,NUTS,2010,ES2,1,3373.0
2019,NUTS,2010,ES2,1,3422.0
1987,NUTS,2010,ES21,2,157.0
1988,NUTS,2010,ES21,2,179.0
1989,NUTS,2010,ES21,2,163.0
1990,NUTS,2010,ES21,2,211.0
1991,NUTS,2010,ES21,2,158.0
1992,NUTS,2010,ES21,2,119.0
1993,NUTS,2010,ES21,2,169.0
1994,NUTS,2010,ES21,2,168.0
1995,NUTS,2010,ES21,2,180.0
1996,NUTS,2010,ES21,2,187.0
1997,NUTS,2010,ES21,2,259.0
1998,NUTS,2010,ES21,2,240.0
1999,NUTS,2010,ES21,2,234.0
2000,NUTS,2010,ES21,2,308.0
2001,NUTS,2010,ES21,2,383.0
2002,NUTS,2010,ES21,2,401.0
2003,NUTS,2010,ES21,2,435.0
2004,NUTS,2010,ES21,2,578.0
2005,NUTS,2010,ES21,2,609.0
2006,NUTS,2010,ES21,2,653.0
2007,NUTS,2010,ES21,2,770.0
2008,NUTS,2010,ES21,2,845.0
2009,NUTS,2010,ES21,2,973.0
2010,NUTS,2010,ES21,2,1028.0
2011,NUTS,2010,ES21,2,1108.0
2012,NUTS,2010,ES21,2,1271.0
2013,NUTS,2010,ES21,2,1277.0
2014,NUTS,2010,ES21,2,1224.0
2015,NUTS,2010,ES21,2,1222.0
2016,NUTS,2010,ES21,2,1246.0
2017,NUTS,2010,ES21,2,1252.0
2018,NUTS,2010,ES21,2,1375.0
2019,NUTS,2010,ES21,2,1384.0
1987,NUTS,2010,ES22,2,0.0
1988,NUTS,2010,ES22,2,68.0
1989,NUTS,2010,ES22,2,70.0
1990,NUTS,2010,ES22,2,103.0
1991,NUTS,2010,ES22,2,141.0
1992,NUTS,2010,ES22,2,34.0
1993,NUTS,2010,ES22,2,53.0
1994,NUTS,2010,ES22,2,50.0
1995,NUTS,2010,ES22,2,61.0
1996,NUTS,2010,ES22,2,63.0
1997,NUTS,2010,ES22,2,55.0
1998,NUTS,2010,ES22,2,51.0
1999,NUTS,2010,ES22,2,44.0
2000,NUTS,2010,ES22,2,72.0
2001,NUTS,2010,ES22,2,43.0
2002,NUTS,2010,ES22,2,58.0
2003,NUTS,2010,ES22,2,94.0
2004,NUTS,2010,ES22,2,126.0
2005,NUTS,2010,ES22,2,188.0
2006,NUTS,2010,ES22,2,249.0
2007,NUTS,2010,ES22,2,272.0
2008,NUTS,2010,ES22,2,309.0
2009,NUTS,2010,ES22,2,364.0
2010,NUTS,2010,ES22,2,374.0
2011,NUTS,2010,ES22,2,389.0
2012,NUTS,2010,ES22,2,373.0
2013,NUTS,2010,ES22,2,393.0
2014,NUTS,2010,ES22,2,395.0
2016,NUTS,2010,ES22,2,429.0
2017,NUTS,2010,ES22,2,448.0
2018,NUTS,2010,ES22,2,478.0
2019,NUTS,2010,ES22,2,497.0
1987,NUTS,2010,ES23,2,46.0
1988,NUTS,2010,ES23,2,39.0
1989,NUTS,2010,ES23,2,31.0
1990,NUTS,2010,ES23,2,47.0
1991,NUTS,2010,ES23,2,46.0
1992,NUTS,2010,ES23,2,37.0
1993,NUTS,2010,ES23,2,114.0
1994,NUTS,2010,ES23,2,46.0
1995,NUTS,2010,ES23,2,71.0
1996,NUTS,2010,ES23,2,74.0
1997,NUTS,2010,ES23,2,73.0
1998,NUTS,2010,ES23,2,43.0
1999,NUTS,2010,ES23,2,70.0
2000,NUTS,2010,ES23,2,64.0
2001,NUTS,2010,ES23,2,68.0
2002,NUTS,2010,ES23,2,97.0
2003,NUTS,2010,ES23,2,106.0
2004,NUTS,2010,ES23,2,106.0
2005,NUTS,2010,ES23,2,108.0
2006,NUTS,2010,ES23,2,134.0
2007,NUTS,2010,ES23,2,199.0
2008,NUTS,2010,ES23,2,232.0
2009,NUTS,2010,ES23,2,293.0
2010,NUTS,2010,ES23,2,334.0
2011,NUTS,2010,ES23,2,314.0
2012,NUTS,2010,ES23,2,291.0
2013,NUTS,2010,ES23,2,265.0
2014,NUTS,2010,ES23,2,252.0
2015,NUTS,2010,ES23,2,252.0
2016,NUTS,2010,ES23,2,257.0
2017,NUTS,2010,ES23,2,269.0
2018,NUTS,2010,ES23,2,279.0
2019,NUTS,2010,ES23,2,279.0
1987,NUTS,2010,ES24,2,386.0
1988,NUTS,2010,ES24,2,415.0
1989,NUTS,2010,ES24,2,460.0
1990,NUTS,2010,ES24,2,553.0
1991,NUTS,2010,ES24,2,541.0
1992,NUTS,2010,ES24,2,564.0
1993,NUTS,2010,ES24,2,608.0
1994,NUTS,2010,ES24,2,510.0
1995,NUTS,2010,ES24,2,460.0
1996,NUTS,2010,ES24,2,479.0
1997,NUTS,2010,ES24,2,701.0
1998,NUTS,2010,ES24,2,608.0
1999,NUTS,2010,ES24,2,711.0
2000,NUTS,2010,ES24,2,549.0
2001,NUTS,2010,ES24,2,728.0
2002,NUTS,2010,ES24,2,499.0
2003,NUTS,2010,ES24,2,556.0
2004,NUTS,2010,ES24,2,784.0
2005,NUTS,2010,ES24,2,929.0
2006,NUTS,2010,ES24,2,1053.0
2007,NUTS,2010,ES24,2,1100.0
2008,NUTS,2010,ES24,2,1256.0
2009,NUTS,2010,ES24,2,1284.0
2010,NUTS,2010,ES24,2,1378.0
2011,NUTS,2010,ES24,2,1335.0
2012,NUTS,2010,ES24,2,1258.0
2013,NUTS,2010,ES24,2,1180.0
2014,NUTS,2010,ES24,2,1216.0
2015,NUTS,2010,ES24,2,1193.0
2016,NUTS,2010,ES24,2,1218.0
2017,NUTS,2010,ES24,2,1202.0
2018,NUTS,2010,ES24,2,1241.0
2019,NUTS,2010,ES24,2,1263.0
1987,NUTS,2010,ES3,1,7121.0
1988,NUTS,2010,ES3,1,7725.0
1989,NUTS,2010,ES3,1,8641.0
1990,NUTS,2010,ES3,1,10084.0
1991,NUTS,2010,ES3,1,9860.0
1992,NUTS,2010,ES3,1,9338.0
1993,NUTS,2010,ES3,1,9412.0
1994,NUTS,2010,ES3,1,10726.0
1995,NUTS,2010,ES3,1,9065.0
1996,NUTS,2010,ES3,1,9441.0
1997,NUTS,2010,ES3,1,9684.0
1998,NUTS,2010,ES3,1,10669.0
1999,NUTS,2010,ES3,1,11301.0
2000,NUTS,2010,ES3,1,11393.0
2001,NUTS,2010,ES3,1,11538.0
2002,NUTS,2010,ES3,1,11312.0
2003,NUTS,2010,ES3,1,11587.0
2004,NUTS,2010,ES3,1,11795.0
2005,NUTS,2010,ES3,1,13480.0
2006,NUTS,2010,ES3,1,13794.0
2007,NUTS,2010,ES3,1,14936.0
2008,NUTS,2010,ES3,1,15365.0
2009,NUTS,2010,ES3,1,16086.0
2010,NUTS,2010,ES3,1,16107.0
2011,NUTS,2010,ES3,1,15051.0
2012,NUTS,2010,ES3,1,14067.0
2013,NUTS,2010,ES3,1,12714.0
2014,NUTS,2010,ES3,1,12603.0
2015,NUTS,2010,ES3,1,12644.0
2016,NUTS,2010,ES3,1,12787.0
2017,NUTS,2010,ES3,1,13044.0
2018,NUTS,2010,ES3,1,12667.0
2019,NUTS,2010,ES3,1,12977.0
1987,NUTS,2010,ES30,2,7121.0
1988,NUTS,2010,ES30,2,7725.0
1989,NUTS,2010,ES30,2,8641.0
1990,NUTS,2010,ES30,2,10084.0
1991,NUTS,2010,ES30,2,9860.0
1992,NUTS,2010,ES30,2,9338.0
1993,NUTS,2010,ES30,2,9412.0
1994,NUTS,2010,ES30,2,10726.0
1995,NUTS,2010,ES30,2,9065.0
1996,NUTS,2010,ES30,2,9441.0
1997,NUTS,2010,ES30,2,9684.0
1998,NUTS,2010,ES30,2,10669.0
1999,NUTS,2010,ES30,2,11301.0
2000,NUTS,2010,ES30,2,11393.0
2001,NUTS,2010,ES30,2,11538.0
2002,NUTS,2010,ES30,2,11312.0
2003,NUTS,2010,ES30,2,11587.0
2004,NUTS,2010,ES30,2,11795.0
2005,NUTS,2010,ES30,2,13480.0
2006,NUTS,2010,ES30,2,13794.0
2007,NUTS,2010,ES30,2,14936.0
2008,NUTS,2010,ES30,2,15365.0
2009,NUTS,2010,ES30,2,16086.0
2010,NUTS,2010,ES30,2,16107.0
2011,NUTS,2010,ES30,2,15051.0
2012,NUTS,2010,ES30,2,14067.0
2013,NUTS,2010,ES30,2,12714.0
2014,NUTS,2010,ES30,2,12603.0
2015,NUTS,2010,ES30,2,12644.0
2016,NUTS,2010,ES30,2,12787.0
2017,NUTS,2010,ES30,2,13044.0
2018,NUTS,2010,ES30,2,12667.0
2019,NUTS,2010,ES30,2,12977.0
1987,NUTS,2010,ES4,1,507.0
1988,NUTS,2010,ES4,1,601.0
1989,NUTS,2010,ES4,1,572.0
1990,NUTS,2010,ES4,1,716.0
1991,NUTS,2010,ES4,1,850.0
1992,NUTS,2010,ES4,1,830.0
1993,NUTS,2010,ES4,1,799.0
1994,NUTS,2010,ES4,1,642.0
1995,NUTS,2010,ES4,1,820.0
1996,NUTS,2010,ES4,1,854.0
1997,NUTS,2010,ES4,1,878.0
1998,NUTS,2010,ES4,1,808.0
1999,NUTS,2010,ES4,1,997.0
2000,NUTS,2010,ES4,1,953.0
2001,NUTS,2010,ES4,1,928.0
2002,NUTS,2010,ES4,1,922.0
2003,NUTS,2010,ES4,1,1207.0
2004,NUTS,2010,ES4,1,1250.0
2005,NUTS,2010,ES4,1,1385.0
2006,NUTS,2010,ES4,1,1577.0
2007,NUTS,2010,ES4,1,1691.0
2008,NUTS,2010,ES4,1,1903.0
2009,NUTS,2010,ES4,1,2161.0
2010,NUTS,2010,ES4,1,2387.0
2011,NUTS,2010,ES4,1,2315.0
2013,NUTS,2010,ES4,1,1875.0
2014,NUTS,2010,ES4,1,1807.0
2015,NUTS,2010,ES4,1,1956.0
2016,NUTS,2010,ES4,1,1881.0
2017,NUTS,2010,ES4,1,1911.0
2018,NUTS,2010,ES4,1,2067.0
2019,NUTS,2010,ES4,1,2085.0
1987,NUTS,2010,ES41,2,176.0
1988,NUTS,2010,ES41,2,180.0
1989,NUTS,2010,ES41,2,198.0
1990,NUTS,2010,ES41,2,304.0
1991,NUTS,2010,ES41,2,434.0
1992,NUTS,2010,ES41,2,393.0
1993,NUTS,2010,ES41,2,402.0
1994,NUTS,2010,ES41,2,263.0
1995,NUTS,2010,ES41,2,373.0
1996,NUTS,2010,ES41,2,389.0
1997,NUTS,2010,ES41,2,478.0
1998,NUTS,2010,ES41,2,413.0
1999,NUTS,2010,ES41,2,545.0
2000,NUTS,2010,ES41,2,505.0
2001,NUTS,2010,ES41,2,464.0
2002,NUTS,2010,ES41,2,501.0
2003,NUTS,2010,ES41,2,655.0
2004,NUTS,2010,ES41,2,657.0
2005,NUTS,2010,ES41,2,715.0
2006,NUTS,2010,ES41,2,909.0
2007,NUTS,2010,ES41,2,866.0
2008,NUTS,2010,ES41,2,921.0
2009,NUTS,2010,ES41,2,976.0
2010,NUTS,2010,ES41,2,1069.0
2012,NUTS,2010,ES41,2,960.0
2013,NUTS,2010,ES41,2,909.0
2014,NUTS,2010,ES41,2,941.0
2015,NUTS,2010,ES41,2,911.0
2016,NUTS,2010,ES41,2,918.0
2017,NUTS,2010,ES41,2,942.0
2018,NUTS,2010,ES41,2,966.0
2019,NUTS,2010,ES41,2,967.0
1987,NUTS,2010,ES42,2,81.0
1988,NUTS,2010,ES42,2,140.0
1989,NUTS,2010,ES42,2,118.0
1990,NUTS,2010,ES42,2,149.0
