year,region_type,region_year_spec,region_id,region_level,pat_ep_rtec_p_mhab_smc
2000,NUTS,2010,BE3,1,0.919
2001,NUTS,2010,BE3,1,1.614
2002,NUTS,2010,BE3,1,1.763
2003,NUTS,2010,BE3,1,1.09
2004,NUTS,2010,BE3,1,1.677
2005,NUTS,2010,BE3,1,1.761
2006,NUTS,2010,BE3,1,2.282
2007,NUTS,2010,BE3,1,1.202
2008,NUTS,2010,BE3,1,3.477
2009,NUTS,2010,BE3,1,4.537
2010,NUTS,2010,BE3,1,3.553
2011,NUTS,2010,BE3,1,3.149
2012,NUTS,2010,BE3,1,1.819
2000,NUTS,2010,BE31,2,3.058
2001,NUTS,2010,BE31,2,6.392
2002,NUTS,2010,BE31,2,9.206
2003,NUTS,2010,BE31,2,0.922
2004,NUTS,2010,BE31,2,9.232
2005,NUTS,2010,BE31,2,12.453
2006,NUTS,2010,BE31,2,8.759
2007,NUTS,2010,BE31,2,6.02
2008,NUTS,2010,BE31,2,7.176
2009,NUTS,2010,BE31,2,15.839
2010,NUTS,2010,BE31,2,6.298
2011,NUTS,2010,BE31,2,6.308
2012,NUTS,2010,BE31,2,7.497
2000,NUTS,2010,BE310,3,3.058
2001,NUTS,2010,BE310,3,6.392
2002,NUTS,2010,BE310,3,9.206
2003,NUTS,2010,BE310,3,0.922
2004,NUTS,2010,BE310,3,9.232
2005,NUTS,2010,BE310,3,12.453
2006,NUTS,2010,BE310,3,8.759
2007,NUTS,2010,BE310,3,6.02
2008,NUTS,2010,BE310,3,7.176
2009,NUTS,2010,BE310,3,15.839
2010,NUTS,2010,BE310,3,6.298
2011,NUTS,2010,BE310,3,6.308
2012,NUTS,2010,BE310,3,7.497
2003,NUTS,2010,BE32,2,0.523
2005,NUTS,2010,BE32,2,0.101
2006,NUTS,2010,BE32,2,0.775
2008,NUTS,2010,BE32,2,1.792
2009,NUTS,2010,BE32,2,4.216
2010,NUTS,2010,BE32,2,3.054
2011,NUTS,2010,BE32,2,2.97
2012,NUTS,2010,BE32,2,0.641
2003,NUTS,2010,BE321,3,4.117
2006,NUTS,2010,BE322,3,2.371
2008,NUTS,2010,BE322,3,5.506
2009,NUTS,2010,BE322,3,9.428
2010,NUTS,2010,BE322,3,7.057
2011,NUTS,2010,BE322,3,4.484
2011,NUTS,2010,BE323,3,1.3
2012,NUTS,2010,BE323,3,0.549
2003,NUTS,2010,BE325,3,1.882
2009,NUTS,2010,BE325,3,8.235
2012,NUTS,2010,BE325,3,0.917
2005,NUTS,2010,BE326,3,0.887
2010,NUTS,2010,BE326,3,6.708
2011,NUTS,2010,BE326,3,8.85
2011,NUTS,2010,BE327,3,2.269
2012,NUTS,2010,BE327,3,3.696
2000,NUTS,2010,BE33,2,1.962
2001,NUTS,2010,BE33,2,2.598
2002,NUTS,2010,BE33,2,1.269
2003,NUTS,2010,BE33,2,0.975
2004,NUTS,2010,BE33,2,1.622
2005,NUTS,2010,BE33,2,0.484
2006,NUTS,2010,BE33,2,1.923
2007,NUTS,2010,BE33,2,1.337
2008,NUTS,2010,BE33,2,4.271
2009,NUTS,2010,BE33,2,3.415
2010,NUTS,2010,BE33,2,3.081
2011,NUTS,2010,BE33,2,2.135
2012,NUTS,2010,BE33,2,0.816
2005,NUTS,2010,BE331,3,4.828
2010,NUTS,2010,BE331,3,3.06
2011,NUTS,2010,BE331,3,1.282
2012,NUTS,2010,BE331,3,2.271
2000,NUTS,2010,BE332,3,3.415
2001,NUTS,2010,BE332,3,3.422
2002,NUTS,2010,BE332,3,1.024
2003,NUTS,2010,BE332,3,1.144
2004,NUTS,2010,BE332,3,2.845
2006,NUTS,2010,BE332,3,1.692
2007,NUTS,2010,BE332,3,1.682
2008,NUTS,2010,BE332,3,5.138
2009,NUTS,2010,BE332,3,2.499
2010,NUTS,2010,BE332,3,2.765
2011,NUTS,2010,BE332,3,1.094
2012,NUTS,2010,BE332,3,0.811
2001,NUTS,2010,BE334,3,2.908
2002,NUTS,2010,BE334,3,8.648
2003,NUTS,2010,BE334,3,4.731
2006,NUTS,2010,BE334,3,13.838
2008,NUTS,2010,BE334,3,7.171
2009,NUTS,2010,BE334,3,4.41
2011,NUTS,2010,BE334,3,13.041
2012,NUTS,2010,BE334,3,1.808
2008,NUTS,2010,BE335,3,4.447
2009,NUTS,2010,BE335,3,4.912
2010,NUTS,2010,BE335,3,2.439
2007,NUTS,2010,BE336,3,5.429
2009,NUTS,2010,BE336,3,10.464
2010,NUTS,2010,BE336,3,10.502
2011,NUTS,2010,BE336,3,6.557
2002,NUTS,2010,BE34,2,1.398
2005,NUTS,2010,BE34,2,1.953
2006,NUTS,2010,BE34,2,4.835
2007,NUTS,2010,BE34,2,1.914
2008,NUTS,2010,BE34,2,1.893
2009,NUTS,2010,BE34,2,2.622
2010,NUTS,2010,BE34,2,0.929
2011,NUTS,2010,BE34,2,7.321
2005,NUTS,2010,BE341,3,9.218
2006,NUTS,2010,BE341,3,22.764
2007,NUTS,2010,BE341,3,8.994
2008,NUTS,2010,BE341,3,8.867
2009,NUTS,2010,BE341,3,12.2
2010,NUTS,2010,BE341,3,4.322
2011,NUTS,2010,BE341,3,17.066
2002,NUTS,2010,BE344,3,6.246
2011,NUTS,2010,BE344,3,16.54
2001,NUTS,2010,BE35,2,1.122
2002,NUTS,2010,BE35,2,2.233
2003,NUTS,2010,BE35,2,3.708
2004,NUTS,2010,BE35,2,1.479
2005,NUTS,2010,BE35,2,0.724
2006,NUTS,2010,BE35,2,0.72
2008,NUTS,2010,BE35,2,4.298
2010,NUTS,2010,BE35,2,5.293
2011,NUTS,2010,BE35,2,1.043
2012,NUTS,2010,BE35,2,3.786
2001,NUTS,2010,BE352,3,1.762
2002,NUTS,2010,BE352,3,2.279
2003,NUTS,2010,BE352,3,5.82
2004,NUTS,2010,BE352,3,2.321
2005,NUTS,2010,BE352,3,1.136
2006,NUTS,2010,BE352,3,1.129
2008,NUTS,2010,BE352,3,6.745
2010,NUTS,2010,BE352,3,8.293
2011,NUTS,2010,BE352,3,1.64
2012,NUTS,2010,BE352,3,5.948
2002,NUTS,2010,BE353,3,5.657
1993,NUTS,2010,BG,0,0.039
2002,NUTS,2010,BG,0,0.064
2003,NUTS,2010,BG,0,0.064
2006,NUTS,2010,BG,0,0.033
2008,NUTS,2010,BG,0,0.11
2009,NUTS,2010,BG,0,0.134
2010,NUTS,2010,BG,0,0.067
1993,NUTS,2010,BG4,1,0.085
2002,NUTS,2010,BG4,1,0.135
2003,NUTS,2010,BG4,1,0.135
2006,NUTS,2010,BG4,1,0.068
2008,NUTS,2010,BG4,1,0.228
2009,NUTS,2010,BG4,1,0.275
2010,NUTS,2010,BG4,1,0.138
1993,NUTS,2010,BG41,2,0.152
2003,NUTS,2010,BG41,2,0.237
2006,NUTS,2010,BG41,2,0.118
2008,NUTS,2010,BG41,2,0.39
2009,NUTS,2010,BG41,2,0.47
1993,NUTS,2010,BG411,3,0.277
2003,NUTS,2010,BG411,3,0.414
2006,NUTS,2010,BG411,3,0.201
2008,NUTS,2010,BG411,3,0.459
2009,NUTS,2010,BG411,3,0.785
2008,NUTS,2010,BG412,3,0.986
2002,NUTS,2010,BG42,2,0.314
2010,NUTS,2010,BG42,2,0.335
2002,NUTS,2010,BG421,3,0.702
2010,NUTS,2010,BG421,3,0.729
1990,NUTS,2010,CH,0,2.934
1991,NUTS,2010,CH,0,4.933
1992,NUTS,2010,CH,0,5.748
1993,NUTS,2010,CH,0,2.943
1994,NUTS,2010,CH,0,3.579
1995,NUTS,2010,CH,0,3.508
1996,NUTS,2010,CH,0,3.352
1997,NUTS,2010,CH,0,7.637
1998,NUTS,2010,CH,0,6.296
1999,NUTS,2010,CH,0,5.334
2000,NUTS,2010,CH,0,8.729
2001,NUTS,2010,CH,0,11.303
2002,NUTS,2010,CH,0,8.207
2003,NUTS,2010,CH,0,5.747
2004,NUTS,2010,CH,0,7.386
2005,NUTS,2010,CH,0,6.5
2006,NUTS,2010,CH,0,6.58
2007,NUTS,2010,CH,0,8.213
2008,NUTS,2010,CH,0,10.352
2009,NUTS,2010,CH,0,11.14
2010,NUTS,2010,CH,0,8.241
2011,NUTS,2010,CH,0,9.803
2012,NUTS,2010,CH,0,9.301
1990,NUTS,2010,CH0,1,2.934
1991,NUTS,2010,CH0,1,4.847
1992,NUTS,2010,CH0,1,5.675
1993,NUTS,2010,CH0,1,2.943
1994,NUTS,2010,CH0,1,3.435
1995,NUTS,2010,CH0,1,3.472
1996,NUTS,2010,CH0,1,3.21
1997,NUTS,2010,CH0,1,7.538
1998,NUTS,2010,CH0,1,6.202
1999,NUTS,2010,CH0,1,5.229
2000,NUTS,2010,CH0,1,8.683
2001,NUTS,2010,CH0,1,11.25
2002,NUTS,2010,CH0,1,7.979
2003,NUTS,2010,CH0,1,5.61
2004,NUTS,2010,CH0,1,7.163
2005,NUTS,2010,CH0,1,6.231
2006,NUTS,2010,CH0,1,6.58
2007,NUTS,2010,CH0,1,7.569
2008,NUTS,2010,CH0,1,10.188
2009,NUTS,2010,CH0,1,10.988
2010,NUTS,2010,CH0,1,8.112
2011,NUTS,2010,CH0,1,9.361
2012,NUTS,2010,CH0,1,8.874
1990,NUTS,2010,CH01,2,1.96
1991,NUTS,2010,CH01,2,3.104
1992,NUTS,2010,CH01,2,4.917
1993,NUTS,2010,CH01,2,1.348
1994,NUTS,2010,CH01,2,3.037
1995,NUTS,2010,CH01,2,3.19
1996,NUTS,2010,CH01,2,3.277
1997,NUTS,2010,CH01,2,4.5
1998,NUTS,2010,CH01,2,3.912
1999,NUTS,2010,CH01,2,2.374
2000,NUTS,2010,CH01,2,7.722
2001,NUTS,2010,CH01,2,6.007
2002,NUTS,2010,CH01,2,6.021
2003,NUTS,2010,CH01,2,5.386
2004,NUTS,2010,CH01,2,7.418
2005,NUTS,2010,CH01,2,7.485
2006,NUTS,2010,CH01,2,7.571
2007,NUTS,2010,CH01,2,7.18
2008,NUTS,2010,CH01,2,6.821
2009,NUTS,2010,CH01,2,5.544
2010,NUTS,2010,CH01,2,6.47
2011,NUTS,2010,CH01,2,5.17
2012,NUTS,2010,CH01,2,8.161
1990,NUTS,2010,CH011,3,3.497
1991,NUTS,2010,CH011,3,4.762
1992,NUTS,2010,CH011,3,10.268
1993,NUTS,2010,CH011,3,1.686
1994,NUTS,2010,CH011,3,3.352
1995,NUTS,2010,CH011,3,5.265
1996,NUTS,2010,CH011,3,5.779
1997,NUTS,2010,CH011,3,6.15
1998,NUTS,2010,CH011,3,4.933
1999,NUTS,2010,CH011,3,2.142
2000,NUTS,2010,CH011,3,15.691
2001,NUTS,2010,CH011,3,11.032
2002,NUTS,2010,CH011,3,12.048
2003,NUTS,2010,CH011,3,10.57
2004,NUTS,2010,CH011,3,11.219
2005,NUTS,2010,CH011,3,7.723
2006,NUTS,2010,CH011,3,12.491
2007,NUTS,2010,CH011,3,10.466
2008,NUTS,2010,CH011,3,10.833
2009,NUTS,2010,CH011,3,7.018
2010,NUTS,2010,CH011,3,10.035
2011,NUTS,2010,CH011,3,8.874
2012,NUTS,2010,CH011,3,14.147
2005,NUTS,2010,CH012,3,1.736
2007,NUTS,2010,CH012,3,3.394
2008,NUTS,2010,CH012,3,2.512
2009,NUTS,2010,CH012,3,5.375
2010,NUTS,2010,CH012,3,1.366
1990,NUTS,2010,CH013,3,0.885
1991,NUTS,2010,CH013,3,2.641
1993,NUTS,2010,CH013,3,1.745
1994,NUTS,2010,CH013,3,4.644
1995,NUTS,2010,CH013,3,2.221
1996,NUTS,2010,CH013,3,1.694
1997,NUTS,2010,CH013,3,5.069
1998,NUTS,2010,CH013,3,5.042
1999,NUTS,2010,CH013,3,4.362
2000,NUTS,2010,CH013,3,0.819
2001,NUTS,2010,CH013,3,2.45
2002,NUTS,2010,CH013,3,0.967
2003,NUTS,2010,CH013,3,1.194
2004,NUTS,2010,CH013,3,6.675
2005,NUTS,2010,CH013,3,10.997
2006,NUTS,2010,CH013,3,5.225
2007,NUTS,2010,CH013,3,4.732
2008,NUTS,2010,CH013,3,3.606
2009,NUTS,2010,CH013,3,3.362
2010,NUTS,2010,CH013,3,4.412
2011,NUTS,2010,CH013,3,2.906
2012,NUTS,2010,CH013,3,4.343
1990,NUTS,2010,CH02,2,1.888
1991,NUTS,2010,CH02,2,5.091
1992,NUTS,2010,CH02,2,5.855
1993,NUTS,2010,CH02,2,4.131
1994,NUTS,2010,CH02,2,2.763
1995,NUTS,2010,CH02,2,4.234
1996,NUTS,2010,CH02,2,2.896
1997,NUTS,2010,CH02,2,8.913
1998,NUTS,2010,CH02,2,4.342
1999,NUTS,2010,CH02,2,6.764
2000,NUTS,2010,CH02,2,1.962
2001,NUTS,2010,CH02,2,9.162
2002,NUTS,2010,CH02,2,6.274
2003,NUTS,2010,CH02,2,3.779
2004,NUTS,2010,CH02,2,4.591
2005,NUTS,2010,CH02,2,4.094
2006,NUTS,2010,CH02,2,3.095
2007,NUTS,2010,CH02,2,4.947
2008,NUTS,2010,CH02,2,13.043
2009,NUTS,2010,CH02,2,8.015
2010,NUTS,2010,CH02,2,4.817
2011,NUTS,2010,CH02,2,6.482
2012,NUTS,2010,CH02,2,10.24
1991,NUTS,2010,CH021,3,1.061
1992,NUTS,2010,CH021,3,1.053
1993,NUTS,2010,CH021,3,1.573
1995,NUTS,2010,CH021,3,0.531
1996,NUTS,2010,CH021,3,1.062
1997,NUTS,2010,CH021,3,1.063
1998,NUTS,2010,CH021,3,2.663
1999,NUTS,2010,CH021,3,2.125
2000,NUTS,2010,CH021,3,1.06
2001,NUTS,2010,CH021,3,1.059
2002,NUTS,2010,CH021,3,0.211
2003,NUTS,2010,CH021,3,0.348
2004,NUTS,2010,CH021,3,1.008
2005,NUTS,2010,CH021,3,3.747
2006,NUTS,2010,CH021,3,0.867
2007,NUTS,2010,CH021,3,3.285
2008,NUTS,2010,CH021,3,5.795
2009,NUTS,2010,CH021,3,2.837
2010,NUTS,2010,CH021,3,1.334
2011,NUTS,2010,CH021,3,4.287
2012,NUTS,2010,CH021,3,5.787
1990,NUTS,2010,CH022,3,4.894
1991,NUTS,2010,CH022,3,23.806
1992,NUTS,2010,CH022,3,9.488
1993,NUTS,2010,CH022,3,2.33
1994,NUTS,2010,CH022,3,3.064
1995,NUTS,2010,CH022,3,3.375
1996,NUTS,2010,CH022,3,1.113
1997,NUTS,2010,CH022,3,7.241
1999,NUTS,2010,CH022,3,4.309
2000,NUTS,2010,CH022,3,1.408
2001,NUTS,2010,CH022,3,0.844
2002,NUTS,2010,CH022,3,1.04
2003,NUTS,2010,CH022,3,2.054
2004,NUTS,2010,CH022,3,6.649
2005,NUTS,2010,CH022,3,1.318
2006,NUTS,2010,CH022,3,0.984
2007,NUTS,2010,CH022,3,1.665
2008,NUTS,2010,CH022,3,6.724
2009,NUTS,2010,CH022,3,3.612
2010,NUTS,2010,CH022,3,3.039
2011,NUTS,2010,CH022,3,11.67
2012,NUTS,2010,CH022,3,7.518
1991,NUTS,2010,CH023,3,3.274
1993,NUTS,2010,CH023,3,3.193
1994,NUTS,2010,CH023,3,3.511
1995,NUTS,2010,CH023,3,0.716
1996,NUTS,2010,CH023,3,1.379
1997,NUTS,2010,CH023,3,2.077
1999,NUTS,2010,CH023,3,8.215
2000,NUTS,2010,CH023,3,1.353
2001,NUTS,2010,CH023,3,6.156
2002,NUTS,2010,CH023,3,6.116
2003,NUTS,2010,CH023,3,2.72
2004,NUTS,2010,CH023,3,3.363
2007,NUTS,2010,CH023,3,1.408
2008,NUTS,2010,CH023,3,10.67
2009,NUTS,2010,CH023,3,3.733
2010,NUTS,2010,CH023,3,5.737
2011,NUTS,2010,CH023,3,7.639
2012,NUTS,2010,CH023,3,4.592
1990,NUTS,2010,CH024,3,12.613
1991,NUTS,2010,CH024,3,9.391
1992,NUTS,2010,CH024,3,40.18
1993,NUTS,2010,CH024,3,24.603
1994,NUTS,2010,CH024,3,18.306
1995,NUTS,2010,CH024,3,33.501
1996,NUTS,2010,CH024,3,19.182
1997,NUTS,2010,CH024,3,69.599
1998,NUTS,2010,CH024,3,25.029
1999,NUTS,2010,CH024,3,37.26
2000,NUTS,2010,CH024,3,9.538
2001,NUTS,2010,CH024,3,75.549
2002,NUTS,2010,CH024,3,51.195
2003,NUTS,2010,CH024,3,28.963
2004,NUTS,2010,CH024,3,25.622
2005,NUTS,2010,CH024,3,17.867
2006,NUTS,2010,CH024,3,20.778
2007,NUTS,2010,CH024,3,26.049
2008,NUTS,2010,CH024,3,64.966
2009,NUTS,2010,CH024,3,47.565
2010,NUTS,2010,CH024,3,26.857
2011,NUTS,2010,CH024,3,10.053
2012,NUTS,2010,CH024,3,52.546
1998,NUTS,2010,CH025,3,7.25
2006,NUTS,2010,CH025,3,9.695
2007,NUTS,2010,CH025,3,1.443
2008,NUTS,2010,CH025,3,19.122
2009,NUTS,2010,CH025,3,15.468
2010,NUTS,2010,CH025,3,2.852
2011,NUTS,2010,CH025,3,3.57
1990,NUTS,2010,CH03,2,5.133
1991,NUTS,2010,CH03,2,4.246
1992,NUTS,2010,CH03,2,7.488
1993,NUTS,2010,CH03,2,4.513
1994,NUTS,2010,CH03,2,8.099
1995,NUTS,2010,CH03,2,2.203
1996,NUTS,2010,CH03,2,6.315
1997,NUTS,2010,CH03,2,13.442
1998,NUTS,2010,CH03,2,11.411
1999,NUTS,2010,CH03,2,6.841
2000,NUTS,2010,CH03,2,16.665
2001,NUTS,2010,CH03,2,20.924
2002,NUTS,2010,CH03,2,12.547
2003,NUTS,2010,CH03,2,7.788
2004,NUTS,2010,CH03,2,9.459
2005,NUTS,2010,CH03,2,9.998
2006,NUTS,2010,CH03,2,7.463
2007,NUTS,2010,CH03,2,18.767
2008,NUTS,2010,CH03,2,10.57
2009,NUTS,2010,CH03,2,20.972
2010,NUTS,2010,CH03,2,14.527
2011,NUTS,2010,CH03,2,18.425
2012,NUTS,2010,CH03,2,15.344
1990,NUTS,2010,CH031,3,2.627
1993,NUTS,2010,CH031,3,1.271
1994,NUTS,2010,CH031,3,3.242
1995,NUTS,2010,CH031,3,1.269
1996,NUTS,2010,CH031,3,2.554
1997,NUTS,2010,CH031,3,5.9
2000,NUTS,2010,CH031,3,13.902
2002,NUTS,2010,CH031,3,5.524
2003,NUTS,2010,CH031,3,3.588
2004,NUTS,2010,CH031,3,7.34
2005,NUTS,2010,CH031,3,1.767
2006,NUTS,2010,CH031,3,2.586
2007,NUTS,2010,CH031,3,5.086
2008,NUTS,2010,CH031,3,17.276
2009,NUTS,2010,CH031,3,15.0
2010,NUTS,2010,CH031,3,22.565
2011,NUTS,2010,CH031,3,5.677
2012,NUTS,2010,CH031,3,1.074
1991,NUTS,2010,CH032,3,1.816
1993,NUTS,2010,CH032,3,2.145
1994,NUTS,2010,CH032,3,7.229
1995,NUTS,2010,CH032,3,1.154
1997,NUTS,2010,CH032,3,2.087
1999,NUTS,2010,CH032,3,0.974
2000,NUTS,2010,CH032,3,1.276
2001,NUTS,2010,CH032,3,2.041
2002,NUTS,2010,CH032,3,0.958
2003,NUTS,2010,CH032,3,1.255
2004,NUTS,2010,CH032,3,7.564
2005,NUTS,2010,CH032,3,7.538
2006,NUTS,2010,CH032,3,12.928
2007,NUTS,2010,CH032,3,11.454
2008,NUTS,2010,CH032,3,6.502
2009,NUTS,2010,CH032,3,11.025
2010,NUTS,2010,CH032,3,9.824
2011,NUTS,2010,CH032,3,10.641
2012,NUTS,2010,CH032,3,2.506
1990,NUTS,2010,CH033,3,8.503
1991,NUTS,2010,CH033,3,7.028
1992,NUTS,2010,CH033,3,13.812
1993,NUTS,2010,CH033,3,6.836
1994,NUTS,2010,CH033,3,10.367
1995,NUTS,2010,CH033,3,3.059
1996,NUTS,2010,CH033,3,10.721
1997,NUTS,2010,CH033,3,21.63
1998,NUTS,2010,CH033,3,20.991
1999,NUTS,2010,CH033,3,12.079
2000,NUTS,2010,CH033,3,24.97
2001,NUTS,2010,CH033,3,37.154
2002,NUTS,2010,CH033,3,20.407
2003,NUTS,2010,CH033,3,12.289
2004,NUTS,2010,CH033,3,11.058
2005,NUTS,2010,CH033,3,13.855
2006,NUTS,2010,CH033,3,6.499
2007,NUTS,2010,CH033,3,26.565
2008,NUTS,2010,CH033,3,10.317
2009,NUTS,2010,CH033,3,27.416
2010,NUTS,2010,CH033,3,14.149
2011,NUTS,2010,CH033,3,25.79
2012,NUTS,2010,CH033,3,25.36
1990,NUTS,2010,CH04,2,5.022
1991,NUTS,2010,CH04,2,10.129
1992,NUTS,2010,CH04,2,4.862
1993,NUTS,2010,CH04,2,6.191
1994,NUTS,2010,CH04,2,5.714
1995,NUTS,2010,CH04,2,6.914
1996,NUTS,2010,CH04,2,2.765
1997,NUTS,2010,CH04,2,7.1
1998,NUTS,2010,CH04,2,9.656
1999,NUTS,2010,CH04,2,4.581
2000,NUTS,2010,CH04,2,10.221
2001,NUTS,2010,CH04,2,11.268
2002,NUTS,2010,CH04,2,11.394
2003,NUTS,2010,CH04,2,9.764
2004,NUTS,2010,CH04,2,14.529
2005,NUTS,2010,CH04,2,8.813
2006,NUTS,2010,CH04,2,8.832
2007,NUTS,2010,CH04,2,12.71
2008,NUTS,2010,CH04,2,14.691
2009,NUTS,2010,CH04,2,18.578
2010,NUTS,2010,CH04,2,10.101
2011,NUTS,2010,CH04,2,13.0
2012,NUTS,2010,CH04,2,9.947
1990,NUTS,2010,CH040,3,5.022
1991,NUTS,2010,CH040,3,10.129
1992,NUTS,2010,CH040,3,4.862
1993,NUTS,2010,CH040,3,6.191
1994,NUTS,2010,CH040,3,5.714
1995,NUTS,2010,CH040,3,6.914
1996,NUTS,2010,CH040,3,2.765
1997,NUTS,2010,CH040,3,7.1
1998,NUTS,2010,CH040,3,9.656
1999,NUTS,2010,CH040,3,4.581
2000,NUTS,2010,CH040,3,10.221
2001,NUTS,2010,CH040,3,11.268
2002,NUTS,2010,CH040,3,11.394
2003,NUTS,2010,CH040,3,9.764
2004,NUTS,2010,CH040,3,14.529
2005,NUTS,2010,CH040,3,8.813
2006,NUTS,2010,CH040,3,8.832
2007,NUTS,2010,CH040,3,12.71
2008,NUTS,2010,CH040,3,14.691
2009,NUTS,2010,CH040,3,18.578
2010,NUTS,2010,CH040,3,10.101
2011,NUTS,2010,CH040,3,13.0
2012,NUTS,2010,CH040,3,9.947
1990,NUTS,2010,CH05,2,3.132
1991,NUTS,2010,CH05,2,1.362
1992,NUTS,2010,CH05,2,1.512
1994,NUTS,2010,CH05,2,0.491
1996,NUTS,2010,CH05,2,2.981
1997,NUTS,2010,CH05,2,5.884
1998,NUTS,2010,CH05,2,1.93
1999,NUTS,2010,CH05,2,4.208
2000,NUTS,2010,CH05,2,4.271
2001,NUTS,2010,CH05,2,7.016
2002,NUTS,2010,CH05,2,3.891
2003,NUTS,2010,CH05,2,2.616
2004,NUTS,2010,CH05,2,4.373
2005,NUTS,2010,CH05,2,6.37
2006,NUTS,2010,CH05,2,8.165
2007,NUTS,2010,CH05,2,1.249
2008,NUTS,2010,CH05,2,7.561
2009,NUTS,2010,CH05,2,9.957
2010,NUTS,2010,CH05,2,9.34
2011,NUTS,2010,CH05,2,8.698
2012,NUTS,2010,CH05,2,4.578
2009,NUTS,2010,CH051,3,19.547
1996,NUTS,2010,CH052,3,4.457
1997,NUTS,2010,CH052,3,6.772
2001,NUTS,2010,CH052,3,6.71
2002,NUTS,2010,CH052,3,9.149
2005,NUTS,2010,CH052,3,13.552
2008,NUTS,2010,CH052,3,3.354
2009,NUTS,2010,CH052,3,5.312
1991,NUTS,2010,CH053,3,19.398
2003,NUTS,2010,CH053,3,18.833
2006,NUTS,2010,CH053,3,9.513
2007,NUTS,2010,CH053,3,9.522
2008,NUTS,2010,CH053,3,19.562
2009,NUTS,2010,CH053,3,4.712
2009,NUTS,2010,CH054,3,64.313
2012,NUTS,2010,CH054,3,63.52
1990,NUTS,2010,CH055,3,7.234
1992,NUTS,2010,CH055,3,3.508
1994,NUTS,2010,CH055,3,1.144
1996,NUTS,2010,CH055,3,1.695
1997,NUTS,2010,CH055,3,5.475
1999,NUTS,2010,CH055,3,3.372
2000,NUTS,2010,CH055,3,3.239
2001,NUTS,2010,CH055,3,7.218
2002,NUTS,2010,CH055,3,4.571
2003,NUTS,2010,CH055,3,1.647
2004,NUTS,2010,CH055,3,7.829
2005,NUTS,2010,CH055,3,10.353
2006,NUTS,2010,CH055,3,12.326
2007,NUTS,2010,CH055,3,1.797
2008,NUTS,2010,CH055,3,10.946
2009,NUTS,2010,CH055,3,11.674
2010,NUTS,2010,CH055,3,9.059
2011,NUTS,2010,CH055,3,10.232
2012,NUTS,2010,CH055,3,5.485
1991,NUTS,2010,CH056,3,1.902
1996,NUTS,2010,CH056,3,5.404
1997,NUTS,2010,CH056,3,2.688
1999,NUTS,2010,CH056,3,1.075
2001,NUTS,2010,CH056,3,3.12
2002,NUTS,2010,CH056,3,4.481
2008,NUTS,2010,CH056,3,5.51
2009,NUTS,2010,CH056,3,10.081
2010,NUTS,2010,CH056,3,23.871
2011,NUTS,2010,CH056,3,16.613
2012,NUTS,2010,CH056,3,2.327
1996,NUTS,2010,CH057,3,4.477
1997,NUTS,2010,CH057,3,11.876
1998,NUTS,2010,CH057,3,8.873
1999,NUTS,2010,CH057,3,11.789
2000,NUTS,2010,CH057,3,13.199
2001,NUTS,2010,CH057,3,13.188
2002,NUTS,2010,CH057,3,2.191
2003,NUTS,2010,CH057,3,4.35
2004,NUTS,2010,CH057,3,4.443
2005,NUTS,2010,CH057,3,4.292
2006,NUTS,2010,CH057,3,10.669
2008,NUTS,2010,CH057,3,2.937
2009,NUTS,2010,CH057,3,4.094
2010,NUTS,2010,CH057,3,5.433
2011,NUTS,2010,CH057,3,6.038
2012,NUTS,2010,CH057,3,3.969
1990,NUTS,2010,CH06,2,1.382
1991,NUTS,2010,CH06,2,6.508
1992,NUTS,2010,CH06,2,14.717
1993,NUTS,2010,CH06,2,0.787
1994,NUTS,2010,CH06,2,1.04
1995,NUTS,2010,CH06,2,3.375
1996,NUTS,2010,CH06,2,1.897
1997,NUTS,2010,CH06,2,8.064
1998,NUTS,2010,CH06,2,7.844
1999,NUTS,2010,CH06,2,9.685
2000,NUTS,2010,CH06,2,21.87
2001,NUTS,2010,CH06,2,19.474
2002,NUTS,2010,CH06,2,12.973
2003,NUTS,2010,CH06,2,5.515
2004,NUTS,2010,CH06,2,3.834
2005,NUTS,2010,CH06,2,1.478
2006,NUTS,2010,CH06,2,6.887
2007,NUTS,2010,CH06,2,2.101
2008,NUTS,2010,CH06,2,5.077
2009,NUTS,2010,CH06,2,7.12
2010,NUTS,2010,CH06,2,4.096
2011,NUTS,2010,CH06,2,5.911
2012,NUTS,2010,CH06,2,4.198
1990,NUTS,2010,CH061,3,2.636
1991,NUTS,2010,CH061,3,3.111
1992,NUTS,2010,CH061,3,5.118
1994,NUTS,2010,CH061,3,0.984
1995,NUTS,2010,CH061,3,0.592
1997,NUTS,2010,CH061,3,0.965
1998,NUTS,2010,CH061,3,1.691
1999,NUTS,2010,CH061,3,5.331
2000,NUTS,2010,CH061,3,16.592
2001,NUTS,2010,CH061,3,9.38
2002,NUTS,2010,CH061,3,5.571
2003,NUTS,2010,CH061,3,1.421
2005,NUTS,2010,CH061,3,0.705
2006,NUTS,2010,CH061,3,5.416
2007,NUTS,2010,CH061,3,3.258
2008,NUTS,2010,CH061,3,1.843
2009,NUTS,2010,CH061,3,3.526
2010,NUTS,2010,CH061,3,2.467
2011,NUTS,2010,CH061,3,0.874
2012,NUTS,2010,CH061,3,3.482
2009,NUTS,2010,CH062,3,28.44
1992,NUTS,2010,CH063,3,6.165
1993,NUTS,2010,CH063,3,4.307
1996,NUTS,2010,CH063,3,2.042
