year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_f_gov_rse_hc
2005,NUTS,2010,ITI1,2,460.0
2007,NUTS,2010,ITI1,2,518.0
2008,NUTS,2010,ITI1,2,412.0
2009,NUTS,2010,ITI1,2,496.0
2010,NUTS,2010,ITI1,2,508.0
2011,NUTS,2010,ITI1,2,751.0
2012,NUTS,2010,ITI1,2,837.0
2013,NUTS,2010,ITI1,2,919.0
2014,NUTS,2010,ITI1,2,916.0
2015,NUTS,2010,ITI1,2,881.0
2016,NUTS,2010,ITI1,2,973.0
2017,NUTS,2010,ITI1,2,950.0
2018,NUTS,2010,ITI1,2,1050.0
2019,NUTS,2010,ITI1,2,1011.0
2003,NUTS,2010,ITI2,2,25.0
2004,NUTS,2010,ITI2,2,26.0
2005,NUTS,2010,ITI2,2,30.0
2007,NUTS,2010,ITI2,2,94.0
2008,NUTS,2010,ITI2,2,77.0
2009,NUTS,2010,ITI2,2,33.0
2010,NUTS,2010,ITI2,2,36.0
2011,NUTS,2010,ITI2,2,58.0
2012,NUTS,2010,ITI2,2,78.0
2013,NUTS,2010,ITI2,2,86.0
2014,NUTS,2010,ITI2,2,99.0
2015,NUTS,2010,ITI2,2,98.0
2016,NUTS,2010,ITI2,2,108.0
2017,NUTS,2010,ITI2,2,84.0
2018,NUTS,2010,ITI2,2,84.0
2019,NUTS,2010,ITI2,2,122.0
2003,NUTS,2010,ITI3,2,39.0
2004,NUTS,2010,ITI3,2,46.0
2005,NUTS,2010,ITI3,2,47.0
2007,NUTS,2010,ITI3,2,52.0
2008,NUTS,2010,ITI3,2,45.0
2009,NUTS,2010,ITI3,2,39.0
2010,NUTS,2010,ITI3,2,34.0
2011,NUTS,2010,ITI3,2,72.0
2012,NUTS,2010,ITI3,2,80.0
2013,NUTS,2010,ITI3,2,96.0
2014,NUTS,2010,ITI3,2,109.0
2015,NUTS,2010,ITI3,2,111.0
2016,NUTS,2010,ITI3,2,149.0
2017,NUTS,2010,ITI3,2,160.0
2018,NUTS,2010,ITI3,2,157.0
2019,NUTS,2010,ITI3,2,174.0
2003,NUTS,2010,ITI4,2,2937.0
2004,NUTS,2010,ITI4,2,2794.0
2005,NUTS,2010,ITI4,2,3029.0
2007,NUTS,2010,ITI4,2,3232.0
2008,NUTS,2010,ITI4,2,2736.0
2009,NUTS,2010,ITI4,2,3321.0
2010,NUTS,2010,ITI4,2,3409.0
2011,NUTS,2010,ITI4,2,3432.0
2012,NUTS,2010,ITI4,2,3381.0
2013,NUTS,2010,ITI4,2,3314.0
2014,NUTS,2010,ITI4,2,3272.0
2015,NUTS,2010,ITI4,2,3500.0
2016,NUTS,2010,ITI4,2,3600.0
2017,NUTS,2010,ITI4,2,3665.0
2018,NUTS,2010,ITI4,2,3796.0
2019,NUTS,2010,ITI4,2,3958.0
2001,NUTS,2010,JP,0,4068.0
2002,NUTS,2010,JP,0,4138.0
2003,NUTS,2010,JP,0,4233.0
2004,NUTS,2010,JP,0,4492.0
2005,NUTS,2010,JP,0,4600.0
2006,NUTS,2010,JP,0,4791.0
2007,NUTS,2010,JP,0,4928.0
2008,NUTS,2010,JP,0,4946.0
2009,NUTS,2010,JP,0,5269.0
2010,NUTS,2010,JP,0,5552.0
2011,NUTS,2010,JP,0,5409.0
2012,NUTS,2010,JP,0,5533.0
2013,NUTS,2010,JP,0,5564.0
2014,NUTS,2010,JP,0,5741.0
2015,NUTS,2010,JP,0,6062.0
2016,NUTS,2010,JP,0,6216.0
2017,NUTS,2010,JP,0,6394.0
2018,NUTS,2010,JP,0,6545.0
2019,NUTS,2010,JP,0,6807.0
1997,NUTS,2010,KR,0,1243.0
1998,NUTS,2010,KR,0,1000.0
1999,NUTS,2010,KR,0,1048.0
2000,NUTS,2010,KR,0,1320.0
2001,NUTS,2010,KR,0,1315.0
2002,NUTS,2010,KR,0,1356.0
2003,NUTS,2010,KR,0,1402.0
2004,NUTS,2010,KR,0,1459.0
2005,NUTS,2010,KR,0,1476.0
2006,NUTS,2010,KR,0,1975.0
2007,NUTS,2010,KR,0,2923.0
2008,NUTS,2010,KR,0,2770.0
2009,NUTS,2010,KR,0,3788.0
2010,NUTS,2010,KR,0,4435.0
2011,NUTS,2010,KR,0,5236.0
2012,NUTS,2010,KR,0,5730.0
2013,NUTS,2010,KR,0,6328.0
2014,NUTS,2010,KR,0,6885.0
2015,NUTS,2010,KR,0,7223.0
2016,NUTS,2010,KR,0,7553.0
2017,NUTS,2010,KR,0,7752.0
2018,NUTS,2010,KR,0,8073.0
2019,NUTS,2010,KR,0,8730.0
2000,NUTS,2010,LT,0,1199.0
2001,NUTS,2010,LT,0,1114.0
2002,NUTS,2010,LT,0,919.0
2003,NUTS,2010,LT,0,874.0
2004,NUTS,2010,LT,0,894.0
2005,NUTS,2010,LT,0,997.0
2006,NUTS,2010,LT,0,934.0
2007,NUTS,2010,LT,0,908.0
2008,NUTS,2010,LT,0,891.0
2009,NUTS,2010,LT,0,955.0
2010,NUTS,2010,LT,0,891.0
2011,NUTS,2010,LT,0,880.0
2012,NUTS,2010,LT,0,870.0
2013,NUTS,2010,LT,0,871.0
2014,NUTS,2010,LT,0,928.0
2015,NUTS,2010,LT,0,963.0
2016,NUTS,2010,LT,0,1357.0
2017,NUTS,2010,LT,0,1513.0
2018,NUTS,2010,LT,0,1476.0
2019,NUTS,2010,LT,0,1384.0
2015,NUTS,2010,LT01,2,781.0
2016,NUTS,2010,LT01,2,868.0
2017,NUTS,2010,LT01,2,956.0
2018,NUTS,2010,LT01,2,945.0
2019,NUTS,2010,LT01,2,953.0
2015,NUTS,2010,LT02,2,182.0
2016,NUTS,2010,LT02,2,489.0
2017,NUTS,2010,LT02,2,557.0
2018,NUTS,2010,LT02,2,531.0
2019,NUTS,2010,LT02,2,431.0
2000,NUTS,2010,LU,0,81.0
2001,NUTS,2010,LU,0,97.0
2002,NUTS,2010,LU,0,111.0
2003,NUTS,2010,LU,0,104.0
2005,NUTS,2010,LU,0,132.0
2006,NUTS,2010,LU,0,167.0
2007,NUTS,2010,LU,0,199.0
2009,NUTS,2010,LU,0,230.0
2010,NUTS,2010,LU,0,254.0
2011,NUTS,2010,LU,0,286.0
2012,NUTS,2010,LU,0,295.0
2013,NUTS,2010,LU,0,308.0
2014,NUTS,2010,LU,0,299.0
2015,NUTS,2010,LU,0,270.0
2017,NUTS,2010,LU,0,255.0
2019,NUTS,2010,LU,0,286.0
1995,NUTS,2010,LV,0,778.0
1996,NUTS,2010,LV,0,741.0
1997,NUTS,2010,LV,0,619.0
1998,NUTS,2010,LV,0,520.0
1999,NUTS,2010,LV,0,492.0
2000,NUTS,2010,LV,0,419.0
2001,NUTS,2010,LV,0,430.0
2002,NUTS,2010,LV,0,408.0
2003,NUTS,2010,LV,0,366.0
2004,NUTS,2010,LV,0,331.0
2005,NUTS,2010,LV,0,427.0
2006,NUTS,2010,LV,0,569.0
2007,NUTS,2010,LV,0,620.0
2008,NUTS,2010,LV,0,529.0
2009,NUTS,2010,LV,0,447.0
2010,NUTS,2010,LV,0,453.0
2011,NUTS,2010,LV,0,556.0
2012,NUTS,2010,LV,0,557.0
2013,NUTS,2010,LV,0,521.0
2014,NUTS,2010,LV,0,513.0
2015,NUTS,2010,LV,0,549.0
2016,NUTS,2010,LV,0,526.0
2017,NUTS,2010,LV,0,497.0
2018,NUTS,2010,LV,0,520.0
2019,NUTS,2010,LV,0,470.0
2011,NUTS,2010,ME,0,281.0
2013,NUTS,2010,ME,0,309.0
2014,NUTS,2010,ME,0,301.0
2015,NUTS,2010,ME,0,315.0
2017,NUTS,2010,ME,0,299.0
2018,NUTS,2010,ME,0,303.0
2019,NUTS,2010,ME,0,323.0
2005,NUTS,2010,MK,0,374.0
2006,NUTS,2010,MK,0,390.0
2007,NUTS,2010,MK,0,384.0
2008,NUTS,2010,MK,0,395.0
2009,NUTS,2010,MK,0,317.0
2010,NUTS,2010,MK,0,342.0
2011,NUTS,2010,MK,0,174.0
2012,NUTS,2010,MK,0,273.0
2015,NUTS,2010,MK,0,208.0
2016,NUTS,2010,MK,0,256.0
2017,NUTS,2010,MK,0,230.0
2018,NUTS,2010,MK,0,225.0
2019,NUTS,2010,MK,0,217.0
2002,NUTS,2010,MT,0,17.0
2003,NUTS,2010,MT,0,2.0
2004,NUTS,2010,MT,0,12.0
2005,NUTS,2010,MT,0,15.0
2006,NUTS,2010,MT,0,21.0
2007,NUTS,2010,MT,0,11.0
2008,NUTS,2010,MT,0,23.0
2009,NUTS,2010,MT,0,22.0
2010,NUTS,2010,MT,0,16.0
2011,NUTS,2010,MT,0,16.0
2012,NUTS,2010,MT,0,10.0
2013,NUTS,2010,MT,0,8.0
2014,NUTS,2010,MT,0,9.0
2015,NUTS,2010,MT,0,9.0
2016,NUTS,2010,MT,0,10.0
2017,NUTS,2010,MT,0,7.0
2018,NUTS,2010,MT,0,11.0
2019,NUTS,2010,MT,0,5.0
2001,NUTS,2010,NL,0,1448.0
2003,NUTS,2010,NL,0,2138.0
2004,NUTS,2010,NL,0,2490.0
2005,NUTS,2010,NL,0,2299.0
2006,NUTS,2010,NL,0,2363.0
2007,NUTS,2010,NL,0,2425.0
2008,NUTS,2010,NL,0,2280.0
2009,NUTS,2010,NL,0,2353.0
2010,NUTS,2010,NL,0,2376.0
2011,NUTS,2010,NL,0,2719.0
2012,NUTS,2010,NL,0,4695.0
2013,NUTS,2010,NL,0,3175.0
2014,NUTS,2010,NL,0,2924.0
2015,NUTS,2010,NL,0,3039.0
2016,NUTS,2010,NL,0,3235.0
2017,NUTS,2010,NL,0,2898.0
2018,NUTS,2010,NL,0,3310.0
2019,NUTS,2010,NL,0,3576.0
2003,NUTS,2010,NL1,1,
2005,NUTS,2010,NL1,1,
2007,NUTS,2010,NL1,1,
2009,NUTS,2010,NL1,1,
2011,NUTS,2010,NL1,1,
2012,NUTS,2010,NL1,1,
2003,NUTS,2010,NL11,2,
2005,NUTS,2010,NL11,2,
2007,NUTS,2010,NL11,2,
2009,NUTS,2010,NL11,2,
2011,NUTS,2010,NL11,2,
2012,NUTS,2010,NL11,2,
2003,NUTS,2010,NL12,2,
2005,NUTS,2010,NL12,2,
2007,NUTS,2010,NL12,2,
2009,NUTS,2010,NL12,2,
2011,NUTS,2010,NL12,2,
2012,NUTS,2010,NL12,2,
2003,NUTS,2010,NL13,2,
2005,NUTS,2010,NL13,2,
2007,NUTS,2010,NL13,2,
2009,NUTS,2010,NL13,2,
2011,NUTS,2010,NL13,2,
2012,NUTS,2010,NL13,2,
2003,NUTS,2010,NL2,1,
2005,NUTS,2010,NL2,1,
2007,NUTS,2010,NL2,1,
2009,NUTS,2010,NL2,1,
2011,NUTS,2010,NL2,1,
2012,NUTS,2010,NL2,1,
2003,NUTS,2010,NL21,2,
2005,NUTS,2010,NL21,2,
2007,NUTS,2010,NL21,2,
2009,NUTS,2010,NL21,2,
2011,NUTS,2010,NL21,2,
2012,NUTS,2010,NL21,2,
2003,NUTS,2010,NL22,2,
2005,NUTS,2010,NL22,2,
2007,NUTS,2010,NL22,2,
2009,NUTS,2010,NL22,2,
2011,NUTS,2010,NL22,2,
2012,NUTS,2010,NL22,2,
2003,NUTS,2010,NL23,2,
2005,NUTS,2010,NL23,2,
2007,NUTS,2010,NL23,2,
2009,NUTS,2010,NL23,2,
2011,NUTS,2010,NL23,2,
2012,NUTS,2010,NL23,2,
2003,NUTS,2010,NL3,1,
2005,NUTS,2010,NL3,1,1612.0
2007,NUTS,2010,NL3,1,1751.0
2009,NUTS,2010,NL3,1,1703.0
2011,NUTS,2010,NL3,1,
2012,NUTS,2010,NL3,1,
2003,NUTS,2010,NL31,2,
2005,NUTS,2010,NL31,2,
2007,NUTS,2010,NL31,2,
2009,NUTS,2010,NL31,2,
2011,NUTS,2010,NL31,2,
2012,NUTS,2010,NL31,2,
2003,NUTS,2010,NL32,2,
2005,NUTS,2010,NL32,2,
2007,NUTS,2010,NL32,2,
2009,NUTS,2010,NL32,2,
2011,NUTS,2010,NL32,2,
2012,NUTS,2010,NL32,2,
2003,NUTS,2010,NL33,2,
2005,NUTS,2010,NL33,2,
2007,NUTS,2010,NL33,2,
2009,NUTS,2010,NL33,2,
2011,NUTS,2010,NL33,2,
2012,NUTS,2010,NL33,2,
2003,NUTS,2010,NL34,2,
2005,NUTS,2010,NL34,2,
2007,NUTS,2010,NL34,2,
2009,NUTS,2010,NL34,2,
2011,NUTS,2010,NL34,2,
2012,NUTS,2010,NL34,2,
2003,NUTS,2010,NL4,1,
2005,NUTS,2010,NL4,1,
2007,NUTS,2010,NL4,1,
2009,NUTS,2010,NL4,1,
2011,NUTS,2010,NL4,1,
2012,NUTS,2010,NL4,1,
2003,NUTS,2010,NL41,2,
2005,NUTS,2010,NL41,2,
2007,NUTS,2010,NL41,2,
2009,NUTS,2010,NL41,2,
2011,NUTS,2010,NL41,2,
2012,NUTS,2010,NL41,2,
2003,NUTS,2010,NL42,2,
2005,NUTS,2010,NL42,2,
2007,NUTS,2010,NL42,2,
2009,NUTS,2010,NL42,2,
2011,NUTS,2010,NL42,2,
2012,NUTS,2010,NL42,2,
1997,NUTS,2010,NO,0,1287.0
1999,NUTS,2010,NO,0,1300.0
2001,NUTS,2010,NO,0,1414.0
2003,NUTS,2010,NO,0,1540.0
2005,NUTS,2010,NO,0,1699.0
2007,NUTS,2010,NO,0,2188.0
2008,NUTS,2010,NO,0,2264.0
2009,NUTS,2010,NO,0,2511.0
2010,NUTS,2010,NO,0,2581.0
2011,NUTS,2010,NO,0,2729.0
2012,NUTS,2010,NO,0,2783.0
2013,NUTS,2010,NO,0,2880.0
2014,NUTS,2010,NO,0,2853.0
2015,NUTS,2010,NO,0,2960.0
2016,NUTS,2010,NO,0,2964.0
2017,NUTS,2010,NO,0,3024.0
2018,NUTS,2010,NO,0,3101.0
2019,NUTS,2010,NO,0,3117.0
1997,NUTS,2010,NO0,1,1287.0
1999,NUTS,2010,NO0,1,1300.0
2001,NUTS,2010,NO0,1,1414.0
2003,NUTS,2010,NO0,1,1540.0
2005,NUTS,2010,NO0,1,1699.0
2007,NUTS,2010,NO0,1,2188.0
2008,NUTS,2010,NO0,1,2264.0
2009,NUTS,2010,NO0,1,2511.0
2010,NUTS,2010,NO0,1,2581.0
2011,NUTS,2010,NO0,1,2729.0
2012,NUTS,2010,NO0,1,2783.0
2013,NUTS,2010,NO0,1,2880.0
2014,NUTS,2010,NO0,1,2853.0
2001,NUTS,2010,NO01,2,882.0
2003,NUTS,2010,NO01,2,945.0
2005,NUTS,2010,NO01,2,1076.0
2007,NUTS,2010,NO01,2,1351.0
2008,NUTS,2010,NO01,2,1364.0
2009,NUTS,2010,NO01,2,1462.0
2010,NUTS,2010,NO01,2,1469.0
2011,NUTS,2010,NO01,2,1553.0
2012,NUTS,2010,NO01,2,1591.0
2013,NUTS,2010,NO01,2,1656.0
2014,NUTS,2010,NO01,2,1570.0
2001,NUTS,2010,NO02,2,33.0
2003,NUTS,2010,NO02,2,39.0
2005,NUTS,2010,NO02,2,37.0
2007,NUTS,2010,NO02,2,43.0
2008,NUTS,2010,NO02,2,59.0
2009,NUTS,2010,NO02,2,60.0
2010,NUTS,2010,NO02,2,59.0
2011,NUTS,2010,NO02,2,65.0
2012,NUTS,2010,NO02,2,75.0
2013,NUTS,2010,NO02,2,78.0
2014,NUTS,2010,NO02,2,87.0
2001,NUTS,2010,NO03,2,43.0
2003,NUTS,2010,NO03,2,41.0
2005,NUTS,2010,NO03,2,49.0
2007,NUTS,2010,NO03,2,96.0
2008,NUTS,2010,NO03,2,125.0
2009,NUTS,2010,NO03,2,133.0
2010,NUTS,2010,NO03,2,147.0
2011,NUTS,2010,NO03,2,159.0
2012,NUTS,2010,NO03,2,165.0
2013,NUTS,2010,NO03,2,188.0
2014,NUTS,2010,NO03,2,229.0
2001,NUTS,2010,NO04,2,47.0
2003,NUTS,2010,NO04,2,41.0
2005,NUTS,2010,NO04,2,53.0
2007,NUTS,2010,NO04,2,86.0
2008,NUTS,2010,NO04,2,94.0
2009,NUTS,2010,NO04,2,83.0
2010,NUTS,2010,NO04,2,94.0
2011,NUTS,2010,NO04,2,115.0
2012,NUTS,2010,NO04,2,121.0
2013,NUTS,2010,NO04,2,133.0
2014,NUTS,2010,NO04,2,133.0
2001,NUTS,2010,NO05,2,177.0
2003,NUTS,2010,NO05,2,222.0
2005,NUTS,2010,NO05,2,235.0
2007,NUTS,2010,NO05,2,271.0
2008,NUTS,2010,NO05,2,278.0
2009,NUTS,2010,NO05,2,364.0
2010,NUTS,2010,NO05,2,369.0
2011,NUTS,2010,NO05,2,403.0
2012,NUTS,2010,NO05,2,394.0
2013,NUTS,2010,NO05,2,400.0
2014,NUTS,2010,NO05,2,423.0
2001,NUTS,2010,NO06,2,123.0
2003,NUTS,2010,NO06,2,128.0
2005,NUTS,2010,NO06,2,123.0
2007,NUTS,2010,NO06,2,173.0
2008,NUTS,2010,NO06,2,191.0
2009,NUTS,2010,NO06,2,221.0
2010,NUTS,2010,NO06,2,242.0
2011,NUTS,2010,NO06,2,222.0
2012,NUTS,2010,NO06,2,223.0
2013,NUTS,2010,NO06,2,219.0
2014,NUTS,2010,NO06,2,200.0
2001,NUTS,2010,NO07,2,109.0
2003,NUTS,2010,NO07,2,124.0
2005,NUTS,2010,NO07,2,126.0
2007,NUTS,2010,NO07,2,168.0
2008,NUTS,2010,NO07,2,153.0
2009,NUTS,2010,NO07,2,188.0
2010,NUTS,2010,NO07,2,201.0
2011,NUTS,2010,NO07,2,212.0
2012,NUTS,2010,NO07,2,214.0
2013,NUTS,2010,NO07,2,206.0
2014,NUTS,2010,NO07,2,211.0
2000,NUTS,2010,PL,0,5307.0
2003,NUTS,2010,PL,0,6150.0
2004,NUTS,2010,PL,0,5906.0
2005,NUTS,2010,PL,0,5691.0
2006,NUTS,2010,PL,0,6002.0
2007,NUTS,2010,PL,0,6228.0
2008,NUTS,2010,PL,0,5892.0
2009,NUTS,2010,PL,0,6367.0
2010,NUTS,2010,PL,0,6877.0
2011,NUTS,2010,PL,0,6457.0
2012,NUTS,2010,PL,0,6501.0
2013,NUTS,2010,PL,0,6597.0
2014,NUTS,2010,PL,0,6718.0
2015,NUTS,2010,PL,0,6469.0
2016,NUTS,2010,PL,0,2312.0
2017,NUTS,2010,PL,0,3090.0
2018,NUTS,2010,PL,0,2739.0
2019,NUTS,2010,PL,0,2547.0
2000,NUTS,2010,PL1,1,3877.0
2003,NUTS,2010,PL1,1,4559.0
2004,NUTS,2010,PL1,1,4342.0
2005,NUTS,2010,PL1,1,4255.0
2006,NUTS,2010,PL1,1,4438.0
2007,NUTS,2010,PL1,1,4549.0
2008,NUTS,2010,PL1,1,4090.0
2009,NUTS,2010,PL1,1,4477.0
2010,NUTS,2010,PL1,1,
2011,NUTS,2010,PL1,1,4383.0
2012,NUTS,2010,PL1,1,4000.0
2013,NUTS,2010,PL1,1,4157.0
2014,NUTS,2010,PL1,1,4251.0
2015,NUTS,2010,PL1,1,4021.0
2000,NUTS,2010,PL11,2,350.0
2003,NUTS,2010,PL11,2,418.0
2004,NUTS,2010,PL11,2,390.0
2005,NUTS,2010,PL11,2,438.0
2006,NUTS,2010,PL11,2,475.0
2007,NUTS,2010,PL11,2,507.0
2008,NUTS,2010,PL11,2,364.0
2009,NUTS,2010,PL11,2,486.0
2010,NUTS,2010,PL11,2,
2011,NUTS,2010,PL11,2,
2012,NUTS,2010,PL11,2,441.0
2013,NUTS,2010,PL11,2,
2014,NUTS,2010,PL11,2,
2015,NUTS,2010,PL11,2,
2000,NUTS,2010,PL12,2,3527.0
2003,NUTS,2010,PL12,2,4141.0
2004,NUTS,2010,PL12,2,3952.0
2005,NUTS,2010,PL12,2,3817.0
2006,NUTS,2010,PL12,2,3963.0
2007,NUTS,2010,PL12,2,4042.0
2008,NUTS,2010,PL12,2,3726.0
2009,NUTS,2010,PL12,2,3991.0
2010,NUTS,2010,PL12,2,4226.0
2011,NUTS,2010,PL12,2,
2012,NUTS,2010,PL12,2,3559.0
2013,NUTS,2010,PL12,2,
2014,NUTS,2010,PL12,2,
2015,NUTS,2010,PL12,2,
2000,NUTS,2010,PL2,1,597.0
2003,NUTS,2010,PL2,1,710.0
2004,NUTS,2010,PL2,1,757.0
2005,NUTS,2010,PL2,1,656.0
2006,NUTS,2010,PL2,1,713.0
2007,NUTS,2010,PL2,1,780.0
2008,NUTS,2010,PL2,1,756.0
2009,NUTS,2010,PL2,1,944.0
2010,NUTS,2010,PL2,1,
2011,NUTS,2010,PL2,1,982.0
2012,NUTS,2010,PL2,1,
2013,NUTS,2010,PL2,1,1122.0
2014,NUTS,2010,PL2,1,1143.0
2015,NUTS,2010,PL2,1,1211.0
2016,NUTS,2010,PL2,1,363.0
2017,NUTS,2010,PL2,1,535.0
2018,NUTS,2010,PL2,1,585.0
2019,NUTS,2010,PL2,1,341.0
2000,NUTS,2010,PL21,2,366.0
2003,NUTS,2010,PL21,2,434.0
2004,NUTS,2010,PL21,2,474.0
2005,NUTS,2010,PL21,2,449.0
2006,NUTS,2010,PL21,2,497.0
2007,NUTS,2010,PL21,2,570.0
2008,NUTS,2010,PL21,2,467.0
2009,NUTS,2010,PL21,2,592.0
2010,NUTS,2010,PL21,2,
2011,NUTS,2010,PL21,2,616.0
2012,NUTS,2010,PL21,2,
2013,NUTS,2010,PL21,2,
2014,NUTS,2010,PL21,2,
2015,NUTS,2010,PL21,2,754.0
2016,NUTS,2010,PL21,2,
2017,NUTS,2010,PL21,2,394.0
2018,NUTS,2010,PL21,2,447.0
2019,NUTS,2010,PL21,2,273.0
2000,NUTS,2010,PL22,2,231.0
2003,NUTS,2010,PL22,2,276.0
2004,NUTS,2010,PL22,2,283.0
2005,NUTS,2010,PL22,2,207.0
2006,NUTS,2010,PL22,2,216.0
2007,NUTS,2010,PL22,2,210.0
2008,NUTS,2010,PL22,2,289.0
2009,NUTS,2010,PL22,2,352.0
2010,NUTS,2010,PL22,2,278.0
2011,NUTS,2010,PL22,2,366.0
2012,NUTS,2010,PL22,2,502.0
2013,NUTS,2010,PL22,2,
2014,NUTS,2010,PL22,2,
2015,NUTS,2010,PL22,2,457.0
2016,NUTS,2010,PL22,2,
2017,NUTS,2010,PL22,2,141.0
2018,NUTS,2010,PL22,2,138.0
2019,NUTS,2010,PL22,2,68.0
2000,NUTS,2010,PL3,1,210.0
2003,NUTS,2010,PL3,1,218.0
2004,NUTS,2010,PL3,1,189.0
2005,NUTS,2010,PL3,1,175.0
2006,NUTS,2010,PL3,1,192.0
2007,NUTS,2010,PL3,1,268.0
2008,NUTS,2010,PL3,1,239.0
2009,NUTS,2010,PL3,1,208.0
2010,NUTS,2010,PL3,1,248.0
2011,NUTS,2010,PL3,1,252.0
2012,NUTS,2010,PL3,1,
2013,NUTS,2010,PL3,1,
2014,NUTS,2010,PL3,1,
2015,NUTS,2010,PL3,1,
2000,NUTS,2010,PL31,2,171.0
2003,NUTS,2010,PL31,2,206.0
2004,NUTS,2010,PL31,2,174.0
2005,NUTS,2010,PL31,2,161.0
2006,NUTS,2010,PL31,2,168.0
2007,NUTS,2010,PL31,2,237.0
2008,NUTS,2010,PL31,2,227.0
2009,NUTS,2010,PL31,2,196.0
2010,NUTS,2010,PL31,2,
2011,NUTS,2010,PL31,2,234.0
2012,NUTS,2010,PL31,2,228.0
2013,NUTS,2010,PL31,2,191.0
2014,NUTS,2010,PL31,2,195.0
2015,NUTS,2010,PL31,2,152.0
2000,NUTS,2010,PL32,2,16.0
2003,NUTS,2010,PL32,2,1.0
2004,NUTS,2010,PL32,2,1.0
2005,NUTS,2010,PL32,2,0.0
2006,NUTS,2010,PL32,2,13.0
2007,NUTS,2010,PL32,2,22.0
2008,NUTS,2010,PL32,2,2.0
2009,NUTS,2010,PL32,2,
2010,NUTS,2010,PL32,2,
2011,NUTS,2010,PL32,2,
2012,NUTS,2010,PL32,2,
2013,NUTS,2010,PL32,2,
2014,NUTS,2010,PL32,2,
2015,NUTS,2010,PL32,2,22.0
2000,NUTS,2010,PL33,2,
2003,NUTS,2010,PL33,2,
2004,NUTS,2010,PL33,2,
2005,NUTS,2010,PL33,2,
2006,NUTS,2010,PL33,2,
2007,NUTS,2010,PL33,2,0.0
2008,NUTS,2010,PL33,2,0.0
2009,NUTS,2010,PL33,2,
2010,NUTS,2010,PL33,2,
2011,NUTS,2010,PL33,2,
2012,NUTS,2010,PL33,2,0.0
2013,NUTS,2010,PL33,2,
2014,NUTS,2010,PL33,2,
2015,NUTS,2010,PL33,2,
2000,NUTS,2010,PL34,2,
2003,NUTS,2010,PL34,2,
2004,NUTS,2010,PL34,2,
2005,NUTS,2010,PL34,2,
2006,NUTS,2010,PL34,2,
2007,NUTS,2010,PL34,2,9.0
2008,NUTS,2010,PL34,2,10.0
2009,NUTS,2010,PL34,2,
2010,NUTS,2010,PL34,2,
2011,NUTS,2010,PL34,2,
2012,NUTS,2010,PL34,2,
2013,NUTS,2010,PL34,2,20.0
2014,NUTS,2010,PL34,2,
2015,NUTS,2010,PL34,2,
2000,NUTS,2010,PL4,1,289.0
2003,NUTS,2010,PL4,1,348.0
2004,NUTS,2010,PL4,1,341.0
2005,NUTS,2010,PL4,1,334.0
2006,NUTS,2010,PL4,1,323.0
2007,NUTS,2010,PL4,1,293.0
2008,NUTS,2010,PL4,1,461.0
2009,NUTS,2010,PL4,1,335.0
2010,NUTS,2010,PL4,1,
2011,NUTS,2010,PL4,1,410.0
2012,NUTS,2010,PL4,1,
2013,NUTS,2010,PL4,1,480.0
2014,NUTS,2010,PL4,1,
2015,NUTS,2010,PL4,1,
2016,NUTS,2010,PL4,1,58.0
2017,NUTS,2010,PL4,1,133.0
2018,NUTS,2010,PL4,1,198.0
2019,NUTS,2010,PL4,1,
2000,NUTS,2010,PL41,2,287.0
2003,NUTS,2010,PL41,2,346.0
2004,NUTS,2010,PL41,2,339.0
2005,NUTS,2010,PL41,2,332.0
2006,NUTS,2010,PL41,2,321.0
2007,NUTS,2010,PL41,2,280.0
2008,NUTS,2010,PL41,2,435.0
2009,NUTS,2010,PL41,2,330.0
2010,NUTS,2010,PL41,2,460.0
2011,NUTS,2010,PL41,2,
2012,NUTS,2010,PL41,2,
2013,NUTS,2010,PL41,2,
2014,NUTS,2010,PL41,2,
2015,NUTS,2010,PL41,2,
2016,NUTS,2010,PL41,2,
2017,NUTS,2010,PL41,2,69.0
2018,NUTS,2010,PL41,2,108.0
2019,NUTS,2010,PL41,2,128.0
2000,NUTS,2010,PL42,2,
2003,NUTS,2010,PL42,2,
2004,NUTS,2010,PL42,2,
2005,NUTS,2010,PL42,2,0.0
2006,NUTS,2010,PL42,2,
2007,NUTS,2010,PL42,2,
2008,NUTS,2010,PL42,2,24.0
2009,NUTS,2010,PL42,2,
2010,NUTS,2010,PL42,2,
2011,NUTS,2010,PL42,2,0.0
2012,NUTS,2010,PL42,2,
2013,NUTS,2010,PL42,2,
2014,NUTS,2010,PL42,2,5.0
2015,NUTS,2010,PL42,2,
2016,NUTS,2010,PL42,2,
2017,NUTS,2010,PL42,2,
2018,NUTS,2010,PL42,2,
2019,NUTS,2010,PL42,2,39.0
2000,NUTS,2010,PL43,2,
2003,NUTS,2010,PL43,2,
2004,NUTS,2010,PL43,2,
2005,NUTS,2010,PL43,2,
2006,NUTS,2010,PL43,2,
2007,NUTS,2010,PL43,2,
2008,NUTS,2010,PL43,2,2.0
2009,NUTS,2010,PL43,2,
2010,NUTS,2010,PL43,2,0.0
2011,NUTS,2010,PL43,2,
2012,NUTS,2010,PL43,2,
2013,NUTS,2010,PL43,2,0.0
2014,NUTS,2010,PL43,2,0.0
2015,NUTS,2010,PL43,2,0.0
2017,NUTS,2010,PL43,2,
