year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_mio_eur_bes
1998,NUTS,2010,ES41,2,47.84
1999,NUTS,2010,ES41,2,76.76
2000,NUTS,2010,ES41,2,92.35
2001,NUTS,2010,ES41,2,157.73
2002,NUTS,2010,ES41,2,168.4
2003,NUTS,2010,ES41,2,193.6
2004,NUTS,2010,ES41,2,228.13
2005,NUTS,2010,ES41,2,242.037
2006,NUTS,2010,ES41,2,286.364
2007,NUTS,2010,ES41,2,366.035
2008,NUTS,2010,ES41,2,458.526
2009,NUTS,2010,ES41,2,333.017
2010,NUTS,2010,ES41,2,325.785
2011,NUTS,2010,ES41,2,312.329
2012,NUTS,2010,ES41,2,381.451
2013,NUTS,2010,ES41,2,298.224
2014,NUTS,2010,ES41,2,283.28
2015,NUTS,2010,ES41,2,288.0
2016,NUTS,2010,ES41,2,363.0
2017,NUTS,2010,ES41,2,439.0
2018,NUTS,2010,ES41,2,500.0
2019,NUTS,2010,ES41,2,523.0
1986,NUTS,2010,ES42,2,6.331
1987,NUTS,2010,ES42,2,6.917
1988,NUTS,2010,ES42,2,11.016
1989,NUTS,2010,ES42,2,11.406
1990,NUTS,2010,ES42,2,11.995
1991,NUTS,2010,ES42,2,15.555
1992,NUTS,2010,ES42,2,21.306
1993,NUTS,2010,ES42,2,16.791
1994,NUTS,2010,ES42,2,15.171
1995,NUTS,2010,ES42,2,44.508
1996,NUTS,2010,ES42,2,49.094
1997,NUTS,2010,ES42,2,61.966
1998,NUTS,2010,ES42,2,53.662
1999,NUTS,2010,ES42,2,33.6
2000,NUTS,2010,ES42,2,76.48
2001,NUTS,2010,ES42,2,26.68
2002,NUTS,2010,ES42,2,42.6
2003,NUTS,2010,ES42,2,46.98
2004,NUTS,2010,ES42,2,51.85
2005,NUTS,2010,ES42,2,55.37
2006,NUTS,2010,ES42,2,75.726
2007,NUTS,2010,ES42,2,106.262
2008,NUTS,2010,ES42,2,149.046
2009,NUTS,2010,ES42,2,121.149
2010,NUTS,2010,ES42,2,134.175
2011,NUTS,2010,ES42,2,147.524
2012,NUTS,2010,ES42,2,144.902
2013,NUTS,2010,ES42,2,117.67
2014,NUTS,2010,ES42,2,118.197
2015,NUTS,2010,ES42,2,102.0
2016,NUTS,2010,ES42,2,129.0
2017,NUTS,2010,ES42,2,132.0
2018,NUTS,2010,ES42,2,130.0
2019,NUTS,2010,ES42,2,150.0
1986,NUTS,2010,ES43,2,2.627
1987,NUTS,2010,ES43,2,2.821
1988,NUTS,2010,ES43,2,3.325
1989,NUTS,2010,ES43,2,1.697
1990,NUTS,2010,ES43,2,2.224
1991,NUTS,2010,ES43,2,3.096
1992,NUTS,2010,ES43,2,2.787
1993,NUTS,2010,ES43,2,1.752
1994,NUTS,2010,ES43,2,1.581
1995,NUTS,2010,ES43,2,2.991
1996,NUTS,2010,ES43,2,3.302
1997,NUTS,2010,ES43,2,1.555
1998,NUTS,2010,ES43,2,5.971
1999,NUTS,2010,ES43,2,7.41
2000,NUTS,2010,ES43,2,14.94
2001,NUTS,2010,ES43,2,6.44
2002,NUTS,2010,ES43,2,8.5
2003,NUTS,2010,ES43,2,10.12
2004,NUTS,2010,ES43,2,18.25
2005,NUTS,2010,ES43,2,23.799
2006,NUTS,2010,ES43,2,21.212
2007,NUTS,2010,ES43,2,21.199
2008,NUTS,2010,ES43,2,30.177
2009,NUTS,2010,ES43,2,20.243
2010,NUTS,2010,ES43,2,28.847
2011,NUTS,2010,ES43,2,28.168
2012,NUTS,2010,ES43,2,25.757
2013,NUTS,2010,ES43,2,26.886
2014,NUTS,2010,ES43,2,25.875
2015,NUTS,2010,ES43,2,20.0
2016,NUTS,2010,ES43,2,20.0
2017,NUTS,2010,ES43,2,25.0
2018,NUTS,2010,ES43,2,30.0
2019,NUTS,2010,ES43,2,32.0
1986,NUTS,2010,ES5,1,195.909
1987,NUTS,2010,ES5,1,248.221
1988,NUTS,2010,ES5,1,339.468
1989,NUTS,2010,ES5,1,388.798
1990,NUTS,2010,ES5,1,496.092
1991,NUTS,2010,ES5,1,577.205
1992,NUTS,2010,ES5,1,594.514
1993,NUTS,2010,ES5,1,524.679
1994,NUTS,2010,ES5,1,474.149
1995,NUTS,2010,ES5,1,530.962
1996,NUTS,2010,ES5,1,585.654
1997,NUTS,2010,ES5,1,628.786
1998,NUTS,2010,ES5,1,815.406
1999,NUTS,2010,ES5,1,872.24
2000,NUTS,2010,ES5,1,1036.29
2001,NUTS,2010,ES5,1,1017.58
2002,NUTS,2010,ES5,1,1292.7
2003,NUTS,2010,ES5,1,1470.06
2004,NUTS,2010,ES5,1,1657.95
2005,NUTS,2010,ES5,1,1795.16
2006,NUTS,2010,ES5,1,2059.796
2007,NUTS,2010,ES5,1,2235.484
2008,NUTS,2010,ES5,1,2505.441
2009,NUTS,2010,ES5,1,2376.497
2010,NUTS,2010,ES5,1,2272.72
2011,NUTS,2010,ES5,1,2169.382
2012,NUTS,2010,ES5,1,2094.108
2013,NUTS,2010,ES5,1,2092.157
2014,NUTS,2010,ES5,1,2096.683
2015,NUTS,2010,ES5,1,2200.0
2016,NUTS,2010,ES5,1,2232.0
2017,NUTS,2010,ES5,1,2422.0
2018,NUTS,2010,ES5,1,2725.0
2019,NUTS,2010,ES5,1,2799.0
1986,NUTS,2010,ES51,2,181.758
1987,NUTS,2010,ES51,2,220.705
1988,NUTS,2010,ES51,2,294.341
1989,NUTS,2010,ES51,2,333.057
1990,NUTS,2010,ES51,2,447.274
1991,NUTS,2010,ES51,2,517.64
1992,NUTS,2010,ES51,2,526.353
1993,NUTS,2010,ES51,2,460.203
1994,NUTS,2010,ES51,2,415.873
1995,NUTS,2010,ES51,2,466.997
1996,NUTS,2010,ES51,2,515.102
1997,NUTS,2010,ES51,2,555.286
1998,NUTS,2010,ES51,2,684.345
1999,NUTS,2010,ES51,2,755.93
2000,NUTS,2010,ES51,2,850.2
2001,NUTS,2010,ES51,2,891.46
2002,NUTS,2010,ES51,2,1106.5
2003,NUTS,2010,ES51,2,1243.74
2004,NUTS,2010,ES51,2,1393.32
2005,NUTS,2010,ES51,2,1454.836
2006,NUTS,2010,ES51,2,1698.424
2007,NUTS,2010,ES51,2,1826.186
2008,NUTS,2010,ES51,2,2001.096
2009,NUTS,2010,ES51,2,1908.728
2010,NUTS,2010,ES51,2,1823.638
2011,NUTS,2010,ES51,2,1733.373
2012,NUTS,2010,ES51,2,1672.856
2013,NUTS,2010,ES51,2,1675.742
2014,NUTS,2010,ES51,2,1672.072
2015,NUTS,2010,ES51,2,1773.0
2016,NUTS,2010,ES51,2,1779.0
2017,NUTS,2010,ES51,2,1918.0
2018,NUTS,2010,ES51,2,2146.0
2019,NUTS,2010,ES51,2,2152.0
1986,NUTS,2010,ES52,2,12.601
1987,NUTS,2010,ES52,2,23.034
1988,NUTS,2010,ES52,2,43.664
1989,NUTS,2010,ES52,2,54.542
1990,NUTS,2010,ES52,2,48.11
1991,NUTS,2010,ES52,2,58.71
1992,NUTS,2010,ES52,2,66.729
1993,NUTS,2010,ES52,2,63.539
1994,NUTS,2010,ES52,2,57.418
1995,NUTS,2010,ES52,2,62.791
1996,NUTS,2010,ES52,2,69.248
1997,NUTS,2010,ES52,2,72.648
1998,NUTS,2010,ES52,2,123.288
1999,NUTS,2010,ES52,2,111.1
2000,NUTS,2010,ES52,2,181.83
2001,NUTS,2010,ES52,2,122.06
2002,NUTS,2010,ES52,2,177.4
2003,NUTS,2010,ES52,2,219.42
2004,NUTS,2010,ES52,2,253.17
2005,NUTS,2010,ES52,2,325.938
2006,NUTS,2010,ES52,2,348.066
2007,NUTS,2010,ES52,2,388.661
2008,NUTS,2010,ES52,2,484.306
2009,NUTS,2010,ES52,2,452.461
2010,NUTS,2010,ES52,2,433.455
2011,NUTS,2010,ES52,2,422.178
2012,NUTS,2010,ES52,2,406.64
2013,NUTS,2010,ES52,2,405.295
2014,NUTS,2010,ES52,2,412.819
2015,NUTS,2010,ES52,2,414.0
2016,NUTS,2010,ES52,2,434.0
2017,NUTS,2010,ES52,2,474.0
2018,NUTS,2010,ES52,2,535.0
2019,NUTS,2010,ES52,2,600.0
1986,NUTS,2010,ES53,2,1.549
1987,NUTS,2010,ES53,2,4.483
1988,NUTS,2010,ES53,2,1.463
1989,NUTS,2010,ES53,2,1.199
1990,NUTS,2010,ES53,2,0.707
1991,NUTS,2010,ES53,2,0.855
1992,NUTS,2010,ES53,2,1.431
1993,NUTS,2010,ES53,2,0.937
1994,NUTS,2010,ES53,2,0.848
1995,NUTS,2010,ES53,2,1.174
1996,NUTS,2010,ES53,2,1.304
1997,NUTS,2010,ES53,2,0.853
1998,NUTS,2010,ES53,2,7.773
1999,NUTS,2010,ES53,2,5.22
2000,NUTS,2010,ES53,2,4.27
2001,NUTS,2010,ES53,2,4.06
2002,NUTS,2010,ES53,2,8.8
2003,NUTS,2010,ES53,2,6.9
2004,NUTS,2010,ES53,2,11.46
2005,NUTS,2010,ES53,2,14.385
2006,NUTS,2010,ES53,2,13.306
2007,NUTS,2010,ES53,2,20.637
2008,NUTS,2010,ES53,2,20.038
2009,NUTS,2010,ES53,2,15.308
2010,NUTS,2010,ES53,2,15.626
2011,NUTS,2010,ES53,2,13.831
2012,NUTS,2010,ES53,2,14.612
2013,NUTS,2010,ES53,2,11.12
2014,NUTS,2010,ES53,2,11.791
2015,NUTS,2010,ES53,2,13.0
2016,NUTS,2010,ES53,2,19.0
2017,NUTS,2010,ES53,2,29.0
2018,NUTS,2010,ES53,2,44.0
2019,NUTS,2010,ES53,2,48.0
1986,NUTS,2010,ES6,1,47.888
1987,NUTS,2010,ES6,1,46.547
1988,NUTS,2010,ES6,1,67.872
1989,NUTS,2010,ES6,1,79.791
1990,NUTS,2010,ES6,1,91.335
1991,NUTS,2010,ES6,1,95.234
1992,NUTS,2010,ES6,1,100.188
1993,NUTS,2010,ES6,1,88.631
1994,NUTS,2010,ES6,1,80.096
1995,NUTS,2010,ES6,1,108.83
1996,NUTS,2010,ES6,1,120.039
1997,NUTS,2010,ES6,1,117.813
1998,NUTS,2010,ES6,1,175.717
1999,NUTS,2010,ES6,1,172.81
2000,NUTS,2010,ES6,1,222.59
2001,NUTS,2010,ES6,1,197.07
2002,NUTS,2010,ES6,1,238.9
2003,NUTS,2010,ES6,1,403.13
2004,NUTS,2010,ES6,1,364.38
2005,NUTS,2010,ES6,1,414.835
2006,NUTS,2010,ES6,1,487.303
2007,NUTS,2010,ES6,1,675.097
2008,NUTS,2010,ES6,1,611.086
2009,NUTS,2010,ES6,1,594.542
2010,NUTS,2010,ES6,1,718.947
2011,NUTS,2010,ES6,1,679.919
2012,NUTS,2010,ES6,1,623.183
2013,NUTS,2010,ES6,1,626.063
2014,NUTS,2010,ES6,1,630.281
2015,NUTS,2010,ES6,1,609.0
2016,NUTS,2010,ES6,1,624.0
2017,NUTS,2010,ES6,1,658.0
2018,NUTS,2010,ES6,1,695.0
2019,NUTS,2010,ES6,1,713.0
1986,NUTS,2010,ES61,2,44.317
1987,NUTS,2010,ES61,2,41.398
1988,NUTS,2010,ES61,2,59.214
1989,NUTS,2010,ES61,2,71.281
1990,NUTS,2010,ES61,2,81.872
1991,NUTS,2010,ES61,2,86.414
1992,NUTS,2010,ES61,2,83.93
1993,NUTS,2010,ES61,2,76.213
1994,NUTS,2010,ES61,2,68.862
1995,NUTS,2010,ES61,2,93.804
1996,NUTS,2010,ES61,2,103.468
1997,NUTS,2010,ES61,2,94.363
1998,NUTS,2010,ES61,2,150.149
1999,NUTS,2010,ES61,2,137.48
2000,NUTS,2010,ES61,2,177.43
2001,NUTS,2010,ES61,2,149.51
2002,NUTS,2010,ES61,2,203.8
2003,NUTS,2010,ES61,2,344.25
2004,NUTS,2010,ES61,2,312.06
2005,NUTS,2010,ES61,2,338.761
2006,NUTS,2010,ES61,2,402.995
2007,NUTS,2010,ES61,2,548.041
2008,NUTS,2010,ES61,2,515.612
2009,NUTS,2010,ES61,2,501.471
2010,NUTS,2010,ES61,2,619.489
2011,NUTS,2010,ES61,2,598.228
2012,NUTS,2010,ES61,2,534.765
2013,NUTS,2010,ES61,2,538.425
2014,NUTS,2010,ES61,2,529.978
2015,NUTS,2010,ES61,2,506.0
2016,NUTS,2010,ES61,2,502.0
2017,NUTS,2010,ES61,2,530.0
2018,NUTS,2010,ES61,2,549.0
2019,NUTS,2010,ES61,2,559.0
1986,NUTS,2010,ES62,2,3.583
1987,NUTS,2010,ES62,2,5.15
1988,NUTS,2010,ES62,2,8.658
1989,NUTS,2010,ES62,2,8.51
1990,NUTS,2010,ES62,2,9.463
1991,NUTS,2010,ES62,2,8.833
1992,NUTS,2010,ES62,2,16.259
1993,NUTS,2010,ES62,2,12.429
1994,NUTS,2010,ES62,2,11.224
1995,NUTS,2010,ES62,2,15.027
1996,NUTS,2010,ES62,2,16.572
1997,NUTS,2010,ES62,2,23.46
1998,NUTS,2010,ES62,2,25.567
1999,NUTS,2010,ES62,2,35.33
2000,NUTS,2010,ES62,2,45.17
2001,NUTS,2010,ES62,2,47.56
2002,NUTS,2010,ES62,2,35.1
2003,NUTS,2010,ES62,2,58.81
2004,NUTS,2010,ES62,2,52.18
2005,NUTS,2010,ES62,2,76.006
2006,NUTS,2010,ES62,2,84.013
2007,NUTS,2010,ES62,2,126.22
2008,NUTS,2010,ES62,2,95.239
2009,NUTS,2010,ES62,2,92.944
2010,NUTS,2010,ES62,2,99.274
2011,NUTS,2010,ES62,2,81.268
2012,NUTS,2010,ES62,2,87.935
2013,NUTS,2010,ES62,2,87.291
2014,NUTS,2010,ES62,2,99.812
2015,NUTS,2010,ES62,2,103.0
2016,NUTS,2010,ES62,2,123.0
2017,NUTS,2010,ES62,2,128.0
2018,NUTS,2010,ES62,2,145.0
2019,NUTS,2010,ES62,2,154.0
2000,NUTS,2010,ES63,2,0.0
2001,NUTS,2010,ES63,2,0.0
2003,NUTS,2010,ES63,2,0.07
2004,NUTS,2010,ES63,2,0.0
2005,NUTS,2010,ES63,2,0.068
2006,NUTS,2010,ES63,2,0.295
2007,NUTS,2010,ES63,2,0.032
2008,NUTS,2010,ES63,2,0.0
2009,NUTS,2010,ES63,2,0.0
2010,NUTS,2010,ES63,2,0.0
2012,NUTS,2010,ES63,2,0.118
2015,NUTS,2010,ES63,2,0.0
2000,NUTS,2010,ES64,2,0.0
2001,NUTS,2010,ES64,2,0.0
2003,NUTS,2010,ES64,2,0.0
2004,NUTS,2010,ES64,2,0.0
2005,NUTS,2010,ES64,2,0.0
2006,NUTS,2010,ES64,2,0.0
2007,NUTS,2010,ES64,2,0.804
2008,NUTS,2010,ES64,2,0.235
2009,NUTS,2010,ES64,2,0.127
2010,NUTS,2010,ES64,2,0.184
2012,NUTS,2010,ES64,2,0.365
2015,NUTS,2010,ES64,2,0.0
1986,NUTS,2010,ES7,1,0.339
1987,NUTS,2010,ES7,1,0.339
1988,NUTS,2010,ES7,1,0.327
1989,NUTS,2010,ES7,1,0.919
1990,NUTS,2010,ES7,1,1.851
1991,NUTS,2010,ES7,1,3.16
1992,NUTS,2010,ES7,1,1.431
1993,NUTS,2010,ES7,1,1.506
1994,NUTS,2010,ES7,1,1.361
1995,NUTS,2010,ES7,1,9.096
1996,NUTS,2010,ES7,1,10.03
1997,NUTS,2010,ES7,1,11.194
1998,NUTS,2010,ES7,1,12.002
1999,NUTS,2010,ES7,1,15.49
2000,NUTS,2010,ES7,1,25.6
2001,NUTS,2010,ES7,1,31.46
2002,NUTS,2010,ES7,1,41.1
2003,NUTS,2010,ES7,1,27.33
2004,NUTS,2010,ES7,1,42.78
2005,NUTS,2010,ES7,1,50.066
2006,NUTS,2010,ES7,1,66.295
2007,NUTS,2010,ES7,1,60.446
2008,NUTS,2010,ES7,1,60.59
2009,NUTS,2010,ES7,1,46.726
2010,NUTS,2010,ES7,1,50.922
2011,NUTS,2010,ES7,1,48.913
2012,NUTS,2010,ES7,1,43.538
2013,NUTS,2010,ES7,1,43.201
2014,NUTS,2010,ES7,1,35.612
2015,NUTS,2010,ES7,1,36.0
2016,NUTS,2010,ES7,1,33.0
2017,NUTS,2010,ES7,1,34.0
2018,NUTS,2010,ES7,1,43.0
2019,NUTS,2010,ES7,1,40.0
1986,NUTS,2010,ES70,2,0.339
1987,NUTS,2010,ES70,2,0.339
1988,NUTS,2010,ES70,2,0.327
1989,NUTS,2010,ES70,2,0.919
1990,NUTS,2010,ES70,2,1.851
1991,NUTS,2010,ES70,2,3.16
1992,NUTS,2010,ES70,2,1.431
1993,NUTS,2010,ES70,2,1.506
1994,NUTS,2010,ES70,2,1.361
1995,NUTS,2010,ES70,2,9.096
1996,NUTS,2010,ES70,2,10.03
1997,NUTS,2010,ES70,2,11.194
1998,NUTS,2010,ES70,2,12.002
1999,NUTS,2010,ES70,2,15.49
2000,NUTS,2010,ES70,2,25.6
2001,NUTS,2010,ES70,2,31.46
2002,NUTS,2010,ES70,2,41.1
2003,NUTS,2010,ES70,2,27.33
2004,NUTS,2010,ES70,2,42.78
2005,NUTS,2010,ES70,2,50.066
2006,NUTS,2010,ES70,2,66.295
2007,NUTS,2010,ES70,2,60.446
2008,NUTS,2010,ES70,2,60.59
2009,NUTS,2010,ES70,2,46.726
2010,NUTS,2010,ES70,2,50.922
2011,NUTS,2010,ES70,2,48.913
2012,NUTS,2010,ES70,2,43.538
2013,NUTS,2010,ES70,2,43.201
2014,NUTS,2010,ES70,2,35.612
2015,NUTS,2010,ES70,2,36.0
2016,NUTS,2010,ES70,2,33.0
2017,NUTS,2010,ES70,2,34.0
2018,NUTS,2010,ES70,2,43.0
2019,NUTS,2010,ES70,2,40.0
2000,NUTS,2010,ESZ,1,0.0
2001,NUTS,2010,ESZ,1,0.0
2002,NUTS,2010,ESZ,1,0.0
2003,NUTS,2010,ESZ,1,0.0
2004,NUTS,2010,ESZ,1,0.0
2005,NUTS,2010,ESZ,1,0.0
2006,NUTS,2010,ESZ,1,0.0
2007,NUTS,2010,ESZ,1,0.0
2008,NUTS,2010,ESZ,1,0.0
2009,NUTS,2010,ESZ,1,0.0
2010,NUTS,2010,ESZ,1,0.0
2011,NUTS,2010,ESZ,1,0.0
2012,NUTS,2010,ESZ,1,0.0
2013,NUTS,2010,ESZ,1,0.0
2000,NUTS,2010,ESZZ,2,0.0
2001,NUTS,2010,ESZZ,2,0.0
2002,NUTS,2010,ESZZ,2,0.0
2003,NUTS,2010,ESZZ,2,0.0
2004,NUTS,2010,ESZZ,2,0.0
2005,NUTS,2010,ESZZ,2,0.0
2006,NUTS,2010,ESZZ,2,0.0
2007,NUTS,2010,ESZZ,2,0.0
2008,NUTS,2010,ESZZ,2,0.0
2009,NUTS,2010,ESZZ,2,0.0
2010,NUTS,2010,ESZZ,2,0.0
2011,NUTS,2010,ESZZ,2,0.0
2012,NUTS,2010,ESZZ,2,0.0
2013,NUTS,2010,ESZZ,2,0.0
2000,NUTS,2010,EU27_2020,7,91764.822
2001,NUTS,2010,EU27_2020,7,96580.973
2002,NUTS,2010,EU27_2020,7,99400.376
2003,NUTS,2010,EU27_2020,7,101611.784
2004,NUTS,2010,EU27_2020,7,104483.169
2005,NUTS,2010,EU27_2020,7,107641.823
2006,NUTS,2010,EU27_2020,7,116175.259
2007,NUTS,2010,EU27_2020,7,123195.979
2008,NUTS,2010,EU27_2020,7,131732.973
2009,NUTS,2010,EU27_2020,7,129092.773
2010,NUTS,2010,EU27_2020,7,134044.86
2011,NUTS,2010,EU27_2020,7,144130.852
2012,NUTS,2010,EU27_2020,7,150309.724
2013,NUTS,2010,EU27_2020,7,154234.183
2014,NUTS,2010,EU27_2020,7,159631.492
2015,NUTS,2010,EU27_2020,7,167262.858
2016,NUTS,2010,EU27_2020,7,174106.975
2017,NUTS,2010,EU27_2020,7,186689.919
2018,NUTS,2010,EU27_2020,7,196586.829
2019,NUTS,2010,EU27_2020,7,207889.753
2020,NUTS,2010,EU27_2020,7,204830.497
1981,NUTS,2010,FI,0,295.899
1983,NUTS,2010,FI,0,416.468
1984,NUTS,2010,FI,0,558.439
1985,NUTS,2010,FI,0,656.646
1986,NUTS,2010,FI,0,705.285
1987,NUTS,2010,FI,0,790.122
1988,NUTS,2010,FI,0,948.852
1989,NUTS,2010,FI,0,1164.211
1990,NUTS,2010,FI,0,1268.464
1991,NUTS,2010,FI,0,1159.043
1992,NUTS,2010,FI,0,1015.292
1993,NUTS,2010,FI,0,931.007
1994,NUTS,2010,FI,0,1200.35
1995,NUTS,2010,FI,0,1430.447
1996,NUTS,2010,FI,0,1690.115
1997,NUTS,2010,FI,0,1937.825
1998,NUTS,2010,FI,0,2238.929
1999,NUTS,2010,FI,0,2643.931
2000,NUTS,2010,FI,0,3135.94
2001,NUTS,2010,FI,0,3284.001
2002,NUTS,2010,FI,0,3375.109
2003,NUTS,2010,FI,0,3527.926
2004,NUTS,2010,FI,0,3683.468
2005,NUTS,2010,FI,0,3876.9
2006,NUTS,2010,FI,0,4107.787
2007,NUTS,2010,FI,0,4513.355
2008,NUTS,2010,FI,0,5101.986
2009,NUTS,2010,FI,0,4847.164
2010,NUTS,2010,FI,0,4854.463
2011,NUTS,2010,FI,0,5047.428
2012,NUTS,2010,FI,0,4694.997
2013,NUTS,2010,FI,0,4602.4
2014,NUTS,2010,FI,0,4409.5
2015,NUTS,2010,FI,0,4047.3
2016,NUTS,2010,FI,0,3901.7
2017,NUTS,2010,FI,0,4028.3
2018,NUTS,2010,FI,0,4226.9
2019,NUTS,2010,FI,0,4407.9
2020,NUTS,2010,FI,0,4644.2
1995,NUTS,2010,FI1,1,1430.309
1997,NUTS,2010,FI1,1,1937.62
1998,NUTS,2010,FI1,1,2238.998
1999,NUTS,2010,FI1,1,2643.41
2000,NUTS,2010,FI1,1,3134.952
2001,NUTS,2010,FI1,1,3283.298
2002,NUTS,2010,FI1,1,3374.5
2003,NUTS,2010,FI1,1,3527.2
2004,NUTS,2010,FI1,1,3682.917
2005,NUTS,2010,FI1,1,3876.327
2006,NUTS,2010,FI1,1,4106.964
2007,NUTS,2010,FI1,1,4512.394
2008,NUTS,2010,FI1,1,5100.179
2009,NUTS,2010,FI1,1,4845.994
2010,NUTS,2010,FI1,1,4852.8
2011,NUTS,2010,FI1,1,5043.044
2012,NUTS,2010,FI1,1,4690.6
2013,NUTS,2010,FI1,1,4598.9
2015,NUTS,2010,FI1,1,4044.4
2016,NUTS,2010,FI1,1,3897.8
2017,NUTS,2010,FI1,1,4024.8
2018,NUTS,2010,FI1,1,4222.0
2019,NUTS,2010,FI1,1,4403.8
2000,NUTS,2010,FI19,2,761.927
2001,NUTS,2010,FI19,2,817.594
2002,NUTS,2010,FI19,2,739.5
2003,NUTS,2010,FI19,2,865.2
2004,NUTS,2010,FI19,2,933.422
2005,NUTS,2010,FI19,2,982.762
2006,NUTS,2010,FI19,2,1087.35
2007,NUTS,2010,FI19,2,1175.089
2008,NUTS,2010,FI19,2,1321.295
2009,NUTS,2010,FI19,2,1220.14
2010,NUTS,2010,FI19,2,1240.8
2011,NUTS,2010,FI19,2,1247.562
2012,NUTS,2010,FI19,2,1109.6
2013,NUTS,2010,FI19,2,1105.6
2015,NUTS,2010,FI19,2,957.9
2016,NUTS,2010,FI19,2,823.6
2017,NUTS,2010,FI19,2,828.3
2018,NUTS,2010,FI19,2,906.9
2019,NUTS,2010,FI19,2,962.5
2009,NUTS,2010,FI1B,2,1995.33
2010,NUTS,2010,FI1B,2,2067.482
2011,NUTS,2010,FI1B,2,2111.512
2012,NUTS,2010,FI1B,2,1965.8
2013,NUTS,2010,FI1B,2,2049.9
2015,NUTS,2010,FI1B,2,1977.5
2016,NUTS,2010,FI1B,2,1965.1
2017,NUTS,2010,FI1B,2,2056.3
2018,NUTS,2010,FI1B,2,2136.3
2019,NUTS,2010,FI1B,2,2247.4
2009,NUTS,2010,FI1C,2,617.727
2010,NUTS,2010,FI1C,2,639.927
2011,NUTS,2010,FI1C,2,718.673
2012,NUTS,2010,FI1C,2,718.4
2013,NUTS,2010,FI1C,2,638.0
2015,NUTS,2010,FI1C,2,484.3
2016,NUTS,2010,FI1C,2,458.5
2017,NUTS,2010,FI1C,2,433.6
2018,NUTS,2010,FI1C,2,441.3
2019,NUTS,2010,FI1C,2,466.3
2000,NUTS,2010,FI1D,2,498.628
2001,NUTS,2010,FI1D,2,517.865
2002,NUTS,2010,FI1D,2,536.9
2003,NUTS,2010,FI1D,2,640.1
2004,NUTS,2010,FI1D,2,670.631
2005,NUTS,2010,FI1D,2,698.448
2006,NUTS,2010,FI1D,2,735.014
2007,NUTS,2010,FI1D,2,921.33
2008,NUTS,2010,FI1D,2,1044.346
2009,NUTS,2010,FI1D,2,1012.797
2010,NUTS,2010,FI1D,2,904.6
2011,NUTS,2010,FI1D,2,965.297
2012,NUTS,2010,FI1D,2,896.8
2013,NUTS,2010,FI1D,2,805.4
2015,NUTS,2010,FI1D,2,624.8
2016,NUTS,2010,FI1D,2,650.5
2017,NUTS,2010,FI1D,2,706.6
2018,NUTS,2010,FI1D,2,737.5
2019,NUTS,2010,FI1D,2,727.6
1995,NUTS,2010,FI2,1,0.156
1997,NUTS,2010,FI2,1,0.172
1998,NUTS,2010,FI2,1,0.169
1999,NUTS,2010,FI2,1,0.5
2000,NUTS,2010,FI2,1,0.987
2001,NUTS,2010,FI2,1,0.703
2002,NUTS,2010,FI2,1,0.6
2003,NUTS,2010,FI2,1,0.8
2004,NUTS,2010,FI2,1,0.562
2005,NUTS,2010,FI2,1,0.571
2006,NUTS,2010,FI2,1,0.818
2007,NUTS,2010,FI2,1,0.967
2008,NUTS,2010,FI2,1,1.827
2009,NUTS,2010,FI2,1,1.176
2010,NUTS,2010,FI2,1,1.679
2011,NUTS,2010,FI2,1,4.408
2012,NUTS,2010,FI2,1,4.4
2013,NUTS,2010,FI2,1,3.5
2015,NUTS,2010,FI2,1,2.9
2016,NUTS,2010,FI2,1,4.0
2017,NUTS,2010,FI2,1,3.6
2018,NUTS,2010,FI2,1,4.9
2019,NUTS,2010,FI2,1,4.1
1995,NUTS,2010,FI20,2,0.156
1997,NUTS,2010,FI20,2,0.172
1998,NUTS,2010,FI20,2,0.169
1999,NUTS,2010,FI20,2,0.5
2000,NUTS,2010,FI20,2,0.987
2001,NUTS,2010,FI20,2,0.703
2002,NUTS,2010,FI20,2,0.6
2003,NUTS,2010,FI20,2,0.8
2004,NUTS,2010,FI20,2,0.562
2005,NUTS,2010,FI20,2,0.571
2006,NUTS,2010,FI20,2,0.818
2007,NUTS,2010,FI20,2,0.967
2008,NUTS,2010,FI20,2,1.827
2009,NUTS,2010,FI20,2,1.176
2010,NUTS,2010,FI20,2,1.679
2011,NUTS,2010,FI20,2,4.408
2012,NUTS,2010,FI20,2,4.4
2013,NUTS,2010,FI20,2,3.5
2015,NUTS,2010,FI20,2,2.9
2016,NUTS,2010,FI20,2,4.0
2017,NUTS,2010,FI20,2,3.6
2018,NUTS,2010,FI20,2,4.9
2019,NUTS,2010,FI20,2,4.1
1981,NUTS,2010,FR,0,6093.54
1982,NUTS,2010,FR,0,6740.894
1983,NUTS,2010,FR,0,7103.84
1984,NUTS,2010,FR,0,8000.925
1985,NUTS,2010,FR,0,9153.284
1986,NUTS,2010,FR,0,9779.723
1987,NUTS,2010,FR,0,10315.644
1988,NUTS,2010,FR,0,11039.6
1989,NUTS,2010,FR,0,12332.467
1990,NUTS,2010,FR,0,13732.965
1991,NUTS,2010,FR,0,14378.921
1992,NUTS,2010,FR,0,15454.198
1993,NUTS,2010,FR,0,16157.229
1994,NUTS,2010,FR,0,16493.358
1995,NUTS,2010,FR,0,16738.05
1996,NUTS,2010,FR,0,17305.943
1997,NUTS,2010,FR,0,17217.469
1998,NUTS,2010,FR,0,17519.519
