year,region_type,region_year_spec,region_id,region_level,pat_ep_rtec_nr_lsr
2011,NUTS,2010,DEB,1,1.25
1985,NUTS,2010,DEB1,2,0.2
1989,NUTS,2010,DEB1,2,0.25
1998,NUTS,2010,DEB1,2,0.5
1999,NUTS,2010,DEB1,2,0.5
2000,NUTS,2010,DEB1,2,0.5
2001,NUTS,2010,DEB1,2,0.5
2002,NUTS,2010,DEB1,2,0.17
2005,NUTS,2010,DEB1,2,0.5
2007,NUTS,2010,DEB1,2,0.25
2009,NUTS,2010,DEB1,2,0.5
2011,NUTS,2010,DEB1,2,1.08
1989,NUTS,2010,DEB11,3,0.25
2009,NUTS,2010,DEB11,3,0.25
2011,NUTS,2010,DEB11,3,0.17
2002,NUTS,2010,DEB17,3,0.17
2007,NUTS,2010,DEB17,3,0.25
2009,NUTS,2010,DEB17,3,0.25
2011,NUTS,2010,DEB17,3,0.67
2001,NUTS,2010,DEB19,3,0.5
2000,NUTS,2010,DEB1A,3,0.5
2005,NUTS,2010,DEB1A,3,0.5
1985,NUTS,2010,DEB1B,3,0.2
1998,NUTS,2010,DEB1B,3,0.5
1999,NUTS,2010,DEB1B,3,0.5
2011,NUTS,2010,DEB1B,3,0.25
1997,NUTS,2010,DEB2,2,0.5
2009,NUTS,2010,DEB2,2,0.25
1997,NUTS,2010,DEB21,3,0.5
2009,NUTS,2010,DEB21,3,0.25
1983,NUTS,2010,DEB3,2,0.25
1986,NUTS,2010,DEB3,2,0.33
1989,NUTS,2010,DEB3,2,1.0
1995,NUTS,2010,DEB3,2,0.83
1997,NUTS,2010,DEB3,2,1.0
1998,NUTS,2010,DEB3,2,1.17
1999,NUTS,2010,DEB3,2,1.03
2000,NUTS,2010,DEB3,2,2.42
2001,NUTS,2010,DEB3,2,3.42
2002,NUTS,2010,DEB3,2,3.67
2003,NUTS,2010,DEB3,2,4.17
2004,NUTS,2010,DEB3,2,3.3
2005,NUTS,2010,DEB3,2,0.33
2006,NUTS,2010,DEB3,2,1.33
2008,NUTS,2010,DEB3,2,0.25
2009,NUTS,2010,DEB3,2,0.25
2011,NUTS,2010,DEB3,2,0.17
2000,NUTS,2010,DEB32,3,0.33
2002,NUTS,2010,DEB32,3,1.25
2003,NUTS,2010,DEB32,3,2.33
1999,NUTS,2010,DEB34,3,0.25
2001,NUTS,2010,DEB34,3,0.33
2002,NUTS,2010,DEB34,3,0.33
1983,NUTS,2010,DEB35,3,0.25
1998,NUTS,2010,DEB35,3,0.83
1999,NUTS,2010,DEB35,3,0.33
2000,NUTS,2010,DEB35,3,1.0
2001,NUTS,2010,DEB35,3,1.42
2003,NUTS,2010,DEB35,3,0.83
2004,NUTS,2010,DEB35,3,0.87
2006,NUTS,2010,DEB35,3,1.33
1998,NUTS,2010,DEB38,3,0.33
2004,NUTS,2010,DEB3B,3,1.53
1997,NUTS,2010,DEB3C,3,0.5
1995,NUTS,2010,DEB3D,3,0.83
1997,NUTS,2010,DEB3D,3,0.5
2008,NUTS,2010,DEB3D,3,0.25
1986,NUTS,2010,DEB3E,3,0.33
1999,NUTS,2010,DEB3E,3,0.33
2000,NUTS,2010,DEB3F,3,1.08
2002,NUTS,2010,DEB3F,3,0.75
2003,NUTS,2010,DEB3F,3,0.67
2005,NUTS,2010,DEB3F,3,0.33
1989,NUTS,2010,DEB3G,3,1.0
2004,NUTS,2010,DEB3G,3,0.5
2001,NUTS,2010,DEB3I,3,0.33
2002,NUTS,2010,DEB3I,3,0.33
1999,NUTS,2010,DEB3J,3,0.11
2001,NUTS,2010,DEB3J,3,1.33
2003,NUTS,2010,DEB3J,3,0.33
2004,NUTS,2010,DEB3J,3,0.4
2009,NUTS,2010,DEB3J,3,0.25
2011,NUTS,2010,DEB3J,3,0.17
2002,NUTS,2010,DEB3K,3,1.0
1989,NUTS,2010,DEC,1,0.75
1994,NUTS,2010,DEC,1,0.33
1997,NUTS,2010,DEC,1,0.56
1998,NUTS,2010,DEC,1,0.33
2010,NUTS,2010,DEC,1,1.0
1989,NUTS,2010,DEC0,2,0.75
1994,NUTS,2010,DEC0,2,0.33
1997,NUTS,2010,DEC0,2,0.56
1998,NUTS,2010,DEC0,2,0.33
2010,NUTS,2010,DEC0,2,1.0
1989,NUTS,2010,DEC01,3,0.5
1997,NUTS,2010,DEC01,3,0.56
1994,NUTS,2010,DEC03,3,0.33
1989,NUTS,2010,DEC05,3,0.25
2010,NUTS,2010,DEC05,3,1.0
1998,NUTS,2010,DEC06,3,0.33
1979,NUTS,2010,DED,1,0.25
1991,NUTS,2010,DED,1,1.0
1994,NUTS,2010,DED,1,1.0
1996,NUTS,2010,DED,1,0.6
1998,NUTS,2010,DED,1,0.13
1999,NUTS,2010,DED,1,0.33
2001,NUTS,2010,DED,1,0.58
2002,NUTS,2010,DED,1,0.17
2003,NUTS,2010,DED,1,1.17
2006,NUTS,2010,DED,1,0.33
2007,NUTS,2010,DED,1,0.5
2008,NUTS,2010,DED,1,0.2
2009,NUTS,2010,DED,1,0.95
2010,NUTS,2010,DED,1,0.33
2011,NUTS,2010,DED,1,0.71
2012,NUTS,2010,DED,1,1.5
1994,NUTS,2010,DED2,2,1.0
1996,NUTS,2010,DED2,2,0.2
1998,NUTS,2010,DED2,2,0.13
1999,NUTS,2010,DED2,2,0.33
2001,NUTS,2010,DED2,2,0.58
2002,NUTS,2010,DED2,2,0.17
2003,NUTS,2010,DED2,2,0.83
2006,NUTS,2010,DED2,2,0.33
2008,NUTS,2010,DED2,2,0.2
2009,NUTS,2010,DED2,2,0.95
2010,NUTS,2010,DED2,2,0.33
2011,NUTS,2010,DED2,2,0.71
2012,NUTS,2010,DED2,2,1.5
1994,NUTS,2010,DED21,3,1.0
1998,NUTS,2010,DED21,3,0.13
2001,NUTS,2010,DED21,3,0.58
2002,NUTS,2010,DED21,3,0.17
2003,NUTS,2010,DED21,3,0.25
2006,NUTS,2010,DED21,3,0.33
2008,NUTS,2010,DED21,3,0.2
2009,NUTS,2010,DED21,3,0.95
2012,NUTS,2010,DED21,3,1.0
1999,NUTS,2010,DED2C,3,0.33
2003,NUTS,2010,DED2C,3,0.58
2010,NUTS,2010,DED2D,3,0.33
2011,NUTS,2010,DED2D,3,0.71
2012,NUTS,2010,DED2D,3,0.5
1996,NUTS,2010,DED2E,3,0.2
1991,NUTS,2010,DED4,2,1.0
1996,NUTS,2010,DED4,2,0.4
1991,NUTS,2010,DED41,3,1.0
1996,NUTS,2010,DED43,3,0.4
1979,NUTS,2010,DED5,2,0.25
2003,NUTS,2010,DED5,2,0.33
2007,NUTS,2010,DED5,2,0.5
1979,NUTS,2010,DED51,3,0.25
2007,NUTS,2010,DED51,3,0.5
2003,NUTS,2010,DED52,3,0.33
1983,NUTS,2010,DEE,1,1.5
1984,NUTS,2010,DEE,1,0.67
1986,NUTS,2010,DEE,1,0.67
1999,NUTS,2010,DEE,1,0.33
1983,NUTS,2010,DEE0,2,1.5
1984,NUTS,2010,DEE0,2,0.67
1986,NUTS,2010,DEE0,2,0.67
1999,NUTS,2010,DEE0,2,0.33
1983,NUTS,2010,DEE02,3,1.5
1984,NUTS,2010,DEE02,3,0.67
1986,NUTS,2010,DEE02,3,0.67
1999,NUTS,2010,DEE08,3,0.33
1983,NUTS,2010,DEF,1,0.67
1986,NUTS,2010,DEF,1,1.17
1987,NUTS,2010,DEF,1,1.0
1988,NUTS,2010,DEF,1,1.0
1989,NUTS,2010,DEF,1,2.0
1990,NUTS,2010,DEF,1,1.5
1991,NUTS,2010,DEF,1,1.45
1992,NUTS,2010,DEF,1,1.5
1994,NUTS,2010,DEF,1,0.25
1995,NUTS,2010,DEF,1,3.0
1996,NUTS,2010,DEF,1,1.0
1997,NUTS,2010,DEF,1,5.67
1998,NUTS,2010,DEF,1,11.0
1999,NUTS,2010,DEF,1,1.5
2000,NUTS,2010,DEF,1,1.5
2002,NUTS,2010,DEF,1,1.67
2004,NUTS,2010,DEF,1,1.0
2005,NUTS,2010,DEF,1,2.0
2010,NUTS,2010,DEF,1,0.33
2011,NUTS,2010,DEF,1,2.45
2012,NUTS,2010,DEF,1,1.0
1983,NUTS,2010,DEF0,2,0.67
1986,NUTS,2010,DEF0,2,1.17
1987,NUTS,2010,DEF0,2,1.0
1988,NUTS,2010,DEF0,2,1.0
1989,NUTS,2010,DEF0,2,2.0
1990,NUTS,2010,DEF0,2,1.5
1991,NUTS,2010,DEF0,2,1.45
1992,NUTS,2010,DEF0,2,1.5
1994,NUTS,2010,DEF0,2,0.25
1995,NUTS,2010,DEF0,2,3.0
1996,NUTS,2010,DEF0,2,1.0
1997,NUTS,2010,DEF0,2,5.67
1998,NUTS,2010,DEF0,2,11.0
1999,NUTS,2010,DEF0,2,1.5
2000,NUTS,2010,DEF0,2,1.5
2002,NUTS,2010,DEF0,2,1.67
2004,NUTS,2010,DEF0,2,1.0
2005,NUTS,2010,DEF0,2,2.0
2010,NUTS,2010,DEF0,2,0.33
2011,NUTS,2010,DEF0,2,2.45
2012,NUTS,2010,DEF0,2,1.0
1997,NUTS,2010,DEF02,3,0.5
2000,NUTS,2010,DEF02,3,0.5
1987,NUTS,2010,DEF03,3,1.0
1989,NUTS,2010,DEF03,3,0.5
1990,NUTS,2010,DEF03,3,1.0
1991,NUTS,2010,DEF03,3,1.0
1992,NUTS,2010,DEF03,3,1.17
1994,NUTS,2010,DEF03,3,0.25
1995,NUTS,2010,DEF03,3,0.5
1996,NUTS,2010,DEF03,3,0.75
1998,NUTS,2010,DEF03,3,1.0
2000,NUTS,2010,DEF03,3,0.17
2010,NUTS,2010,DEF03,3,0.33
2011,NUTS,2010,DEF03,3,0.25
2012,NUTS,2010,DEF03,3,1.0
1992,NUTS,2010,DEF06,3,0.17
2002,NUTS,2010,DEF06,3,0.33
1989,NUTS,2010,DEF08,3,1.0
1992,NUTS,2010,DEF08,3,0.17
1995,NUTS,2010,DEF08,3,1.5
1996,NUTS,2010,DEF08,3,0.25
1983,NUTS,2010,DEF09,3,0.67
1986,NUTS,2010,DEF09,3,1.17
1988,NUTS,2010,DEF09,3,1.0
1991,NUTS,2010,DEF09,3,0.25
1995,NUTS,2010,DEF0A,3,1.0
1997,NUTS,2010,DEF0A,3,2.5
1998,NUTS,2010,DEF0A,3,8.0
2000,NUTS,2010,DEF0A,3,0.5
2005,NUTS,2010,DEF0A,3,2.0
1997,NUTS,2010,DEF0B,3,2.0
1998,NUTS,2010,DEF0B,3,2.0
2004,NUTS,2010,DEF0B,3,1.0
1989,NUTS,2010,DEF0F,3,0.5
1990,NUTS,2010,DEF0F,3,0.5
1991,NUTS,2010,DEF0F,3,0.2
1997,NUTS,2010,DEF0F,3,0.67
1999,NUTS,2010,DEF0F,3,1.5
2000,NUTS,2010,DEF0F,3,0.33
2002,NUTS,2010,DEF0F,3,1.33
2011,NUTS,2010,DEF0F,3,2.2
1981,NUTS,2010,DEG,1,1.0
1983,NUTS,2010,DEG,1,0.33
1995,NUTS,2010,DEG,1,1.75
1996,NUTS,2010,DEG,1,1.67
1997,NUTS,2010,DEG,1,2.88
1998,NUTS,2010,DEG,1,0.8
1999,NUTS,2010,DEG,1,3.65
2000,NUTS,2010,DEG,1,3.16
2001,NUTS,2010,DEG,1,1.33
2002,NUTS,2010,DEG,1,6.0
2003,NUTS,2010,DEG,1,3.0
2004,NUTS,2010,DEG,1,0.5
2005,NUTS,2010,DEG,1,3.2
2006,NUTS,2010,DEG,1,2.83
2007,NUTS,2010,DEG,1,0.83
2008,NUTS,2010,DEG,1,6.6
2009,NUTS,2010,DEG,1,6.8
2010,NUTS,2010,DEG,1,7.0
2011,NUTS,2010,DEG,1,2.72
2012,NUTS,2010,DEG,1,3.11
1981,NUTS,2010,DEG0,2,1.0
1983,NUTS,2010,DEG0,2,0.33
1995,NUTS,2010,DEG0,2,1.75
1996,NUTS,2010,DEG0,2,1.67
1997,NUTS,2010,DEG0,2,2.88
1998,NUTS,2010,DEG0,2,0.8
1999,NUTS,2010,DEG0,2,3.65
2000,NUTS,2010,DEG0,2,3.16
2001,NUTS,2010,DEG0,2,1.33
2002,NUTS,2010,DEG0,2,6.0
2003,NUTS,2010,DEG0,2,3.0
2004,NUTS,2010,DEG0,2,0.5
2005,NUTS,2010,DEG0,2,3.2
2006,NUTS,2010,DEG0,2,2.83
2007,NUTS,2010,DEG0,2,0.83
2008,NUTS,2010,DEG0,2,6.6
2009,NUTS,2010,DEG0,2,6.8
2010,NUTS,2010,DEG0,2,7.0
2011,NUTS,2010,DEG0,2,2.72
2012,NUTS,2010,DEG0,2,3.11
2003,NUTS,2010,DEG01,3,0.5
2008,NUTS,2010,DEG01,3,0.33
1981,NUTS,2010,DEG03,3,1.0
1983,NUTS,2010,DEG03,3,0.33
1995,NUTS,2010,DEG03,3,1.38
1996,NUTS,2010,DEG03,3,1.33
1997,NUTS,2010,DEG03,3,1.68
1998,NUTS,2010,DEG03,3,0.8
1999,NUTS,2010,DEG03,3,3.2
2000,NUTS,2010,DEG03,3,1.68
2001,NUTS,2010,DEG03,3,1.33
2002,NUTS,2010,DEG03,3,4.5
2003,NUTS,2010,DEG03,3,2.5
2004,NUTS,2010,DEG03,3,0.5
2005,NUTS,2010,DEG03,3,2.88
2006,NUTS,2010,DEG03,3,1.33
2007,NUTS,2010,DEG03,3,0.83
2008,NUTS,2010,DEG03,3,2.7
2009,NUTS,2010,DEG03,3,4.96
2010,NUTS,2010,DEG03,3,3.17
2011,NUTS,2010,DEG03,3,1.77
2012,NUTS,2010,DEG03,3,2.68
2000,NUTS,2010,DEG05,3,0.5
2005,NUTS,2010,DEG05,3,0.2
2006,NUTS,2010,DEG05,3,0.5
2008,NUTS,2010,DEG05,3,1.87
2009,NUTS,2010,DEG05,3,0.76
2010,NUTS,2010,DEG05,3,2.58
2011,NUTS,2010,DEG05,3,0.45
2012,NUTS,2010,DEG05,3,0.29
1997,NUTS,2010,DEG0B,3,1.0
2011,NUTS,2010,DEG0F,3,0.5
1999,NUTS,2010,DEG0G,3,0.25
2000,NUTS,2010,DEG0G,3,0.64
2005,NUTS,2010,DEG0G,3,0.13
1995,NUTS,2010,DEG0J,3,0.38
1996,NUTS,2010,DEG0J,3,0.33
1997,NUTS,2010,DEG0J,3,0.2
2000,NUTS,2010,DEG0J,3,0.33
2006,NUTS,2010,DEG0J,3,1.0
2008,NUTS,2010,DEG0J,3,1.7
2009,NUTS,2010,DEG0J,3,1.08
2010,NUTS,2010,DEG0J,3,1.25
2012,NUTS,2010,DEG0J,3,0.14
1999,NUTS,2010,DEG0K,3,0.2
2002,NUTS,2010,DEG0K,3,1.5
1977,NUTS,2010,DEX,1,0.83
1983,NUTS,2010,DEX,1,1.17
1984,NUTS,2010,DEX,1,1.0
1986,NUTS,2010,DEX,1,2.08
1987,NUTS,2010,DEX,1,0.33
1988,NUTS,2010,DEX,1,1.0
1990,NUTS,2010,DEX,1,1.83
1992,NUTS,2010,DEX,1,0.83
1997,NUTS,2010,DEX,1,0.33
2000,NUTS,2010,DEX,1,0.2
2002,NUTS,2010,DEX,1,0.17
2008,NUTS,2010,DEX,1,0.67
2012,NUTS,2010,DEX,1,0.33
1977,NUTS,2010,DEXX,2,0.83
1983,NUTS,2010,DEXX,2,1.17
1984,NUTS,2010,DEXX,2,1.0
1986,NUTS,2010,DEXX,2,2.08
1987,NUTS,2010,DEXX,2,0.33
1988,NUTS,2010,DEXX,2,1.0
1990,NUTS,2010,DEXX,2,1.83
1992,NUTS,2010,DEXX,2,0.83
1997,NUTS,2010,DEXX,2,0.33
2000,NUTS,2010,DEXX,2,0.2
2002,NUTS,2010,DEXX,2,0.17
2008,NUTS,2010,DEXX,2,0.67
2012,NUTS,2010,DEXX,2,0.33
1977,NUTS,2010,DEXXX,3,0.83
1983,NUTS,2010,DEXXX,3,1.17
1984,NUTS,2010,DEXXX,3,1.0
1986,NUTS,2010,DEXXX,3,2.08
1987,NUTS,2010,DEXXX,3,0.33
1988,NUTS,2010,DEXXX,3,1.0
1990,NUTS,2010,DEXXX,3,1.83
1992,NUTS,2010,DEXXX,3,0.83
1997,NUTS,2010,DEXXX,3,0.33
2000,NUTS,2010,DEXXX,3,0.2
2002,NUTS,2010,DEXXX,3,0.17
2008,NUTS,2010,DEXXX,3,0.67
2012,NUTS,2010,DEXXX,3,0.33
1987,NUTS,2010,DEZ,1,0.33
2009,NUTS,2010,DEZ,1,0.5
2010,NUTS,2010,DEZ,1,0.33
1987,NUTS,2010,DEZZ,2,0.33
2009,NUTS,2010,DEZZ,2,0.5
2010,NUTS,2010,DEZZ,2,0.33
1987,NUTS,2010,DEZZZ,3,0.33
2009,NUTS,2010,DEZZZ,3,0.5
2010,NUTS,2010,DEZZZ,3,0.33
1991,NUTS,2010,DK,0,1.0
1994,NUTS,2010,DK,0,1.0
1996,NUTS,2010,DK,0,1.0
1997,NUTS,2010,DK,0,3.72
1998,NUTS,2010,DK,0,3.0
1999,NUTS,2010,DK,0,4.2
2000,NUTS,2010,DK,0,2.5
2001,NUTS,2010,DK,0,6.13
2002,NUTS,2010,DK,0,5.0
2003,NUTS,2010,DK,0,1.0
2004,NUTS,2010,DK,0,4.3
2005,NUTS,2010,DK,0,3.87
2006,NUTS,2010,DK,0,5.83
2007,NUTS,2010,DK,0,2.0
2008,NUTS,2010,DK,0,5.0
2009,NUTS,2010,DK,0,3.0
2010,NUTS,2010,DK,0,2.0
2011,NUTS,2010,DK,0,4.25
2012,NUTS,2010,DK,0,4.5
1991,NUTS,2010,DK0,1,1.0
1994,NUTS,2010,DK0,1,1.0
1996,NUTS,2010,DK0,1,1.0
1997,NUTS,2010,DK0,1,3.72
1998,NUTS,2010,DK0,1,3.0
1999,NUTS,2010,DK0,1,4.2
2000,NUTS,2010,DK0,1,2.5
2001,NUTS,2010,DK0,1,6.13
2002,NUTS,2010,DK0,1,5.0
2003,NUTS,2010,DK0,1,1.0
2004,NUTS,2010,DK0,1,4.3
2005,NUTS,2010,DK0,1,3.87
2006,NUTS,2010,DK0,1,5.83
2007,NUTS,2010,DK0,1,2.0
2008,NUTS,2010,DK0,1,5.0
2009,NUTS,2010,DK0,1,3.0
2010,NUTS,2010,DK0,1,2.0
2011,NUTS,2010,DK0,1,4.25
2012,NUTS,2010,DK0,1,4.0
1991,NUTS,2010,DK01,2,0.5
1994,NUTS,2010,DK01,2,1.0
1996,NUTS,2010,DK01,2,0.5
1997,NUTS,2010,DK01,2,2.72
1998,NUTS,2010,DK01,2,2.0
1999,NUTS,2010,DK01,2,3.87
2000,NUTS,2010,DK01,2,2.5
2001,NUTS,2010,DK01,2,4.87
2002,NUTS,2010,DK01,2,4.0
2003,NUTS,2010,DK01,2,1.0
2004,NUTS,2010,DK01,2,3.8
2005,NUTS,2010,DK01,2,2.33
2006,NUTS,2010,DK01,2,5.83
2007,NUTS,2010,DK01,2,1.5
2008,NUTS,2010,DK01,2,3.5
2009,NUTS,2010,DK01,2,3.0
2010,NUTS,2010,DK01,2,0.67
2011,NUTS,2010,DK01,2,4.25
2012,NUTS,2010,DK01,2,3.42
1991,NUTS,2010,DK011,3,0.5
1996,NUTS,2010,DK011,3,0.5
1997,NUTS,2010,DK011,3,0.65
1999,NUTS,2010,DK011,3,1.7
2001,NUTS,2010,DK011,3,1.53
2002,NUTS,2010,DK011,3,2.0
2003,NUTS,2010,DK011,3,0.5
2004,NUTS,2010,DK011,3,1.05
2006,NUTS,2010,DK011,3,0.4
2007,NUTS,2010,DK011,3,0.83
2008,NUTS,2010,DK011,3,0.5
2009,NUTS,2010,DK011,3,1.0
2011,NUTS,2010,DK011,3,0.5
2012,NUTS,2010,DK011,3,1.67
1994,NUTS,2010,DK012,3,1.0
1997,NUTS,2010,DK012,3,0.57
1998,NUTS,2010,DK012,3,0.67
1999,NUTS,2010,DK012,3,1.67
2000,NUTS,2010,DK012,3,0.5
2001,NUTS,2010,DK012,3,1.17
2002,NUTS,2010,DK012,3,0.4
2004,NUTS,2010,DK012,3,0.45
2006,NUTS,2010,DK012,3,3.0
2007,NUTS,2010,DK012,3,0.33
2008,NUTS,2010,DK012,3,2.0
2009,NUTS,2010,DK012,3,1.0
2011,NUTS,2010,DK012,3,3.5
2012,NUTS,2010,DK012,3,0.5
1997,NUTS,2010,DK013,3,1.5
1998,NUTS,2010,DK013,3,1.33
1999,NUTS,2010,DK013,3,0.5
2000,NUTS,2010,DK013,3,2.0
2001,NUTS,2010,DK013,3,2.17
2002,NUTS,2010,DK013,3,1.6
2003,NUTS,2010,DK013,3,0.5
2004,NUTS,2010,DK013,3,2.3
2005,NUTS,2010,DK013,3,2.33
2006,NUTS,2010,DK013,3,2.43
2007,NUTS,2010,DK013,3,0.33
2008,NUTS,2010,DK013,3,1.0
2009,NUTS,2010,DK013,3,1.0
2010,NUTS,2010,DK013,3,0.67
2011,NUTS,2010,DK013,3,0.25
2012,NUTS,2010,DK013,3,1.25
1991,NUTS,2010,DK02,2,0.5
1996,NUTS,2010,DK02,2,0.5
1997,NUTS,2010,DK02,2,1.0
1998,NUTS,2010,DK02,2,1.0
1999,NUTS,2010,DK02,2,0.33
2001,NUTS,2010,DK02,2,1.07
2004,NUTS,2010,DK02,2,0.5
2005,NUTS,2010,DK02,2,0.33
2007,NUTS,2010,DK02,2,0.5
2008,NUTS,2010,DK02,2,1.0
2010,NUTS,2010,DK02,2,1.33
2012,NUTS,2010,DK02,2,0.58
1991,NUTS,2010,DK021,3,0.5
1996,NUTS,2010,DK021,3,0.5
1997,NUTS,2010,DK021,3,1.0
1998,NUTS,2010,DK021,3,1.0
1999,NUTS,2010,DK021,3,0.33
2001,NUTS,2010,DK021,3,0.4
2004,NUTS,2010,DK021,3,0.5
2005,NUTS,2010,DK021,3,0.33
2007,NUTS,2010,DK021,3,0.5
2008,NUTS,2010,DK021,3,1.0
2010,NUTS,2010,DK021,3,1.0
2012,NUTS,2010,DK021,3,0.58
2001,NUTS,2010,DK022,3,0.67
2010,NUTS,2010,DK022,3,0.33
2001,NUTS,2010,DK03,2,0.2
2001,NUTS,2010,DK032,3,0.2
2002,NUTS,2010,DK04,2,0.5
2005,NUTS,2010,DK04,2,1.2
2008,NUTS,2010,DK04,2,0.5
2002,NUTS,2010,DK042,3,0.5
2005,NUTS,2010,DK042,3,1.2
2008,NUTS,2010,DK042,3,0.5
2002,NUTS,2010,DK05,2,0.5
2002,NUTS,2010,DK050,3,0.5
2012,NUTS,2010,DKX,1,0.5
2012,NUTS,2010,DKXX,2,0.5
2012,NUTS,2010,DKXXX,3,0.5
1995,NUTS,2010,EL,0,0.33
2007,NUTS,2010,EL,0,0.14
1995,NUTS,2010,EL2,1,0.33
1995,NUTS,2010,EL25,2,0.33
1995,NUTS,2010,EL251,3,0.33
2007,NUTS,2010,EL3,1,0.14
2007,NUTS,2010,EL30,2,0.14
2007,NUTS,2010,EL300,3,0.14
1989,NUTS,2010,ES,0,1.0
1995,NUTS,2010,ES,0,1.0
1997,NUTS,2010,ES,0,0.6
1999,NUTS,2010,ES,0,1.0
2001,NUTS,2010,ES,0,2.5
2002,NUTS,2010,ES,0,1.0
2003,NUTS,2010,ES,0,1.5
2005,NUTS,2010,ES,0,0.83
2006,NUTS,2010,ES,0,1.83
2009,NUTS,2010,ES,0,3.0
2010,NUTS,2010,ES,0,1.13
2011,NUTS,2010,ES,0,2.0
2001,NUTS,2010,ES2,1,0.9
2005,NUTS,2010,ES2,1,0.33
2009,NUTS,2010,ES2,1,1.0
2001,NUTS,2010,ES22,2,0.5
2005,NUTS,2010,ES22,2,0.33
2001,NUTS,2010,ES220,3,0.5
2005,NUTS,2010,ES220,3,0.33
2001,NUTS,2010,ES24,2,0.4
2009,NUTS,2010,ES24,2,1.0
2001,NUTS,2010,ES243,3,0.4
2009,NUTS,2010,ES243,3,1.0
1995,NUTS,2010,ES3,1,1.0
1999,NUTS,2010,ES3,1,1.0
2001,NUTS,2010,ES3,1,0.6
1995,NUTS,2010,ES30,2,1.0
1999,NUTS,2010,ES30,2,1.0
2001,NUTS,2010,ES30,2,0.6
1995,NUTS,2010,ES300,3,1.0
1999,NUTS,2010,ES300,3,1.0
2001,NUTS,2010,ES300,3,0.6
2005,NUTS,2010,ES4,1,0.5
2005,NUTS,2010,ES42,2,0.5
2005,NUTS,2010,ES425,3,0.5
1989,NUTS,2010,ES5,1,1.0
1997,NUTS,2010,ES5,1,0.6
2001,NUTS,2010,ES5,1,1.0
2002,NUTS,2010,ES5,1,1.0
2003,NUTS,2010,ES5,1,1.5
2006,NUTS,2010,ES5,1,1.5
2009,NUTS,2010,ES5,1,1.0
2010,NUTS,2010,ES5,1,1.13
1989,NUTS,2010,ES51,2,1.0
1997,NUTS,2010,ES51,2,0.6
2001,NUTS,2010,ES51,2,1.0
2002,NUTS,2010,ES51,2,1.0
2003,NUTS,2010,ES51,2,1.5
2006,NUTS,2010,ES51,2,1.5
2009,NUTS,2010,ES51,2,1.0
2010,NUTS,2010,ES51,2,1.13
1989,NUTS,2010,ES511,3,1.0
1997,NUTS,2010,ES511,3,0.6
2002,NUTS,2010,ES511,3,1.0
2003,NUTS,2010,ES511,3,0.5
2006,NUTS,2010,ES511,3,1.5
2009,NUTS,2010,ES511,3,1.0
2010,NUTS,2010,ES511,3,1.13
2001,NUTS,2010,ES514,3,1.0
2003,NUTS,2010,ES514,3,1.0
2006,NUTS,2010,ES6,1,0.33
2009,NUTS,2010,ES6,1,1.0
2011,NUTS,2010,ES6,1,2.0
2006,NUTS,2010,ES61,2,0.33
2009,NUTS,2010,ES61,2,1.0
2011,NUTS,2010,ES61,2,2.0
2006,NUTS,2010,ES618,3,0.33
2009,NUTS,2010,ES618,3,1.0
2011,NUTS,2010,ES618,3,2.0
1985,NUTS,2010,FI,0,1.0
1998,NUTS,2010,FI,0,1.5
2000,NUTS,2010,FI,0,1.0
2001,NUTS,2010,FI,0,1.0
2002,NUTS,2010,FI,0,5.5
2003,NUTS,2010,FI,0,1.0
2004,NUTS,2010,FI,0,2.0
2005,NUTS,2010,FI,0,5.67
2006,NUTS,2010,FI,0,3.0
2007,NUTS,2010,FI,0,3.75
2008,NUTS,2010,FI,0,1.83
2009,NUTS,2010,FI,0,3.0
2010,NUTS,2010,FI,0,1.0
2011,NUTS,2010,FI,0,1.0
1985,NUTS,2010,FI1,1,1.0
1998,NUTS,2010,FI1,1,1.5
2000,NUTS,2010,FI1,1,1.0
2001,NUTS,2010,FI1,1,1.0
2002,NUTS,2010,FI1,1,5.5
2003,NUTS,2010,FI1,1,1.0
2004,NUTS,2010,FI1,1,2.0
2005,NUTS,2010,FI1,1,5.67
2006,NUTS,2010,FI1,1,3.0
2007,NUTS,2010,FI1,1,3.75
2008,NUTS,2010,FI1,1,1.83
2009,NUTS,2010,FI1,1,3.0
2010,NUTS,2010,FI1,1,1.0
2011,NUTS,2010,FI1,1,1.0
1998,NUTS,2010,FI19,2,1.5
2000,NUTS,2010,FI19,2,1.0
2002,NUTS,2010,FI19,2,3.67
2004,NUTS,2010,FI19,2,1.17
2005,NUTS,2010,FI19,2,1.67
2006,NUTS,2010,FI19,2,1.0
2007,NUTS,2010,FI19,2,3.08
2009,NUTS,2010,FI19,2,1.0
2011,NUTS,2010,FI19,2,1.0
2004,NUTS,2010,FI195,3,0.17
1998,NUTS,2010,FI197,3,1.5
2000,NUTS,2010,FI197,3,1.0
2002,NUTS,2010,FI197,3,3.67
2004,NUTS,2010,FI197,3,1.0
2005,NUTS,2010,FI197,3,1.67
2006,NUTS,2010,FI197,3,1.0
2007,NUTS,2010,FI197,3,3.08
2009,NUTS,2010,FI197,3,1.0
2011,NUTS,2010,FI197,3,1.0
1985,NUTS,2010,FI1B,2,1.0
2002,NUTS,2010,FI1B,2,1.33
2004,NUTS,2010,FI1B,2,0.17
